Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
VF 1894-O Morgan Silver Dollar (1 coin),127039416377,"Apr 4, 2026",$101.04,$0.00,,,Fixed price,https://www.ebay.com/itm/127039416377
"1894-S Morgan Silver Dollar, San Francisco Mint",117087796920,"Mar 14, 2026",$150.00,$5.07,,,Fixed price,https://www.ebay.com/itm/117087796920
"1894 S Morgan Silver Dollar. FILLED MINT MARK ERROR. *HIGH GRADE*, *NO RESERVE*",117091475456,"Mar 23, 2026",$70.34,$9.71,,,Auction,https://www.ebay.com/itm/117091475456
"1894-S Morgan Dollar, Uncertified, NR",117099160744,"Mar 28, 2026",$367.00,$4.95,,,Auction,https://www.ebay.com/itm/117099160744
"1894-O Morgan silver dollar. XF-AU, reverse heavily toned. #ar2",117102321723,"Mar 29, 2026",$109.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117102321723
EF 1894-O MORGAN SILVER DOLLAR A NICE COLLECTORS COIN M-1718,117104578848,"Mar 27, 2026",$89.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117104578848
1894-O Morgan Silver One $1 Dollar - PCGS AU55 - New Orleans CC582,127659213070,"Mar 10, 2026",$638.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127659213070
1894 P Morgan Dollar ANACS Soapbox Fine Detail,127708534140,"Mar 16, 2026",$875.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127708534140
1894 S Morgan Silver Dollar,127713063088,"Mar 8, 2026","$1,086.20",$0.00,,,Auction,https://www.ebay.com/itm/127713063088
1894 Morgan Silver Dollar PCGS XF40 Gold Shield Original,127731873228,"Mar 20, 2026","$1,499.99",$0.00,,,Fixed price,https://www.ebay.com/itm/127731873228
1894-S Morgan Silver Dollar Very Fine condition Better Date,127739741437,"Mar 16, 2026",$150.00,$5.95,,,Auction,https://www.ebay.com/itm/127739741437
Morgan Silver Dollar 1894 MS 63 NGC Graded,127746160453,"Mar 15, 2026","$1,511.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127746160453
Early - 1894-O Morgan Silver Dollar - 90% US Coin *158,127749967756,"Mar 21, 2026",$71.00,$0.00,,,Auction,https://www.ebay.com/itm/127749967756
1894 P MORGAN SILVER DOLLAR ANACS VG8 DETAILS PHILADELPHIA MINT KEY DATE COIN,127760907657,"Mar 22, 2026",$745.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127760907657
Early - 1894-O Morgan Silver Dollar - 90% US Coin *697,127764416287,"Mar 27, 2026",$69.00,$0.00,,,Auction,https://www.ebay.com/itm/127764416287
1894 P MORGAN SILVER DOLLAR ANACS VF25 NICE ORIGINAL KEY DATE,127780783882,"Apr 4, 2026","$1,224.99",$5.30,,,Fixed price,https://www.ebay.com/itm/127780783882
G/VG 1894-S Morgan Silver Dollar (1 coin),135191943908,"Mar 16, 2026",$109.95,$0.00,,,Fixed price,https://www.ebay.com/itm/135191943908
1894 O $1 Morgan Silver One Dollar US Coin,136928463614,"Mar 31, 2026",$99.99,$0.00,,,Fixed price,https://www.ebay.com/itm/136928463614
Early - 1894-O Morgan Silver Dollar - 90% US Coin *521,137085865313,"Mar 6, 2026",$80.00,$0.00,,,Auction,https://www.ebay.com/itm/137085865313
1894 S Morgan Silver Dollar,137098770535,"Apr 2, 2026",$190.00,$8.10,,,Fixed price,https://www.ebay.com/itm/137098770535
Early - 1894-O Morgan Silver Dollar - 90% US Coin *618,137108724534,"Mar 13, 2026",$70.00,$0.00,,,Auction,https://www.ebay.com/itm/137108724534
1894 O Morgan Silver Dollar - VG Details !!,137128471036,"Apr 1, 2026",$79.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137128471036
1894 Morgan Dollar ANACS VF-35,137138676851,"Mar 20, 2026","$1,325.00",$0.00,,,Fixed price,https://www.ebay.com/itm/137138676851
Early - 1894-O Morgan Silver Dollar - 90% US Coin *634,137152345878,"Mar 25, 2026",$50.05,$0.00,,,Auction,https://www.ebay.com/itm/137152345878
1894-O $1 Morgan Silver Dollar Coin,137154203727,"Mar 24, 2026",$107.50,$12.50,,,Auction,https://www.ebay.com/itm/137154203727
1894 O $1 Morgan Silver One Dollar XF40 NGC Rare New Orleans,137160903656,"Mar 30, 2026",$149.99,$0.00,,,Auction,https://www.ebay.com/itm/137160903656
1894-S $1 MORGAN SILVER ONE DOLLAR good details better date m-51,137163221638,"Mar 31, 2026",$246.50,$8.50,,,Fixed price,https://www.ebay.com/itm/137163221638
1894-O Morgan Silver Dollar 90% Silver Ungraded Raw Coin FCR6,137166859647,"Apr 1, 2026",$56.00,$6.00,,,Auction,https://www.ebay.com/itm/137166859647
Early - 1894-O Morgan Silver Dollar - 90% US Coin *266,137173306171,"Apr 1, 2026",$64.04,$0.00,,,Auction,https://www.ebay.com/itm/137173306171
Early - 1894-O Morgan Silver Dollar - 90% US Coin *599,137175744397,"Apr 2, 2026",$66.00,$0.00,,,Auction,https://www.ebay.com/itm/137175744397
1894 O ANACS VF25 Morgan Silver Dollar $1 US Mint Rare Key Date 1894-O VF-25,147161068055,"Mar 23, 2026",$134.95,$5.25,,,Fixed price,https://www.ebay.com/itm/147161068055
1894-P Morgan Silver Dollar $1 Coin 1894 - Certified PCGS XF Details - Rare Date,147172415302,"Mar 12, 2026","$1,129.64",$0.00,,,Fixed price,https://www.ebay.com/itm/147172415302
1894-S Morgan Silver Dollar $1 Coin - Certified PCGS AU Details - Rare Date!,147175890712,"Mar 6, 2026",$625.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147175890712
1894-O Morgan Silver Dollar XF E365 WILY,147176066392,"Mar 6, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147176066392
"1894-S Morgan Silver Dollar (all original), U.S. $1 Coin",147177085005,"Mar 8, 2026",$65.00,$5.99,,,Auction,https://www.ebay.com/itm/147177085005
1894 O Morgan Dollar PCGS G04,147180927751,"Mar 9, 2026",$76.00,$5.20,,,Auction,https://www.ebay.com/itm/147180927751
1894-S Morgan Silver Dollar,147183432837,"Mar 10, 2026",$278.00,$0.00,,,Auction,https://www.ebay.com/itm/147183432837
1894-P Morgan Silver Dollar $1 NGC VF20 - Key Date & Great Coin ☆Check My Store!,147190380036,"Mar 10, 2026","$1,065.00",$9.95,,,Fixed price,https://www.ebay.com/itm/147190380036
"Extra Fine 1894-O Morgan Dollar, Well-Struck, Tougher Date ☆ 1178 ☆",147192538990,"Apr 4, 2026",$115.00,$4.50,,,Fixed price,https://www.ebay.com/itm/147192538990
1894-P Morgan Silver Dollar $1 Coin 1894 - XF / AU Details - Rare Key Date,147200411300,"Mar 16, 2026","$1,220.75",$0.00,,,Fixed price,https://www.ebay.com/itm/147200411300
1894-O Morgan Dollar #EB26006,147208001611,"Mar 22, 2026",$153.50,$0.00,,,Auction,https://www.ebay.com/itm/147208001611
1894 o morgan silver dollar. Key Date,147208248874,"Mar 17, 2026",$66.01,$7.00,,,Auction,https://www.ebay.com/itm/147208248874
1894-S Morgan Silver Dollar $1 Coin - Certified ANACS AU50 Details - Rare Date,147211676017,"Mar 24, 2026",$433.10,$0.00,,,Fixed price,https://www.ebay.com/itm/147211676017
1894-S MORGAN SILVER DOLLAR PCGS MS63+ CARTWHEEL MINT LUSTER 03XXFB26,147214706071,"Mar 30, 2026","$2,950.00",$35.00,,,Fixed price,https://www.ebay.com/itm/147214706071
1894 O Morgan Silver Dollar NGC AU55,147228952111,"Apr 4, 2026",$365.00,$8.75,,,Auction,https://www.ebay.com/itm/147228952111
1894-O Morgan Silver Dollar,147236014460,"Apr 2, 2026",$139.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147236014460
1894 Morgan Silver Dollar NGC PF-63 CAMEO Proof,157609133105,"Mar 26, 2026","$8,191.50",$0.00,,,Fixed price,https://www.ebay.com/itm/157609133105
[Removed] Item 358041635048,358041635048,"Jan 31, 2026",$68.02,$0.00,,,Fixed price,,216
[Removed] Item 236435162926,236435162926,"Nov 19, 2025",$37.19,$0.00,,,Fixed price,,31
[Removed] Item 357957730712,357957730712,"Jan 11, 2026",$50.00,$0.00,,,Fixed price,,44
VF 1894-O Morgan Silver Dollar (1 coin),127039416377,"Apr 7, 2026",$102.51,$0.00,,,Fixed price,https://www.ebay.com/itm/127039416377,17
VG/F 1894-O Morgan Silver Dollar (1 coin),126671180601,"Jan 21, 2026",$77.19,$0.00,,,Fixed price,https://www.ebay.com/itm/126671180601,9
,,"Oct 28, 2025",$35.67,$0.00,,,Fixed price,,9
VG/F 1894-S Morgan Silver Dollar (1 coin),365117522358,"Mar 12, 2026",$133.97,$0.00,,,Fixed price,https://www.ebay.com/itm/365117522358,5
,,"Nov 21, 2025",$30.74,$0.00,,,Fixed price,,4
,,"Nov 6, 2025",$24.99,$4.99,,,Fixed price,,4
VF 1894-S Morgan Silver Dollar (1 coin),127406857074,"Nov 7, 2025",$203.33,$0.00,,,Fixed price,https://www.ebay.com/itm/127406857074,3
G/VG 1894-S Morgan Silver Dollar (1 coin),135191943908,"Mar 16, 2026",$103.98,$0.00,,,Fixed price,https://www.ebay.com/itm/135191943908,3
,,"Nov 8, 2025",$37.00,$2.99,,,Fixed price,,2
,,"Nov 4, 2025",$42.99,$5.00,,,Fixed price,,2
,,"Nov 12, 2025",$20.53,$0.00,,,Fixed price,,2
3 MORGAN Silver Dollar US COPY Coins 1893 1894 1895 Circulated Antique Look/Feel,376552186920,"Mar 8, 2026",$8.73,$1.50,,,Fixed price,https://www.ebay.com/itm/376552186920,2
1894-S Morgan Silver Dollar EF45 PCGS,388004449995,"Apr 4, 2026",$525.00,$0.00,,,Fixed price,https://www.ebay.com/itm/388004449995,2
,,"Oct 30, 2025",$64.00,$4.95,,,Fixed price,,1
,,"Oct 29, 2025",$48.00,$4.00,,,Fixed price,,1
,,"Dec 20, 2025",$43.15,$5.95,,,Fixed price,,1
,,"Jan 11, 2026",$131.00,$7.95,,,Fixed price,,1
1894-O Morgan Dollar CACG XF-45 CAC - Some Luster Remains!,116751964058,"Jan 26, 2026",$225.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116751964058,1
,,"Oct 17, 2025",$140.00,$0.00,,,Fixed price,,1
,,"Oct 29, 2025",$45.00,$4.76,,,Auction,,1
,,"Oct 27, 2025",$42.20,$4.87,,,Auction,,1
,,"Oct 30, 2025",$70.00,$8.40,,,Fixed price,,1
,,"Nov 8, 2025",$35.00,$5.95,,,Auction,,1
,,"Nov 12, 2025",$64.95,$5.00,,,Auction,,1
,,"Nov 13, 2025",$75.00,$0.00,,,Fixed price,,1
,,"Jan 13, 2026",$645.00,$0.00,,,Fixed price,,1
,,"Nov 18, 2025",$50.00,$4.76,,,Auction,,1
,,"Nov 20, 2025",$336.00,$0.00,,,Auction,,1
,,"Dec 4, 2025",$48.00,$5.95,,,Auction,,1
,,"Nov 29, 2025",$61.03,$4.00,,,Auction,,1
,,"Nov 28, 2025",$58.00,$0.00,,,Fixed price,,1
,,"Dec 6, 2025",$86.00,$0.00,,,Auction,,1
,,"Dec 7, 2025",$35.00,$4.99,,,Auction,,1
,,"Dec 24, 2025",$50.00,$10.00,,,Fixed price,,1
,,"Dec 8, 2025",$69.00,$4.00,,,Auction,,1
,,"Dec 8, 2025",$152.50,$7.49,,,Auction,,1
,,"Dec 16, 2025",$133.50,$3.84,,,Auction,,1
,,"Dec 16, 2025",$83.00,$2.37,,,Auction,,1
,,"Dec 30, 2025",$541.20,$0.00,,,Auction,,1
,,"Jan 8, 2026",$279.00,$0.00,,,Fixed price,,1
1894 O Morgan Silver Dollar NGC AU Details Freshly Graded,116954856090,"Mar 1, 2026",$285.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116954856090,1
1894 O Morgan Silver Dollar NGC AU 50 Freshly Graded,116954859750,"Jan 16, 2026",$300.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116954859750,1
,,"Jan 10, 2026",$77.50,$4.00,,,Auction,,1
,,"Jan 11, 2026",$56.00,$5.00,,,Auction,,1
1894-O Morgan silver dollar. XF-AU with decent luster. #nrd1,116969745782,"Jan 27, 2026",$147.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116969745782,1
1894-O Morgan Silver Dollar New Orleans,116997616193,"Jan 30, 2026",$81.00,$5.07,,,Auction,https://www.ebay.com/itm/116997616193,1
1894-S Morgan Silver Dollar $1 ANACS XF45 ~ Tough Date ~ Free US Shipping,117009957281,"Jan 30, 2026",$750.00,$7.55,,,Auction,https://www.ebay.com/itm/117009957281,1
1894-O New Orleans Mint Silver Morgan Dollar,117017332522,"Feb 3, 2026",$60.00,$4.00,,,Auction,https://www.ebay.com/itm/117017332522,1
1894-s Morgan Silver Dollar. Fine. A-372,117028072780,"Feb 10, 2026",$129.00,$8.30,,,Fixed price,https://www.ebay.com/itm/117028072780,1
1894-S Morgan Silver Dollar (cn16158),117030339561,"Mar 2, 2026",$115.00,$4.00,,,Fixed price,https://www.ebay.com/itm/117030339561,1
1894-O Morgan Silver Dollar US Coin Key Date Fine,117047119947,"Feb 26, 2026",$61.00,$8.75,,,Auction,https://www.ebay.com/itm/117047119947,1
1894-S Morgan Silver Dollar - NGC VG 8 Nicely Aged Coin,117054399353,"Mar 4, 2026",$175.00,$5.62,,,Fixed price,https://www.ebay.com/itm/117054399353,1
1894 Morgan Silver Dollar ngc G4 CAC,117059994940,"Mar 1, 2026",$650.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117059994940,1
"Morgan Silver Dollar Lot Of 4! No Reserve! 1903-P, 1900-O, 1891-S And 1894-O",117117115751,"Apr 2, 2026",$217.50,$5.39,,,Auction,https://www.ebay.com/itm/117117115751,1
"1894-O Morgan Dollar, Uncertified, NR",117127432472,"Apr 11, 2026",$58.00,$4.95,,,Auction,https://www.ebay.com/itm/117127432472,1
,,"Dec 31, 2025",$90.00,$0.00,,,Fixed price,,1
"1894 O Morgan Silver Dollar US Postal Commemorative Stamp Set, Rare 15c Stamp",126358561926,"Feb 1, 2026",$97.85,$4.95,,,Fixed price,https://www.ebay.com/itm/126358561926,1
,,"Dec 1, 2025",$229.00,$0.00,,,Fixed price,,1
,,"Dec 3, 2025",$212.00,$0.00,,,Fixed price,,1
,,"Dec 27, 2025",$325.00,$0.00,,,Fixed price,,1
,,"Dec 30, 2025",$104.99,$4.25,,,Fixed price,,1
,,"Nov 28, 2025",$30.70,$4.69,,,Fixed price,,1
,,"Nov 18, 2025","$1,650.00",$0.00,,,Fixed price,,1
1894-S MORGAN SILVER DOLLAR TYPICAL EF(M040),127139098288,"Mar 2, 2026",$235.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127139098288,1
1894 O Morgan $1 Silver Dollar. NGC VF 20,127141164492,"Feb 28, 2026",$129.95,$5.40,,,Fixed price,https://www.ebay.com/itm/127141164492,1
,,"Oct 29, 2025","$1,700.00",$0.00,,,Fixed price,,1
1894-O Morgan Silver Dollar AU Details,127182876398,"Jan 25, 2026",$175.00,$5.00,,,Fixed price,https://www.ebay.com/itm/127182876398,1
,,"Nov 27, 2025",$45.00,$4.92,,,Fixed price,,1
1894-P $1 MORGAN SILVER DOLLAR UNC PROOF LIKE VERY RARE,127296154271,"Feb 11, 2026","$2,249.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127296154271,1
,,"Jan 7, 2026",$216.00,$0.00,,,Fixed price,,1
,,"Dec 5, 2025",$46.00,$0.00,,,Fixed price,,1
,,"Nov 27, 2025",$75.00,$0.00,,,Fixed price,,1
,,"Oct 18, 2025",$325.00,$0.00,,,Fixed price,,1
