Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
A3931- 2019 Topps Baseball Cards 250-499 +Rookies -You Pick- 15+ FREE US SHIP,235284730297,"May 17, 2026",$1.02,$0.68,,,Fixed price,https://www.ebay.com/itm/235284730297,46
2019 S Clad PROOF Kennedy Half Dollar 1 Coin from US Proof Set,276282490636,"May 17, 2026",$16.36,$3.95,,,Fixed price,https://www.ebay.com/itm/276282490636,17
2010~2019 S Kennedy Half Dollar Clad Gem Proof Run 10 Coin Set CN-Clad US Mint.,402817736109,"May 16, 2026",$193.77,$0.00,,,Fixed price,https://www.ebay.com/itm/402817736109,17
A4754- 2019 Topps Archives Baseball Card #s 1-250 -You Pick- 15+ FREE US SHIP,336331360863,"May 15, 2026",$0.91,$0.36,,,Fixed price,https://www.ebay.com/itm/336331360863,63
A8213- 2020 Score Football Card #s 1-265 +Rookies -You Pick- 15+ FREE US SHIP,234730129419,"May 14, 2026",$0.82,$0.30,,,Fixed price,https://www.ebay.com/itm/234730129419,19
A4140- 2019 Score Football Card #s 1-320 +Rookies -You Pick- 15+ FREE US SHIP,334281887424,"May 12, 2026",$0.94,$0.21,,,Fixed price,https://www.ebay.com/itm/334281887424,18
B1148- 2020 Topps Baseball Cards 251-500 +Rookies -You Pick- 15+ FREE US SHIP,235014209299,"May 11, 2026",$0.87,$0.43,,,Fixed price,https://www.ebay.com/itm/235014209299,38
A3931- 2019 Topps Baseball Card #s 1-249 +Rookies -You Pick- 15+ FREE US SHIP,235455385595,"May 10, 2026",$0.85,$0.89,,,Fixed price,https://www.ebay.com/itm/235455385595,25
A3064- 2019 Topps Heritage Baseball Card #s 1-250 -You Pick- 15+ FREE US SHIP,334827462278,"May 10, 2026",$0.77,$0.70,,,Fixed price,https://www.ebay.com/itm/334827462278,17
B0164- 2020 Stadium Club Chrome BB Card #s 251-400 -You Pick- 15+ FREE US SHIP,234909858054,"May 8, 2026",$1.03,$0.55,,,Fixed price,https://www.ebay.com/itm/234909858054,32
B0462- 2020 Topps Heritage High Numbers BB 501-725 -You Pick- 15+ FREE US SHIP,234515662046,"May 8, 2026",$0.81,$0.89,,,Fixed price,https://www.ebay.com/itm/234515662046,16
B0164- 2020 Stadium Club Chrome BB Card #s 1-250 -You Pick- 15+ FREE US SHIP,234909858051,"May 8, 2026",$0.93,$0.00,,,Fixed price,https://www.ebay.com/itm/234909858051,15
A3064- 2019 Topps Heritage Baseball Cards 501-725 -You Pick- 15+ FREE US SHIP,234967276336,"May 6, 2026",$0.75,$0.10,,,Fixed price,https://www.ebay.com/itm/234967276336,18
A4450- 2019 Donruss Football Cards 1-210 +Rookies -You Pick- 15+ FREE US SHIP,335448875905,"May 5, 2026",$0.81,$0.26,,,Fixed price,https://www.ebay.com/itm/335448875905,55
B3726- 2019-20 Upper Deck AHL Cards 1-90 +Inserts -You Pick- 15+ FREE US SHIP,334989788531,"May 4, 2026",$1.15,$0.33,,,Fixed price,https://www.ebay.com/itm/334989788531,64
B1148- 2020 Topps Baseball Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,235014209296,"May 3, 2026",$1.39,$0.48,,,Fixed price,https://www.ebay.com/itm/235014209296,38
B2030- 2019 Topps Chrome UFC Cards 1-100 +Inserts -You Pick- 15+ FREE US SHIP,236597319114,"Apr 28, 2026",$2.50,$1.09,,,Fixed price,https://www.ebay.com/itm/236597319114,66
B7835- 2020 Topps Celebration of the Decades BB G2 -You Pick- 15+ FREE US SHIP,336382301372,"Apr 28, 2026",$9.81,$0.40,,,Fixed price,https://www.ebay.com/itm/336382301372,17
A6592- 2019 Bowman Draft Baseball Card #s 1-200 -You Pick- 15+ FREE US SHIP,235189104618,"Apr 21, 2026",$1.03,$0.50,,,Fixed price,https://www.ebay.com/itm/235189104618,24
A5000- 2019 Topps Heritage Minors BB Cards 1-200+ -You Pick- 15+ FREE US SHIP,336352931420,"Apr 20, 2026",$1.11,$0.44,,,Fixed price,https://www.ebay.com/itm/336352931420,19
"REM 7IN-83-88 11 Singles 12 x 7"" Vinyl Box US Stereo 24 Tracks-45 RPM NEW SEALED",287165201013,"Apr 5, 2026",$67.50,$5.97,,,Fixed price,https://www.ebay.com/itm/287165201013
A6345- 2019-20 O-Pee-Chee Hockey Card #s 251-500 -You Pick- 15+ FREE US SHIP,336251920926,"Apr 5, 2026",$0.97,$0.20,,,Fixed price,https://www.ebay.com/itm/336251920926
"2019 Topps Update Pete Alonso #US47 BASEBALL CARD Rookie New York Mets RC,ASG",168105126911,"Apr 5, 2026",$1.20,$0.00,,,Fixed price,https://www.ebay.com/itm/168105126911
A5559- 2019-20 Panini Revolution Bk Cards 1-150+ -You Pick- 15+ FREE US SHIP,334994996786,"Apr 5, 2026",$1.30,$0.98,,,Fixed price,https://www.ebay.com/itm/334994996786
BLACK CAT 1 GREG HORN HORIZONTAL VIRGIN VARIANT SET 2-PK SPIDER-MAN 1000 PT Run!,264314764987,"Apr 4, 2026",$31.66,$7.95,,,Fixed price,https://www.ebay.com/itm/264314764987
2019 S Lincoln Shield Cent Proof penny from US proof mint proof set,276522036124,"Apr 4, 2026",$11.95,$0.00,,,Fixed price,https://www.ebay.com/itm/276522036124
B6661- 2020 Topps Formula 1 Turbo Attax Race Cards -You Pick- 15+ FREE US SHIP,236088459790,"Apr 4, 2026",$4.77,$0.26,,,Fixed price,https://www.ebay.com/itm/236088459790
2010-2025-S Roosevelt Dime Gem Cameo Proof Clad Run 16 Coin Set US Mint Lot,402817735555,"Apr 4, 2026",$89.95,$4.95,,,Fixed price,https://www.ebay.com/itm/402817735555
B2371- 2020 Topps Archives Baseball Cards 201-324 -You Pick- 15+ FREE US SHIP,236498073914,"Apr 4, 2026",$4.10,$0.54,,,Fixed price,https://www.ebay.com/itm/236498073914
"2019 P & D Kennedy Half Dollar Clad US ""Brilliant Uncirculated"" (2 Coin Set)!",276312918022,"Apr 3, 2026",$6.98,$0.00,,,Fixed price,https://www.ebay.com/itm/276312918022
B4072- 2020 Topps Pro Debut Baseball Card #s 1-200 -You Pick- 15+ FREE US SHIP,336319350976,"Apr 3, 2026",$0.75,$0.00,,,Fixed price,https://www.ebay.com/itm/336319350976
A4450- 2019 Donruss Football #s 211-350 +Rookies -You Pick- 15+ FREE US SHIP,235615376439,"Apr 3, 2026",$1.57,$0.45,,,Fixed price,https://www.ebay.com/itm/235615376439
B2986- 2020 Playoff Football Cards 201-300 +Inserts -You Pick- 15+ FREE US SHIP,335293998398,"Apr 3, 2026",$2.19,$0.36,,,Fixed price,https://www.ebay.com/itm/335293998398
B2371- 2020 Topps Archives Baseball Card #s 1-200 -You Pick- 15+ FREE US SHIP,336319413994,"Apr 3, 2026",$2.68,$0.36,,,Fixed price,https://www.ebay.com/itm/336319413994
A6067- 2019 Topps Update BB Card #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,334827070731,"Apr 3, 2026",$0.76,$0.10,,,Fixed price,https://www.ebay.com/itm/334827070731
2019 W ENHANCED REVERSE PROOF SILVER EAGLE NGC PF70 EARLY RELEASES US SET,287161006500,"Apr 2, 2026",$215.38,$0.00,,,Fixed price,https://www.ebay.com/itm/287161006500
B7022- 2020 Panini Prizm WNBA Bk #s 1-100 +Inserts -You Pick- 15+ FREE US SHIP,257121958290,"Apr 2, 2026",$3.07,$0.21,,,Fixed price,https://www.ebay.com/itm/257121958290
A3931- 2019 Topps Baseball Cards 500-700 +Rookies -You Pick- 15+ FREE US SHIP,335099446830,"Apr 2, 2026",$0.76,$1.09,,,Fixed price,https://www.ebay.com/itm/335099446830
B3426- 2020 Upper Deck Goodwin Champions 1-150+ -You Pick- 15+ FREE US SHIP,336383635766,"Apr 2, 2026",$2.20,$1.99,,,Fixed price,https://www.ebay.com/itm/336383635766
B0422- 2020 Topps UK Baseball Cards 1-200 +Inserts -You Pick- 15+ FREE US SHIP,334402488583,"Apr 1, 2026",$1.22,$0.89,,,Fixed price,https://www.ebay.com/itm/334402488583
