Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1913 S BARBER 50C HALF DOLLAR GOOD,117100678285,"May 16, 2026",$39.00,$5.50,,,Fixed price,https://www.ebay.com/itm/117100678285,1
Lot of 5 (1892-1915) Face Value Barber Half DoIIar 50c Mixed Date,377183758183,"May 15, 2026",$65.56,$0.00,,,Fixed price,https://www.ebay.com/itm/377183758183,2
Lot of 5 (1892-1915) Face Value Barber Half DoIIar 50c Mixed Date,298294030825,"May 12, 2026",$70.18,$0.00,,,Fixed price,https://www.ebay.com/itm/298294030825,12
"1906-S, 1912-S, 1913-S, 1915-S Barber Half Dollars V-G Details",366376558323,"May 11, 2026",$78.11,$0.00,,,Fixed price,https://www.ebay.com/itm/366376558323,3
1913-S BARBER HALF DOLLAR/ SEMI KEY Decent Condition,377149230678,"May 9, 2026",$23.55,$0.00,,,Fixed price,https://www.ebay.com/itm/377149230678,3
[LOT OF 20] Barber V Nickels (1883-1913) - Choose How Many Half Rolls,306473394710,"May 8, 2026",$24.40,$0.00,,,Fixed price,https://www.ebay.com/itm/306473394710,11
1913 D Silver Barber HALF DOLLAR 50c,117170279360,"May 7, 2026",$26.47,$3.25,,,Auction,https://www.ebay.com/itm/117170279360,1
[Removed] Item 358497469113,358497469113,"May 6, 2026",$33.15,$9.99,,,Fixed price,,20
[Removed] Item 358508175040,358508175040,"May 6, 2026",$42.00,$9.99,,,Fixed price,,5
1913 50C Barber Half Dollar ANACS G6 Details,117030661710,"May 6, 2026",$59.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117030661710,1
[Removed] Item 397870615339,397870615339,"Apr 28, 2026",$25.60,$0.00,,,Fixed price,,15
[Removed] Item 358478363916,358478363916,"Apr 25, 2026",$34.59,$9.99,,,Fixed price,,5
[Removed] Item 358478329940,358478329940,"Apr 24, 2026",$41.33,$9.99,,,Fixed price,,3
1913-S BARBER HALF DOLLAR/ SEMI KEY. Decent Condition,377097000736,"Apr 22, 2026",$23.66,$0.00,,,Fixed price,https://www.ebay.com/itm/377097000736,10
[Removed] Item 358446326634,358446326634,"Apr 22, 2026",$49.99,$9.99,,,Fixed price,,5
[Removed] Item 358459787202,358459787202,"Apr 22, 2026",$39.99,$9.99,,,Fixed price,,3
[Removed] Item 366349611022,366349611022,"Apr 17, 2026",$15.00,$14.99,,,Fixed price,,3
1913 50C Barber Half ANACS GOOD 6,117032312039,"Apr 17, 2026",$70.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117032312039,1
[Removed] Item 157813902857,157813902857,"Apr 14, 2026",$14.00,$9.99,,,Fixed price,,2
VG+ 1913 D Barber Half Dollar,117120314423,"Apr 11, 2026",$51.00,$1.51,,,Auction,https://www.ebay.com/itm/117120314423,1
04/900000004 L#4115 1913 D Barber Silver Half Dollar,157807191645,"Apr 4, 2026",$111.00,$0.00,,,Auction,https://www.ebay.com/itm/157807191645
1913 Barber Half Dollar,117106280495,"Apr 4, 2026",$63.76,$1.01,,,Auction,https://www.ebay.com/itm/117106280495,1
1913 Barber Half Dollar Key Date PCGS G04,147212140333,"Apr 2, 2026",$85.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147212140333
"1913 D BARBER SILVER HALF DOLLAR. ONLY 534,000 MINTED. RARE.",117107978583,"Apr 1, 2026",$199.99,$5.50,,,Auction,https://www.ebay.com/itm/117107978583
04/000001 L#2044 1913 Barber Silver Half Dollar (sxz),157798822344,"Apr 1, 2026",$122.00,$0.00,,,Auction,https://www.ebay.com/itm/157798822344
"1913-D Barber Half Dollar, Key Date, Nice Original Surfaces. Most Liberty",147220043951,"Mar 30, 2026",$39.00,$4.99,,,Auction,https://www.ebay.com/itm/147220043951
1913-P Liberty Barber Silver Half Dollar 50c Very Good VG ZM,127584594381,"Mar 29, 2026",$57.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127584594381
Rim Ding 1913 Barber Half Dollar,127755394500,"Mar 28, 2026",$45.44,$1.79,,,Auction,https://www.ebay.com/itm/127755394500
Item #1447 US 1913 Half Dollar VG,157785567633,"Mar 28, 2026",$59.76,$0.00,,,Auction,https://www.ebay.com/itm/157785567633
03/00000028 L#8407 1913 Barber Silver Half Dollar Coin (ctr),157791593139,"Mar 28, 2026",$210.00,$0.00,,,Auction,https://www.ebay.com/itm/157791593139
PCGS G-4 1913-P Barber Half Dollar Y and part of T # Combined Shipping,236655546611,"Mar 24, 2026",$75.00,$5.75,,,Fixed price,https://www.ebay.com/itm/236655546611
1913s Barber Half Dollar San Francisco Silver 50C Circulated US Coin,117100993295,"Mar 23, 2026",$20.00,$7.95,,,Fixed price,https://www.ebay.com/itm/117100993295
"1915 Barber Half Dollar, Better Date, Good - Discounted 0312-15",147202251798,"Mar 23, 2026",$49.95,$8.95,,,Fixed price,https://www.ebay.com/itm/147202251798
1913 - United States Barber Half Dollar 50C Coin - Early American Silver .900,147202512052,"Mar 23, 2026",$56.00,$2.59,,,Auction,https://www.ebay.com/itm/147202512052
1913-D Liberty Barber Silver Half Dollar 50c G19,157767187769,"Mar 23, 2026",$31.00,$4.75,,,Auction,https://www.ebay.com/itm/157767187769
