Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
B6804- 1987-88 Fleer Bk Card #s 1-132 +Inserts -You Pick- 15+ FREE US SHIP,257349723252,"Mar 30, 2026",$1.72,$0.29,,,Fixed price,https://www.ebay.com/itm/257349723252
B6656- 1987 Astros Mother's Cookies Houston BB 1-28 -You Pick- 15+ FREE US SHIP,335943899436,"Mar 22, 2026",$2.42,$0.00,,,Fixed price,https://www.ebay.com/itm/335943899436
A3213- 1987-88 O-Pee-Chee Hk Cards 1-150 +Rookies -You Pick- 15+ FREE US SHIP,336114353417,"Apr 3, 2026",$0.78,$0.00,,,Fixed price,https://www.ebay.com/itm/336114353417
1987 US Mint Set UNC in Original Government Packaging P&D - FREE SHIPPING,157643718454,"Apr 1, 2026",$8.89,$0.00,,,Fixed price,https://www.ebay.com/itm/157643718454
1987 Proof set. Genuine. complete and original as issued by US Mint.,353487917936,"Mar 27, 2026",$5.50,$1.50,,,Fixed price,https://www.ebay.com/itm/353487917936
1987 US Mint 5 Coin Proof Set w/ Original Box ~ Free Shipping,396846003111,"Apr 2, 2026",$9.49,$0.00,,,Fixed price,https://www.ebay.com/itm/396846003111
1987-S US Mint Proof Set 5 Coin Set OGP COA Original Government Packaging,145591688987,"Mar 26, 2026",$12.91,$0.00,,,Fixed price,https://www.ebay.com/itm/145591688987
(5) 1987 P & D US Mint Uncirculated Sets 50 Coins OGP Original Envelopes BU,145592615324,"Mar 31, 2026",$29.75,$0.00,,,Fixed price,https://www.ebay.com/itm/145592615324
B5494- 1987 Donruss Opening Day BB Card #s 1-200 -You Pick- 15+ FREE US SHIP,256660022372,"Apr 3, 2026",$0.73,$0.00,,,Fixed price,https://www.ebay.com/itm/256660022372
1987 P&D Mint Set Brilliant Uncirculated US with Envelope & COA (10 Coin Set),317981405725,"Apr 2, 2026",$10.99,$0.00,,,Fixed price,https://www.ebay.com/itm/317981405725
1987 P&D Mint Set Brilliant Uncirculated US with Envelope & COA (10 Coin Set),155838061758,"Mar 31, 2026",$10.83,$0.00,,,Fixed price,https://www.ebay.com/itm/155838061758
US Transportation Set #4 Complete Set of 15 1987-1995 SC 2252-2266 MNH,161440862580,"Mar 23, 2026",$3.95,$1.99,,,Fixed price,https://www.ebay.com/itm/161440862580
US Transportation Set #4 Pairs Complete Set of 15 1987-1995 SC 2252-2266 MNH,161440883417,"Mar 28, 2026",$9.97,$1.99,,,Fixed price,https://www.ebay.com/itm/161440883417
1987 US MINT SET MINT SEALED!,223733925661,"Mar 18, 2026",$8.75,$0.00,,,Fixed price,https://www.ebay.com/itm/223733925661
"1987 US Commemorative Year Set #2246-51, 2275, 2336-8, 2349-51, 2360-1, 2367-8",286930195404,"Mar 17, 2026",$7.00,$0.00,,,Fixed price,https://www.ebay.com/itm/286930195404
1987 US Mint Uncirculated D & P Coin Set Collectible,298099944159,"Mar 8, 2026",$4.99,$5.52,,,Fixed price,https://www.ebay.com/itm/298099944159
1987 US American Gold Eagle Proof Two-Coin Set,305247509611,"Mar 18, 2026","$7,875.84",$0.00,,,Fixed price,https://www.ebay.com/itm/305247509611
"US, 1987 Full Commemorative year set, 40 singles and blocks, MNH",325264819786,"Mar 17, 2026",$11.99,$0.70,,,Fixed price,https://www.ebay.com/itm/325264819786
A8316- 1987 Leaf Special Olympics Assorted Cards -You Pick- 15+ FREE US SHIP,334122468585,"Mar 26, 2026",$0.91,$0.00,,,Fixed price,https://www.ebay.com/itm/334122468585
