Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
~ YOU PICK ~ Japanese Pokémon 20th Anniversary Set ~ 1st Edition ~ US Seller,167311982632,"Apr 4, 2026",$0.91,$0.00,,,Fixed price,https://www.ebay.com/itm/167311982632
A0674- 2016 Donruss Football Cards 1-250 +Rookies -You Pick- 15+ FREE US SHIP,335437603215,"Apr 4, 2026",$0.93,$0.15,,,Fixed price,https://www.ebay.com/itm/335437603215
B0680- 2016 Panini Pittsburgh Cards 1-50 +Inserts -You Pick- 15+ FREE US SHIP,234630174848,"Apr 3, 2026",$9.94,$0.00,,,Fixed price,https://www.ebay.com/itm/234630174848
A4740- 2016 Topps Heritage Minors BB 1-215 +Inserts -You Pick- 15+ FREE US SHIP,336340646983,"Apr 3, 2026",$0.97,$0.32,,,Fixed price,https://www.ebay.com/itm/336340646983
ALY RAISMAN 2016 Topps US Olympic Gold #64 Gymnastics,315130588448,"Apr 3, 2026",$5.00,$1.25,,,Fixed price,https://www.ebay.com/itm/315130588448
A2856- 2016 Topps Heritage BB #s 492-725 +Rookies -You Pick- 15+ FREE US SHIP,334090995740,"Apr 3, 2026",$0.76,$0.00,,,Fixed price,https://www.ebay.com/itm/334090995740
B3841- 2016 Stadium Club Baseball #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,335037098143,"Apr 2, 2026",$0.79,$0.15,,,Fixed price,https://www.ebay.com/itm/335037098143
A6846- 2016-17 Panini Complete Bk 264-400 +Inserts -You Pick- 15+ FREE US SHIP,334098930500,"Apr 2, 2026",$0.70,$0.15,,,Fixed price,https://www.ebay.com/itm/334098930500
A0204- 2016-17 Upper Deck HK Cards 1-250 +Rookies -You Pick- 15+ FREE US SHIP,234957482590,"Apr 2, 2026",$0.74,$0.10,,,Fixed price,https://www.ebay.com/itm/234957482590
A6846- 2016-17 Panini Complete Bk #s 1-263 +Rookies -You Pick- 15+ FREE US SHIP,234116929426,"Apr 2, 2026",$0.75,$1.09,,,Fixed price,https://www.ebay.com/itm/234116929426
A8505- 2016 Panini Georgia Tech #s 1-49 +Inserts -You Pick- 15+ FREE US SHIP,234630168758,"Apr 2, 2026",$1.24,$0.79,,,Fixed price,https://www.ebay.com/itm/234630168758
SUE BIRD 2016 Topps US Olympic Base #44 Basketball,315852142086,"Apr 2, 2026",$1.00,$1.25,,,Fixed price,https://www.ebay.com/itm/315852142086
2016 P&D Native American Code Talkers BU in Mint plastic from US Mint Unc Sets,182141543359,"Apr 1, 2026",$7.28,$0.00,,,Fixed price,https://www.ebay.com/itm/182141543359
2016 Topps Update Baseball Complete MINT Set #US1-US300 Anderson Snell RCs,174616461511,"Apr 1, 2026",$49.99,$12.13,,,Fixed price,https://www.ebay.com/itm/174616461511
A0803- 2016 Rookies and Stars FB #s 1-300 +Inserts -You Pick- 15+ FREE US SHIP,235465615156,"Mar 31, 2026",$0.77,$0.10,,,Fixed price,https://www.ebay.com/itm/235465615156
