Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1942 Walking Liberty Silver Half Dollar 50c NGC MS63 CAC Super PQ Gold Recon?,127677852723,"Mar 16, 2026",$109.95,$0.00,,,Fixed price,https://www.ebay.com/itm/127677852723
3 THREE WALKING LIBERTY HALF DOLLARS 1942 1943 1945 AS FOUND UNCLEANED,117077148456,"Mar 15, 2026",$55.00,$8.30,,,Auction,https://www.ebay.com/itm/117077148456
"1942 S Walking Liberty Half Dollar 90% Silver F-VF ""As Pictured-Not Cleaned""",127642615857,"Mar 14, 2026",$39.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127642615857
,,"Mar 14, 2026",$302.75,$0.00,,,Fixed price,,2
1942 50C Walking Liberty Half Dollar AU-UNC #,115704768362,"Mar 12, 2026",$38.00,$5.52,,,Fixed price,https://www.ebay.com/itm/115704768362
BU 1942 Walking Liberty SILVER Half Dollar UNCIRCULATED UNC MS,325872128467,"Mar 12, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/325872128467,2
1942 Walking Liberty Half Dollar,127712345847,"Mar 11, 2026",$29.99,$0.99,,,Auction,https://www.ebay.com/itm/127712345847
1942 S Walking Liberty Half Dollar,117064968206,"Mar 10, 2026",$26.78,$5.00,,,Auction,https://www.ebay.com/itm/117064968206
1942 Walking Liberty Half Dollar CHOICE BU Uncirculated US Silver Coin MQ,404345212927,"Mar 10, 2026",$63.00,$0.00,,,Fixed price,https://www.ebay.com/itm/404345212927,4
1942-S Walking Liberty Half Dollar MS62 ICG,136312718439,"Mar 9, 2026",$68.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136312718439,2
1942 Walking Liberty Half Dollar .50C IGC AU55,117059326082,"Mar 8, 2026",$26.00,$5.89,,,Auction,https://www.ebay.com/itm/117059326082
1942 Walking Liberty Half Dollar .50C IGC AU50,117059327778,"Mar 8, 2026",$26.00,$5.89,,,Auction,https://www.ebay.com/itm/117059327778
2 SILVER WALKING LIBERTY HALF DOLLARS 1942 AND 1944,117064733897,"Mar 8, 2026",$46.60,$5.20,,,Auction,https://www.ebay.com/itm/117064733897
1942 S Walking Liberty Half Dollar,117064924479,"Mar 8, 2026",$29.00,$5.89,,,Auction,https://www.ebay.com/itm/117064924479
1942-S (San Francisco) Mint 50C Walking Liberty Half Dollar,117065169517,"Mar 8, 2026",$25.00,$0.00,,,Auction,https://www.ebay.com/itm/117065169517
Liberty Walking 1942 Half Dollar 50C Coin Circulated Uncertified,127690280620,"Mar 8, 2026",$33.00,$4.88,,,Fixed price,https://www.ebay.com/itm/127690280620
1942 Walking Liberty Half Dollar,127712346698,"Mar 8, 2026",$29.99,$0.99,,,Auction,https://www.ebay.com/itm/127712346698
1942-P Walking Liberty Half Dollar 50C - Philadelphia Mint - Nice Luster - BU,127713012647,"Mar 8, 2026",$41.55,$0.00,,,Auction,https://www.ebay.com/itm/127713012647
💎 1942 WALKING LIBERTY 64 KENNEDY Toner 63 FRANKLIN HALF DOLLARS A/U Details,127693366821,"Mar 7, 2026",$70.00,$6.25,,,Fixed price,https://www.ebay.com/itm/127693366821
Liberty Half Dollars,127709506979,"Mar 6, 2026",$108.50,$5.89,,,Auction,https://www.ebay.com/itm/127709506979
,,"Mar 3, 2026",$24.99,$4.20,,,Fixed price,,4
1942 Walking Liberty Silver Half Dollar AU ABOUT UNCIRCULATED MINT LUSTER,326162618841,"Feb 23, 2026",$59.28,$0.00,,,Fixed price,https://www.ebay.com/itm/326162618841,3
,,"Feb 21, 2026",$500.00,$0.00,,,Fixed price,,3
1942 Walking Liberty Silver Half Dollar MINT BU GEM UNCIRCULATED,387772801621,"Feb 18, 2026",$48.74,$5.99,,,Fixed price,https://www.ebay.com/itm/387772801621,2
,,"Feb 15, 2026",$28.85,$0.00,,,Fixed price,,7
1942-D Walking Liberty Half Dollar ~ BU/Uncirculated ~ 90% Silver,296171525768,"Feb 3, 2026",$44.83,$3.98,,,Fixed price,https://www.ebay.com/itm/296171525768,3
1942 50C Walking Liberty Silver Half Dollar PCGS AU 58 | About Uncirculated,304777143957,"Jan 28, 2026",$53.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304777143957,9
1942-D Walking Liberty SILVER Half Dollar In AU Condition,326086235730,"Jan 28, 2026",$52.57,$0.00,,,Fixed price,https://www.ebay.com/itm/326086235730,4
,,"Jan 28, 2026",$125.00,$0.00,,,Fixed price,,2
,,"Jan 27, 2026",$70.00,$0.00,,,Fixed price,,16
1942-S XF Walking Liberty Half Dollar,364585043826,"Jan 26, 2026",$33.07,$0.00,,,Fixed price,https://www.ebay.com/itm/364585043826,11
,,"Jan 26, 2026",$111.36,$0.00,,,Fixed price,,11
1942-D Walking Liberty Half Dollar Original Bag Fragment MS64 NGC,136533826509,"Jan 21, 2026",$149.95,$0.00,,,Fixed price,https://www.ebay.com/itm/136533826509,2
,,"Jan 18, 2026",$26.13,$4.94,,,Fixed price,,3
1942 XF Walking Liberty Half Dollar,364585043667,"Jan 13, 2026",$30.99,$0.00,,,Fixed price,https://www.ebay.com/itm/364585043667,83
,,"Jan 12, 2026",$580.00,$0.00,,,Fixed price,,2
1942 Walking Liberty Half Dollar ~ BU/Uncirculated ~ 90% Silver,294358362122,"Jan 12, 2026",$37.49,$3.98,,,Fixed price,https://www.ebay.com/itm/294358362122,2
