Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1993-Mo MEXICO 1oz Silver Libertad PCGS MS69 “40TH Anniversary Label”,278095426917,"Jun 17, 2026",$350.00,$5.62,,,Fixed price,https://www.ebay.com/itm/278095426917,1
1993 1oz Mexican Libertad 1oz Plata Pura .999 Fine Silver,267689075263,"Jun 16, 2026",$125.95,$0.00,,,Fixed price,https://www.ebay.com/itm/267689075263,1
1993 Mexico 1oz Silver Libertad,137416088069,"Jun 15, 2026",$110.00,$5.50,,,Fixed price,https://www.ebay.com/itm/137416088069,1
1993 1oz Mexican Libertad 1oz Plata Pura .999 Fine Silver,287384455465,"Jun 14, 2026",$109.28,$0.00,,,Fixed price,https://www.ebay.com/itm/287384455465,1
Mexican .999 1993 Silver Libertad Silver Dollar Coin 1oz Uncirculated,358634024746,"Jun 10, 2026",$132.50,$5.40,,,Auction,https://www.ebay.com/itm/358634024746,1
1993 Mexican Silver Libertad 1oz .999 Fine Silver - Littleton OGP,358535303127,"Jun 7, 2026",$135.00,$2.49,,,Fixed price,https://www.ebay.com/itm/358535303127,1
1993 Mo Mexico Libertad Onza 1oz .999 Silver Plata Pura NGC MS65- EDC Red Core,198386618677,"Jun 4, 2026",$138.00,$0.00,,,Fixed price,https://www.ebay.com/itm/198386618677,1
1993 Mo Mexico Libertad Onza 1oz .999 Silver Plata Pura NGC MS65- EDC Red Core,366444868292,"Jun 4, 2026",$118.00,$7.00,,,Auction,https://www.ebay.com/itm/366444868292,1
1993 Mexico 1oz Silver Libertad,267683420940,"Jun 3, 2026",$113.99,$5.00,,,Fixed price,https://www.ebay.com/itm/267683420940,1
BU 1993 1oz Mexican Libertad 1oz Plata Pura .999 Fine Silver,278031827957,"May 31, 2026",$118.49,$5.40,,,Auction,https://www.ebay.com/itm/278031827957,1
1993 Mexican Libertad Onza Mexico Mint .999 Fine Silver 1oz Uncirculated Coin,168413355754,"May 29, 2026",$130.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168413355754,1
1993 Mexico Libertad 1 oz .999 Silver Coin in Littleton Holder - Choice Unc,127869436930,"May 24, 2026",$145.50,$3.04,,,Auction,https://www.ebay.com/itm/127869436930,1
1993 MEXICO LIBERTAD 1 ONZA .999 SILVER COIN CHOICE UNCIRCULATED,147312596078,"May 22, 2026",$125.50,$5.97,,,Auction,https://www.ebay.com/itm/147312596078,1
1993 Mexico Libertad 1 oz .999 Silver / 1 Onza Plata Pura - Key Date - BU,137291992407,"May 14, 2026",$118.50,$4.25,,,Auction,https://www.ebay.com/itm/137291992407,1
1993 MEXICO LIBERTAD 1 ONZA .999 SILVER COIN CHOICE UNCIRCULATED,147296166653,"May 12, 2026",$130.50,$5.97,,,Auction,https://www.ebay.com/itm/147296166653,1
BU 1993 1oz Mexican Libertad 1oz Plata Pura .999 Fine Silver,318271229044,"May 11, 2026",$125.00,$5.50,,,Fixed price,https://www.ebay.com/itm/318271229044,1
1993 1 Troy ounce .999 silver Libertad Mexico uncirculated Littleton holder,137270618457,"May 7, 2026",$128.00,$5.50,,,Fixed price,https://www.ebay.com/itm/137270618457,1
1993 1oz Mexican Silver Libertad Littleton Showpack with Reeded Edge,298131326333,"May 6, 2026",$159.99,$4.99,,,Fixed price,https://www.ebay.com/itm/298131326333,1
1993 Mexican 1 Onza Libertad .999 1oz Silver SKU:EL35911,366389709756,"May 5, 2026",$105.00,$0.00,,,Auction,https://www.ebay.com/itm/366389709756,1
1993 Limited Mintage 1oz Libertad Silver Coin,198257411552,"May 3, 2026",$149.00,$6.36,,,Fixed price,https://www.ebay.com/itm/198257411552,1
1993 KEY DATE UNCIRCULATED SILVER 1 ONZA LIBERTAD 999 PLATA PURA FRESH FROM ROLL,226703180240,"May 1, 2026",$119.95,$4.83,,,Fixed price,https://www.ebay.com/itm/226703180240,4
"1993 GORGEOUS 1 Onza Mexico Libertad, HAS BEEN HOLED, Plata Pura .999 Silver",227314002518,"Apr 30, 2026",$81.00,$5.00,,,Auction,https://www.ebay.com/itm/227314002518,1
1993 Mo Mexico Libertad Onza 1oz .999 Silver Plata Pura NGC MS68- EDC Red (B5),147260405567,"Apr 29, 2026",$142.65,$0.00,,,Auction,https://www.ebay.com/itm/147260405567,1
1993 Mexico Libertad Plata Pura 1 Onza 1oz .999 Silver Littleton limited mintage,377150280169,"Apr 29, 2026",$120.00,$6.00,,,Fixed price,https://www.ebay.com/itm/377150280169,1
Toned 1993 Mexico Libertad 1/20 Onza Silver Coin RTC171,168337103644,"Apr 27, 2026",$49.00,$6.00,,,Fixed price,https://www.ebay.com/itm/168337103644,1
"1993 Mexico Libertad 1 Oz .999 Fine Silver Coin, Libertad Gordita Plata KEY-DATE",257465208077,"Apr 27, 2026",$123.99,$5.95,,,Fixed price,https://www.ebay.com/itm/257465208077,1
1993 Mexico 1/4 oz Libertad Mexican .999 Silver Bullion Coin,277862608263,"Apr 27, 2026",$84.99,$6.00,,,Fixed price,https://www.ebay.com/itm/277862608263,1
1993 Mo Mexico 1/10 Onza Silver Libertad,287263378146,"Apr 27, 2026",$99.99,$6.00,,,Fixed price,https://www.ebay.com/itm/287263378146,1
1993 Mexico 1 Onza Libertad .999 Silver Coin – High Quality BU,287294532012,"Apr 27, 2026",$105.00,$5.97,,,Fixed price,https://www.ebay.com/itm/287294532012,1
1993 MEXICO 1 OZ. SILVER LIBERTAD COIN Toned,306903918483,"Apr 27, 2026",$114.95,$5.40,,,Fixed price,https://www.ebay.com/itm/306903918483,1
Toned 1993 Mexico Libertad 1/20 Onza Silver Coin RTC165,168313666199,"Apr 26, 2026",$33.00,$6.00,,,Fixed price,https://www.ebay.com/itm/168313666199,1
Mexico - 1993 - 1 oz. .999 Silver Libertad Onza - BU,206223930799,"Apr 26, 2026",$130.48,$0.00,,,Auction,https://www.ebay.com/itm/206223930799,1
"1993-1 Onza Mexican Silver Libertad 99.9% Silver, sealed Uncirculated,Littleton",117093120465,"Apr 21, 2026",$135.00,$4.88,,,Fixed price,https://www.ebay.com/itm/117093120465,1
RARE 1993 1 oz Silver Mexican Libertad .999 Fine [a5],168308746596,"Apr 21, 2026",$131.50,$5.00,,,Auction,https://www.ebay.com/itm/168308746596,1
1993 Mexico 1 Onza Libertad 1oz .999 Silver - Key Date. Beautiful coin!,227310673109,"Apr 21, 2026",$115.00,$7.55,,,Fixed price,https://www.ebay.com/itm/227310673109,1
1993 Mexico Silver Libertad 1 oz .999 Fine Silver - NGC MS68,267645766866,"Apr 20, 2026",$193.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267645766866,1
1993 Mexico 1 oz .999 Fine Silver Libertad BU,236753119714,"Apr 19, 2026",$103.00,$0.00,,,Auction,https://www.ebay.com/itm/236753119714,1
1993 Mexico Libertad Onza Pura Plata 1 oz .999 Silver Coin *Better Date*,287268896879,"Apr 19, 2026",$100.00,$3.99,,,Auction,https://www.ebay.com/itm/287268896879,1
1993-Mo MEXICO 1oz Silver Libertad PCGS MS69 “40TH Anniversary Label”,277896904268,"Apr 17, 2026",$324.00,$5.04,,,Fixed price,https://www.ebay.com/itm/277896904268,2
1993 Mexico 1 oz .999 Fine Silver Libertad #2,236752995282,"Apr 17, 2026",$96.00,$0.00,,,Auction,https://www.ebay.com/itm/236752995282,1
Mexican .999 Silver Libertad American Eagle Silver Dollar Coin 1oz Uncirculated,178051187660,"Apr 15, 2026",$130.00,$8.99,,,Fixed price,https://www.ebay.com/itm/178051187660,1
"1993-Mo Mexico 1 oz Silver Libertad NGC MS67, High Grade, EDC Core",197383861221,"Apr 12, 2026",$169.00,$5.39,,,Fixed price,https://www.ebay.com/itm/197383861221,1
"Mexico Liberty 1993, 1 Oz .999 Fine Silver Coin, Libertad Gordita Plata KEY-DATE",257454441492,"Apr 12, 2026",$105.00,$4.99,,,Fixed price,https://www.ebay.com/itm/257454441492,1
"1993 Mexico 1 Onza .999 Silver Libertad 1ozt Plata Pura, Low Mintage Date",277876021806,"Apr 12, 2026",$130.00,$0.00,,,Fixed price,https://www.ebay.com/itm/277876021806,1
1993 MO NGC PF68 ULTRA CAMEO MEXICO 1 oz Silver Libertad Proof Coin MINTAGE 5K,177804741243,"Apr 11, 2026",$599.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177804741243,1
1993 Silver Mexican Libertad 1 Onza BU,178025161757,"Apr 11, 2026",$135.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178025161757,1
1993 Mo Mexico Libertad Onza 1oz .999 Silver Plata Pura NGC MS65- EDC Red Core,188233833013,"Apr 11, 2026",$148.50,$5.45,,,Auction,https://www.ebay.com/itm/188233833013,1
1993 1 Oz .999 Silver Mexico Mo Libertad 1 Onza Plata Pura High Quality BU Coin!,188089532979,"Apr 9, 2026",$159.46,$8.01,,,Fixed price,https://www.ebay.com/itm/188089532979
1993 Mexico 1 Onza Libertad • ICG MS68 • 1 oz .999 Silver • Brilliant Luster,127801938430,"Apr 9, 2026",$94.25,$5.07,,,Fixed price,https://www.ebay.com/itm/127801938430
1993 $5 Mexico Libertad #732 - Gem BU,277859188204,"Apr 7, 2026",$112.50,$7.95,,,Auction,https://www.ebay.com/itm/277859188204,1
1993 MO NGC PF69 ULTRA CAMEO MEXICO 1 oz Silver Libertad Proof Onza,178024700234,"Apr 6, 2026",$375.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178024700234,1
1993 1 Oz .999 Silver Mexico Mo Libertad 1 Onza Plata Pura High Quality BU Coin!,188089532979,"Apr 5, 2026",$158.35,$8.02,,,Fixed price,https://www.ebay.com/itm/188089532979
1993-Mo Mexico 1 Onza Silver Libertad 1oz ICG MS63,377050299529,"Apr 4, 2026",$119.59,$0.00,,,Fixed price,https://www.ebay.com/itm/377050299529,1
1993 Mexico One Oz Silver Libertad 1 Onza Plata Pura Ley .999,147235390306,"Apr 2, 2026",$94.99,$7.49,,,Fixed price,https://www.ebay.com/itm/147235390306
1993 Mexico Libertad 1 Oz .999 Fine Silver OnZa Plata Pura Bullion Coin,157270620566,"Apr 2, 2026",$95.00,$5.52,,,Fixed price,https://www.ebay.com/itm/157270620566
"1993 Mexico Libertad 1 oz Silver Gem BU : Colorful Tone, Low Mintage 1M Key Date",168117980670,"Apr 2, 2026",$160.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168117980670,1
1993 Mexico 1oz Silver Libertad - Gem Brilliant Uncirculated In Littleton Holder,236718556080,"Apr 2, 2026",$139.00,$0.00,,,Fixed price,https://www.ebay.com/itm/236718556080,1
1993 Mexico Libertad 1oz Silver Coin,157796386517,"Apr 1, 2026",$105.00,$4.88,,,Fixed price,https://www.ebay.com/itm/157796386517,1
