Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2025 US United States Mint Silver Proof 10 Coin Set 25RH S LAST PENNY + QUARTERS,116994573031,"May 19, 2026",$398.99,$21.01,,,Fixed price,https://www.ebay.com/itm/116994573031,98
2025-S Silver Proof Sets (10 Coins) US Mint Free Shipping,236764878889,"May 19, 2026",$313.61,$0.00,,,Fixed price,https://www.ebay.com/itm/236764878889,79
1968-2025-S Jefferson Nickel Choice to Gem Proof Set Run 60 Coin Run US Mint Lot,403701692197,"May 19, 2026",$134.38,$0.00,,,Fixed price,https://www.ebay.com/itm/403701692197,42
2010-2025-S Roosevelt Dime Gem Cameo Proof Clad Run 16 Coin Set US Mint Lot,402817735555,"May 18, 2026",$90.33,$5.00,,,Fixed price,https://www.ebay.com/itm/402817735555,32
2025 S Jefferson Nickel US Mint Proof Set Early Strike Nickle 5¢ New,276845239261,"May 12, 2026",$5.40,$0.00,,,Fixed price,https://www.ebay.com/itm/276845239261,34
1968~2025 S Roosevelt Dime Gem Proof Clad Run 58 Coin Run Set US Mint Lot,275321200858,"May 10, 2026",$171.49,$0.00,,,Fixed price,https://www.ebay.com/itm/275321200858,26
2025 S Proof Jefferson Nickel From US Mint Set 5 Cent Coin In US Mint Rap DCam,236547276290,"May 8, 2026",$5.47,$0.00,,,Fixed price,https://www.ebay.com/itm/236547276290,29
NEW 2025 S American Innovation REVERSE PROOF * $1 DOLLAR COIN SET * US MINT,136982384665,"May 6, 2026",$54.63,$5.31,,,Fixed price,https://www.ebay.com/itm/136982384665,35
2025 S Clad US Mint Proof Set,137221052602,"May 6, 2026",$235.49,$19.47,,,Fixed price,https://www.ebay.com/itm/137221052602,34
2025-S Silver Proof Sets (10 Coins) US Mint New In Box Unopened Free Shipping,236744626517,"Apr 17, 2026",$305.77,$0.00,,,Fixed price,https://www.ebay.com/itm/236744626517,22
2025 S US Mint 10 Clad Coin Proof Set w/AB QUARTERS w/Box/COA 25RG In Stock,227082391402,"Apr 10, 2026",$300.36,$0.00,,,Fixed price,https://www.ebay.com/itm/227082391402,17
2025 US United States Mint Silver Proof 10 Coin Set 25RH S LAST PENNY + QUARTERS,177807673224,"Apr 10, 2026",$332.42,$15.07,,,Fixed price,https://www.ebay.com/itm/177807673224,19
2025 S Silver Proof Kennedy Half Dollar (From SOLD OUT US Mint Silver Proof Set),336492101004,"Apr 5, 2026",$123.44,$0.00,,,Fixed price,https://www.ebay.com/itm/336492101004
2025 S US Mint Silver Proof Set - 10 Coins w/ Box & COA - 25RH,257108767478,"Apr 5, 2026",$369.25,$0.00,,,Fixed price,https://www.ebay.com/itm/257108767478
2025 S US Mint Proof Set - 10 Coins w/ Box & COA - 25RG,198250339135,"Apr 5, 2026",$229.00,$6.07,,,Fixed price,https://www.ebay.com/itm/198250339135
2025 S Lincoln Shield Cent Proof 1¢ New Penny US Mint Proof Set,286304174453,"Apr 5, 2026",$234.11,$0.00,,,Fixed price,https://www.ebay.com/itm/286304174453,26
2025 S US Mint Proof Set - 10 Coins w/ Box & COA - 25RG,257108784658,"Apr 4, 2026",$260.82,$21.34,,,Fixed price,https://www.ebay.com/itm/257108784658
2025 S US Mint Silver Proof Quarters - 5 Coins w/ Silver Proof Set Box & COA,257418284666,"Apr 4, 2026",$79.13,$0.00,,,Fixed price,https://www.ebay.com/itm/257418284666
2025 US United States Mint Silver Proof 10 Coin Set 25RH S LAST PENNY + QUARTERS,287176731764,"Apr 4, 2026",$308.07,$0.00,,,Fixed price,https://www.ebay.com/itm/287176731764
NEW 2025 S American Innovation PROOF SET $1 DOLLAR COINS US MINT: TX FL MI AR,137028679203,"Apr 4, 2026",$48.50,$4.59,,,Fixed price,https://www.ebay.com/itm/137028679203
2025 S PROOF Roosevelt Dime DCAM From US Mint Set Coin 10 Cent,326854245502,"Apr 4, 2026",$4.96,$0.00,,,Fixed price,https://www.ebay.com/itm/326854245502
2025 S Proof Sacagawea Dollar From US Mint Set $1 Coin DCam In US MINT RAP,326610039403,"Apr 4, 2026",$8.99,$11.01,,,Fixed price,https://www.ebay.com/itm/326610039403
2025 Roosevelt Dime 3 Coin Set S Proof PD Uncirculated US Mint Proof & Mint Sets,137061714386,"Apr 4, 2026",$5.24,$3.32,,,Fixed price,https://www.ebay.com/itm/137061714386
2025 PD BU Uncirculated Lincoln Shield Penny Cents set The Last Penny US Mint,277509539812,"Apr 3, 2026",$19.03,$5.40,,,Fixed price,https://www.ebay.com/itm/277509539812
2025 S Clad PROOF Kennedy Half Dollar Coin From US Proof Set Ready To Ship!,276898166108,"Apr 3, 2026",$29.95,$0.00,,,Fixed price,https://www.ebay.com/itm/276898166108
2025 S Proof Jefferson Nickel From US Mint Set 5 Cent Coin Will Ship Today ￼,326608845390,"Apr 3, 2026",$5.95,$0.00,,,Fixed price,https://www.ebay.com/itm/326608845390
2025 US United States Mint Silver Proof 10 Coin Set 25RH S LAST PENNY + QUARTERS,188045715454,"Apr 3, 2026",$309.00,$0.00,,,Fixed price,https://www.ebay.com/itm/188045715454
2025 US United States Mint Silver Proof 10 Coin Set 25RH S LAST PENNY RDY2SHP,157695147983,"Apr 3, 2026",$315.81,$0.00,,,Fixed price,https://www.ebay.com/itm/157695147983
2020~2025 S Clad 6 PROOF Choice Kennedy Half Dollar Coins From US Proof Sets,276675253806,"Apr 3, 2026",$174.95,$0.00,,,Fixed price,https://www.ebay.com/itm/276675253806
2025 S Proof Jefferson Nickel From Uncirculated US Mint Set *Pre-Sale*,326452290887,"Apr 3, 2026",$5.99,$0.00,,,Fixed price,https://www.ebay.com/itm/326452290887
2025 US United States Mint Silver Proof 10 Coin Set 25RH S LAST PENNY + QUARTERS,168135481649,"Apr 2, 2026",$298.80,$0.00,,,Fixed price,https://www.ebay.com/itm/168135481649
2025 S PROOF Roosevelt Dime DCAM From US Mint Set Coin 10 Cent In US Mint Rap,236547256425,"Apr 2, 2026",$4.75,$0.00,,,Fixed price,https://www.ebay.com/itm/236547256425
2009 S PROOF Sacagawea Native American Dollar Coin From US Proof Set,405593225759,"Apr 1, 2026",$5.86,$0.00,,,Fixed price,https://www.ebay.com/itm/405593225759
2022 S to 2025 S American Clad Women Quarter Proof Set No Box or COA 20 Coins US,277752369410,"Mar 31, 2026",$119.95,$0.00,,,Fixed price,https://www.ebay.com/itm/277752369410
