Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL,Quantity Sold
1998 Mexico Silver Libertad 1 oz Proof – PCGS PF69 | Rare Key Date,397583932535,"Apr 23, 2026","$20,000.00",$7.50,,,Fixed price,https://www.ebay.com/itm/397583932535,1
