Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
A3136- 1989 Fleer Glossy BB Cards 251-500 +Rookies -You Pick- 15+ FREE US SHIP,257024547769,"Mar 17, 2026",$0.93,$1.09,,,Fixed price,https://www.ebay.com/itm/257024547769
1989 Proof set. Genuine. complete and original as issued by US Mint.,362964393446,"Apr 3, 2026",$5.50,$3.44,,,Fixed price,https://www.ebay.com/itm/362964393446
A3136- 1989 Fleer Glossy BB Cards 501-660 +Inserts -You Pick- 15+ FREE US SHIP,257024547767,"Mar 16, 2026",$0.91,$0.00,,,Fixed price,https://www.ebay.com/itm/257024547767
1980-1981 1984-1989 P D Kennedy Half Dollar BU Mint Cello Run Set 16 US Coins,273009645211,"Apr 4, 2026",$39.39,$4.99,,,Fixed price,https://www.ebay.com/itm/273009645211
A8665- 1989 Classic Travel Purple BB Cards 151-200 -You Pick- 15+ FREE US SHIP,234260176098,"Mar 31, 2026",$1.10,$0.24,,,Fixed price,https://www.ebay.com/itm/234260176098
A3136- 1989 Fleer Glossy BB Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,236212336967,"Mar 29, 2026",$0.87,$0.00,,,Fixed price,https://www.ebay.com/itm/236212336967
B3128- 1989 ProCards Minor League BB Cards Group5 -You Pick- 15+ FREE US SHIP,334810036527,"Apr 5, 2026",$1.25,$0.89,,,Fixed price,https://www.ebay.com/itm/334810036527
A0437- 1989-90 Hoops Bk Card #s 200-353 +Rookies -You Pick- 15+ FREE US SHIP,235561130593,"Apr 1, 2026",$0.98,$1.09,,,Fixed price,https://www.ebay.com/itm/235561130593
1980-1989 S Complete Set Kennedy Half Dollars Gem Proof Run 10 Coins US Mint,227082132912,"Apr 4, 2026",$39.95,$7.95,,,Fixed price,https://www.ebay.com/itm/227082132912
A6452- 1989 O-Pee-Chee BB Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,336098192569,"Mar 27, 2026",$1.04,$0.98,,,Fixed price,https://www.ebay.com/itm/336098192569
1989-S US Mint Prestige Proof Set Olympiad Silver Dollar Box & COA 7 Coins,144494769148,"Apr 5, 2026",$86.32,$0.00,,,Fixed price,https://www.ebay.com/itm/144494769148
1980-1989 S Lincoln Memorial Cent Gem DCam Proof Run 10 Coin Set US Mint,203623711210,"Mar 28, 2026",$37.55,$3.95,,,Fixed price,https://www.ebay.com/itm/203623711210
1980 - 1989 TEN US Mint Annual Proof Sets 52 Coins 10 Complete Sets-OGP,206056311615,"Mar 15, 2026",$71.67,$0.00,,,Fixed price,https://www.ebay.com/itm/206056311615
B1231- 1989 Franchise Game FB Cards 1-304 +Inserts -You Pick- 15+ FREE US SHIP,234636312470,"Mar 30, 2026",$0.96,$0.00,,,Fixed price,https://www.ebay.com/itm/234636312470
