Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2024 Australia 1 oz Silver Lunar Dragon BU (Series III),126173150419,"Feb 7, 2026",$67.98,$49.99,,,Fixed price,https://www.ebay.com/itm/126173150419
2024-1 oz Blue Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441480649,"Feb 10, 2026",$89.21,$0.00,,,Fixed price,https://www.ebay.com/itm/116441480649
2024 Lunar Year the Dragon 1oz LILAC Color Silver $1 Coin I Mint Capsule,326363707167,"Feb 9, 2026",$88.45,$156.20,,,Fixed price,https://www.ebay.com/itm/326363707167
2024-1 oz Purple Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441278204,"Feb 9, 2026",$97.48,$0.00,,,Fixed price,https://www.ebay.com/itm/116441278204
2024 Australian Lunar Year Of The Dragon 🐉 w/Privy 1oz .9999 Silver Capsule BU,365416231961,"Apr 5, 2026",$91.96,$0.00,,,Fixed price,https://www.ebay.com/itm/365416231961
2024-1 oz White Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441487810,"Jan 29, 2026",$90.43,$0.00,,,Fixed price,https://www.ebay.com/itm/116441487810
2024-1/4oz Color Lunar Year Of The Dragon-BU Silver Coin 9999 Perth Australia🔥,116952671218,"Mar 23, 2026",$38.10,$0.00,,,Fixed price,https://www.ebay.com/itm/116952671218
,,"Dec 24, 2025","$1,238.20",$0.00,,,Fixed price,
2024 Yellow Lunar Year of the Dragon 1oz .9999 Silver $1 Coin In Mint Capsule,326200849765,"Feb 14, 2026",$90.14,$0.00,,,Fixed price,https://www.ebay.com/itm/326200849765
2024-1 oz Teal BU Year Of Dragon Silver Color AND Expo 5k Carded Lunar .999🐉🔥,116270659932,"Mar 26, 2026",$111.83,$0.00,,,Fixed price,https://www.ebay.com/itm/116270659932
2024 Australian Silver Perth Dragon 1-oz .9999 Fine BU,145639065688,"Feb 16, 2026",$95.71,$0.00,,,Fixed price,https://www.ebay.com/itm/145639065688
*NEW* 2024 1 oz Silver Australian Year of the Dragon Lunar Series III BU Coin,205152880267,"Feb 16, 2026",$98.77,$0.00,,,Fixed price,https://www.ebay.com/itm/205152880267
2024-P125 $1 Australia 1 oz Silver Lunar Year of the Dragon PCGS MS 70,305337680191,"Jan 11, 2026",$93.21,$24.75,,,Fixed price,https://www.ebay.com/itm/305337680191
2024 Australia 1 oz Silver Lunar Year of the Dragon White Colorized CAC MS 70,306030599039,"Apr 3, 2026",$134.78,$0.00,,,Fixed price,https://www.ebay.com/itm/306030599039
2024 Lunar Year of the Dragon 1oz GOLDEN Silver $1 Coin in Capsule RGLR issue,326284452324,"Feb 9, 2026",$87.67,$0.00,,,Fixed price,https://www.ebay.com/itm/326284452324
2024 Australia 1 oz Silver Lunar Dragon BU Perth Mint Coin Blue Colorized,356594156718,"Mar 20, 2026",$147.37,$17.00,,,Fixed price,https://www.ebay.com/itm/356594156718
2024-1/2 oz Blue Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441507621,"Jan 27, 2026",$51.38,$0.00,,,Fixed price,https://www.ebay.com/itm/116441507621
2024 RED Lunar Year of the Dragon 1oz Silver $1 Color Coin In Mint Capsule,226245680058,"Mar 30, 2026",$116.51,$0.00,,,Fixed price,https://www.ebay.com/itm/226245680058
2024-1/2 oz Red Year Of The Dragon Silver Color Lunar Perth BU Coin .9999🔥🔥,116441503479,"Jan 29, 2026",$52.05,$0.00,,,Fixed price,https://www.ebay.com/itm/116441503479
2024 Lunar Year of the Dragon 1oz BLUE .9999 Silver $1 Coin In Mint Capsule,226245704757,"Feb 20, 2026",$93.39,$0.00,,,Fixed price,https://www.ebay.com/itm/226245704757
2024 Lunar Year the Dragon 1oz GOLDEN Silver $1 Coin ANA WORLD’S FAIR OF MONEY,226280587464,"Apr 5, 2026",$88.28,$0.00,,,Fixed price,https://www.ebay.com/itm/226280587464
2024 Australia 1 oz Silver Lunar Year of the Dragon Blue Colorized CAC MS 70 UNC,306030592919,"Mar 30, 2026",$134.69,$0.00,,,Fixed price,https://www.ebay.com/itm/306030592919
2024 Australia 1oz Silver .9999 Lunar Dragon/ Swan Bar Elizabeth II Perth Mint,116868695751,"Apr 9, 2026",$124.67,$17.60,,,Fixed price,https://www.ebay.com/itm/116868695751
2024 Purple Lunar Year of the Dragon 1oz Silver $1 Dollar Coin In Capsule,227067214343,"Jan 19, 2026",$87.40,$0.00,,,Fixed price,https://www.ebay.com/itm/227067214343
"2024 Australia .9999 Silver Lunar Year of the Dragon NGC MS70 1oz $1 Coin ""P125""",256284112351,"Mar 9, 2026",$156.58,$23.02,,,Fixed price,https://www.ebay.com/itm/256284112351
2024 Australia Lunar Year of the Dragon GILDED 1oz Silver $1 Coin w/OGP/BOX Gilt,325905022055,"Mar 1, 2026",$167.75,$45.13,,,Fixed price,https://www.ebay.com/itm/325905022055
,,"Dec 1, 2025",$59.87,$0.00,,,Fixed price,
2024-1/2 oz White Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441497208,"Jan 17, 2026",$47.45,$0.00,,,Fixed price,https://www.ebay.com/itm/116441497208
2024 Australia 1oz Silver Lunar Dragon NGC MS70 - Flag Label,135365510443,"Jan 16, 2026",$91.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135365510443
2024 Silver Lunar Year Dragon TEAL NGC MS69 1oz $1 ANDA PERTH MONEY EXPO,256597344651,"Feb 24, 2026",$112.43,$0.00,,,Fixed price,https://www.ebay.com/itm/256597344651
2024 COLORED Lunar Year of the Dragon 1oz Silver $1 Coin In Capsule RegularIssue,326044718252,"Jan 6, 2026",$79.24,$0.00,,,Fixed price,https://www.ebay.com/itm/326044718252
2024-1/2 oz Teal Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441508671,"Feb 23, 2026",$54.79,$0.00,,,Fixed price,https://www.ebay.com/itm/116441508671
,,"Dec 28, 2025",$74.95,$6.80,,,Fixed price,
2024 Lunar Year of the Dragon WHITE 1oz .9999 Silver $1 Coin In Mint Capsule,226245717899,"Mar 30, 2026",$103.00,$0.00,,,Fixed price,https://www.ebay.com/itm/226245717899
2024-1/2 oz Yellow Year Of The Dragon Silver Color Lunar Perth BU Coin .999,297524575241,"Feb 23, 2026",$60.84,$0.00,,,Fixed price,https://www.ebay.com/itm/297524575241
2024 Lunar Year of the Dragon 1oz TEAL Silver $1 Coin ANDA PERTH MONEY EXPO,326198398714,"Apr 5, 2026",$107.15,$0.00,,,Fixed price,https://www.ebay.com/itm/326198398714
,,"Dec 17, 2025",$49.00,$0.00,,,Fixed price,
2024-1/2 oz Yellow Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441509104,"Jan 26, 2026",$49.67,$0.00,,,Fixed price,https://www.ebay.com/itm/116441509104
,,"Jan 7, 2026",$74.95,$10.54,,,Fixed price,
2024 $1 Australia Silver Lunar Series III Year of the Dragon 1 oz Coin - BU,235567268159,"Mar 20, 2026",$90.55,$0.00,,,Fixed price,https://www.ebay.com/itm/235567268159
,,"Nov 13, 2025",$34.53,$0.00,,,Fixed price,
2024 COLORED Lunar Year of the Dragon 1oz Silver $1 Coin In Capsule RegularIssue,257025751610,"Apr 5, 2026",$97.35,$0.00,,,Fixed price,https://www.ebay.com/itm/257025751610
2024 Australia 1 oz Silver Lunar Year of the Dragon Red Colorized CAC MS 70 UNC,306030594060,"Mar 24, 2026",$155.77,$0.00,,,Fixed price,https://www.ebay.com/itm/306030594060
2024-1/2 oz Lunar Year Of The Dragon BU Silver Coin 9999 Australia Series III🔥,115972168731,"Feb 28, 2026",$35.88,$0.00,,,Fixed price,https://www.ebay.com/itm/115972168731
"2024 AUS 1/2 oz Silver Yellow Lunar Dragon BU (Cap, SIII)",126633520749,"Apr 8, 2026",$63.81,$0.00,,,Fixed price,https://www.ebay.com/itm/126633520749
2024 1 oz .999 Silver Coin Lunar Series III Colorized Purple Dragon Perth Mint,257213535485,"Jan 18, 2026",$90.74,$3.00,,,Fixed price,https://www.ebay.com/itm/257213535485
2024 Australia GILDED Silver Lunar Year of the DRAGON NGC MS 69 1oz Coin FR GILT,266626952101,"Mar 2, 2026",$157.39,$70.40,,,Fixed price,https://www.ebay.com/itm/266626952101
2024 Perth Lunar Year of Dragon Red Dragon Colorized 1oz .999 Silver Coin,326492375764,"Feb 4, 2026",$111.66,$40.91,,,Fixed price,https://www.ebay.com/itm/326492375764
2024 Year of the Dragon 1 Troy Oz Silver Colorized Lunar Coin In Capsule Gem BU,365313012477,"Mar 20, 2026",$124.59,$0.00,,,Fixed price,https://www.ebay.com/itm/365313012477
,,"Dec 5, 2025",$73.60,$0.00,,,Fixed price,
2024-1 oz Purple Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441278204,"Feb 9, 2026",$97.83,$0.00,,,Fixed price,https://www.ebay.com/itm/116441278204,78
2024 Australian Lunar Year Of The Dragon 🐉 w/Privy 1oz .9999 Silver Capsule BU,365416231961,"Apr 5, 2026",$93.08,$0.00,,,Fixed price,https://www.ebay.com/itm/365416231961,26
2024-1/4oz Color Lunar Year Of The Dragon-BU Silver Coin 9999 Perth Australia🔥,116952671218,"Apr 15, 2026",$38.19,$0.00,,,Fixed price,https://www.ebay.com/itm/116952671218,37
2024 RED Lunar Year of the Dragon 1oz Silver $1 Color Coin In Mint Capsule,226245680058,"Apr 13, 2026",$120.98,$0.00,,,Fixed price,https://www.ebay.com/itm/226245680058,16
,,"Dec 24, 2025","$1,242.02",$0.00,,,Fixed price,,18
2024-1/2 oz Red Year Of The Dragon Silver Color Lunar Perth BU Coin .9999🔥🔥,116441503479,"Jan 29, 2026",$52.37,$0.00,,,Fixed price,https://www.ebay.com/itm/116441503479,31
2024-1/2 oz Blue Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441507621,"Jan 27, 2026",$51.91,$0.00,,,Fixed price,https://www.ebay.com/itm/116441507621,28
2024 Lunar Year of the Dragon 1oz BLUE .9999 Silver $1 Coin In Mint Capsule,226245704757,"Feb 20, 2026",$95.19,$0.00,,,Fixed price,https://www.ebay.com/itm/226245704757,13
"2024 Australia .9999 Silver Lunar Year of the Dragon NGC MS70 1oz $1 Coin ""P125""",256284112351,"Apr 17, 2026",$166.88,$23.31,,,Fixed price,https://www.ebay.com/itm/256284112351,13
2024 Lunar Year the Dragon 1oz GOLDEN Silver $1 Coin ANA WORLD’S FAIR OF MONEY,226280587464,"Apr 5, 2026",$91.65,$0.00,,,Fixed price,https://www.ebay.com/itm/226280587464,13
2024 Lunar Year of the Dragon 1oz TEAL Silver $1 Coin ANDA PERTH MONEY EXPO,326198398714,"Apr 13, 2026",$111.33,$0.00,,,Fixed price,https://www.ebay.com/itm/326198398714,15
2024-1/2 oz White Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441497208,"Jan 17, 2026",$47.68,$0.00,,,Fixed price,https://www.ebay.com/itm/116441497208,19
2024 Australia 1oz Silver Lunar Dragon NGC MS70 - Flag Label,135365510443,"Jan 16, 2026",$92.55,$0.00,,,Fixed price,https://www.ebay.com/itm/135365510443,11
2024 Lunar Year of the Dragon WHITE 1oz .9999 Silver $1 Coin In Mint Capsule,226245717899,"Mar 30, 2026",$106.34,$0.00,,,Fixed price,https://www.ebay.com/itm/226245717899,9
2024 Australia GILDED Silver Lunar Year of the DRAGON NGC MS 69 1oz Coin FR GILT,266626952101,"Apr 14, 2026",$168.55,$70.40,,,Fixed price,https://www.ebay.com/itm/266626952101,9
,,"Dec 1, 2025",$61.06,$0.00,,,Fixed price,,25
2024 Lunar Year of the Dragon 1oz WHITE Silver $1 Coin BRISBANE SHOW COIN ANDA,226102304832,"Apr 15, 2026",$131.08,$0.00,,,Fixed price,https://www.ebay.com/itm/226102304832,9
2024 COLORED Lunar Year of the Dragon 1oz Silver $1 Coin In Capsule RegularIssue,257025751610,"Apr 5, 2026",$106.40,$0.00,,,Fixed price,https://www.ebay.com/itm/257025751610,13
2024-1/2 oz Yellow Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116441509104,"Jan 26, 2026",$49.98,$0.00,,,Fixed price,https://www.ebay.com/itm/116441509104,24
2024 1/2 oz Silver Lunar Dragon BU Australian Perth Mint .9999,156734275450,"Apr 10, 2026",$45.74,$0.00,,,Fixed price,https://www.ebay.com/itm/156734275450,57
2024 Year of the Dragon Perth Mint Series III 1 oz .9999 Silver BU Privy in Cap,205222187102,"Apr 3, 2026",$112.10,$0.00,,,Fixed price,https://www.ebay.com/itm/205222187102,7
2024 Australian Lunar Year Of The Dragon 1oz .999 Silver Coin,205586113866,"Jan 23, 2026",$97.63,$9.26,,,Fixed price,https://www.ebay.com/itm/205586113866,32
2024 Australia Yellow Lunar Year of the Dragon 1oz Silver $1 Coin ANDA MELBOURNE,225996542967,"Apr 5, 2026",$135.03,$0.00,,,Fixed price,https://www.ebay.com/itm/225996542967,8
2024 Silver Lunar Year of the Dragon NGC MS70 2oz $2 Coin Yellow Facing,266767765199,"Jan 28, 2026",$213.97,$0.00,,,Fixed price,https://www.ebay.com/itm/266767765199,8
2024 Australia Lunar Dragon Chicago ANA Golden Dragon 1 oz Silver Coin in Card,297364050631,"Jan 25, 2026",$110.64,$0.00,,,Fixed price,https://www.ebay.com/itm/297364050631,10
2024-P125 $1 Australia 1 oz Silver Year of the Dragon Blue PCGS MS 70,305859014454,"Jan 28, 2026",$135.95,$30.70,,,Fixed price,https://www.ebay.com/itm/305859014454,12
2024 Lunar Year of the Dragon 1oz BLUE Silver $1 Coin PERTH STAMP AND COIN SHOW,326047943329,"Mar 30, 2026",$134.44,$0.00,,,Fixed price,https://www.ebay.com/itm/326047943329,7
2024 Lunar Year the Dragon 1oz LILAC Color Silver $1 Coin SYDNEY MONEY EXPO ANDA,326308337534,"Jan 1, 2026",$87.83,$0.00,,,Fixed price,https://www.ebay.com/itm/326308337534,7
2024-1/2 oz Lunar Year Of The Dragon BU Silver Coin 9999 Australia Series III🔥,115972168731,"Feb 28, 2026",$40.93,$0.00,,,Fixed price,https://www.ebay.com/itm/115972168731,10
,,"Jan 15, 2026",$98.29,$0.00,,,Fixed price,,7
2024-1 oz Yellow Year Of The Dragon Silver Color Lunar Perth BU Coin .999 🔥🔥,116568227898,"Jan 29, 2026",$93.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116568227898,13
2024 AUS 1 oz Silver Lunar Dragon BU SIII (MD® Premier+PCGS),126173150420,"Feb 4, 2026",$96.44,$0.00,,,Fixed price,https://www.ebay.com/itm/126173150420,9
,,"Dec 5, 2025",$74.33,$0.00,,,Fixed price,,6
2024 1 oz Australia Silver Lunar Blue Colorized Dragon BU Series III In Capsule,126980752411,"Apr 4, 2026",$121.31,$0.00,,,Fixed price,https://www.ebay.com/itm/126980752411,6
,,"Jan 7, 2026",$76.62,$13.37,,,Fixed price,,9
,,"Dec 28, 2025",$79.95,$0.00,,,Fixed price,,11
"AUSTRALIAN 2024 Lunar Year of the Dragon 1oz $1 Silver HIGH RELIEF COIN ""P125""",225985117385,"Feb 6, 2026",$174.02,$153.10,,,Fixed price,https://www.ebay.com/itm/225985117385,6
2024 COLORED Lunar YEAR OF THE DRAGON 1 oz 999 Fine Silver Coin in CAPSULE,256483604221,"Apr 11, 2026",$83.01,$0.00,,,Fixed price,https://www.ebay.com/itm/256483604221,14
2024 P125 PCGS MS70 AUSTRALIA YEAR OF THE DRAGON ORANGE LEFT 1/2 OZ 9999 NICE!!!,267580638997,"Feb 26, 2026",$78.79,$0.00,,,Fixed price,https://www.ebay.com/itm/267580638997,6
2024 Australia 1 oz Silver Lunar Year of the Dragon Yellow Colorized CAC MS 70,306030595398,"Mar 24, 2026",$136.29,$0.00,,,Fixed price,https://www.ebay.com/itm/306030595398,6
2024 Australia 1 oz Silver Lunar Year of the Dragon Purple Colorized CAC MS 70,306030596748,"Mar 30, 2026",$132.11,$0.00,,,Fixed price,https://www.ebay.com/itm/306030596748,6
2024 Year of the Dragon BABY 1/2oz .9999 Silver Proof Half Dollar Coin Lunar,325886036883,"Apr 12, 2026",$105.34,$11.74,,,Fixed price,https://www.ebay.com/itm/325886036883,6
2024 Australia Opal Series Lunar Year of the Dragon 1oz Silver Proof $1 Coin,326040744494,"Mar 13, 2026",$406.80,$28.48,,,Fixed price,https://www.ebay.com/itm/326040744494,6
2024 COLORED Lunar Year of the Dragon 1/2oz Silver Half $ Coin In Capsule 50c,326044726348,"Mar 8, 2026",$57.84,$0.00,,,Fixed price,https://www.ebay.com/itm/326044726348,6
2024-1 oz Lunar Year Of The Dragon BU Silver Coin .999 Australia (Series III)🔥,115972164976,"Jan 29, 2026",$107.09,$0.00,,,Fixed price,https://www.ebay.com/itm/115972164976,7
,,"Dec 10, 2025",$67.95,$0.00,,,Fixed price,,8
,,"Dec 26, 2025",$74.95,$0.00,,,Fixed price,,15
2024 Perth Mint Australian Lunar Series III Lilac Dragon .999 Silver Coin,205461898372,"Mar 17, 2026",$133.82,$16.00,,,Fixed price,https://www.ebay.com/itm/205461898372,7
2024 LUNAR SERIES-3 YEAR OF THE DRAGON 1oz SILVER TRIO $1 3-coin Set 3oz-total,225891572140,"Jan 22, 2026",$382.00,$221.09,,,Fixed price,https://www.ebay.com/itm/225891572140,5
