Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
[Removed] Item 197747641497,197747641497,"Nov 6, 2025",$17.67,$8.00,,,Fixed price,
,,"Nov 20, 2025",$31.85,$0.00,,,Fixed price,
,,"Nov 7, 2025",$16.48,$0.00,,,Fixed price,
[Removed] Item 127412709240,127412709240,"Oct 23, 2025",$19.69,$0.00,,,Fixed price,
[Removed] Item 365945654832,365945654832,"Nov 15, 2025",$25.99,$4.99,,,Fixed price,
1893 S Morgan Silver Dollar KEY DATE TAKING OFFERS Tribune Proof 4 AVAILABLE,326950330511,"Jan 19, 2026",$37.49,$5.99,,,Fixed price,https://www.ebay.com/itm/326950330511
VG/F 1889-S Morgan Silver Dollar (1 coin),365117521381,"Feb 28, 2026",$79.95,$0.00,,,Fixed price,https://www.ebay.com/itm/365117521381
,,"Nov 12, 2025",$19.69,$0.00,,,Fixed price,
[Removed] Item 317439485087,317439485087,"Oct 26, 2025",$19.88,$0.00,,,Fixed price,
[Removed] Item 357793283651,357793283651,"Nov 9, 2025",$19.69,$2.99,,,Fixed price,
[Removed] Item 397150106859,397150106859,"Nov 21, 2025",$21.66,$8.00,,,Fixed price,
,,"Nov 6, 2025",$375.00,$0.00,,,Fixed price,
,,"Nov 11, 2025",$115.95,$6.25,,,Fixed price,
,,"Nov 15, 2025",$110.00,$5.90,,,Auction,
,,"Dec 9, 2025",$455.00,$8.45,,,Auction,
,,"Dec 11, 2025",$165.00,$4.54,,,Fixed price,
,,"Dec 30, 2025",$147.50,$0.00,,,Auction,
,,"Jan 3, 2026",$100.00,$4.76,,,Fixed price,
,,"Jan 7, 2026",$330.00,$0.00,,,Fixed price,
1889-S Morgan Silver Dollar Beautiful Coin Rare Date #259,116994671236,"Jan 28, 2026",$100.00,$4.50,,,Auction,https://www.ebay.com/itm/116994671236
RARE! 1889 S Morgan Silver Dollar ~ UNC BU MS ~ FULL BREAST FEATHERS ~ 90% $1,117017847524,"Feb 8, 2026",$280.00,$6.50,,,Auction,https://www.ebay.com/itm/117017847524
"1889-S Morgan Dollar, AU 58 PCGS, NR",117036031425,"Feb 21, 2026",$203.50,$4.95,,,Auction,https://www.ebay.com/itm/117036031425
,,"Dec 18, 2025",$325.00,$0.00,,,Fixed price,
1889 S PCGS AU58 Morgan Silver Dollar $1 US Mint Rare Key Date Coin 1889-S AU-58,126385730473,"Feb 23, 2026",$250.00,$5.45,,,Fixed price,https://www.ebay.com/itm/126385730473
"1889-S MORGAN SILVER DOLLAR 1$ ""Semi-Key Coin"" *PCGS AU53 ABOUT UNCIRCULATED*",126619103701,"Jan 20, 2026",$199.95,$0.00,,,Fixed price,https://www.ebay.com/itm/126619103701
,,"Jan 4, 2026",$188.99,$4.95,,,Fixed price,
1889-S Morgan Silver One $1 Dollar - PCGS MS61 - San Francisco CC586,127080997550,"Feb 14, 2026",$375.00,$25.97,,,Fixed price,https://www.ebay.com/itm/127080997550
1889-S MORGAN SILVER DOLLAR AU+,127197540715,"Feb 24, 2026",$185.00,$13.95,,,Fixed price,https://www.ebay.com/itm/127197540715
1889-S Morgan Silver Dollar CAC MS61 - WitterBrick Silver Label,127266822296,"Jan 4, 2026",$330.00,$6.99,,,Fixed price,https://www.ebay.com/itm/127266822296
,,"Nov 26, 2025",$128.99,$0.00,,,Fixed price,
,,"Oct 25, 2025",$107.50,$6.50,,,Auction,
,,"Dec 18, 2025",$369.99,$0.00,,,Fixed price,
,,"Oct 22, 2025",$145.00,$0.00,,,Fixed price,
,,"Nov 2, 2025",$134.27,$6.18,,,Auction,
,,"Nov 9, 2025",$420.00,$0.00,,,Auction,
,,"Nov 16, 2025",$671.00,$0.00,,,Auction,
,,"Nov 7, 2025",$85.00,$4.58,,,Fixed price,
,,"Nov 15, 2025",$102.00,$5.95,,,Auction,
,,"Nov 20, 2025",$325.00,$5.00,,,Fixed price,
,,"Jan 2, 2026",$120.00,$4.76,,,Fixed price,
,,"Dec 29, 2025",$125.00,$5.00,,,Fixed price,
,,"Dec 9, 2025",$205.50,$9.75,,,Auction,
,,"Dec 16, 2025",$120.00,$5.25,,,Fixed price,
1889-S Morgan Silver One $1 Dollar - San Francisco R1621,127572846807,"Jan 31, 2026",$170.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127572846807
,,"Dec 20, 2025",$85.00,$0.00,,,Fixed price,
,,"Dec 26, 2025",$124.50,$7.90,,,Auction,
1889-S Morgan Silver Dollar AU+ Details,127578344238,"Jan 18, 2026",$185.00,$5.00,,,Fixed price,https://www.ebay.com/itm/127578344238
,,"Dec 30, 2025",$57.00,$2.77,,,Auction,
,,"Dec 27, 2025",$330.00,$5.00,,,Fixed price,
[Removed] Item 197747641497,197747641497,"Nov 6, 2025",$17.05,$0.00,,,Fixed price,,75
,,"Nov 20, 2025",$31.93,$0.00,,,Fixed price,,8
1889-S San Francisco Morgan Silver Dollar-Rare Circulated Ungraded Coin Estate,117043218340,"Feb 22, 2026",$72.00,$0.00,,,Auction,https://www.ebay.com/itm/117043218340,1
,,"Jan 3, 2026",$293.00,$7.80,,,Auction,,1
,,"Jan 12, 2026",$168.70,$0.00,,,Auction,,1
,,"Jan 11, 2026",$285.00,$5.25,,,Auction,,1
1881-S 1889 Morgan Silver Dollar - 90% US Coin 2 Coin Lot! *778,127616184176,"Jan 15, 2026",$145.50,$0.00,,,Auction,https://www.ebay.com/itm/127616184176,1
1889 1890-S Morgan Silver Dollar - 90% US Coin 2 Coin Lot! *776,127616201075,"Jan 15, 2026",$146.50,$0.00,,,Auction,https://www.ebay.com/itm/127616201075,1
"lot of 5 Morgan silver dollars, 1880 S, 1882 O, 1889 O, 1891 O, 1891 S",127653430756,"Feb 3, 2026",$330.00,$5.75,,,Auction,https://www.ebay.com/itm/127653430756,1
"XF/AU! 1889 S Morgan Silver Dollar ~ Rare, Original & Gradable ~ 90% Silver $1",127668186737,"Feb 10, 2026",$147.50,$6.50,,,Auction,https://www.ebay.com/itm/127668186737,1
1889 Morgan Silver Dollar S$1 MS 63 - NGC,127675483025,"Feb 22, 2026",$100.00,$3.50,,,Auction,https://www.ebay.com/itm/127675483025,1
1889-S $1 Morgan Dollar PCGS MS62 Gold Shield,127675913346,"Feb 9, 2026",$410.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127675913346,1
RARE! 1889 S Morgan Silver Dollar ~ UNC BU MS ~ FULL BREAST FEATHERS ~ 90% $1 FS,127676089475,"Feb 21, 2026",$274.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127676089475,1
1889-S Morgan Silver Dollar AU58 PCGS Rattler CAC PQ *3862,127681379606,"Feb 27, 2026",$450.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127681379606,1
1889 Philadelphia Morgan Liberty Head ONE DOLLAR S$1 USD USA 90% Silver Coin,127682954730,"Feb 18, 2026",$67.00,$6.99,,,Auction,https://www.ebay.com/itm/127682954730,1
"Lot Of 5 Morgan Silver Dollars - 90% Silver - 1881-O, 1883, 1889, 1898, 1921-S",127683883525,"Feb 21, 2026",$340.00,$10.00,,,Fixed price,https://www.ebay.com/itm/127683883525,1
RARE DATE! 1889 S Morgan Silver Dollar ~ HIGH GRADE ~ 90% Silver $1,127686666860,"Feb 22, 2026",$124.49,$6.50,,,Auction,https://www.ebay.com/itm/127686666860,1
1889-S Morgan Silver Dollar *4008,127690334625,"Feb 19, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127690334625,1
RARE DATE! 1889 S Morgan Silver Dollar ~ CIRCULATED BUT RARE ~ 90% Silver $1,127694178212,"Mar 1, 2026",$110.00,$6.50,,,Auction,https://www.ebay.com/itm/127694178212,1
1889-S Morgan Silver Dollar AU original toning slightly proof like,127705176114,"Feb 28, 2026",$139.63,$5.07,,,Auction,https://www.ebay.com/itm/127705176114,1
1889-S Morgan Dollar AU+ ALMOST UNC Details Dipped,127736999400,"Mar 19, 2026",$150.00,$7.95,,,Auction,https://www.ebay.com/itm/127736999400,1
1889 S Morgan Silver Dollar ~ RARE DATE ~ 90% Silver $1,127766376709,"Mar 28, 2026",$94.00,$2.84,,,Auction,https://www.ebay.com/itm/127766376709,1
"1889 S Morgan Silver Dollar, Very Rare San Francisco Mint, Only 700,000 Minted!",127767784807,"Apr 6, 2026",$124.99,$5.95,,,Fixed price,https://www.ebay.com/itm/127767784807,1
1889-S Morgan Silver Dollar Uncirculated Mint State 62,127778223413,"Apr 4, 2026",$160.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127778223413,1
2 Morgan Silver Dollars 1879-S & 1889-O – $1 US Coins – 90% Silver Lot. TWO!,127781104134,"Apr 5, 2026",$114.50,$5.77,,,Auction,https://www.ebay.com/itm/127781104134,1
1889-S Morgan Silver Dollar *7565,134923187762,"Mar 29, 2026",$225.00,$0.00,,,Fixed price,https://www.ebay.com/itm/134923187762,1
,,"Nov 17, 2025",$360.00,$0.00,,,Fixed price,,1
1889-S Morgan Silver Dollar $1 PCGS AU50,135128672180,"Mar 10, 2026",$180.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135128672180,1
,,"Dec 25, 2025",$229.00,$0.00,,,Fixed price,,1
1889-S Morgan Dollar Tougher Date Details #3EUI,136294686184,"Mar 5, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136294686184,1
