Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2016 Australia Year of The Monkey Perth 1/2 Oz 999 Fine Silver Coin - In Capsule,364293881604,"Apr 5, 2026",$47.91,$0.00,,,Fixed price,https://www.ebay.com/itm/364293881604
2016 Australia Year of The Monkey Perth 1 Oz 999 Fine Silver Coin - In Capsule,334927975610,"Apr 2, 2026",$93.89,$0.00,,,Fixed price,https://www.ebay.com/itm/334927975610
2016 Year of the Monkey King Color Silver 1oz 999 Australian Lunar Series 2 Coin,127710968632,"Mar 8, 2026",$119.99,$5.62,,,Fixed price,https://www.ebay.com/itm/127710968632
2016 PALAU Lunar Skulls Yearof the Monkey 1oz .999 Silver Proof 477/500 wth coa,135173437508,"Apr 4, 2026",$114.00,$8.75,,,Fixed price,https://www.ebay.com/itm/135173437508
2016 1/2oz .999 Fine Silver Australian Lunar Year of The Monkey,137055165286,"Mar 10, 2026",$60.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137055165286
"Australia, 2016 P $1 Silver Lunar Monkey High Relief - NGC Graded PF70 UCAM !!",137145941763,"Apr 2, 2026",$149.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137145941763
2016 Year of the Monkey King Colorized Silver ½ Ounce 999 Fine Silver,157716575871,"Mar 12, 2026",$65.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157716575871
2016 1 oz Somalia Silver Elephant Lunar Monkey Privy Coin (BU),168208834844,"Mar 13, 2026",$96.22,$5.00,,,Auction,https://www.ebay.com/itm/168208834844
2016 Year of the Monkey King Color 1oz 999 Silver Australian Lunar Series 2 Coin,177972490042,"Mar 24, 2026",$113.00,$5.00,,,Fixed price,https://www.ebay.com/itm/177972490042
2016 Palau 5 Dollars-Year of Monkey Lunar Skulls-.999 1 OZ Silver-BU-#4071,198155154084,"Mar 11, 2026",$86.51,$4.00,,,Auction,https://www.ebay.com/itm/198155154084
2016 Australia Year of the Monkey 1/2 oz. .999 Fine Silver Lunar Coin in Capsule,198178806552,"Mar 12, 2026",$41.99,$5.00,,,Fixed price,https://www.ebay.com/itm/198178806552
2016 P Australia Early Releases Lunar Year of Monkey NGC MS 70 Lion Privy,198200125333,"Mar 19, 2026",$140.00,$6.00,,,Fixed price,https://www.ebay.com/itm/198200125333
2016 P Australia Silver Lunar Series II Year of the Monkey 1/2 oz BU Sealed,206151995755,"Mar 26, 2026",$44.00,$2.05,,,Auction,https://www.ebay.com/itm/206151995755
2016 P Australia Silver Lunar Series II Year of the Monkey 1/2 oz BU Sealed,206164905555,"Mar 31, 2026",$43.00,$2.82,,,Auction,https://www.ebay.com/itm/206164905555
2016 P Australia Silver Lunar Series II Year of the Monkey 1/2 oz BU Sealed,206169204580,"Apr 2, 2026",$45.00,$4.50,,,Auction,https://www.ebay.com/itm/206169204580
2016 PAMP Suisse Lunar Series Year of MONKEY 1 oz .999 Fine Silver in Assay,206178975780,"Apr 2, 2026",$224.50,$5.52,,,Auction,https://www.ebay.com/itm/206178975780
Proof 2016 Australia Year Of The Monkey 1 OZ Silver Perth Mint In Capsule,227257625599,"Mar 20, 2026",$92.88,$5.52,,,Auction,https://www.ebay.com/itm/227257625599
2016 PAMP Suisse Lunar Series Year of MONKEY 1 oz .999 Fine Silver in Assay,227273454843,"Apr 1, 2026",$386.00,$4.51,,,Auction,https://www.ebay.com/itm/227273454843
2016 PAMP Suisse Lunar Series Year of MONKEY 1 oz .999 Fine Silver in Assay,236706036335,"Mar 24, 2026",$199.95,$6.35,,,Fixed price,https://www.ebay.com/itm/236706036335
2016 Australia Lunar Year of the Monkey 1 oz .999 Silver Round,257377160396,"Mar 7, 2026",$94.99,$4.25,,,Auction,https://www.ebay.com/itm/257377160396
2016 P Australia GILDED Silver Lunar Year of the Monkey NGC MS 69 1 oz Coin ER,262172487499,"Mar 7, 2026",$179.97,$0.00,,,Fixed price,https://www.ebay.com/itm/262172487499
6x 2016 Australia Year of the Monkey Silver Coin .999 Lunar (Sigma Tested),267592261961,"Mar 12, 2026",$330.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267592261961
6 X 2016 Australia Year of the Monkey Silver Coin .999 Lunar ~Perth Mint,267598315369,"Mar 15, 2026",$300.00,$8.00,,,Auction,https://www.ebay.com/itm/267598315369
2016 PAMP Suisse Lunar Series Year of MONKEY 1 oz .999 Fine Silver in Assay,267600465782,"Mar 15, 2026",$222.71,$7.70,,,Auction,https://www.ebay.com/itm/267600465782
2016 P Australia Silver Lunar Series II Year of the MONKEY 1/2 oz $1 BU PERTH,297526995921,"Mar 14, 2026",$55.99,$0.00,,,Fixed price,https://www.ebay.com/itm/297526995921
2016 Australia Lunar Monkey Colorized 1/2 oz 0.999 Silver BU Coin in Capsule,298107939763,"Apr 5, 2026",$67.95,$0.00,,,Fixed price,https://www.ebay.com/itm/298107939763
2016 P Australia Lunar Monkey PCGS MS70 Lion Privy 1 oz Silver,306836960935,"Mar 28, 2026",$149.60,$0.00,,,Fixed price,https://www.ebay.com/itm/306836960935
2016 Australia Lunar Year of the Monkey COLORIZED 1/2 oz SIlver Proof Coin,322550271443,"Apr 1, 2026",$97.97,$0.00,,,Fixed price,https://www.ebay.com/itm/322550271443
2016-P Australia 1 oz Silver Lunar Year of the MONKEY ⭐️⭐️LUNAR SERIES II⭐️⭐️,326803060460,"Mar 25, 2026",$125.95,$5.39,,,Fixed price,https://www.ebay.com/itm/326803060460
2016 Australia 1/2 oz .999 Silver ~ Lunar Year of the Monkey 50c ~ BU In Capsule,327034346675,"Mar 15, 2026",$44.00,$0.00,,,Auction,https://www.ebay.com/itm/327034346675
2016-P Australia 50C Lunar Series Year of The Monkey 1/2 oz .999 Silver BU Coin,336444594048,"Mar 17, 2026",$79.00,$0.00,,,Fixed price,https://www.ebay.com/itm/336444594048
2016 Australia OPAL LUNAR year of the MONKEY 1 oz Silver Proof Coin NGC PF68,336491872029,"Mar 27, 2026",$485.00,$5.62,,,Auction,https://www.ebay.com/itm/336491872029
2016 Australia Year of The Monkey Perth 1 Oz 999 Fine Silver Coin In Capsule,365882725635,"Mar 7, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/365882725635
2016 Australia Year of the Monkey 1/2 oz. .999 Fine Silver Lunar Coin in Capsule,384441927561,"Mar 10, 2026",$58.00,$3.90,,,Fixed price,https://www.ebay.com/itm/384441927561
"💥💥 ⭐2016 Australia Lunar Year of MONKEY 1 oz Silver Coin, ORIGINAL SEALED⭐",389544047349,"Apr 3, 2026",$125.00,$5.60,,,Fixed price,https://www.ebay.com/itm/389544047349
2016 Canada 1 oz Proof Silver $15 Lunar Year of the Monkey Royal Canadian Mint,389793253389,"Mar 31, 2026",$109.00,$6.00,,,Auction,https://www.ebay.com/itm/389793253389
2016 1 oz Somalia Silver Elephant Lunar Monkey Privy Coin (BU),406766962612,"Mar 14, 2026",$90.00,$5.20,,,Auction,https://www.ebay.com/itm/406766962612
,,"Nov 10, 2025",$56.00,$0.00,,,Fixed price,,1
,,"Dec 3, 2025",$50.00,$1.94,,,Fixed price,,1
,,"Nov 24, 2025",$234.00,$0.00,,,Auction,,1
,,"Dec 1, 2025",$96.00,$0.00,,,Auction,,1
,,"Dec 20, 2025",$37.00,$0.00,,,Fixed price,,1
,,"Dec 26, 2025",$79.00,$0.00,,,Fixed price,,2
1oz 2016 Lunar Monkey Coloured 0.999 Fine silver Coin GEM BU In Capsule,117002697206,"Feb 4, 2026",$116.00,$5.00,,,Fixed price,https://www.ebay.com/itm/117002697206,1
2016 P Australia Early Releases Silver Lunar Year of Monkey NGC MS 70 1 oz Coin,117064470361,"Mar 2, 2026",$140.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117064470361,1
,,"Nov 11, 2025",$115.00,$0.00,,,Fixed price,,2
,,"Jan 7, 2026",$215.00,$5.00,,,Fixed price,,1
,,"Dec 11, 2025",$64.95,$0.00,,,Fixed price,,1
,,"Oct 16, 2025",$59.97,$4.99,,,Fixed price,,1
,,"Dec 21, 2025",$75.00,$0.00,,,Fixed price,,1
,,"Dec 30, 2025",$43.00,$0.00,,,Auction,,1
,,"Jan 12, 2026",$44.00,$4.90,,,Fixed price,,1
2016 Lunar Year of the Monkey Australia 1 Dollar 1 oz .999 Silver Colorized,127621943663,"Jan 24, 2026",$115.50,$30.72,,,Auction,https://www.ebay.com/itm/127621943663,1
,,"Oct 19, 2025",$99.88,$0.00,,,Fixed price,,1
,,"Nov 14, 2025",$38.00,$5.00,,,Fixed price,,1
2016 Australia Lunar Year Of The Monkey Silver 1 Oz Coin Gold Gilted In Capsule.,136520912383,"Jan 20, 2026",$119.99,$65.17,,,Fixed price,https://www.ebay.com/itm/136520912383,2
,,"Dec 3, 2025",$36.95,$0.00,,,Auction,,1
2016 1oz .999 Fine Silver Niue Lunar Year of The Monkey Round,136931220340,"Jan 20, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136931220340,1
"2016 Australian COLORIZED Monkey King 1 oz Silver Coin, Year Of The Monkey",136949979143,"Jan 24, 2026",$116.00,$0.00,,,Auction,https://www.ebay.com/itm/136949979143,1
(4) PAMP SUISSE LUNAR 1 Oz SILVER 2013 Snake 2015 Goat 2016 Monkey 2017 Rooster,136973802712,"Jan 22, 2026",$749.95,$0.00,,,Fixed price,https://www.ebay.com/itm/136973802712,1
2016 Australia Lunar Series II Year Of The Monkey 1/2 Oz Silver Coin.Gold Toning,136980938730,"Feb 3, 2026",$60.00,$0.00,,,Auction,https://www.ebay.com/itm/136980938730,1
"Australia, 2016 P $8 Silver 5 ozt Lunar Series Monkey !!",137208684040,"Apr 9, 2026",$425.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137208684040,1
2016 P Australia 1 oz Silver Lunar Year of the Monkey NGC MS 70 Early Release,145737160737,"Jan 16, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/145737160737,1
2016 Australia $1 Lunar Series II Year of the Monkey 1 oz .999 Proof Silver Coin,146905318526,"Jan 18, 2026",$94.95,$6.02,,,Fixed price,https://www.ebay.com/itm/146905318526,1
,,"Nov 26, 2025",$120.00,$0.00,,,Fixed price,,1
,,"Dec 11, 2025",$35.00,$0.00,,,Fixed price,,1
,,"Jan 12, 2026",$47.00,$0.00,,,Fixed price,,1
2016 Australia Year of The Monkey Perth 1/2 Oz 999 Fine Silver Coin - In Capsule,147090458128,"Jan 19, 2026",$50.00,$3.00,,,Fixed price,https://www.ebay.com/itm/147090458128,1
2016 Australia 1oz Silver $1 Year of the Monkey Lunar II Colorized NGC MS70,147092868579,"Jan 21, 2026",$128.00,$0.00,,,Auction,https://www.ebay.com/itm/147092868579,1
2016 Australia Year of The Monkey Perth 1/2 Oz 999 Fine Silver Coin - In Capsule,147108372650,"Jan 23, 2026",$55.00,$3.00,,,Fixed price,https://www.ebay.com/itm/147108372650,1
2016 PAMP Lunar Calendar Series One Ounce Silver Bar Monkey A3,147139007083,"Feb 12, 2026",$396.00,$4.99,,,Auction,https://www.ebay.com/itm/147139007083,1
2016 1 oz Australian Silver Lunar Monkey Lion Privy Coin,157124654743,"Oct 16, 2025",$65.98,$0.00,,,Fixed price,https://www.ebay.com/itm/157124654743,1
,,"Jan 2, 2026",$94.99,$4.99,,,Fixed price,,1
,,"Dec 28, 2025",$82.88,$4.95,,,Auction,,1
,,"Dec 28, 2025",$81.00,$2.47,,,Auction,,1
2016 Niue 1oz .999 Silver $2 Lunar Year of the Monkey Coin BU [G12],157596651812,"Jan 14, 2026",$95.00,$1.01,,,Auction,https://www.ebay.com/itm/157596651812,1
New in Capsul 2016 Australian COLORIZED Monkey King 1 oz Silver Coin Low Mintage,157620058520,"Jan 20, 2026",$99.00,$11.09,,,Auction,https://www.ebay.com/itm/157620058520,1
2016 Australia 50 Cents - Lunar Year of the Monkey - 1/2 oz .999 Silver,157821894784,"Apr 12, 2026",$47.00,$5.29,,,Auction,https://www.ebay.com/itm/157821894784,1
,,"Jan 11, 2026","$2,024.98",$0.00,,,Auction,,1
2016 1 oz Somalia Silver Elephant Lunar Monkey Privy Coin (BU),168156340969,"Feb 16, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168156340969,1
2016 1 oz Somalia Silver Elephant Lunar Monkey Privy Coin (BU),168184694035,"Mar 1, 2026",$103.50,$5.00,,,Auction,https://www.ebay.com/itm/168184694035,1
2016 1 oz Somalia Silver Elephant Lunar Monkey Privy Coin (BU),168198697715,"Mar 6, 2026",$96.22,$5.00,,,Auction,https://www.ebay.com/itm/168198697715,1
2016 1 OZ. SILVER AUSTRALIAN LUNAR YEAR OF THE MONKEY HIGH RELIEF PROOF,174674785004,"Jan 30, 2026",$132.95,$9.80,,,Fixed price,https://www.ebay.com/itm/174674785004,1
,,"Jan 11, 2026",$177.00,$0.00,,,Fixed price,,1
,,"Nov 28, 2025",$32.99,$0.00,,,Fixed price,,1
,,"Dec 25, 2025",$116.00,$0.00,,,Fixed price,,1
2016 Australia $1 Lunar Year of The Monkey King 1oz Silver Proof Colorized Coin,177775318772,"Jan 15, 2026",$115.00,$4.99,,,Fixed price,https://www.ebay.com/itm/177775318772,1
2016 Australia Lunar Year of the Monkey (COLORIZED- PROOF) - 1 Oz .999 Silver,177903717245,"Mar 2, 2026",$112.50,$4.95,,,Auction,https://www.ebay.com/itm/177903717245,1
Lot of 20 2016 50C Australia Lunar Series Year Of The Monkey 1/2 oz .999 Silver,178034081823,"Apr 9, 2026",$777.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178034081823,1
2016 1 oz Silver Australian Lunar Year of The Monkey Color Proof,185702570853,"Jan 30, 2026",$170.00,$9.50,,,Fixed price,https://www.ebay.com/itm/185702570853,1
,,"Dec 28, 2025",$49.95,$4.60,,,Fixed price,,1
,,"Dec 31, 2025",$89.00,$4.95,,,Fixed price,,1
