Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2016 Australia Year of The Monkey Perth 1/2 Oz 999 Fine Silver Coin - In Capsule,364293881604,"Apr 5, 2026",$47.91,$0.00,,,Fixed price,https://www.ebay.com/itm/364293881604
2016 Australia Year of The Monkey Perth 1 Oz 999 Fine Silver Coin - In Capsule,334927975610,"Apr 2, 2026",$93.89,$0.00,,,Fixed price,https://www.ebay.com/itm/334927975610
2016 Year of the Monkey King Color Silver 1oz 999 Australian Lunar Series 2 Coin,127710968632,"Mar 8, 2026",$119.99,$5.62,,,Fixed price,https://www.ebay.com/itm/127710968632
2016 PALAU Lunar Skulls Yearof the Monkey 1oz .999 Silver Proof 477/500 wth coa,135173437508,"Apr 4, 2026",$114.00,$8.75,,,Fixed price,https://www.ebay.com/itm/135173437508
2016 1/2oz .999 Fine Silver Australian Lunar Year of The Monkey,137055165286,"Mar 10, 2026",$60.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137055165286
"Australia, 2016 P $1 Silver Lunar Monkey High Relief - NGC Graded PF70 UCAM !!",137145941763,"Apr 2, 2026",$149.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137145941763
2016 Year of the Monkey King Colorized Silver ½ Ounce 999 Fine Silver,157716575871,"Mar 12, 2026",$65.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157716575871
2016 1 oz Somalia Silver Elephant Lunar Monkey Privy Coin (BU),168208834844,"Mar 13, 2026",$96.22,$5.00,,,Auction,https://www.ebay.com/itm/168208834844
2016 Year of the Monkey King Color 1oz 999 Silver Australian Lunar Series 2 Coin,177972490042,"Mar 24, 2026",$113.00,$5.00,,,Fixed price,https://www.ebay.com/itm/177972490042
2016 Palau 5 Dollars-Year of Monkey Lunar Skulls-.999 1 OZ Silver-BU-#4071,198155154084,"Mar 11, 2026",$86.51,$4.00,,,Auction,https://www.ebay.com/itm/198155154084
2016 Australia Year of the Monkey 1/2 oz. .999 Fine Silver Lunar Coin in Capsule,198178806552,"Mar 12, 2026",$41.99,$5.00,,,Fixed price,https://www.ebay.com/itm/198178806552
2016 P Australia Early Releases Lunar Year of Monkey NGC MS 70 Lion Privy,198200125333,"Mar 19, 2026",$140.00,$6.00,,,Fixed price,https://www.ebay.com/itm/198200125333
2016 P Australia Silver Lunar Series II Year of the Monkey 1/2 oz BU Sealed,206151995755,"Mar 26, 2026",$44.00,$2.05,,,Auction,https://www.ebay.com/itm/206151995755
2016 P Australia Silver Lunar Series II Year of the Monkey 1/2 oz BU Sealed,206164905555,"Mar 31, 2026",$43.00,$2.82,,,Auction,https://www.ebay.com/itm/206164905555
2016 P Australia Silver Lunar Series II Year of the Monkey 1/2 oz BU Sealed,206169204580,"Apr 2, 2026",$45.00,$4.50,,,Auction,https://www.ebay.com/itm/206169204580
2016 PAMP Suisse Lunar Series Year of MONKEY 1 oz .999 Fine Silver in Assay,206178975780,"Apr 2, 2026",$224.50,$5.52,,,Auction,https://www.ebay.com/itm/206178975780
Proof 2016 Australia Year Of The Monkey 1 OZ Silver Perth Mint In Capsule,227257625599,"Mar 20, 2026",$92.88,$5.52,,,Auction,https://www.ebay.com/itm/227257625599
2016 PAMP Suisse Lunar Series Year of MONKEY 1 oz .999 Fine Silver in Assay,227273454843,"Apr 1, 2026",$386.00,$4.51,,,Auction,https://www.ebay.com/itm/227273454843
2016 PAMP Suisse Lunar Series Year of MONKEY 1 oz .999 Fine Silver in Assay,236706036335,"Mar 24, 2026",$199.95,$6.35,,,Fixed price,https://www.ebay.com/itm/236706036335
2016 Australia Lunar Year of the Monkey 1 oz .999 Silver Round,257377160396,"Mar 7, 2026",$94.99,$4.25,,,Auction,https://www.ebay.com/itm/257377160396
2016 P Australia GILDED Silver Lunar Year of the Monkey NGC MS 69 1 oz Coin ER,262172487499,"Mar 7, 2026",$179.97,$0.00,,,Fixed price,https://www.ebay.com/itm/262172487499
6x 2016 Australia Year of the Monkey Silver Coin .999 Lunar (Sigma Tested),267592261961,"Mar 12, 2026",$330.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267592261961
6 X 2016 Australia Year of the Monkey Silver Coin .999 Lunar ~Perth Mint,267598315369,"Mar 15, 2026",$300.00,$8.00,,,Auction,https://www.ebay.com/itm/267598315369
2016 PAMP Suisse Lunar Series Year of MONKEY 1 oz .999 Fine Silver in Assay,267600465782,"Mar 15, 2026",$222.71,$7.70,,,Auction,https://www.ebay.com/itm/267600465782
2016 P Australia Silver Lunar Series II Year of the MONKEY 1/2 oz $1 BU PERTH,297526995921,"Mar 14, 2026",$55.99,$0.00,,,Fixed price,https://www.ebay.com/itm/297526995921
2016 Australia Lunar Monkey Colorized 1/2 oz 0.999 Silver BU Coin in Capsule,298107939763,"Apr 5, 2026",$67.95,$0.00,,,Fixed price,https://www.ebay.com/itm/298107939763
2016 P Australia Lunar Monkey PCGS MS70 Lion Privy 1 oz Silver,306836960935,"Mar 28, 2026",$149.60,$0.00,,,Fixed price,https://www.ebay.com/itm/306836960935
2016 Australia Lunar Year of the Monkey COLORIZED 1/2 oz SIlver Proof Coin,322550271443,"Apr 1, 2026",$97.97,$0.00,,,Fixed price,https://www.ebay.com/itm/322550271443
2016-P Australia 1 oz Silver Lunar Year of the MONKEY ⭐️⭐️LUNAR SERIES II⭐️⭐️,326803060460,"Mar 25, 2026",$125.95,$5.39,,,Fixed price,https://www.ebay.com/itm/326803060460
2016 Australia 1/2 oz .999 Silver ~ Lunar Year of the Monkey 50c ~ BU In Capsule,327034346675,"Mar 15, 2026",$44.00,$0.00,,,Auction,https://www.ebay.com/itm/327034346675
2016-P Australia 50C Lunar Series Year of The Monkey 1/2 oz .999 Silver BU Coin,336444594048,"Mar 17, 2026",$79.00,$0.00,,,Fixed price,https://www.ebay.com/itm/336444594048
2016 Australia OPAL LUNAR year of the MONKEY 1 oz Silver Proof Coin NGC PF68,336491872029,"Mar 27, 2026",$485.00,$5.62,,,Auction,https://www.ebay.com/itm/336491872029
2016 Australia Year of The Monkey Perth 1 Oz 999 Fine Silver Coin In Capsule,365882725635,"Mar 7, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/365882725635
2016 Australia Year of the Monkey 1/2 oz. .999 Fine Silver Lunar Coin in Capsule,384441927561,"Mar 10, 2026",$58.00,$3.90,,,Fixed price,https://www.ebay.com/itm/384441927561
"💥💥 ⭐2016 Australia Lunar Year of MONKEY 1 oz Silver Coin, ORIGINAL SEALED⭐",389544047349,"Apr 3, 2026",$125.00,$5.60,,,Fixed price,https://www.ebay.com/itm/389544047349
2016 Canada 1 oz Proof Silver $15 Lunar Year of the Monkey Royal Canadian Mint,389793253389,"Mar 31, 2026",$109.00,$6.00,,,Auction,https://www.ebay.com/itm/389793253389
2016 1 oz Somalia Silver Elephant Lunar Monkey Privy Coin (BU),406766962612,"Mar 14, 2026",$90.00,$5.20,,,Auction,https://www.ebay.com/itm/406766962612
2016 Australia Year of The Monkey Perth 1/2 Oz 999 Fine Silver Coin - In Capsule,364293881604,"Apr 13, 2026",$52.49,$0.00,,,Fixed price,https://www.ebay.com/itm/364293881604,124
2016 Australia Year of The Monkey Perth 1 Oz 999 Fine Silver Coin - In Capsule,334927975610,"Apr 13, 2026",$97.52,$0.00,,,Fixed price,https://www.ebay.com/itm/334927975610,25
2016 Australia 1 oz Silver Lunar Monkey BU (Series II),143108504791,"Feb 7, 2026",$94.86,$0.00,,,Fixed price,https://www.ebay.com/itm/143108504791,15
,,"Jan 10, 2026",$39.52,$8.01,,,Fixed price,,120
,,"Dec 26, 2025",$141.15,$0.00,,,Fixed price,,12
2016 Australian 1/2 oz Silver Year of the Monkey BU Coin 50 Cents Lunar,366026209692,"Jan 9, 2026",$44.91,$0.00,,,Fixed price,https://www.ebay.com/itm/366026209692,17
SILVER 2016 Australian Lunar Year of the Monkey 1/2 oz .999 Fine FREE SHIPPING,177790367578,"Jan 23, 2026",$52.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177790367578,9
2016 PROOF Australia Lunar Year of the Monkey COLORIZED 1oz Silver $1 Coin,221910118055,"Apr 12, 2026",$118.33,$0.00,,,Fixed price,https://www.ebay.com/itm/221910118055,12
,,"Dec 17, 2025",$37.49,$0.00,,,Fixed price,,8
AUSTRALIAN 2016 Lunar Year of the Monkey 1 oz SILVER HIGH RELIEF COIN Australia,221933230803,"Mar 2, 2026",$155.87,$22.33,,,Fixed price,https://www.ebay.com/itm/221933230803,6
,,"Dec 26, 2025",$68.66,$5.30,,,Fixed price,,9
2016 Britain Lunar Year of the Monkey - 1 oz .999 Silver Coin - BU Encapsulated,114367505278,"Feb 8, 2026",$85.35,$19.80,,,Fixed price,https://www.ebay.com/itm/114367505278,5
,,"Dec 23, 2025",$39.16,$0.00,,,Fixed price,,6
2016 Australia Lunar Year Of Monkey High Relief Proof 1oz Silver Coin NGC PF70,262172107765,"Mar 5, 2026",$186.28,$0.00,,,Fixed price,https://www.ebay.com/itm/262172107765,4
2016 P Australia GILDED Silver Lunar Year of the Monkey NGC MS 69 1 oz Coin ER,262172487499,"Mar 7, 2026",$136.09,$0.00,,,Fixed price,https://www.ebay.com/itm/262172487499,7
,,"Nov 20, 2025",$57.35,$0.00,,,Fixed price,,8
,,"Nov 28, 2025",$51.58,$5.14,,,Fixed price,,9
,,"Dec 3, 2025",$62.67,$0.00,,,Fixed price,,3
2016 P Australia PROOF COLORIZED Silver Lunar Year of Monkey NGC PF69 1oz Coin,252146255387,"Jan 26, 2026",$119.37,$0.00,,,Fixed price,https://www.ebay.com/itm/252146255387,6
2016 Great Britain 1 oz .999 Silver Lunar Year of the Monkey £2 Coin in Capsule,256321962900,"Feb 16, 2026",$72.30,$0.00,,,Fixed price,https://www.ebay.com/itm/256321962900,3
2016 P Australia Silver Lunar Series II Year of the MONKEY 1/2 oz $1 BU PERTH,297526995921,"Mar 14, 2026",$53.12,$0.00,,,Fixed price,https://www.ebay.com/itm/297526995921,4
2016 Australia Lunar Year of the Monkey COLORIZED 1/2 oz SIlver Proof Coin,322550271443,"Apr 1, 2026",$92.58,$38.93,,,Fixed price,https://www.ebay.com/itm/322550271443,6
2016 LUNAR SKULLS Year of the Monkey 2ND ISSUE OF OUR SERIES 1 oz BU Coin PALAU,381516155398,"Jan 29, 2026",$124.33,$4.65,,,Fixed price,https://www.ebay.com/itm/381516155398,3
,,"Oct 20, 2025",$53.25,$7.50,,,Fixed price,,4
2016 Australian Silver Coin Lunar Series II Monkey 1/2 oz BU (from roll),136829930414,"Jan 22, 2026",$47.33,$6.25,,,Fixed price,https://www.ebay.com/itm/136829930414,3
2016 Australia Year of the Monkey 1/2 oz Silver Coin .999 Lunar ~~ Perth Mint,147047512815,"Jan 15, 2026",$44.40,$14.00,,,Fixed price,https://www.ebay.com/itm/147047512815,20
2016 Australia Year of the Monkey 1/2 oz Silver Coin .999 Lunar ~~ Perth Mint,147096709031,"Feb 7, 2026",$55.50,$5.50,,,Fixed price,https://www.ebay.com/itm/147096709031,2
,,"Dec 21, 2025",$66.50,$5.95,,,Fixed price,,2
,,"Dec 27, 2025",$36.00,$5.20,,,Fixed price,,3
2016 Australian Year of the MONKEY Lunar coin .999 fine silver,185539742600,"Apr 8, 2026",$122.49,$17.99,,,Fixed price,https://www.ebay.com/itm/185539742600,2
,,"Dec 2, 2025",$530.00,$9.50,,,Fixed price,,2
,,"Nov 10, 2025",$57.00,$0.00,,,Fixed price,,2
,,"Dec 11, 2025",$64.75,$0.00,,,Fixed price,,20
2016 P Australia Silver Lunar Series II Year of the Monkey 1/2 oz BU Sealed,203743980618,"Feb 3, 2026",$66.99,$0.00,,,Fixed price,https://www.ebay.com/itm/203743980618,2
,,"Nov 1, 2025",$69.00,$0.00,,,Fixed price,,2
2016 Niue $2 Lunar Year of the Monkey Coin 1 oz .999 Fine Silver BU,236635060712,"Mar 3, 2026",$99.00,$6.00,,,Fixed price,https://www.ebay.com/itm/236635060712,2
2016 P Australia COLORIZED Silver Lunar Year of Monkey KING NGC MS70 1oz Coin,252238189260,"Jan 22, 2026",$184.04,$0.00,,,Fixed price,https://www.ebay.com/itm/252238189260,2
2016 P Australia Silver Lunar Year of the Monkey NGC MS 70 1 oz Coin ER Perfect,262105983308,"Feb 16, 2026",$143.30,$0.00,,,Fixed price,https://www.ebay.com/itm/262105983308,2
2016 P Australia PROOF COLORIZED Silver Lunar Year of Monkey NGC PF70 1oz Coin,262116487226,"Jan 18, 2026",$170.09,$68.50,,,Fixed price,https://www.ebay.com/itm/262116487226,2
2016 Australia GILDED Silver Lunar Year of the Monkey NGC MS 70 1oz Coin ER GILT,262172439324,"Feb 8, 2026",$131.34,$96.00,,,Fixed price,https://www.ebay.com/itm/262172439324,2
,,"Oct 20, 2025",$54.25,$0.00,,,Fixed price,,4
,,"Nov 14, 2025",$41.87,$5.99,,,Fixed price,,5
"**ONLY 61,457 MINTED** 2016 Australian COLORIZED Monkey King 1 oz Silver Coin",277715333884,"Mar 3, 2026",$117.45,$4.95,,,Fixed price,https://www.ebay.com/itm/277715333884,2
,,"Nov 8, 2025",$40.84,$6.48,,,Fixed price,,6
,,"Nov 30, 2025",$27.99,$1.54,,,Fixed price,,4
,,"Dec 11, 2025",$58.45,$0.00,,,Fixed price,,84
,,"Nov 30, 2025",$30.00,$2.79,,,Fixed price,,3
,,"Dec 28, 2025",$41.95,$4.95,,,Fixed price,,1
,,"Dec 28, 2025",$83.00,$4.00,,,Fixed price,,1
2016 Australia Lunar Monkey 1 oz Silver High Relief Proof Coin with OGP & COA,116760341418,"Jan 23, 2026",$99.59,$5.77,,,Fixed price,https://www.ebay.com/itm/116760341418,1
2016 Lunar Year of the Monkey Proof 1 oz Silver Colored Coin OGP COA Austrailian,116818601168,"Jan 15, 2026",$109.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116818601168,1
