Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2016 MEXICO LIBERTAD 1/10 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,373725099561,"Mar 15, 2026",$28.31,$15.30,,,Fixed price,https://www.ebay.com/itm/373725099561
2016 MEXICO LIBERTAD 1/20 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,353679980183,"Apr 1, 2026",$23.03,$20.39,,,Fixed price,https://www.ebay.com/itm/353679980183
2016-Mo MEXICO 1/4 oz Silver Libertad Onza PCGS PR70DCAM,315742206008,"Mar 3, 2026",$63.00,$8.73,,,Fixed price,https://www.ebay.com/itm/315742206008
2016-Mo Mexico 1/2 oz Silver Proof Libertad PCGS PR 70 DCAM,304364453203,"Mar 19, 2026",$99.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364453203
2016 Mo 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin,358195131686,"Feb 6, 2026",$85.00,$3.00,,,Fixed price,https://www.ebay.com/itm/358195131686
2016-Mo Mexico 1/4 oz Silver Proof Libertad PCGS PR 69 DCAM,304364481460,"Jan 13, 2026",$47.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364481460
2016-Mo Mexico 1/20 oz. Onza Proof Libertad PR70DCAM Only 299 Graded By PCGS,315742126961,"Mar 21, 2026",$51.71,$5.82,,,Fixed price,https://www.ebay.com/itm/315742126961
2016 Mexico - QUARTER 1/4 OZ SILVER LIBERTAD PROOF Bullion Coin IN MINT CAPSULE,206003938752,"Mar 17, 2026",$53.80,$5.88,,,Fixed price,https://www.ebay.com/itm/206003938752
2016-Mo Mexico 1/20 oz Silver Proof Libertad PCGS PR 69 DCAM,304364543881,"Jan 13, 2026",$35.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364543881
,,"Dec 7, 2025",$65.50,$3.00,,,Fixed price,
2016 Mo 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin,358192775055,"Feb 5, 2026",$85.00,$2.70,,,Fixed price,https://www.ebay.com/itm/358192775055
2016 Mexico 1 oz Silver Libertad BU,142549480993,"Mar 17, 2026",$99.48,$0.00,,,Fixed price,https://www.ebay.com/itm/142549480993
2016 1/10 Oz Silver MEXICAN LIBERTAD BU Coin.,167914868026,"Mar 12, 2026",$37.46,$0.00,,,Fixed price,https://www.ebay.com/itm/167914868026
,,"Dec 8, 2025",$38.62,$0.00,,,Fixed price,
,,"Dec 9, 2025",$66.35,$4.98,,,Fixed price,
2016 1 oz Mexico Silver Libertad Proof Coin in Capsule Low Mintage !!,267361058644,"Jan 7, 2026",$117.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267361058644
2016 Mexico 1 Onza Libertad Silver 1 oz 0.999 Fine Silver Coin,127647217435,"Jan 28, 2026",$124.00,$6.01,,,Fixed price,https://www.ebay.com/itm/127647217435
2016 Mo PCGS PR69 DCAM - MEXICO - 1 oz Silver Libertad Un Onza #44538A,225952533419,"Jan 12, 2026",$129.95,$0.00,,,Fixed price,https://www.ebay.com/itm/225952533419
2016 MEXICO LIBERTAD 1/20 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,257400851611,"Apr 2, 2026",$27.98,$0.00,,,Fixed price,https://www.ebay.com/itm/257400851611
2016-Mo Mexico PCGS PR70DCAM 1/10 oz Proof Silver Libertad,267012397411,"Jan 12, 2026",$50.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267012397411
Mixed 20 OZ Roll * Mexico 20 BU Silver Libertad * Tube-Roll of 20 Coins *,267474933715,"Jan 28, 2026","$2,203.33",$0.00,,,Fixed price,https://www.ebay.com/itm/267474933715
,,"Oct 12, 2025",$59.75,$0.00,,,Fixed price,
,,"Nov 10, 2025",$50.70,$0.00,,,Fixed price,
2016 Mexico 1 oz Silver Libertad BU,257296350649,"Jan 10, 2026",$99.99,$0.00,,,Fixed price,https://www.ebay.com/itm/257296350649
2016 Silver 1/2 Libertad Oz - Mexico Half Ozt Coin BU,257350297677,"Feb 8, 2026",$65.80,$0.00,,,Fixed price,https://www.ebay.com/itm/257350297677
,,"Dec 26, 2025",$83.31,$0.00,,,Fixed price,
2016 1 oz Silver Mexico Libertad coin,297904475840,"Jan 12, 2026",$92.16,$0.00,,,Fixed price,https://www.ebay.com/itm/297904475840
2016-Mo Mexico 1/10 onza oz .999 Fine Silver Proof Libertad PCGS PR 69 DCAM PF,304364505830,"Jan 6, 2026",$36.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364505830
2016 Mexico 1 Onza Libertad Silver 1 oz 0.999 Fine Silver Coin,306787535084,"Feb 24, 2026",$98.33,$5.73,,,Fixed price,https://www.ebay.com/itm/306787535084
2016 Mo PCGS PROOF PR69 DCAM - MEXICO - 1/20 oz Silver Libertad Onza #51197A,326268377554,"Feb 16, 2026",$39.95,$0.00,,,Fixed price,https://www.ebay.com/itm/326268377554
2016 MEXICO LIBERTAD 1/20 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,335825123392,"Jan 26, 2026",$17.50,$8.25,,,Fixed price,https://www.ebay.com/itm/335825123392
,,"Dec 23, 2025",$72.67,$6.20,,,Fixed price,
2017 Libertad Mexico Mint Plata Pura Rare Vtg Bullion-0.999 Silver 1 Oz Coin,336496028521,"Apr 6, 2026",$105.00,$5.90,,,Fixed price,https://www.ebay.com/itm/336496028521
2016 Mexico 1 oz Silver Libertad Proof (In Capsule) .999 1 Troy ounces,115293914196,"Feb 24, 2026",$180.00,$3.99,,,Fixed price,https://www.ebay.com/itm/115293914196
2016 Mexico 1/4 oz Silver Libertad BU,116832618212,"Oct 27, 2025",$39.36,$0.00,,,Fixed price,https://www.ebay.com/itm/116832618212
,,"Oct 29, 2025",$58.00,$7.20,,,Auction,
,,"Nov 28, 2025",$99.95,$0.00,,,Fixed price,
,,"Dec 9, 2025",$70.00,$0.00,,,Fixed price,
,,"Dec 19, 2025",$40.99,$5.00,,,Auction,
2016Mo Mexico 1/20 Onza Silver NGC PF 70 Ultra Cameo,116992578870,"Feb 1, 2026",$37.00,$5.00,,,Auction,https://www.ebay.com/itm/116992578870
2016 1oz Libertad PCGS Ms69 Mexico’,117050116309,"Feb 28, 2026",$270.00,$5.22,,,Auction,https://www.ebay.com/itm/117050116309
1oz Silver 2016 Proof Silver Mexico Libertad (slightly impaired),117057219669,"Feb 25, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117057219669
2016 Libertad Silver 1 oz Mexico,117070712381,"Mar 9, 2026",$94.00,$6.00,,,Auction,https://www.ebay.com/itm/117070712381
2016 Mexico Libertad Onza Plata Pura - 1 troy oz .999 Fine Silver Coin BU,117074667584,"Mar 12, 2026",$102.50,$5.52,,,Fixed price,https://www.ebay.com/itm/117074667584
2016 Libertad Silver 1 oz Mexico,117084856184,"Mar 17, 2026",$93.00,$6.00,,,Auction,https://www.ebay.com/itm/117084856184
2016 Mexico Libertad 1oz .999 Silver Colorized Aztec Calendar (66875),117122144547,"Apr 2, 2026",$121.00,$11.95,,,Fixed price,https://www.ebay.com/itm/117122144547
,,"Dec 7, 2025",$135.00,$4.99,,,Fixed price,
2016 1/20 oz Mexican Silver Libertad .999 Coin (BU),127133253798,"Jan 25, 2026",$24.88,$0.00,,,Fixed price,https://www.ebay.com/itm/127133253798
2016 Mexico 1 oz Silver Libertad (MintDirect® Single),127210350117,"Nov 22, 2025",$75.13,$0.00,,,Fixed price,https://www.ebay.com/itm/127210350117
2016 Mo Mexico 1 Oz Silver Onza Libertad Proof NGC PF69 UC Ultra Cameo,127416254763,"Jan 24, 2026",$130.00,$14.09,,,Fixed price,https://www.ebay.com/itm/127416254763
2016 MEXICO LIBERTAD 1/20 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,353679980183,"Apr 1, 2026",$23.19,$20.39,,,Fixed price,https://www.ebay.com/itm/353679980183
,,"Jan 11, 2026",$90.56,$0.00,,,Fixed price,
,,"Jan 10, 2026",$99.99,$0.00,,,Fixed price,
2016 Mexico Libertad 1oz .999 Silver Colorized Mayan Calendar in Capsule (66870),117122088715,"Apr 10, 2026",$135.00,$11.95,,,Fixed price,https://www.ebay.com/itm/117122088715
2016 Mexico 1 oz Silver Libertad (MintDirect® Premier Single),127450614364,"Oct 24, 2025",$73.61,$0.00,,,Fixed price,https://www.ebay.com/itm/127450614364
,,"Jan 12, 2026",$129.95,$0.00,,,Fixed price,,4
,,"Jan 12, 2026",$50.00,$0.00,,,Fixed price,,3
2016 1 oz Mexico Silver Libertad Proof Coin in Capsule Low Mintage !!,267361058644,"Jan 7, 2026",$119.67,$0.00,,,Fixed price,https://www.ebay.com/itm/267361058644,3
,,"Jan 12, 2026",$92.16,$0.00,,,Fixed price,,2
2016 Mexico 1 Onza Libertad Silver 1 oz 0.999 Fine Silver Coin,127568789344,"Jan 26, 2026",$118.00,$5.89,,,Fixed price,https://www.ebay.com/itm/127568789344,1
2016 Mo Mexico Silver 1/2 Onza Proof PF69 UCAM NGC Mexico,127643090642,"Jan 28, 2026",$80.75,$6.39,,,Fixed price,https://www.ebay.com/itm/127643090642,1
2016 Proof Mexico Libertad Onza 1 Oz,127644930691,"Jan 25, 2026",$140.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127644930691,1
2016 Mo 1 Oz Mexico Onza .999 Silver Libertad,127659953112,"Feb 3, 2026",$119.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127659953112,1
2016 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin,127699005482,"Mar 1, 2026",$128.50,$5.52,,,Auction,https://www.ebay.com/itm/127699005482,1
2016 Mo Mexico Libertad Onza Plata Pura - 1 troy oz .999 Fine Silver Coin BU,127699529301,"Feb 28, 2026",$110.99,$5.29,,,Fixed price,https://www.ebay.com/itm/127699529301,1
2016-Mo Mexico 1/10 onza oz .999 Fine Silver Proof Libertad PCGS PR 70 DCAM PF,127717327607,"Mar 8, 2026",$69.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127717327607,1
2015-2017 (3) Mexico Libertad Onza Plata Pura - 1 troy oz .999 Fine Silver Coin,127739921721,"Mar 27, 2026",$300.00,$11.95,,,Fixed price,https://www.ebay.com/itm/127739921721,1
2016 Mexico Libertad Proof Satin Cameo 1/10 Troy Ounce .999 Fine Silver Coin,127743420547,"Mar 22, 2026",$34.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127743420547,1
2016 Mo Mexico Libertad Onza 1 oz .999 Silver,127782768542,"Apr 1, 2026",$84.00,$4.78,,,Fixed price,https://www.ebay.com/itm/127782768542,1
VHTF🔥1 Oz Silver Mexican Midnight Dawn Collection COA ⭐Limited ⭐ S/N# /500-RARE,135603183443,"Feb 6, 2026",$180.00,$9.89,,,Fixed price,https://www.ebay.com/itm/135603183443,1
,,"Oct 23, 2025",$95.00,$6.37,,,Fixed price,,1
,,"Nov 12, 2025",$234.95,$0.00,,,Fixed price,,1
,,"Jan 10, 2026",$97.00,$0.00,,,Fixed price,,1
2016 1oz .999 Fine Silver Mexican Libertad,136962280083,"Jan 20, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136962280083,1
2 - 1/2 oz Mexican Libertads 2016 and 2018 .999 silver,136996640690,"Jan 29, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136996640690,1
One Troy Ounce Plata Pura 2016 Ley .999 Silver Round Mexican Libertad,137027127751,"Feb 22, 2026",$115.01,$5.29,,,Fixed price,https://www.ebay.com/itm/137027127751,1
2016 - Mo Mexico 1 Onza .999 fine silver certified MS69 by PCGS,137065637759,"Feb 23, 2026",$120.00,$0.00,,,Auction,https://www.ebay.com/itm/137065637759,1
2016-Mo PCGS PR69 Mexico Libertad B1,137158272763,"Mar 29, 2026",$142.50,$4.99,,,Auction,https://www.ebay.com/itm/137158272763,1
2016 Mo Mexico Libertad Onza 1 oz .999 Silver,137181236460,"Apr 6, 2026",$92.00,$5.29,,,Auction,https://www.ebay.com/itm/137181236460,1
2016 Libertad Proof 1 Oz .999,137191454268,"Apr 11, 2026",$159.99,$5.56,,,Fixed price,https://www.ebay.com/itm/137191454268,1
2012 Libertad Proof 1 Oz .999,137191458610,"Apr 2, 2026",$169.99,$5.00,,,Fixed price,https://www.ebay.com/itm/137191458610,1
2016 Mexico 1oz Fine Silver Libertad Limited Santa Muerte Black Ruthenium w/CoA,146502983982,"Feb 11, 2026",$180.00,$8.50,,,Fixed price,https://www.ebay.com/itm/146502983982,1
2016 Libertad 1 oz Silver / Black Aztec Calendar / Ruthenium Gilded - COA & Box,146822214657,"Mar 8, 2026",$169.95,$0.00,,,Fixed price,https://www.ebay.com/itm/146822214657,1
,,"Oct 19, 2025",$114.99,$0.00,,,Fixed price,,1
,,"Nov 3, 2025",$25.06,$3.95,,,Auction,,1
,,"Dec 22, 2025",$90.00,$0.00,,,Fixed price,,1
,,"Nov 22, 2025",$58.00,$7.90,,,Auction,,1
,,"Dec 16, 2025",$71.20,$4.95,,,Fixed price,,1
,,"Dec 26, 2025","$1,170.00",$11.00,,,Fixed price,,1
2016 1oz .999 Fine Silver Mexican Libertad,147102645356,"Jan 20, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147102645356,1
2016 1oz .999 Fine Silver Mexican Libertad,147102658541,"Jan 20, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147102658541,1
2016 Mexico 1oz Fine Silver Libertad Limited Santa Muerte Black Ruthenium w/CoA,147102953954,"Jan 26, 2026",$122.50,$7.95,,,Auction,https://www.ebay.com/itm/147102953954,1
2016 Libertad BU 1 Oz Silver Round Mexico,147103324673,"Jan 19, 2026",$100.00,$3.75,,,Fixed price,https://www.ebay.com/itm/147103324673,1
2016 Mo 1 Oz Onza Mexican Libertad Ley 999 Silver Plata Pura Coin Round,147142324600,"Feb 12, 2026",$103.61,$0.00,,,Auction,https://www.ebay.com/itm/147142324600,1
2016 Libertad 1 oz Silver Proof in Capsule / Beautiful Condition! Free Shipping!,147218209055,"Apr 1, 2026",$168.95,$0.00,,,Fixed price,https://www.ebay.com/itm/147218209055,2
2016 Libertad 1 oz Silver / Black Ruthenium & Gold Gilded Both Sides / Free Ship,147218341304,"Apr 8, 2026",$149.95,$0.00,,,Fixed price,https://www.ebay.com/itm/147218341304,1
,,"Nov 30, 2025",$40.00,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$42.50,$0.00,,,Fixed price,,1
,,"Dec 26, 2025",$77.00,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$75.00,$4.87,,,Fixed price,,1
2016 1 oz .999 Fine Silver Mexico Libertad ***RARE ORIGINAL BULLION***,157633249392,"Jan 25, 2026",$122.95,$0.00,,,Fixed price,https://www.ebay.com/itm/157633249392,1
2016 Mexico Libertad Silver 1 Onza beautiful MONSTER TONED 1 oz silver,157639263805,"Feb 1, 2026",$250.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157639263805,1
2016 1 oz Silver Mexico Libertad .999 (PURPLE SLASH) Toned w/ COA C801,157650999242,"Jan 31, 2026",$99.99,$5.29,,,Fixed price,https://www.ebay.com/itm/157650999242,1
2016 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin [E22],157682266331,"Feb 23, 2026",$109.05,$4.88,,,Auction,https://www.ebay.com/itm/157682266331,1
2016 MEXICO LIBERTAD 1/10 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,157691866459,"Mar 26, 2026",$29.00,$5.29,,,Fixed price,https://www.ebay.com/itm/157691866459,1
2016 Mo Mexico Libertad Onza 1/2 oz .999 Silver BU -,157693678449,"Apr 6, 2026",$63.00,$8.75,,,Fixed price,https://www.ebay.com/itm/157693678449,1
2016 MEXICO SILVER LIBERTAD 1 ONZA NGC MS 69 RARE BEAUTIFUL GEM COIN 1 OZ,157737772088,"Mar 12, 2026",$164.95,$0.00,,,Fixed price,https://www.ebay.com/itm/157737772088,1
,,"Dec 31, 2025",$90.00,$8.40,,,Fixed price,,1
,,"Oct 25, 2025",$49.00,$7.80,,,Fixed price,,1
,,"Nov 10, 2025",$49.40,$0.00,,,Fixed price,,1
,,"Jan 5, 2026",$89.95,$5.45,,,Fixed price,,4
,,"Oct 26, 2025",$79.99,$4.54,,,Fixed price,,1
2016 1/4 Oz Silver MEXICAN LIBERTAD BU Coin.,167914842317,"Nov 10, 2025",$38.95,$0.00,,,Fixed price,https://www.ebay.com/itm/167914842317,4
,,"Nov 18, 2025",$54.00,$5.00,,,Auction,,1
,,"Nov 30, 2025",$67.99,$3.59,,,Auction,,1
,,"Dec 7, 2025",$64.00,$6.05,,,Auction,,1
,,"Dec 27, 2025",$52.00,$0.00,,,Fixed price,,1
