Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2018 Mexico 1/4 Onza Libertad 1/4 Oz Silver BU,134584038802,"Mar 2, 2026",$41.56,$14.55,,,Fixed price,https://www.ebay.com/itm/134584038802
2018-Mo Mexico 1/2 oz Silver Proof Libertad PCGS PR 70 DCAM,304364476792,"Mar 12, 2026",$93.28,$0.00,,,Fixed price,https://www.ebay.com/itm/304364476792
2018 Mexico 1/20 Onza Libertad 1/20 Oz Silver BU,125947708619,"Jan 15, 2026",$19.32,$0.00,,,Fixed price,https://www.ebay.com/itm/125947708619
2018 Mexico 1/10 Onza Libertad 1/10 Oz Silver BU,134584038778,"Mar 31, 2026",$31.13,$0.00,,,Fixed price,https://www.ebay.com/itm/134584038778
2018 Mexico 1/4 oz Silver Libertad BU,257148561335,"Apr 1, 2026",$44.27,$0.00,,,Fixed price,https://www.ebay.com/itm/257148561335
2018 Mexico 1/20 Onza Libertad 1/20 Oz Silver BU,389322575469,"Mar 21, 2026",$21.94,$0.00,,,Fixed price,https://www.ebay.com/itm/389322575469
2018 MEXICO LIBERTAD 1/20 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,353684260130,"Mar 29, 2026",$25.86,$7.94,,,Fixed price,https://www.ebay.com/itm/353684260130
2018-Mo 1/20th Oz Mexico Libertad,176883041513,"Jan 14, 2026",$14.12,$0.00,,,Fixed price,https://www.ebay.com/itm/176883041513
2018 Mexico 1/10 Onza Libertad 1/10 oz 999 Fine Silver Mexican Art Mo 🇲🇽✅📈 BU,257185281427,"Dec 5, 2025",$18.99,$0.00,,,Fixed price,https://www.ebay.com/itm/257185281427
2018 1 oz Mexico Silver Libertad Proof Coin in Capsule Low Mintage !!,267361045179,"Jan 16, 2026",$157.88,$0.00,,,Fixed price,https://www.ebay.com/itm/267361045179
,,"Dec 5, 2025",$139.04,$0.00,,,Fixed price,
,,"Jan 6, 2026",$266.36,$0.00,,,Fixed price,
2018-Mo Mexico 1/4 oz Silver Proof Libertad PCGS PR 69 DCAM,304364491629,"Jan 23, 2026",$49.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364491629
2018 Libertad Onza 1/10 Ounce Oz Mexico Mexican Silver BU in Capsule,305790784277,"Jan 10, 2026",$18.28,$0.00,,,Fixed price,https://www.ebay.com/itm/305790784277
2018 Mexico 1 oz Silver Libertad BU,123033445117,"Mar 18, 2026",$116.52,$0.00,,,Fixed price,https://www.ebay.com/itm/123033445117
2018 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267361024909,"Nov 23, 2025",$89.99,$0.00,,,Fixed price,https://www.ebay.com/itm/267361024909
2018-Mo Mexico 1/10 oz Silver Proof Libertad PCGS PR 70 DCAM,304364539873,"Mar 8, 2026",$82.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364539873
,,"Nov 6, 2025",$70.00,$4.86,,,Fixed price,
,,"Nov 11, 2025",$32.95,$8.58,,,Fixed price,
2018 1/20 oz Mexico Silver Libertad Coin (BU),126113121084,"Feb 15, 2026",$22.48,$0.00,,,Fixed price,https://www.ebay.com/itm/126113121084
2018 1/2 Oz Silver MEXICAN LIBERTAD BU Coin.,167914810615,"Jan 15, 2026",$52.71,$0.00,,,Fixed price,https://www.ebay.com/itm/167914810615
2018 1/4 Oz Silver MEXICAN LIBERTAD BU Coin.,167914820053,"Feb 1, 2026",$40.95,$0.00,,,Fixed price,https://www.ebay.com/itm/167914820053
2018 1/20 Oz Silver MEXICAN LIBERTAD BU Coin.,167914829688,"Feb 4, 2026",$27.95,$0.00,,,Fixed price,https://www.ebay.com/itm/167914829688
2021 Mexico BU Silver Libertad 1 oz Coin - Tube- 25 Coins Roll ! Plata Pura MEX,267474927075,"Jan 11, 2026","$1,892.25",$0.00,,,Fixed price,https://www.ebay.com/itm/267474927075
,,"Jan 1, 2026",$84.95,$0.00,,,Fixed price,
,,"Jan 4, 2026",$94.95,$0.00,,,Fixed price,
2018 Proof Silver Mexican Libertad Onza 1/20 oz NGC PF70UC Mexico Label,315956290567,"Mar 3, 2026",$55.75,$4.99,,,Fixed price,https://www.ebay.com/itm/315956290567
LIBERTAD MEXICO 2018 1 oz Pure Silver Antique Finish Coin in Capsule,146768702899,"Nov 28, 2025",$299.99,$20.00,,,Fixed price,https://www.ebay.com/itm/146768702899
,,"Nov 23, 2025",$305.79,$2.25,,,Fixed price,
2015 1/4 Oz Silver MEXICAN LIBERTAD BU Coin.,167914899442,"Feb 8, 2026",$43.62,$0.00,,,Fixed price,https://www.ebay.com/itm/167914899442
,,"Nov 16, 2025",$89.00,$7.12,,,Fixed price,
2017-Mo 1/20th Oz Mexico Libertad,187339788184,"Mar 9, 2026",$30.99,$0.00,,,Fixed price,https://www.ebay.com/itm/187339788184
2017-Mo 1/10th oz Mexico Libertad,187342812160,"Jan 12, 2026",$24.99,$0.00,,,Fixed price,https://www.ebay.com/itm/187342812160
"Mexico Liberty 2018, 1 Oz .999 Fine Silver Coin, Oz Libertad Plata 999",187896906255,"Jan 19, 2026",$123.50,$0.00,,,Fixed price,https://www.ebay.com/itm/187896906255
2018-Mo Mexico PCGS PR70DCAM 1/20 oz Proof Silver Libertad FREE SHIPPING,267012365420,"Jan 12, 2026",$49.25,$0.00,,,Fixed price,https://www.ebay.com/itm/267012365420
,,"Jan 2, 2026",$89.95,$0.00,,,Fixed price,
Price for 1: **ONLY 6.5k MINT** 2018 Mexico 1/10 oz Silver Libertad Proof km#610,297959840941,"Jan 23, 2026",$29.99,$0.00,,,Fixed price,https://www.ebay.com/itm/297959840941
2018-Mo Mexico 1/4 onza oz .999 Fine Silver Proof Libertad PCGS PR 70 DCAM PF,304364494244,"Mar 8, 2026",$93.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364494244
2018-Mo Mexico 1/20 oz Silver Proof Libertad PCGS PR 69 DCAM,304364549455,"Feb 2, 2026",$37.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364549455
2018 MEXICO SILVER LIBERTAD 1 OZ UNCIRCULATED RARE BULLION MEXICAN COIN,306787531521,"Feb 24, 2026",$91.67,$5.52,,,Fixed price,https://www.ebay.com/itm/306787531521
2018-Mo Mexico 1/20 oz Proof Silver Libertad Onza PCGS PR-70 DCAM 189 Graded,315742245286,"Mar 8, 2026",$55.66,$4.99,,,Fixed price,https://www.ebay.com/itm/315742245286
2018 Mexico Silver Libertad Onza .999 Fine Silver 1 oz Uncirculated,327006129696,"Feb 17, 2026",$102.33,$0.00,,,Fixed price,https://www.ebay.com/itm/327006129696
,,"Nov 9, 2025",$22.14,$0.00,,,Fixed price,
,,"Dec 20, 2025",$18.99,$5.21,,,Fixed price,
2018 Mexico Libertad - 1 oz .999 BU Silver In Direct Fit Capsule,126949625892,"Dec 4, 2025",$90.99,$0.00,,,Fixed price,https://www.ebay.com/itm/126949625892
,,"Oct 15, 2025",$69.06,$0.00,,,Fixed price,
2018 Mexico 1 oz Silver Libertad Antiqued Finish,127580083467,"Dec 23, 2025",$241.29,$0.00,,,Fixed price,https://www.ebay.com/itm/127580083467
2018 Mexico Libertad Silver 1/2 Oz. Proof Coin In Capsule.,134666939536,"Mar 31, 2026",$71.66,$0.00,,,Fixed price,https://www.ebay.com/itm/134666939536
2018 Mexico 1 oz Silver Libertad BU,136733869357,"Apr 3, 2026",$115.63,$5.04,,,Fixed price,https://www.ebay.com/itm/136733869357
2018-Mo 1/10th oz Mexico Libertad,177270019418,"Mar 9, 2026",$34.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177270019418
2018 Mexico 1/4 Onza Libertad 1/4 Oz Silver BU,134584038802,"Mar 2, 2026",$41.70,$14.55,,,Fixed price,https://www.ebay.com/itm/134584038802
,,"Jan 10, 2026",$18.28,$0.00,,,Fixed price,
2018 Mexico 1 oz Silver Libertad BU,136733869357,"Apr 8, 2026",$119.64,$5.04,,,Fixed price,https://www.ebay.com/itm/136733869357
2025 Mexico Libertad Tribute 2018 Mexico 1 oz .999 Silver Libertad Antiqued Fin.,177817686184,"Feb 21, 2026",$140.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177817686184
,,"Jan 12, 2026",$24.99,$0.00,,,Fixed price,,3
,,"Jan 12, 2026",$49.25,$0.00,,,Fixed price,,4
,,"Nov 18, 2025",$44.99,$0.00,,,Fixed price,,2
,,"Oct 17, 2025","$1,916.67",$12.00,,,Fixed price,,3
2018 Mexico Libertad Onza - 1 oz .999 Silver - NGC MS70 - Early Releases,198115448641,"Mar 11, 2026",$293.80,$13.50,,,Fixed price,https://www.ebay.com/itm/198115448641,5
2018 MEXICO LIBERTAD - 1 Oz .999 SILVER - NGC MS70 - EARLY RELEASES,206140877871,"Apr 5, 2026",$257.50,$6.00,,,Fixed price,https://www.ebay.com/itm/206140877871,2
,,"Nov 10, 2025",$46.88,$4.00,,,Fixed price,,2
2018 Mexican Libertad .999 Fine Silver 1/10 Oz Just Pulled From Unopen Roll,227188366562,"Jan 25, 2026",$23.88,$3.12,,,Fixed price,https://www.ebay.com/itm/227188366562,2
2018 Mexico 1 oz Silver Libertad Antique Finish In Capsule,267253891304,"Mar 22, 2026",$375.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267253891304,2
,,"Dec 7, 2025",$85.00,$4.99,,,Fixed price,,2
2018-Mo Mexico 1/10 oz Silver Proof Libertad PCGS PR 69 DCAM,304364534115,"Jan 10, 2026",$39.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364534115,6
2018 1/2 oz Silver Mexico Libertad Proof Blast White Original Capsule Beautiful,306791995603,"Apr 1, 2026",$74.98,$0.00,,,Fixed price,https://www.ebay.com/itm/306791995603,2
2018-MO Mexico Libertad PR69DCAM PCGS Under 200 Graded Currently 1/4 Oz,315742223812,"Jan 28, 2026",$60.99,$4.99,,,Fixed price,https://www.ebay.com/itm/315742223812,2
2018-Mo Mexico 1/20 Oz. Silver Libertad PCGS PR69DCAM,315742269354,"Mar 29, 2026",$42.99,$12.48,,,Fixed price,https://www.ebay.com/itm/315742269354,5
2018 Mexico Libertad 1 Onza - 1 oz .999 Silver - NGC MS70,406298279395,"Feb 10, 2026",$325.00,$5.51,,,Fixed price,https://www.ebay.com/itm/406298279395,2
2018 Mexico Libertad 1/20th oz Silver - T21,115830081691,"Apr 6, 2026",$29.95,$0.00,,,Fixed price,https://www.ebay.com/itm/115830081691,1
2018 Mexico 1/4 oz Silver Libertad BU,116796687079,"Nov 14, 2025",$40.32,$0.00,,,Fixed price,https://www.ebay.com/itm/116796687079,2
,,"Oct 22, 2025",$800.00,$15.95,,,Fixed price,,1
,,"Oct 30, 2025",$320.00,$5.00,,,Auction,,1
,,"Nov 14, 2025",$96.00,$4.89,,,Auction,,1
,,"Nov 20, 2025",$330.00,$4.50,,,Auction,,1
,,"Jan 3, 2026",$92.00,$5.37,,,Auction,,1
,,"Jan 7, 2026",$95.09,$0.00,,,Auction,,1
,,"Jan 9, 2026",$31.00,$0.00,,,Auction,,1
2018 MEXICO LIBERTAD 1 OZ. PURE FINE SILVER !!!***READ DESCRIPTION***!!!,116975610281,"Jan 17, 2026",$97.50,$5.09,,,Auction,https://www.ebay.com/itm/116975610281,1
2018 1/10 Oz Silver MEXICAN LIBERTAD BU Coin.,116988137279,"Jan 24, 2026",$19.99,$5.30,,,Auction,https://www.ebay.com/itm/116988137279,1
2018 Mexico Onza Silver Libertad .999 Silver 1 oz Coin NGC MS 70 Early Release,116989593187,"Jan 25, 2026",$280.00,$6.07,,,Auction,https://www.ebay.com/itm/116989593187,1
2018 1/10 Mexican Libertad .999 Silver,117030835431,"Feb 17, 2026",$19.99,$5.07,,,Auction,https://www.ebay.com/itm/117030835431,1
Mexico Libertad Silver 1/20 oz coins,117039163824,"Feb 22, 2026",$27.00,$8.75,,,Auction,https://www.ebay.com/itm/117039163824,1
2018 Mexican Libertad .999 Fine BU Silver 1/10 Oz Coin,117062677095,"Mar 2, 2026",$25.00,$5.29,,,Fixed price,https://www.ebay.com/itm/117062677095,1
2018 Mexico Libertad – 1/10 oz Silver Proof – PCGS PR70 DCAM,117065094771,"Mar 6, 2026",$50.00,$0.00,,,Auction,https://www.ebay.com/itm/117065094771,1
2018 Mexican Libertad .999 Fine BU Silver 1/10 Oz Coin,117068632263,"Mar 15, 2026",$25.75,$4.88,,,Fixed price,https://www.ebay.com/itm/117068632263,1
2018 Libertad Silver 1 oz Mexico,117070712177,"Mar 9, 2026",$105.50,$1.77,,,Auction,https://www.ebay.com/itm/117070712177,1
2018 1/10 Oz Silver MEXICAN LIBERTAD BU Coin.,117090086169,"Mar 18, 2026",$26.99,$0.00,,,Fixed price,https://www.ebay.com/itm/117090086169,1
2018 Mexico 1oz Libertad Antiqued NGC MS69,117113960140,"Apr 10, 2026",$400.00,$4.78,,,Fixed price,https://www.ebay.com/itm/117113960140,1
2018 1/10 oz Mexico Libertad Silver Proof (In Capsule),127023793186,"Mar 12, 2026",$49.97,$0.00,,,Fixed price,https://www.ebay.com/itm/127023793186,1
,,"Oct 15, 2025",$69.99,$0.00,,,Fixed price,,1
,,"Oct 17, 2025",$284.05,$7.20,,,Fixed price,,2
,,"Dec 10, 2025",$40.00,$5.15,,,Fixed price,,1
,,"Dec 1, 2025",$92.00,$10.45,,,Fixed price,,15
,,"Dec 9, 2025",$247.50,$0.00,,,Auction,,1
,,"Dec 9, 2025",$92.99,$0.00,,,Auction,,1
,,"Dec 16, 2025",$21.00,$2.17,,,Auction,,1
2018 Mo Mexico 1 oz Silver Libertad Pf 69 Proof Only 10000 Of These Produced,127576259328,"Jan 17, 2026",$181.35,$4.79,,,Fixed price,https://www.ebay.com/itm/127576259328,1
,,"Dec 27, 2025",$33.25,$4.92,,,Fixed price,,1
,,"Jan 8, 2026",$140.00,$4.80,,,Auction,,1
2018 MO One Oz. PCGS PROOF 70 DEEP CAMEO Mexico Silver Libertad.Happy bidding!,127617047143,"Jan 21, 2026",$242.50,$0.00,,,Auction,https://www.ebay.com/itm/127617047143,1
2018 Mexico Onza Silver Libertad .999 Silver 1 oz Coin NGC MS 70 Black Label,127626772678,"Jan 25, 2026",$300.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127626772678,1
2018 Mexican Libertad 1 Ounce .999 Fine Silver Coin. PCGS MS 70,127647263244,"Jan 29, 2026",$345.00,$8.75,,,Auction,https://www.ebay.com/itm/127647263244,1
2018 Mexico 1 oz Silver Libertad Antique Finish PCGS MS69 .999 fine silver,127672358626,"Feb 10, 2026",$330.00,$0.00,,,Auction,https://www.ebay.com/itm/127672358626,1
2018 Mexico 1 oz Silver Libertad Reverse Proof .999 fine silver,127672364128,"Feb 10, 2026",$610.00,$0.00,,,Auction,https://www.ebay.com/itm/127672364128,1
2018 Mexico 1 oz Silver Libertad PCGS MS70 .999 fine silver,127690885994,"Feb 24, 2026",$301.00,$0.00,,,Auction,https://www.ebay.com/itm/127690885994,1
2018 Mexico Silver Libertad Proof 5 Coin Set 1 oz - 1/20 oz .999 fine,127703577587,"Mar 3, 2026",$365.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127703577587,1
Mexico Libertad 2018 / 1 oz SILBER,127703895289,"Mar 3, 2026",$133.00,$5.20,,,Auction,https://www.ebay.com/itm/127703895289,1
2018 Mexico 1 oz Silver Libertad PCGS MS70 .999 fine silver,127711164653,"Mar 3, 2026",$295.00,$0.00,,,Auction,https://www.ebay.com/itm/127711164653,1
2018 Mexico 1 oz Silver Libertad NGC MS70 .999 fine silver,127726159296,"Mar 10, 2026",$267.00,$0.00,,,Auction,https://www.ebay.com/itm/127726159296,1
2018 Mexico 1 oz Silver Libertad PCGS MS70 .999 fine silver,127726160460,"Mar 10, 2026",$262.00,$0.00,,,Auction,https://www.ebay.com/itm/127726160460,1
2018 Mexico 1 oz Silver Libertad Reverse Proof NGC PL69 .999 fine silver,127752238771,"Mar 19, 2026",$846.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127752238771,1
,,"Oct 27, 2025",$140.60,$0.00,,,Fixed price,,1
🇺🇸2018 Mexico 2-Coin Silver Libertad Proof & Reverse Proof Set COA #3/500,136674975920,"Feb 22, 2026","$1,254.99",$19.99,,,Fixed price,https://www.ebay.com/itm/136674975920,1
,,"Nov 11, 2025",$74.00,$3.75,,,Auction,,1
