Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2017 Mexico Mo 1/2 oz Silver Proof Libertad Coin 999 Fine Silver in OGP capsule,304333804191,"Mar 15, 2026",$63.07,$0.00,,,Fixed price,https://www.ebay.com/itm/304333804191
2017 1/20 oz Silver Libertad PROOF Silver Coin .999 Fine Silver #A395,145754089162,"Dec 12, 2025",$16.78,$0.00,,,Fixed price,https://www.ebay.com/itm/145754089162
2017 MEXICO LIBERTAD 1/20 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,353684243722,"Mar 21, 2026",$23.24,$0.00,,,Fixed price,https://www.ebay.com/itm/353684243722
2017-1/2 oz PF70 Ultra Cameo-Libertad .999 Silver Coin NGC-Mexico Onza🇲🇽,116713740492,"Apr 5, 2026",$110.34,$0.00,,,Fixed price,https://www.ebay.com/itm/116713740492
,,"Nov 29, 2025",$62.38,$3.00,,,Fixed price,
2014 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267294693716,"Dec 1, 2025",$71.94,$0.00,,,Fixed price,https://www.ebay.com/itm/267294693716
2017 Mexican Silver Libertad BU .999 1/2 Oz Coin,137046340430,"Mar 21, 2026",$59.63,$5.04,,,Fixed price,https://www.ebay.com/itm/137046340430
2021 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267361029290,"Dec 8, 2025",$69.56,$0.00,,,Fixed price,https://www.ebay.com/itm/267361029290
2017 Mo 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin,358188837797,"Feb 4, 2026",$95.00,$3.00,,,Fixed price,https://www.ebay.com/itm/358188837797
2017 Mexico 1/2 Onza Libertad 1/2 Oz Silver Proof,364272203345,"Jan 28, 2026",$69.09,$0.00,,,Fixed price,https://www.ebay.com/itm/364272203345
2017 1/10 oz Silver Libertad PROOF Silver Coin .999 Fine Silver #A404,145754078282,"Nov 10, 2025",$22.30,$0.00,,,Fixed price,https://www.ebay.com/itm/145754078282
2017 Mexico Libertad 1 oz .999 Fine Silver - 1 Onza Plata Pura,177983396756,"Apr 5, 2026",$97.97,$5.25,,,Fixed price,https://www.ebay.com/itm/177983396756
2017 MEXICO LIBERTAD 1/10 oz PROOF 999 SILVER COIN IN ORIGINAL CAPSULE,353679834864,"Mar 12, 2026",$25.90,$0.00,,,Fixed price,https://www.ebay.com/itm/353679834864
2017 Mexico 1 oz Silver Libertad BU,122771989382,"Mar 19, 2026",$108.36,$0.00,,,Fixed price,https://www.ebay.com/itm/122771989382
APMEX Sealed 2017 1/20th oz Libertad Mexico Mint BU in Sealed Plastic Flip NEW,126854927428,"Feb 26, 2026",$27.51,$3.49,,,Fixed price,https://www.ebay.com/itm/126854927428
2013 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267294727905,"Dec 28, 2025",$75.57,$0.00,,,Fixed price,https://www.ebay.com/itm/267294727905
2017-Mo Proof Mexico 1/2 oz Silver Libertad PCGS PR 70 DCAM (PF) Deep Cameo,304425073556,"Mar 16, 2026",$93.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304425073556
2019 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267294725075,"Dec 11, 2025",$83.50,$0.00,,,Fixed price,https://www.ebay.com/itm/267294725075
2017-Mo Mexico 1/10 oz Silver Proof Libertad PCGS PR 69 DCAM,304364522916,"Jan 6, 2026",$36.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364522916
2018 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267361024909,"Nov 23, 2025",$89.99,$0.00,,,Fixed price,https://www.ebay.com/itm/267361024909
2017 1 oz Mexico Silver Libertad Proof Coin in Capsule Low Mintage !!,267361052635,"Feb 1, 2026",$171.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267361052635
"2017 Mexico Libertad, 1 oz .999 Silver, in capsule, Uncirculated, (GV0016)",137145371263,"Mar 29, 2026",$107.52,$0.00,,,Fixed price,https://www.ebay.com/itm/137145371263
2017 Mexico Libertad 1 oz Silver Coin .999 Fine - Brilliant Uncirculated,306787533176,"Feb 24, 2026",$99.17,$5.65,,,Fixed price,https://www.ebay.com/itm/306787533176
,,"Dec 8, 2025",$149.95,$0.00,,,Fixed price,
2017-Mo 1/20th Oz Mexico Libertad,187339788184,"Mar 9, 2026",$30.99,$0.00,,,Fixed price,https://www.ebay.com/itm/187339788184
2017-Mo 1/10th oz Mexico Libertad,187342812160,"Jan 12, 2026",$24.99,$0.00,,,Fixed price,https://www.ebay.com/itm/187342812160
,,"Dec 26, 2025",$45.00,$5.95,,,Fixed price,
,,"Nov 28, 2025",$64.95,$4.95,,,Fixed price,
2017-Mo Mexico PCGS PR70DCAM 1/10 oz Proof Silver Libertad Only 148 Graded,315742152255,"Feb 20, 2026",$59.66,$4.99,,,Fixed price,https://www.ebay.com/itm/315742152255
2017 Mexico 1 oz Silver Libertad Proof (Spotted),127279557293,"Nov 22, 2025",$107.33,$0.00,,,Fixed price,https://www.ebay.com/itm/127279557293
2013 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU,127626847120,"Jan 18, 2026",$102.88,$7.98,,,Fixed price,https://www.ebay.com/itm/127626847120
,,"Nov 26, 2025",$72.89,$5.95,,,Fixed price,
2017 Mo Mexico Libertad PF70 Ultra Cameo 1/2 Oz Silver Proof Onza Coin 🇲🇽,156384912994,"Feb 19, 2026",$82.50,$5.95,,,Fixed price,https://www.ebay.com/itm/156384912994
2017 1/4 Oz Silver MEXICAN LIBERTAD BU Coin ~ PRISTINE ~,198087839031,"Feb 9, 2026",$34.12,$5.95,,,Fixed price,https://www.ebay.com/itm/198087839031
,,"Nov 3, 2025",$64.08,$4.95,,,Fixed price,
,,"Dec 5, 2025",$65.95,$4.95,,,Fixed price,
2017 Mo 1/10 oz Mexican Silver Libertad - Silver .999,257376939777,"Feb 27, 2026",$26.98,$0.00,,,Fixed price,https://www.ebay.com/itm/257376939777
2017-Mo Mexico 1/2 oz Silver Proof Libertad PCGS PR 70 DCAM,304364462081,"Mar 11, 2026",$99.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364462081
2017 Mexico Libertad 1 oz Silver Coin .999 Fine - Brilliant Uncirculated,306772188159,"Mar 4, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/306772188159
,,"Dec 25, 2025",$76.00,$6.45,,,Fixed price,
2017 Libertad Mexico Mint Plata Pura Rare Vtg Bullion-0.999 Silver 1 Oz Coin,336496028521,"Apr 6, 2026",$105.00,$5.90,,,Fixed price,https://www.ebay.com/itm/336496028521
,,"Dec 17, 2025",$72.95,$5.95,,,Fixed price,
,,"Dec 12, 2025",$15.00,$0.00,,,Fixed price,
2017 Libertad Silver 1 oz Mexico,117070712247,"Mar 9, 2026",$95.00,$1.37,,,Auction,https://www.ebay.com/itm/117070712247
2017 Libertad Silver 1 oz Mexico,117084855888,"Mar 17, 2026",$106.17,$6.00,,,Auction,https://www.ebay.com/itm/117084855888
2017 Mexico 1/2 oz Silver Libertad BU,117122677974,"Apr 2, 2026",$62.99,$0.00,,,Fixed price,https://www.ebay.com/itm/117122677974
,,"Oct 19, 2025",$168.02,$5.49,,,Auction,
,,"Nov 23, 2025",$91.00,$5.49,,,Auction,
,,"Nov 30, 2025",$91.00,$5.49,,,Auction,
,,"Dec 26, 2025",$90.00,$0.00,,,Fixed price,
2017-Mo Mexico 1/2 oz Silver Proof Libertad PCGS PR 70 DCAM,304364462081,"Apr 8, 2026",$99.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304364462081
,,"Dec 21, 2025",$36.00,$4.00,,,Auction,
2017 Mexico Mo 1/2 oz Silver Proof Libertad Coin 999 Fine Silver in OGP capsule,304333804191,"Apr 9, 2026",$63.10,$0.00,,,Fixed price,https://www.ebay.com/itm/304333804191
2014 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267294693716,"Dec 1, 2025",$72.18,$0.00,,,Fixed price,https://www.ebay.com/itm/267294693716
2021 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267361029290,"Dec 8, 2025",$69.59,$0.00,,,Fixed price,https://www.ebay.com/itm/267361029290
2017-Mo Proof Mexico 1/2 oz Silver Libertad PCGS PR 70 DCAM (PF) Deep Cameo,304425073556,"Apr 10, 2026",$93.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304425073556
2017 Mexico 1 oz Silver Libertad BU,122771989382,"Mar 19, 2026",$112.24,$0.00,,,Fixed price,https://www.ebay.com/itm/122771989382
2017 Mexico 1 oz Silver Libertad Proof (Spotted),127279557293,"Nov 22, 2025",$107.23,$0.00,,,Fixed price,https://www.ebay.com/itm/127279557293
2017 1/20 oz Silver Libertad PROOF Silver Coin .999 Fine Silver #A395,145754089162,"Dec 12, 2025",$16.79,$0.00,,,Fixed price,https://www.ebay.com/itm/145754089162,46
2017 1/10 oz Silver Libertad PROOF Silver Coin .999 Fine Silver #A404,145754078282,"Nov 10, 2025",$22.29,$0.00,,,Fixed price,https://www.ebay.com/itm/145754078282,23
,,"Jan 12, 2026",$24.99,$0.00,,,Fixed price,,3
2017 Mexico 1 oz 0.999 Silver Libertad Coin BU Toned,127590324131,"Jan 15, 2026",$99.88,$8.40,,,Fixed price,https://www.ebay.com/itm/127590324131,1
2013 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU,127590381088,"Jan 15, 2026",$99.88,$9.75,,,Fixed price,https://www.ebay.com/itm/127590381088,3
,,"Jan 5, 2026",$80.00,$4.99,,,Fixed price,,2
APMEX Sealed 2017 1 oz Silver Libertad Mexico Mint .999 bullion coin in Plastic,127633246193,"Jan 24, 2026",$122.50,$5.56,,,Auction,https://www.ebay.com/itm/127633246193,1
2017Mo Mexico 1/2 Onza Silver NGC PF 70 Ultra Cameo,127635191223,"Jan 31, 2026",$77.01,$5.00,,,Auction,https://www.ebay.com/itm/127635191223,1
2015-2017 (3) Mexico Libertad Onza Plata Pura - 1 troy oz .999 Fine Silver Coin,127739921721,"Mar 27, 2026",$300.00,$11.95,,,Fixed price,https://www.ebay.com/itm/127739921721,1
,,"Oct 16, 2025",$65.00,$0.00,,,Fixed price,,1
,,"Nov 3, 2025",$29.00,$3.95,,,Auction,,1
,,"Dec 18, 2025",$77.00,$4.25,,,Auction,,1
,,"Jan 8, 2026",$51.00,$4.25,,,Auction,,1
2017 1 oz .999 Silver Libertad / 1 Onza Plata Pura - BLAST WHITE BEAUTY - BU,136930152493,"Jan 14, 2026",$121.50,$4.25,,,Auction,https://www.ebay.com/itm/136930152493,1
2017 1 oz .999 Silver Libertad / 1 Onza Plata Pura - BLAST WHITE BEAUTY - BU,136956331789,"Jan 23, 2026",$126.50,$4.25,,,Auction,https://www.ebay.com/itm/136956331789,1
2017 Mexico Libertad Silver 1/2 Oz Proof Coin In Capsule. Free Shipping,137187758094,"Apr 3, 2026",$69.99,$0.00,,,Fixed price,https://www.ebay.com/itm/137187758094,1
,,"Nov 20, 2025",$100.00,$0.00,,,Fixed price,,1
,,"Dec 18, 2025",$134.95,$0.00,,,Fixed price,,1
2016 Libertad 1 oz Silver / Black Aztec Calendar / Ruthenium Gilded - COA & Box,146822214657,"Mar 8, 2026",$169.95,$0.00,,,Fixed price,https://www.ebay.com/itm/146822214657,1
2017 Mexico 1/20 oz Silver Libertad BU,146910686260,"Dec 12, 2025",$21.51,$0.00,,,Fixed price,https://www.ebay.com/itm/146910686260,1
,,"Nov 20, 2025",$29.99,$5.95,,,Fixed price,,1
,,"Jan 7, 2026",$95.00,$0.00,,,Auction,,1
,,"Dec 31, 2025",$105.50,$5.80,,,Auction,,1
2017 Mexican Libertad 1 oz 0.999 Fine Silver BU in Coin Capsule-Lower Mintage,147099542005,"Jan 20, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147099542005,1
2017 Mexican Libertad 1 oz 0.999 Fine Silver BU in Coin Capsule-Lower Mintage,147099543521,"Jan 20, 2026",$100.00,$5.20,,,Fixed price,https://www.ebay.com/itm/147099543521,1
2017 Libertad BU 1 Oz Silver Round Mexico,147103329161,"Jan 22, 2026",$105.00,$3.75,,,Fixed price,https://www.ebay.com/itm/147103329161,1
2017 Mo Mexico 1/2 Oz Onza Silver Libertad NGC PF 69 Ultra Cameo,147179599502,"Mar 3, 2026",$72.00,$6.00,,,Fixed price,https://www.ebay.com/itm/147179599502,1
,,"Oct 27, 2025",$125.00,$0.00,,,Fixed price,,1
,,"Oct 31, 2025",$75.78,$5.95,,,Fixed price,,1
,,"Oct 19, 2025",$57.25,$5.00,,,Auction,,1
,,"Dec 3, 2025",$75.78,$5.95,,,Fixed price,,1
,,"Dec 19, 2025",$72.88,$4.87,,,Fixed price,,1
,,"Dec 11, 2025",$72.00,$4.76,,,Fixed price,,1
,,"Dec 31, 2025",$69.99,$4.76,,,Fixed price,,1
2017 Mexico Silver Libertad Onza .999 Fine Silver 1 oz Uncirculated,157607744026,"Jan 27, 2026",$135.00,$5.07,,,Fixed price,https://www.ebay.com/itm/157607744026,1
2017 1 oz .999 Silver Libertad / 1 Onza Plata Pura - BLAST WHITE BEAUTY - BU,157673427240,"Feb 12, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157673427240,1
2017 Mo Mexico 1 oz Silver Libertad NGC MS 70 - Low Pop,157684004941,"Feb 21, 2026",$250.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157684004941,1
,,"Oct 19, 2025",$55.00,$4.95,,,Auction,,1
,,"Oct 25, 2025","$1,425.00",$0.00,,,Auction,,1
2017 1/4 Oz Silver MEXICAN LIBERTAD BU Coin.,167914834850,"Nov 10, 2025",$39.95,$0.00,,,Fixed price,https://www.ebay.com/itm/167914834850,4
2017 1 oz Silver Libertad Proof,168062090516,"Feb 24, 2026",$160.00,$6.50,,,Fixed price,https://www.ebay.com/itm/168062090516,1
,,"Jan 11, 2026",$59.48,$4.99,,,Fixed price,,1
2017 Mo Mexico 1 oz Silver Libertad NGC MS 70 Early Releases - Low Pop,168093083672,"Jan 19, 2026",$325.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168093083672,1
2017 Mexico Silver Libertad Onza .999 Fine Silver 1 oz Uncirculated,168113659578,"Jan 29, 2026",$144.00,$0.00,,,Auction,https://www.ebay.com/itm/168113659578,1
2017 Mexico Libertad 1 oz Silver Coin .999 Fine - Brilliant Uncirculated,168120517965,"Feb 9, 2026",$124.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168120517965,1
2017 Mexico Libertad 1 oz Silver Coin .999 Fine - Brilliant Uncirculated,168156314289,"Feb 20, 2026",$108.49,$5.52,,,Auction,https://www.ebay.com/itm/168156314289,1
2017 Mexico Libertad 1 oz Silver Coin .999 Fine - Brilliant Uncirculated [E11],168157558236,"Feb 21, 2026",$126.50,$5.00,,,Auction,https://www.ebay.com/itm/168157558236,1
2017 Mexico Mo 1/2 oz Silver Proof Libertad Coin 999 Fine Silver in OGP capsule,168235209025,"Mar 22, 2026",$58.00,$5.89,,,Auction,https://www.ebay.com/itm/168235209025,1
🔥2017 Mexican Mexico Libertad Onza 1 oz .999 Fine Silver Uncirculated Coin‼️,168264879209,"Mar 26, 2026",$129.95,$6.50,,,Fixed price,https://www.ebay.com/itm/168264879209,1
,,"Oct 16, 2025",$64.99,$0.00,,,Fixed price,,1
,,"Dec 24, 2025",$87.00,$4.87,,,Fixed price,,1
,,"Oct 26, 2025",$44.99,$0.00,,,Fixed price,,1
,,"Nov 30, 2025",$67.95,$0.00,,,Fixed price,,1
,,"Dec 9, 2025",$69.95,$0.00,,,Fixed price,,1
,,"Jan 3, 2026",$325.00,$0.00,,,Fixed price,,1
,,"Dec 11, 2025",$70.95,$0.00,,,Fixed price,,1
,,"Dec 14, 2025",$73.95,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$76.95,$0.00,,,Fixed price,,1
,,"Dec 27, 2025",$24.50,$4.65,,,Auction,,1
,,"Dec 21, 2025",$78.95,$0.00,,,Fixed price,,1
,,"Dec 24, 2025",$82.95,$0.00,,,Fixed price,,1
,,"Dec 29, 2025",$89.95,$0.00,,,Fixed price,,1
,,"Jan 6, 2026",$96.95,$0.00,,,Fixed price,,1
2017 1/4 Oz Silver MEXICAN LIBERTAD. Capsule,177777283375,"Mar 19, 2026",$66.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177777283375,1
2017 Mexico Mexican Libertad 1 Oz (Onza) .999 Fine Silver,177778099594,"Jan 14, 2026",$109.95,$0.00,,,Fixed price,https://www.ebay.com/itm/177778099594,1
2017 Mexico Mexican Libertad 1 Oz (Onza) .999 Fine Silver,177786444308,"Jan 24, 2026",$115.95,$0.00,,,Fixed price,https://www.ebay.com/itm/177786444308,1
2017 Mexico Mexican Libertad 1 Oz (Onza) .999 Fine Silver,177807658219,"Jan 25, 2026",$124.95,$0.00,,,Fixed price,https://www.ebay.com/itm/177807658219,1
2017 Mexico Mexican Libertad 1 Oz (Onza) .999 Fine Silver,177816759580,"Jan 28, 2026",$135.95,$0.00,,,Fixed price,https://www.ebay.com/itm/177816759580,1
2017 Mexico Libertad 1 Ounce .999 Fine Silver Coin Uncirculated,177819579375,"Jan 29, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177819579375,1
2017 Mexico Mexican Libertad 1 Oz (Onza) .999 Fine Silver,177821965060,"Jan 30, 2026",$125.95,$0.00,,,Fixed price,https://www.ebay.com/itm/177821965060,1
2017 Mexico Mexican Libertad 1 Oz (Onza) .999 Fine Silver,177822287770,"Feb 20, 2026",$121.95,$0.00,,,Fixed price,https://www.ebay.com/itm/177822287770,1
🇲🇽2017 UNA ONZA .999 PLATA PURA MEXICAN LIBERTAD 1 OUNCE .999 FINE SILVER🇲🇽,177822320740,"Feb 1, 2026",$143.99,$21.95,,,Fixed price,https://www.ebay.com/itm/177822320740,1
2017 Mexico Silver Libertad Onza .999 Fine Silver 1 oz.,177824297141,"Apr 9, 2026",$100.00,$8.00,,,Fixed price,https://www.ebay.com/itm/177824297141,1
1/10 ounce 2017 Libertad Mexico silver,177864037731,"Feb 16, 2026",$38.88,$5.00,,,Fixed price,https://www.ebay.com/itm/177864037731,1
2017 Mexican Libertad 1 Oz Silver Bullion,177943558814,"Mar 15, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177943558814,1
"2017 Silver Libertad Reverse Proof NGC PL 70 Onza Early Release, 1050 Mintage",177963248446,"Mar 15, 2026","$1,306.00",$0.00,,,Fixed price,https://www.ebay.com/itm/177963248446,1
2017 Mexico Libertad 1 oz .999 Fine Silver - 1 Onza Plata Pura,177967249425,"Mar 19, 2026",$99.50,$19.25,,,Fixed price,https://www.ebay.com/itm/177967249425,10
2017 Silver Mexican Libertad 1 Onza First Strike MS70 PCGS Certified,178013631345,"Apr 1, 2026",$300.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178013631345,1
,,"Nov 7, 2025",$34.00,$4.60,,,Auction,,1
,,"Nov 7, 2025",$38.00,$4.60,,,Auction,,1
,,"Dec 24, 2025",$59.95,$0.00,,,Fixed price,,1
,,"Dec 5, 2025",$68.00,$4.95,,,Auction,,1
,,"Dec 15, 2025","$1,900.00",$12.00,,,Fixed price,,1
2017 Mexico 1 oz Silver Libertad Proof - Mexican Mint - Proof Silver Libertad,187851819501,"Jan 13, 2026",$130.00,$5.00,,,Fixed price,https://www.ebay.com/itm/187851819501,1
"2017, 2018 & 2019 Mexico 1 oz 0.999 Silver Libertads - 3 Coin Lot",187958307759,"Jan 15, 2026",$283.50,$8.55,,,Fixed price,https://www.ebay.com/itm/187958307759,1
2017 MEXICO LIBERTAD PROOF SILVER COIN 1 ONZA,188032597805,"Apr 12, 2026",$175.00,$0.00,,,Fixed price,https://www.ebay.com/itm/188032597805,1
2017 Mexico Libertad Proof 1/2 oz Silver .999 ~ BU in Capsule,188061883460,"Feb 25, 2026",$74.99,$5.25,,,Fixed price,https://www.ebay.com/itm/188061883460,1
2017 Mo Mexico Libertad Onza 1 oz .999 Silver BU in Capsule - SKU-Q3470,188071969931,"Feb 25, 2026",$117.50,$5.50,,,Auction,https://www.ebay.com/itm/188071969931,1
2017 Mexico 1/2 oz Silver Libertad Proof 1/2 oz Silver Coin In Capsule,188082455566,"Mar 3, 2026",$71.77,$4.99,,,Auction,https://www.ebay.com/itm/188082455566,1
2017 Mexico Libertad - 1/20 Troy Oz .999 Fine Pure Silver Fractional Coin,188096207361,"Mar 4, 2026",$21.00,$0.41,,,Auction,https://www.ebay.com/itm/188096207361,1
2017 Mexico Libertad 1 oz Silver Coin,188142629240,"Mar 14, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/188142629240,1
2017-Mo (MS70) Mexico Libertad 1oz Silver Onza PCGS - First Strike,188208625319,"Mar 25, 2026",$190.00,$0.00,,,Fixed price,https://www.ebay.com/itm/188208625319,1
2017 Mexico Libertad PCGS MS69 1 oz .999 1 Onza Fine Silver Coin FIRST STRIKE,188257633807,"Apr 10, 2026",$164.95,$0.00,,,Fixed price,https://www.ebay.com/itm/188257633807,1
,,"Nov 15, 2025",$61.46,$6.84,,,Fixed price,,1
,,"Oct 18, 2025",$49.50,$0.00,,,Auction,,1
2017 Mo Mexico 1 oz Silver Libertad NGC MS 70 Early Releases,198057129716,"Jan 27, 2026",$223.50,$5.52,,,Auction,https://www.ebay.com/itm/198057129716,1
2017 MEXICAN LIBERTAD 1 OZ PURE SLIVER COIN,198063870729,"Feb 8, 2026",$101.99,$5.40,,,Auction,https://www.ebay.com/itm/198063870729,1
,,"Nov 13, 2025",$70.00,$0.00,,,Fixed price,,1
,,"Dec 26, 2025",$77.00,$4.76,,,Fixed price,,1
,,"Nov 17, 2025",$182.50,$6.24,,,Auction,,1
,,"Jan 5, 2026",$85.50,$5.00,,,Fixed price,,1
,,"Dec 26, 2025",$245.00,$8.35,,,Fixed price,,1
,,"Dec 21, 2025",$77.00,$6.84,,,Auction,,1
2017 Mexico Libertad 1 oz Silver Coin .999 Fine,206107921440,"Mar 3, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/206107921440,1
2017 Libertad Mexico Mint Plata Pura -0.999 Bullion Grade Silver 1 Oz Coin,206197261052,"Apr 8, 2026",$105.99,$0.00,,,Fixed price,https://www.ebay.com/itm/206197261052,1
2017 Mo PCGS PR70 REVERSE PROOF - MEXICO - 1 oz Silver Libertad Un Onza #44512A,225950763446,"Mar 15, 2026","$1,695.00",$0.00,,,Fixed price,https://www.ebay.com/itm/225950763446,1
2017 Mo NGC PL70 REVERSE PROOF - MEXICO - 1 oz Silver Libertad Onza #50888A,226306838560,"Mar 15, 2026","$1,494.95",$0.00,,,Fixed price,https://www.ebay.com/itm/226306838560,1
,,"Oct 24, 2025",$61.00,$0.00,,,Auction,,1
,,"Dec 27, 2025",$435.00,$0.00,,,Auction,,1
2017-Mo Mexico 1/10 oz Silver Proof Libertad PCGS PR70 DCAM,227182431487,"Jan 30, 2026",$40.00,$7.31,,,Auction,https://www.ebay.com/itm/227182431487,1
2017 Mo Mexico 1 oz Silver Libertad NGC MS 70 Early Releases,227189971986,"Jan 26, 2026",$250.00,$7.95,,,Fixed price,https://www.ebay.com/itm/227189971986,1
2017 Mo Mexico 1 oz Silver Libertad NGC MS 70 Early Releases,227190449264,"Feb 1, 2026",$250.00,$7.70,,,Fixed price,https://www.ebay.com/itm/227190449264,1
2017 Mo Mexico 1 oz Silver Libertad NGC MS 70 Early Releases,227200436049,"Feb 3, 2026",$275.00,$8.10,,,Fixed price,https://www.ebay.com/itm/227200436049,1
2017 Mexico 1 Onza Libertad Silver 1 oz 0.999 Fine Silver Coin,227227890761,"Mar 1, 2026",$110.50,$4.47,,,Auction,https://www.ebay.com/itm/227227890761,1
2017 Mexico Libertad 1/2 Onza Silver Bu,227236089470,"Mar 8, 2026",$92.00,$9.80,,,Auction,https://www.ebay.com/itm/227236089470,1
2017 MO Mexico 1/2 Half Onza Libertad Fine .999 Silver Bullion Coin NGC PF70,227268961018,"Mar 29, 2026",$67.00,$5.62,,,Auction,https://www.ebay.com/itm/227268961018,1
2017 Mo Mexico 1/10 Onza Silver Libertad MS Pf 70 ultra cameo,227268965802,"Mar 29, 2026",$48.00,$5.20,,,Auction,https://www.ebay.com/itm/227268965802,1
,,"Nov 24, 2025",$199.00,$5.99,,,Fixed price,,1
,,"Oct 31, 2025",$73.00,$9.95,,,Auction,,1
,,"Oct 31, 2025",$155.75,$9.95,,,Auction,,1
,,"Nov 1, 2025",$47.00,$7.25,,,Auction,,1
,,"Dec 12, 2025",$71.20,$0.00,,,Fixed price,,1
,,"Dec 12, 2025",$28.00,$4.76,,,Auction,,1
2017 1oz Silver Mexico Libertad Coin Gem BU,236582865540,"Jan 17, 2026",$100.00,$5.29,,,Auction,https://www.ebay.com/itm/236582865540,1
2017-Mo Mexico 1 Onza Silver Libertad 1 Oz .999 Fine Silver Nice Coin,236583662452,"Jan 25, 2026",$114.89,$6.09,,,Fixed price,https://www.ebay.com/itm/236583662452,1
"2017 MEXICO ""SILVER LIBERTAD"" 1 TROY ONZA .999 SILVER COIN",236584242809,"Jan 18, 2026",$125.00,$4.00,,,Auction,https://www.ebay.com/itm/236584242809,1
"Mexico Liberty 2017, 1 Oz .999 Fine Silver Coin, Oz Libertad Plata .999",236593449550,"Jan 25, 2026",$119.89,$6.43,,,Fixed price,https://www.ebay.com/itm/236593449550,1
2017 Silver Mexican Libertad 1/2 oz Coin NGC MS70 First Release - Top Pop!,236623845325,"Feb 14, 2026",$153.49,$4.32,,,Auction,https://www.ebay.com/itm/236623845325,1
