Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
American Patriotic Eagle One Nation Under God US Flag 1oz .999 Silver Coin USA,131535927297,"Jan 11, 2026",$76.73,$0.00,,,Fixed price,https://www.ebay.com/itm/131535927297
2014 American Silver Eagle 1 Troy Oz .999 Fine Silver MS BU UNC,177863190954,"Feb 28, 2026",$97.89,$0.00,,,Fixed price,https://www.ebay.com/itm/177863190954
2014 $1 American Silver Eagle PCGS MS70 Gary Whitley Signature Label,204467379810,"Dec 30, 2025",$75.10,$0.00,,,Fixed price,https://www.ebay.com/itm/204467379810
,,"Dec 9, 2025",$56.88,$0.00,,,Fixed price,
2014 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,365631504826,"Jan 27, 2026",$100.86,$0.00,,,Fixed price,https://www.ebay.com/itm/365631504826
2014 American Eagle Silver Dollar / 1 oz .999 Silver,187972607209,"Jan 25, 2026",$101.78,$5.93,,,Fixed price,https://www.ebay.com/itm/187972607209
"2014-W Proof $1 American Silver Eagle Box, OGP & COA",314639806280,"Apr 7, 2026",$104.08,$0.00,,,Fixed price,https://www.ebay.com/itm/314639806280
2014 $1 American Silver Eagle NGC MS70 Brown Label,175744312311,"Mar 29, 2026",$105.13,$0.00,,,Fixed price,https://www.ebay.com/itm/175744312311
2014 $1 American Silver Eagle NGC MS69 Brown Label,315637833712,"Apr 2, 2026",$94.50,$0.00,,,Fixed price,https://www.ebay.com/itm/315637833712
2014 American Silver Eagle 1 oz .999 Brilliant Uncirculated,146644640771,"Dec 25, 2025",$73.47,$3.99,,,Fixed price,https://www.ebay.com/itm/146644640771
2014-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,146279907736,"Mar 15, 2026",$108.72,$0.00,,,Fixed price,https://www.ebay.com/itm/146279907736
1 oz American Silver Eagle MS-69 PCGS (Random Year),112615725128,"Jan 23, 2026",$81.47,$0.00,,,Fixed price,https://www.ebay.com/itm/112615725128
,,"Dec 30, 2025",$78.00,$0.00,,,Fixed price,
,,"Dec 27, 2025",$71.72,$7.89,,,Fixed price,
2014 1 oz American Silver Eagle BU,141887215967,"Mar 5, 2026",$98.10,$0.00,,,Fixed price,https://www.ebay.com/itm/141887215967
2014-W Proof $1 American Silver Eagle NGC PF69UC Brown Label,175907925437,"Apr 5, 2026",$112.84,$0.00,,,Fixed price,https://www.ebay.com/itm/175907925437
"2014-W Burnished $1 American Silver Eagle Box, OGP & COA",204340207827,"Jan 4, 2026",$80.77,$0.00,,,Fixed price,https://www.ebay.com/itm/204340207827
,,"Dec 24, 2025",$72.37,$0.00,,,Fixed price,
"2014 American Silver Eagle, From San Francisco Mint Tube (GV0006)",137114675508,"Apr 3, 2026",$81.75,$0.00,,,Fixed price,https://www.ebay.com/itm/137114675508
MS70 2014 American Silver Eagle 1 Oz NGC Graded Brown Label,136312718335,"Dec 16, 2025",$68.58,$0.00,,,Fixed price,https://www.ebay.com/itm/136312718335
,,"Dec 24, 2025",$68.71,$9.87,,,Fixed price,
2014 American Silver Eagle $1 One Troy Ounce .999 Fine Silver MS BU UNC,177852764539,"Feb 11, 2026",$94.70,$0.00,,,Fixed price,https://www.ebay.com/itm/177852764539
,,"Nov 13, 2025",$62.97,$4.50,,,Fixed price,
2014 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,145663997093,"Feb 23, 2026",$103.37,$0.00,,,Fixed price,https://www.ebay.com/itm/145663997093
2014-W American Silver Eagle Burnished 1 oz .999 US Mint $1 Coin OGP Box & COA,146258059407,"Mar 30, 2026",$95.42,$0.00,,,Fixed price,https://www.ebay.com/itm/146258059407
,,"Dec 6, 2025",$59.63,$0.00,,,Fixed price,
2014-W American Silver Eagle Proof Coin 1 Oz Silver,136312719442,"Jan 25, 2026",$107.73,$0.00,,,Fixed price,https://www.ebay.com/itm/136312719442
"2014 American Silver Eagle, encapsulated BU (GV0044)",137173190170,"Mar 31, 2026",$78.75,$0.00,,,Fixed price,https://www.ebay.com/itm/137173190170
2014 $1 1-oz American Silver Eagle NGC MS69 Brown Label,145935164954,"Mar 26, 2026",$101.56,$0.00,,,Fixed price,https://www.ebay.com/itm/145935164954
2014-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,206028450722,"Feb 12, 2026",$99.14,$10.00,,,Fixed price,https://www.ebay.com/itm/206028450722
2014 W American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365541235985,"Mar 31, 2026",$94.61,$0.00,,,Fixed price,https://www.ebay.com/itm/365541235985
2014 1 oz American Silver Eagle Early Strike SF Mint Direct UNC Air-tite capsule,277059526629,"Jan 10, 2026",$77.98,$14.78,,,Fixed price,https://www.ebay.com/itm/277059526629
BUY 2 or MORE Get 5% OFF: 2014 West Point Mint - First Releases - MS 69,357983795258,"Jan 22, 2026",$87.36,$11.92,,,Fixed price,https://www.ebay.com/itm/357983795258
BUY 2 or MORE Get 5% OFF - 2014 Struck at West Point Mint - MS 70,358367123656,"Apr 7, 2026",$86.99,$8.69,,,Fixed price,https://www.ebay.com/itm/358367123656
2014-W $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,386839017856,"Mar 7, 2026",$111.86,$0.00,,,Fixed price,https://www.ebay.com/itm/386839017856
2014 American Silver Eagle $1 One Troy Ounce .999 Fine Silver MS BU UNC,389595798488,"Feb 9, 2026",$94.70,$0.00,,,Fixed price,https://www.ebay.com/itm/389595798488
2014 1 oz American Silver Eagle Coin,394286504162,"Apr 6, 2026",$66.62,$0.00,,,Fixed price,https://www.ebay.com/itm/394286504162
2014 1 oz American Silver Eagle (MintDirect® Single),125950943209,"Jan 12, 2026",$102.40,$0.00,,,Fixed price,https://www.ebay.com/itm/125950943209
(Tube of 20) 2014 American Silver Eagle (ASE) 1 oz Silver Coin,127210670437,"Jan 8, 2026","$1,637.14",$0.00,,,Fixed price,https://www.ebay.com/itm/127210670437
1ozt American Silver Eagle .999 Fine - Uncirculated - SALE! SALE! - Random Year,127736197433,"Mar 14, 2026",$90.00,$9.20,,,Fixed price,https://www.ebay.com/itm/127736197433
2014 American Silver Eagle - GEM BU fresh from U.S. Mint tube,133663851802,"Feb 25, 2026",$89.67,$5.36,,,Fixed price,https://www.ebay.com/itm/133663851802
A Roll of 20 - 2014 $1 American Silver Eagle 1 oz BU,157640546420,"Jan 27, 2026","$2,300.00",$10.00,,,Fixed price,https://www.ebay.com/itm/157640546420
,,"Dec 9, 2025",$69.00,$0.00,,,Fixed price,
2014 $1 American Silver Eagle MS70 PCGS (FirstStrike®),257310943125,"Jan 28, 2026",$124.50,$6.10,,,Fixed price,https://www.ebay.com/itm/257310943125
2014-W $1 American Proof Silver Eagle in Original Government Packaging,296477263015,"Feb 12, 2026",$121.50,$0.00,,,Fixed price,https://www.ebay.com/itm/296477263015
2014 American Silver Eagle Coin - NGC MS69,376268420403,"Feb 19, 2026",$96.37,$0.00,,,Fixed price,https://www.ebay.com/itm/376268420403
2 2014 Silver Eagle 1 0z silver .999 BU,127641669941,"Jan 23, 2026",$200.00,$5.17,,,Fixed price,https://www.ebay.com/itm/127641669941
"2014-W Proof $1 American Silver Eagle Box, OGP & COA",314639806280,"Apr 10, 2026",$104.09,$0.00,,,Fixed price,https://www.ebay.com/itm/314639806280
,,"Dec 9, 2025",$59.69,$0.00,,,Fixed price,
2014 $1 American Silver Eagle NGC MS70 Brown Label,175744312311,"Apr 9, 2026",$107.66,$0.00,,,Fixed price,https://www.ebay.com/itm/175744312311
2014 1 oz American Silver Eagle BU,141887215967,"Mar 5, 2026",$99.94,$0.00,,,Fixed price,https://www.ebay.com/itm/141887215967
2014 American Silver Eagle Proof Coin OGP US Mint Box w Original COA - NO COIN,185252801571,"Feb 25, 2026",$8.94,$0.00,,,Fixed price,https://www.ebay.com/itm/185252801571
"2014 American Silver Eagle, From San Francisco Mint Tube (GV0006)",137114675508,"Apr 3, 2026",$81.89,$0.00,,,Fixed price,https://www.ebay.com/itm/137114675508
2014-W American Proof Silver Eagle Mint Issued COA (NO Coin),326151500542,"Apr 7, 2026",$3.77,$0.00,,,Fixed price,https://www.ebay.com/itm/326151500542
2014 W American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365541235985,"Apr 11, 2026",$95.35,$0.00,,,Fixed price,https://www.ebay.com/itm/365541235985
Littleton 1986-2014 Silver American Eagle Album,387445111435,"Mar 30, 2026",$34.95,$0.00,,,Fixed price,https://www.ebay.com/itm/387445111435
,,"Jan 10, 2026",$77.98,$14.78,,,Fixed price,
,,"Jan 8, 2026","$1,637.14",$0.00,,,Fixed price,
"2014-W $1 1-oz Proof American Silver Eagle Box, OGP, &COA",145853062847,"Apr 10, 2026",$103.70,$0.00,,,Fixed price,https://www.ebay.com/itm/145853062847
2014 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,365631504826,"Jan 27, 2026",$102.23,$0.00,,,Fixed price,https://www.ebay.com/itm/365631504826,55
2014 $1 American Silver Eagle NGC MS70 Brown Label,175744312311,"Apr 12, 2026",$107.76,$0.00,,,Fixed price,https://www.ebay.com/itm/175744312311,21
,,"Dec 9, 2025",$59.78,$0.00,,,Fixed price,,67
1ozt American Silver Eagle .999 Fine - Uncirculated - SALE! SALE! - Random Year,127736197433,"Apr 12, 2026",$89.41,$8.83,,,Fixed price,https://www.ebay.com/itm/127736197433,17
2014 American Silver Eagle Coin - NGC MS69,376268420403,"Apr 12, 2026",$96.67,$0.00,,,Fixed price,https://www.ebay.com/itm/376268420403,7
2014 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,132411830668,"Jan 16, 2026",$84.35,$0.00,,,Fixed price,https://www.ebay.com/itm/132411830668,5
,,"Jan 5, 2026",$74.44,$6.64,,,Fixed price,,9
,,"Nov 29, 2025",$274.25,$5.06,,,Fixed price,,4
A Roll of 20 - 2014 $1 American Silver Eagle 1 oz BU,157640109129,"Jan 26, 2026","$2,300.00",$12.50,,,Fixed price,https://www.ebay.com/itm/157640109129,5
2014 American Eagle SILVER 1oz Coin- BU,177810211447,"Jan 28, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177810211447,4
2014 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,187975956079,"Jan 22, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/187975956079,4
"2014 (S) Silver Eagle,Early Releases San Francisco Mint 1oz Red Bridge Label",187995406934,"Mar 11, 2026",$139.99,$12.60,,,Fixed price,https://www.ebay.com/itm/187995406934,10
,,"Dec 26, 2025",$79.39,$0.00,,,Fixed price,,5
2014 W (BURNISHED) NGC MS70 SILVER EAGLE EARLY RELEASES,224909987767,"Jan 27, 2026",$127.65,$0.00,,,Fixed price,https://www.ebay.com/itm/224909987767,6
"2014 US Silver Eagle Coin, Mint Uncirculated, In Capsule, Brilliant!",236633356494,"Feb 16, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/236633356494,5
,,"Dec 4, 2025",$62.95,$0.00,,,Fixed price,,6
2014(W) Silver Eagle NGC MS69 Star Label,267574107453,"Feb 23, 2026",$101.25,$0.00,,,Fixed price,https://www.ebay.com/itm/267574107453,4
,,"Oct 20, 2025",$51.00,$0.00,,,Fixed price,,5
2014 AMERICAN SILVER EAGLE BU COIN,277679814200,"Jan 29, 2026",$123.99,$0.00,,,Fixed price,https://www.ebay.com/itm/277679814200,14
2014-W $1 American Proof Silver Eagle in Original Government Packaging,296477263015,"Feb 12, 2026",$128.63,$0.00,,,Fixed price,https://www.ebay.com/itm/296477263015,4
2014-W $1 US Mint Proof American Silver Eagle w/ Box & COA,306598533257,"Feb 12, 2026",$118.37,$22.25,,,Fixed price,https://www.ebay.com/itm/306598533257,5
2014 $1 American Silver Eagle PCGS MS70 Blue Label,317094580455,"Mar 24, 2026",$115.97,$0.00,,,Fixed price,https://www.ebay.com/itm/317094580455,4
,,"Jan 13, 2026",$94.57,$0.00,,,Fixed price,,10
2014 Walking Liberty 1 oz American Eagle .999 Silver Dollar Coin,326989224135,"Feb 24, 2026",$99.00,$0.00,,,Fixed price,https://www.ebay.com/itm/326989224135,5
,,"Jan 4, 2026",$65.57,$10.19,,,Fixed price,,13
2014 $1 American Silver Eagle NGC MS70 Early Release Blue Scales Label,376281625960,"Jan 15, 2026",$96.25,$5.48,,,Fixed price,https://www.ebay.com/itm/376281625960,4
,,"Dec 17, 2025",$65.31,$3.32,,,Fixed price,,4
2014 W PROOF SILVER EAGLE NGC PF70 ULTRA CAMEO EARLY RELEASES Camo Slab,387203958641,"Jan 14, 2026",$102.50,$0.00,,,Fixed price,https://www.ebay.com/itm/387203958641,4
,,"Dec 5, 2025",$61.17,$0.00,,,Fixed price,,5
,,"Jan 13, 2026",$99.99,$0.00,,,Fixed price,,3
,,"Dec 27, 2025",$76.75,$6.43,,,Fixed price,,10
2014-W American Silver Eagle ~ PCGS PR-70 DCAM ~ First Strike,136979766154,"Feb 4, 2026",$125.00,$7.21,,,Fixed price,https://www.ebay.com/itm/136979766154,3
"2014-W $1 1-oz Burnished American Silver Eagle Box, OGP, &COA",146385370785,"Dec 31, 2025",$78.24,$0.00,,,Fixed price,https://www.ebay.com/itm/146385370785,3
,,"Dec 27, 2025","$1,640.00",$0.00,,,Fixed price,,3
2014 $1 1-oz American Silver Eagle PCGS MS70 Blue Label,147156511396,"Feb 28, 2026",$111.07,$0.00,,,Fixed price,https://www.ebay.com/itm/147156511396,3
2014(W) American Silver Eagle NGCMS70 FIRST RELEASE West Point Mint .999 Fine,157225285125,"Mar 2, 2026",$95.49,$5.00,,,Fixed price,https://www.ebay.com/itm/157225285125,3
,,"Nov 10, 2025",$275.50,$5.52,,,Fixed price,,4
,,"Dec 28, 2025",$77.00,$4.88,,,Fixed price,,5
,,"Dec 26, 2025",$76.99,$0.00,,,Fixed price,,17
2014 1 Oz .999 Silver American Eagle ASE John Mercanti Signed MS 70 First Strike,187978918230,"Feb 13, 2026",$135.92,$8.23,,,Fixed price,https://www.ebay.com/itm/187978918230,3
2014 AMERICAN SILVER EAGLE DOLLAR COIN 1 OZ. 999 PURE FINE SILVER BULLION + CASE,195796963674,"Feb 5, 2026",$113.99,$6.62,,,Fixed price,https://www.ebay.com/itm/195796963674,3
,,"Dec 26, 2025",$69.49,$0.00,,,Fixed price,,4
2014 American Silver Eagles BU 1 Oz .999 Silver In individual Capsules Lot of 2,227178253639,"Jan 19, 2026",$189.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227178253639,5
2014 AMERICAN SILVER EAGLE BU COIN,227194429304,"Jan 29, 2026",$105.25,$26.33,,,Fixed price,https://www.ebay.com/itm/227194429304,20
,,"Oct 31, 2025",$47.22,$0.00,,,Fixed price,,18
2014 Silver Eagle PCGS MS69 First Strike,257343210278,"Feb 22, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/257343210278,3
,,"Nov 15, 2025",$49.10,$10.98,,,Fixed price,,20
,,"Dec 9, 2025",$61.99,$4.86,,,Fixed price,,4
Roll of 20 - 2014 $1 American Silver Eagle Dollar Coins full Tube 1 oz BU .999,267547689174,"Jan 16, 2026","$1,920.00",$0.00,,,Fixed price,https://www.ebay.com/itm/267547689174,3
Roll of 20 - 2014 $1 American Silver Eagle Dollar Coins full Tube 1 oz BU .999,267548586687,"Jan 18, 2026","$2,053.33",$0.00,,,Fixed price,https://www.ebay.com/itm/267548586687,3
2014 Silver Eagle 1 OZ. .999 BU American Coin GEMBU COIN,277660025206,"Jan 22, 2026",$94.99,$3.99,,,Fixed price,https://www.ebay.com/itm/277660025206,3
,,"Dec 20, 2025",$70.00,$8.00,,,Fixed price,,20
2014 W PROOF AMERICAN SILVER EAGLE $1 DOLLAR 1 OZ COIN PCGS PR 70 DCAM,304572067413,"Jan 29, 2026",$135.00,$5.95,,,Fixed price,https://www.ebay.com/itm/304572067413,3
,,"Oct 17, 2025",$50.25,$4.99,,,Fixed price,,4
,,"Oct 23, 2025",$52.99,$4.99,,,Fixed price,,3
,,"Nov 28, 2025",$53.81,$5.04,,,Fixed price,,7
2014 W BU American Silver Eagle Dollar Burnished ASE Coin with Box and COA,317129823647,"Jan 29, 2026",$95.74,$3.99,,,Fixed price,https://www.ebay.com/itm/317129823647,4
2014 AMERICAN SILVER EAGLE 1 oz .999 $1 COIN BRILLIANT UNCIRCULATED BU,326990769292,"Feb 7, 2026",$84.99,$8.48,,,Fixed price,https://www.ebay.com/itm/326990769292,10
,,"Dec 21, 2025",$79.99,$0.00,,,Fixed price,,3
,,"Dec 25, 2025",$82.20,$0.00,,,Fixed price,,4
(1) 2014 BU American silver eagle 1 oz coin in airtight capsule free shipping,336391120482,"Jan 15, 2026",$93.00,$0.00,,,Fixed price,https://www.ebay.com/itm/336391120482,6
2014 American Silver Eagle ASE 1 Oz .999 Bullion BU UNC Ships Next Business Day,336436992052,"Feb 16, 2026",$92.95,$0.00,,,Fixed price,https://www.ebay.com/itm/336436992052,3
Pack of 5 - All 2014 *NGC MS 70 American Silver Eagle,358087748051,"Feb 2, 2026",$457.25,$30.54,,,Fixed price,https://www.ebay.com/itm/358087748051,4
2014 W PROOF SILVER EAGLE NGC PF70 ULTRA CAMEO EARLY RELEASES Liberty Statue,387203757684,"Jan 16, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/387203757684,4
2014 $1 1-oz American Silver Eagle PCGS MS70 Gary Whitley Signature Label,387292632387,"Dec 29, 2025",$70.00,$0.00,,,Fixed price,https://www.ebay.com/itm/387292632387,3
