Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2023 Australia Lunar Year of the Rabbit Colorized 1/2 oz .9999 Fine Silver Coin,358189084691,"Feb 7, 2026",$59.00,$0.00,,,Auction,https://www.ebay.com/itm/358189084691,1
2023 LUNAR Year of Rabbit 1oz $1 Silver Rotating Charm PGCS MS70,358250769035,"Mar 2, 2026",$168.50,$5.39,,,Auction,https://www.ebay.com/itm/358250769035,1
2023 Australian Lunar Series Rabbit 1oz. High Relief Proof .999 Silver OGP,358345174412,"Mar 24, 2026",$142.00,$5.25,,,Fixed price,https://www.ebay.com/itm/358345174412,1
2023 Australian Lunar Series Rabbit 1oz. High Relief Proof .999 Silver OGP,358345199746,"Mar 28, 2026",$144.00,$5.25,,,Fixed price,https://www.ebay.com/itm/358345199746,1
,,"Oct 25, 2025",$64.95,$0.00,,,Fixed price,,1
,,"Dec 15, 2025",$64.99,$5.00,,,Auction,,1
,,"Dec 26, 2025","$1,860.00",$0.00,,,Fixed price,,1
2023 Australian 1 oz .9999 Fine Silver Perth Mint Lunar Rabbit Coin - Series III,366082853166,"Apr 5, 2026",$118.88,$0.00,,,Fixed price,https://www.ebay.com/itm/366082853166,1
,,"Jan 13, 2026",$98.03,$0.00,,,Auction,,1
2023 Australia 1oz Silver Lunar Rabbit NGC MS70 Early Releases - Flag Label,366139083259,"Jan 27, 2026",$123.50,$0.00,,,Auction,https://www.ebay.com/itm/366139083259,1
2023 Australia 1 oz Silver Year of the Rabbit BU $1 Coin Lunar Series III,366153545063,"Feb 10, 2026",$98.00,$4.65,,,Auction,https://www.ebay.com/itm/366153545063,1
2023 Royal Australian Mint 1 oz Silver Lunar Year of the Rabbit BU In capsule,366186339995,"Feb 8, 2026",$126.00,$4.65,,,Fixed price,https://www.ebay.com/itm/366186339995,1
2023 Royal Australian Mint 1 oz Silver Lunar Year of the Rabbit BU In capsule,366218140695,"Feb 28, 2026",$132.00,$4.65,,,Fixed price,https://www.ebay.com/itm/366218140695,1
2023 Australia 1 oz Silver Year of the Rabbit BU $1 Coin Lunar Series III,366221027002,"Mar 4, 2026",$106.51,$4.65,,,Auction,https://www.ebay.com/itm/366221027002,1
2023 Australia 1 oz Silver Year of the Rabbit BU $1 Coin Lunar Series III,366251930053,"Mar 19, 2026",$88.00,$4.65,,,Auction,https://www.ebay.com/itm/366251930053,1
2023 Australia Lunar Year of the Rabbit 1/2 oz Silver .9999 BU Perth Mint,366274329085,"Mar 29, 2026",$65.00,$0.00,,,Fixed price,https://www.ebay.com/itm/366274329085,1
,,"Oct 19, 2025",$70.00,$0.00,,,Auction,,1
,,"Oct 31, 2025",$58.00,$4.25,,,Fixed price,,1
,,"Nov 8, 2025",$59.00,$4.25,,,Fixed price,,1
,,"Nov 12, 2025",$62.00,$0.00,,,Fixed price,,1
,,"Nov 17, 2025",$20.00,$4.76,,,Fixed price,,1
2023 Australian Lunar Series Rabbit 1oz. Proof High Relief .999 Silver OGP,376881759966,"Mar 8, 2026",$135.00,$6.95,,,Fixed price,https://www.ebay.com/itm/376881759966,1
2023 Year of the Rabbit 1/2 oz Australia Lunar Silver BU,389006128733,"Jan 15, 2026",$43.00,$5.15,,,Fixed price,https://www.ebay.com/itm/389006128733,1
,,"Oct 16, 2025",$54.00,$6.05,,,Fixed price,,4
,,"Oct 19, 2025",$65.00,$6.00,,,Auction,,1
2023 1/2oz 50c Colored Silver Lunar Year of The Rabbit Coin Australia In Cps.,325779529733,"Apr 12, 2026",$56.39,$0.00,,,Fixed price,https://www.ebay.com/itm/325779529733,51
2023 Year of the Rabbit-1/2 oz Australia Lunar Silver BU Perth Mint Series III,115645392713,"Mar 15, 2026",$46.16,$0.00,,,Fixed price,https://www.ebay.com/itm/115645392713,67
2023 P Australia Colored Silver Lunar Year of the Rabbit NGC MS70 1oz $1 Coin,266220108997,"Mar 31, 2026",$115.91,$43.55,,,Fixed price,https://www.ebay.com/itm/266220108997,38
2023 Year of the Rabbit 1 oz Silver Coin Lunar Series BU ✅ in CAPSULE,256847209868,"Jan 9, 2026",$66.34,$0.00,,,Fixed price,https://www.ebay.com/itm/256847209868,16
2023 Australia 9999 Bullion Silver Lunar Year of the RABBIT NGC MS70 1oz $1 Coin,266021901728,"Apr 17, 2026",$148.67,$25.70,,,Fixed price,https://www.ebay.com/itm/266021901728,10
2023 LUNAR YEAR OF THE RABBIT QUADRANT SILVER $1 4-coin-set 4x 1oz Fan-shape,225405756686,"Mar 10, 2026",$563.57,$0.00,,,Fixed price,https://www.ebay.com/itm/225405756686,9
2023 Australia 9999 Bullion Silver Lunar Year of the RABBIT NGC MS69 1oz $1 Coin,255858963555,"Jan 26, 2026",$91.96,$0.00,,,Fixed price,https://www.ebay.com/itm/255858963555,15
,,"Jan 5, 2026",$92.20,$0.00,,,Fixed price,,5
,,"Dec 17, 2025",$72.28,$0.00,,,Fixed price,,3
,,"Nov 14, 2025",$33.25,$0.00,,,Fixed price,,5
,,"Oct 23, 2025",$215.09,$0.00,,,Fixed price,,3
,,"Jan 17, 2026","$2,699.00",$0.00,,,Fixed price,,1
,,"Jan 17, 2026",$117.50,$8.80,,,Auction,,1
2023 1/2oz 50c Colored Silver Lunar Year of The Rabbit Coin Australia In Cps.,325779529733,"Apr 21, 2026",$56.88,$0.00,,,Fixed price,https://www.ebay.com/itm/325779529733,53
2023 Year of the Rabbit-1/2 oz Australia Lunar Silver BU Perth Mint Series III,115645392713,"Mar 15, 2026",$47.29,$0.00,,,Fixed price,https://www.ebay.com/itm/115645392713,62
2023 P Australia Colored Silver Lunar Year of the Rabbit NGC MS70 1oz $1 Coin,266220108997,"Apr 24, 2026",$122.27,$43.55,,,Fixed price,https://www.ebay.com/itm/266220108997,33
2023 Australia Rabbit Lunar Series III 1 oz .9999 Silver BU Coin in Capsule,235567257922,"Mar 25, 2026",$94.09,$0.00,,,Fixed price,https://www.ebay.com/itm/235567257922,13
2023 Australia 9999 Bullion Silver Lunar Year of the RABBIT NGC MS70 1oz $1 Coin,266021901728,"Apr 17, 2026",$154.75,$25.70,,,Fixed price,https://www.ebay.com/itm/266021901728,9
Opal Series 2023 Australia 1 oz Silver Lunar Rabbit Proof,125840923392,"Apr 3, 2026",$224.93,$6.56,,,Fixed price,https://www.ebay.com/itm/125840923392,9
2023 Australia 1 oz Silver Lunar Rabbit BU (Series III),144773242260,"Jan 20, 2026",$78.20,$0.00,,,Fixed price,https://www.ebay.com/itm/144773242260,5
,,"Dec 4, 2025",$66.75,$0.00,,,Fixed price,,5
2023 Australia Opal Series Lunar Year of the RABBIT 1oz Silver Proof $1 Coin,325500480134,"Apr 11, 2026",$321.86,$23.86,,,Fixed price,https://www.ebay.com/itm/325500480134,5
2023 Year of the Rabbit 1oz SILVER $1 Lunar Rotating Charm ANTIQUED COIN,325500490306,"Apr 9, 2026",$154.33,$20.77,,,Fixed price,https://www.ebay.com/itm/325500490306,5
2023 Year of the Rabbit 1 oz Silver Coin Lunar Series BU ✅ in CAPSULE,256847209868,"Jan 9, 2026",$73.03,$0.00,,,Fixed price,https://www.ebay.com/itm/256847209868,5
,,"Jan 27, 2026",$133.00,$5.33,,,Fixed price,,3
,,"Jan 29, 2026",$139.50,$9.00,,,Fixed price,,2
2023 Australia 1 oz Silver Lunar Rabbit BU in Capsule,257434022948,"Apr 21, 2026",$104.95,$5.95,,,Fixed price,https://www.ebay.com/itm/257434022948,2
2023 LUNAR Year of Rabbit 1oz $1 Silver Rotating Charm Antiqued Coin NGC MS70 FR,266161093264,"Apr 26, 2026",$249.12,$20.63,,,Fixed price,https://www.ebay.com/itm/266161093264,2
,,"Jan 22, 2026",$95.00,$3.14,,,Fixed price,,2
2023 Australia Silver 1oz Lunar Rabbit With Dragon Privy NGC MS70. Pop 67.,127829621535,"Apr 26, 2026",$139.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127829621535,1
,,"Jan 27, 2026",$122.67,$0.00,,,Auction,,1
,,"Jan 29, 2026",$139.99,$7.95,,,Fixed price,,1
,,"Jan 21, 2026",$55.00,$5.29,,,Fixed price,,1
Australian Lunar Series III. OGP Rabbit. 2023 1/2 OZ. Silver. 5000 Mintage Rare,147269347190,"Apr 27, 2026",$60.00,$4.99,,,Auction,https://www.ebay.com/itm/147269347190,1
2023 Year of the Rabbit Dragon Privy 1 oz Silver Perth Mint Capsule Low Mintage,157657066654,"Apr 29, 2026",$108.00,$5.24,,,Fixed price,https://www.ebay.com/itm/157657066654,1
,,"Jan 27, 2026",$120.00,$0.00,,,Fixed price,,1
,,"Nov 16, 2025","$1,070.00",$14.95,,,Fixed price,,1
,,"Jan 19, 2026",$47.00,$5.00,,,Fixed price,,1
2023 Australia Lunar Rabbit 1/2 oz .999 Silver Coin in capsule,178038663336,"Apr 17, 2026",$46.99,$4.88,,,Auction,https://www.ebay.com/itm/178038663336,1
2023 Australia Lunar Rabbit 1/2 oz .999 Silver Coin in capsule,178058468785,"Apr 25, 2026",$46.99,$5.28,,,Auction,https://www.ebay.com/itm/178058468785,1
,,"Jan 22, 2026",$120.00,$4.79,,,Fixed price,,1
,,"Jan 29, 2026",$60.00,$5.07,,,Fixed price,,1
,,"Jan 28, 2026",$63.00,$0.00,,,Fixed price,,1
,,"Jan 28, 2026",$64.00,$8.75,,,Fixed price,,1
,,"Jan 23, 2026",$65.00,$5.20,,,Fixed price,,1
,,"Jan 26, 2026",$169.99,$0.00,,,Fixed price,,1
,,"Jan 18, 2026",$66.00,$7.00,,,Auction,,1
,,"Jan 25, 2026",$62.00,$14.10,,,Auction,,1
,,"Jan 24, 2026",$117.50,$2.26,,,Auction,,1
2023 Year of the Rabbit 1 oz silver coin BU Australia Perth Mint #A037,287281812535,"Apr 24, 2026",$84.77,$4.99,,,Auction,https://www.ebay.com/itm/287281812535,1
2023 Australia Lunar Year of the RABBIT🥕1 Oz .9999 silver Coin🐰🐇 #A054,287281853501,"Apr 24, 2026",$81.00,$4.99,,,Auction,https://www.ebay.com/itm/287281853501,1
2023 Perth MINT Lunar Year of The Rabbit 1 oz Silver Dragon Privy BU Australian,298233887383,"Apr 26, 2026",$78.00,$8.60,,,Auction,https://www.ebay.com/itm/298233887383,1
,,"Jan 24, 2026",$49.99,$0.92,,,Fixed price,,1
2023 $1 Australian Lunar - Year of the Rabbit 1 Oz .9999 Fine Silver Coin,336537443219,"Apr 30, 2026",$87.00,$1.49,,,Auction,https://www.ebay.com/itm/336537443219,1
2023 $1 Australian Lunar - Year of the Rabbit 1 Oz .9999 Fine Silver Coin,358454147690,"Apr 30, 2026",$96.00,$1.41,,,Auction,https://www.ebay.com/itm/358454147690,1
,,"Jan 27, 2026",$123.50,$0.00,,,Auction,,1
,,"Jan 15, 2026",$43.00,$5.15,,,Fixed price,,1
,,"Nov 6, 2025",$78.00,$6.00,,,Auction,,1
,,"Nov 18, 2025",$26.77,$7.85,,,Auction,,1
2023 1/10 oz Gold Australian Lunar Year of The Rabbit.,389578641609,"Feb 11, 2026",$555.00,$0.00,,,Auction,https://www.ebay.com/itm/389578641609,1
2023 Australia Rabbit Lunar Series III 1 oz .999 Silver BU Coin in Capsule,389662592821,"Mar 4, 2026",$114.00,$0.00,,,Fixed price,https://www.ebay.com/itm/389662592821,1
2023 Australian 1 oz .9999 Fine Silver Perth Mint Lunar Rabbit Coin - Series III,389699956368,"Mar 11, 2026",$128.50,$5.40,,,Auction,https://www.ebay.com/itm/389699956368,1
2023 Australia Lunar Rabbit! 1 Ounce Pure Silver .999 Colorized Series Coins!!,389856329793,"Apr 8, 2026",$124.95,$23.05,,,Fixed price,https://www.ebay.com/itm/389856329793,1
Australian Lunar Series III. Year of the Rabbit. 2023 1 Oz Silver.Unc. In Color.,395097392756,"Feb 25, 2026",$230.00,$25.00,,,Fixed price,https://www.ebay.com/itm/395097392756,1
,,"Jan 20, 2026",$119.95,$0.00,,,Fixed price,,1
,,"Jan 26, 2026",$127.00,$13.00,,,Auction,,1
,,"Nov 27, 2025",$211.33,$0.00,,,Fixed price,,2
,,"Nov 9, 2025",$65.95,$4.50,,,Fixed price,,1
,,"Jan 12, 2026",$102.50,$0.00,,,Auction,,1
,,"Jan 20, 2026",$114.50,$0.00,,,Auction,,1
,,"Jan 15, 2026",$95.00,$5.15,,,Fixed price,,1
2023 Year of the Rabbit-1/2 oz Australia Lunar Silver BU Perth Mint Series III,115645392713,"May 2, 2026",$47.52,$0.00,,,Fixed price,https://www.ebay.com/itm/115645392713,63
2023 P Australia Silver Lunar Series III Year of the Rabbit 1 Oz - BU In Capsule,227137416143,"May 2, 2026",$124.33,$0.00,,,Fixed price,https://www.ebay.com/itm/227137416143,3
2023 Year of the Rabbit 1 oz Silver Coin Lunar Series BU ✅ in CAPSULE,256847209868,"Jan 9, 2026",$75.05,$0.00,,,Fixed price,https://www.ebay.com/itm/256847209868,4
,,"Feb 1, 2026",$71.00,$4.71,,,Auction,,1
2023 Australia Lunar Rabbit 1/2 oz 0.9999 Silver BU Coin in Capsule,327038260939,"May 2, 2026",$61.95,$0.00,,,Fixed price,https://www.ebay.com/itm/327038260939,1
