Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1932-S Washington Quarter AU58 ICG Beautiful Tone *1197,137520149469,"Aug 26, 2026",$275.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137520149469,1
1932-S Washington Quarter - Choice Almost Uncirculated AU - 90% Silver,137637205112,"Aug 25, 2026",$199.95,$0.00,,,Auction,https://www.ebay.com/itm/137637205112,1
1932-S Washington Quarter BU ICG Beautiful Tone *1200,127978657149,"Aug 24, 2026",$444.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127978657149,1
Washington Silver Quarters - Lot 83 Pieces - 90% Silver 1932-1990 D/S/P,128040500913,"Aug 23, 2026",$650.00,$9.50,,,Fixed price,https://www.ebay.com/itm/128040500913,1
1932-S NGC VF20 Silver Washington Quarter - Key Date Coin!!!,146851045090,"Aug 22, 2026",$109.99,$5.99,,,Fixed price,https://www.ebay.com/itm/146851045090,1
08/00022 L#5814 1932-S Washington Silver Quarter (bij),158209736538,"Aug 22, 2026",$115.00,$0.00,,,Auction,https://www.ebay.com/itm/158209736538,1
"1932-S WASHINGTON QUARTER 25C, KEY DATE",168533953575,"Aug 21, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168533953575,1
"1932-S WASHINGTON QUARTER, HARD DATE",168436912563,"Aug 20, 2026",$89.95,$0.00,,,Fixed price,https://www.ebay.com/itm/168436912563,1
1932-S Washington Silver Quarter Key Date PCGS AU55,147511767951,"Aug 19, 2026",$240.00,$5.00,,,Fixed price,https://www.ebay.com/itm/147511767951,1
1932 S Washington Quarter - AU++,147514150217,"Aug 19, 2026",$184.99,$5.97,,,Fixed price,https://www.ebay.com/itm/147514150217,1
1932-S Washington Quarter - Good (#62770-H),147515390690,"Aug 19, 2026",$72.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147515390690,1
1932-S Washington Quarter - Choice Almost Uncirculated AU - 90% Silver,137610843693,"Aug 18, 2026",$199.95,$0.00,,,Auction,https://www.ebay.com/itm/137610843693,1
1932-S Washington Quarter NGC AU58 EDC Plug Red Core Key Date Silver 25C,137633608182,"Aug 18, 2026",$365.00,$5.72,,,Fixed price,https://www.ebay.com/itm/137633608182,1
1932-S PCGS AU Details Washington Quarter - Nice Look!!!,147513261996,"Aug 18, 2026",$155.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147513261996,1
1932 S Washington Silver Quarter NGC MS63 Key Date,158182049654,"Aug 18, 2026",$550.00,$9.45,,,Fixed price,https://www.ebay.com/itm/158182049654,1
1932-1939 Washington Quarters Complete 7 Coin 1930's Philadelphia Set 90% Silver,137217925500,"Aug 17, 2026",$119.99,$5.99,,,Fixed price,https://www.ebay.com/itm/137217925500,1
1932-S Washington Quarter Fine ***RARE ORIGINAL COIN***,158186426083,"Aug 17, 2026",$79.95,$0.00,,,Fixed price,https://www.ebay.com/itm/158186426083,1
