Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
US Scott # 3014 - 3017 Santa & Children set of 4 singles 1995 Christmas,156919131920,"Apr 5, 2026",$10.95,$0.00,,,Fixed price,https://www.ebay.com/itm/156919131920
A7266- 1995 Topps Baseball Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,257308520019,"Apr 5, 2026",$0.99,$0.26,,,Fixed price,https://www.ebay.com/itm/257308520019
1975~1995 S Lincoln Penny Choice ~ Gem Proof Run 21 Coin Decade Set US Mint Lot,274293903272,"Apr 5, 2026",$79.95,$5.02,,,Fixed price,https://www.ebay.com/itm/274293903272
A7654- 1995 Pacific Prisms FB Cards 1-216 +Inserts -You Pick- 15+ FREE US SHIP,236709177984,"Apr 4, 2026",$1.37,$0.23,,,Fixed price,https://www.ebay.com/itm/236709177984
A0787- 1995 Ultra GOLD Medallion FB Card #s 1-250 -You Pick- 15+ FREE US SHIP,335657079340,"Apr 4, 2026",$1.32,$0.35,,,Fixed price,https://www.ebay.com/itm/335657079340
A7266- 1995 Topps Baseball Cards 251-500 +Rookies -You Pick- 15+ FREE US SHIP,257308520020,"Apr 4, 2026",$1.04,$0.67,,,Fixed price,https://www.ebay.com/itm/257308520020
B6038- 1995 Topps Archives Brooklyn Dodgers 1-165 -You Pick- 15+ FREE US SHIP,336478281721,"Apr 4, 2026",$2.87,$0.55,,,Fixed price,https://www.ebay.com/itm/336478281721
A7318- 1995-96 Stadium Club Hk #s 1-225 +Rookies -You Pick- 15+ FREE US SHIP,236123999729,"Apr 3, 2026",$0.79,$0.00,,,Fixed price,https://www.ebay.com/itm/236123999729
B3116- 1995-96 Metal Hockey Card #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,235864716517,"Apr 3, 2026",$0.99,$0.84,,,Fixed price,https://www.ebay.com/itm/235864716517
A7618- 1995-96 Upper Deck Hk Cards 1-200 +Rookies -You Pick- 15+ FREE US SHIP,235936375625,"Apr 3, 2026",$0.78,$0.00,,,Fixed price,https://www.ebay.com/itm/235936375625
B7334- 1996 Collector's Edge Ice Hk 1-200 +Inserts -You Pick- 15+ FREE US SHIP,257134832307,"Apr 2, 2026",$0.82,$0.00,,,Fixed price,https://www.ebay.com/itm/257134832307
A2107- 1995-96 Playoff One on One Hockey Cards -You Pick- 15+ FREE US SHIP,236597338400,"Apr 2, 2026",$0.83,$0.20,,,Fixed price,https://www.ebay.com/itm/236597338400
A2152- 1995 Upper Deck FB Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,234623027549,"Apr 2, 2026",$0.90,$0.24,,,Fixed price,https://www.ebay.com/itm/234623027549
B2220- 1995 Topps Football Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,335746501571,"Apr 2, 2026",$0.70,$0.00,,,Fixed price,https://www.ebay.com/itm/335746501571
B1031- 1995 Maxx Premier Series Racing Cards 1-200 -You Pick- 15+ FREE US SHIP,336213807843,"Mar 31, 2026",$0.79,$0.10,,,Fixed price,https://www.ebay.com/itm/336213807843
B1054- 1995 Press Pass Auto Racing Card #s 1-145 -You Pick- 15+ FREE US SHIP,257173391665,"Mar 31, 2026",$0.76,$0.00,,,Fixed price,https://www.ebay.com/itm/257173391665
B2758- 1995-96 Swedish Upper Deck Hk Card #s 1-200 -You Pick- 15+ FREE US SHIP,234883765019,"Mar 31, 2026",$0.71,$0.10,,,Fixed price,https://www.ebay.com/itm/234883765019
1995 Proof set. Genuine. complete and original as issued by US Mint.,362608529255,"Mar 30, 2026",$9.00,$3.92,,,Fixed price,https://www.ebay.com/itm/362608529255
B2475- 1995-96 Collector's Choice Player's Club G2 -You Pick- 15+ FREE US SHIP,334655564129,"Mar 30, 2026",$1.49,$0.27,,,Fixed price,https://www.ebay.com/itm/334655564129
A1430- 1995 Score Football Card #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,236238523474,"Mar 30, 2026",$0.76,$0.00,,,Fixed price,https://www.ebay.com/itm/236238523474
A6439- 1995 Stadium Club Super Team BB #s 501-615 -You Pick- 15+ FREE US SHIP,335411127160,"Mar 29, 2026",$1.02,$0.00,,,Fixed price,https://www.ebay.com/itm/335411127160
A6421- 1995 Stadium Club BB Cards 251-630 +Rookies -You Pick- 15+ FREE US SHIP,235571663957,"Mar 29, 2026",$1.04,$0.10,,,Fixed price,https://www.ebay.com/itm/235571663957
A6439- 1995 Stadium Club Super Team BB #s 251-500 -You Pick- 15+ FREE US SHIP,235581472940,"Mar 29, 2026",$1.08,$0.00,,,Fixed price,https://www.ebay.com/itm/235581472940
A1485- 1995 Studio Baseball Card #s 1-200 -You Pick- 15+ FREE US SHIP,236068923598,"Mar 29, 2026",$0.75,$0.00,,,Fixed price,https://www.ebay.com/itm/236068923598
B1651- 1995-96 Jam Session Bk Cards 1-119 +Inserts -You Pick- 15+ FREE US SHIP,335972229539,"Mar 28, 2026",$1.21,$0.10,,,Fixed price,https://www.ebay.com/itm/335972229539
B5371- 1995 Stadium Club Members Only FB #s 1-250 -You Pick- 15+ FREE US SHIP,335987128644,"Mar 26, 2026",$3.39,$0.10,,,Fixed price,https://www.ebay.com/itm/335987128644
B5371- 1995 Stadium Club Members Only FB 251-450+ -You Pick- 15+ FREE US SHIP,335987128643,"Mar 26, 2026",$1.04,$0.35,,,Fixed price,https://www.ebay.com/itm/335987128643
B1941- 1995 Finest Football Card #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,236281553970,"Mar 26, 2026",$0.96,$0.36,,,Fixed price,https://www.ebay.com/itm/236281553970
B0797- 1995 Upper Deck Baseball Card #s 226-450 -You Pick- 15+ FREE US SHIP,236330006868,"Mar 24, 2026",$0.73,$0.00,,,Fixed price,https://www.ebay.com/itm/236330006868
A4078- 1995 Bowman's Best FB Cards Rookies and Vets -You Pick- 15+ FREE US SHIP,336218906387,"Mar 23, 2026",$0.79,$0.00,,,Fixed price,https://www.ebay.com/itm/336218906387
B2782- 1995 Pro Line Football #s 1-255 +Rookies -You Pick- 15+ FREE US SHIP,234867525936,"Mar 23, 2026",$0.81,$1.58,,,Fixed price,https://www.ebay.com/itm/234867525936
B0957- 1995 Bowman Football Cards 206-357 +Inserts -You Pick- 15+ FREE US SHIP,234600903393,"Mar 23, 2026",$0.84,$0.60,,,Fixed price,https://www.ebay.com/itm/234600903393
B5657- 1995 Topps Traded BB Card #s 1-165 +Rookies -You Pick- 15+ FREE US SHIP,236423299996,"Mar 23, 2026",$0.71,$0.10,,,Fixed price,https://www.ebay.com/itm/236423299996
A4409- 1995 SP Championship BB Cards 1-200 +Inserts -You Pick- 15+ FREE US SHIP,234549597128,"Mar 22, 2026",$0.99,$0.23,,,Fixed price,https://www.ebay.com/itm/234549597128
B1007- 1995 Action Packed FB Cards 1-126 +Rookies -You Pick- 15+ FREE US SHIP,335987235402,"Mar 21, 2026",$0.95,$0.10,,,Fixed price,https://www.ebay.com/itm/335987235402
A6421- 1995 Stadium Club BB Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,235571663960,"Mar 20, 2026",$1.19,$0.43,,,Fixed price,https://www.ebay.com/itm/235571663960
