Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2012 Mexico Silver Libertad 1oz. 999 (Roll Of Total 20) from Bank of Mexico,188562168979,"Jul 2, 2026","$2,000.00",$24.99,,,Auction,https://www.ebay.com/itm/188562168979,1
🔥2012 Mexican Libertad Mo 1oz .999 Silver Coin,137401868582,"Jun 17, 2026",$91.00,$4.60,,,Auction,https://www.ebay.com/itm/137401868582,1
2012 1oz Silver Mexico Libertad Toner,188458072401,"Jun 14, 2026",$120.00,$5.72,,,Fixed price,https://www.ebay.com/itm/188458072401,1
2012 Mexican Silver Libertad 1oz. .999,306980936270,"Jun 6, 2026",$105.00,$6.50,,,Fixed price,https://www.ebay.com/itm/306980936270,1
2012 Mo Mexico Libertad Un Onza Plata Pura 1 oz. 99.9% Silver NGC MS 69,127879796449,"May 23, 2026",$150.00,$7.95,,,Fixed price,https://www.ebay.com/itm/127879796449,1
2012 Mexico 30th Anniversary Silver Libertad Set 1oz Proof & 1/2oz BU & Figurine,267618370875,"May 22, 2026",$350.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267618370875,1
2012-Mo Mexico 1oz .999 Silver Libertad - ANACS MS70 - ✪COINGIANTS✪,306827902556,"May 17, 2026",$179.00,$0.00,,,Fixed price,https://www.ebay.com/itm/306827902556,1
2012 Mexico Libertad BU 1 oz .999 Silver Coin in Banco Azteca Capsule RARE,127832594326,"May 14, 2026",$127.50,$4.99,,,Fixed price,https://www.ebay.com/itm/127832594326,2
2012 Mexico Libertad 1 oz .999 Silver / 1 Onza Plata Pura - See Description - BU,137285674032,"May 12, 2026",$111.50,$4.25,,,Auction,https://www.ebay.com/itm/137285674032,1
2012 Mexican Silver Libertad 1oz. .999,306927290924,"May 11, 2026",$100.00,$5.50,,,Fixed price,https://www.ebay.com/itm/306927290924,1
2012 Mexican Silver Libertad 1oz. .999,306903416987,"May 7, 2026",$100.00,$5.50,,,Fixed price,https://www.ebay.com/itm/306903416987,1
💥2012 MEXICO LIBERTAD 1 ONZA SILVER COIN⭐ 1 Oz,277888701424,"May 1, 2026",$105.00,$9.45,,,Fixed price,https://www.ebay.com/itm/277888701424,1
2012 MO MEXICO 1 ONZA LIBERTAD SILVER COIN NGC MS69,336555755876,"Apr 30, 2026",$135.50,$8.60,,,Auction,https://www.ebay.com/itm/336555755876,1
2012-MS 70 Libertad-1 oz .999 Silver BU Coin ANACS-Mexico Onza-Hot!!!🇲🇽,117125958302,"Apr 26, 2026",$169.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117125958302,1
2012 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin [h5],157844992145,"Apr 26, 2026",$98.05,$5.40,,,Auction,https://www.ebay.com/itm/157844992145,1
2012 1 ounce silver Libertad NGC PF 69 ultra cameo,227306880016,"Apr 26, 2026",$221.50,$9.80,,,Auction,https://www.ebay.com/itm/227306880016,1
2012-Mo PCGS MS 70 1 Oz Libertad Onza Mexico 999 Silver Coin,298259476879,"Apr 26, 2026",$295.00,$8.95,,,Fixed price,https://www.ebay.com/itm/298259476879,1
A 2012 Mexico Libertad Silver Onza .999 Fine Silver 1 Ozt BU Fresh From Roll!,306889501534,"Apr 25, 2026",$105.85,$1.27,,,Auction,https://www.ebay.com/itm/306889501534,1
2012 Mexico Libertad Onza 1oz Ley 999 Silver IGC Graded MS70 Coin,327110558380,"Apr 25, 2026",$135.00,$5.29,,,Fixed price,https://www.ebay.com/itm/327110558380,1
2012 Mexico 1 Onza Libertad 1 oz .999 Fine Silver Coin BU in Capsule,137252439579,"Apr 24, 2026",$108.00,$5.00,,,Fixed price,https://www.ebay.com/itm/137252439579,1
2012 Mexico Libertad Silver Onza .999 Fine Silver 1 Oz,198288830290,"Apr 24, 2026",$80.00,$5.20,,,Auction,https://www.ebay.com/itm/198288830290,1
2012 Mexico 1 oz .999 Fine Silver Libertad Better Date NO RESERVE,318159769764,"Apr 23, 2026",$96.00,$7.95,,,Auction,https://www.ebay.com/itm/318159769764,1
2012 Mo MEXICO 1 ONZA OZ .999 FINE SILVER LIBERTAD ANCS MS70 SCARCE DATE,147265248260,"Apr 22, 2026",$155.00,$7.00,,,Fixed price,https://www.ebay.com/itm/147265248260,1
2012-Mo PCGS MS 70 1 Oz Libertad Onza Mexico 999 Silver Coin,147270454953,"Apr 21, 2026",$239.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147270454953,1
2012-Mo PCGS MS 70 1 Oz Libertad Onza Mexico 999 Silver Coin,147268781517,"Apr 20, 2026",$239.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147268781517,1
2012-MS 70 Libertad-1 oz .999 Silver BU Coin PCGS-Mexico Onza-Hot!!!🇲🇽,117062122718,"Apr 19, 2026",$423.98,$0.00,,,Fixed price,https://www.ebay.com/itm/117062122718,2
2012 1 ounce silver Libertad NGC PF 69 ultra cameo,287267499789,"Apr 19, 2026",$217.50,$9.34,,,Auction,https://www.ebay.com/itm/287267499789,1
