Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"2000-P Proof $1 American Silver Eagle Box, OGP & COA",314588116495,"Apr 1, 2026",$105.12,$0.00,,,Fixed price,https://www.ebay.com/itm/314588116495
2000 American Silver Eagle Millennium Set MS69 PCGS Blue Lbl,364584983396,"Mar 14, 2026",$94.27,$0.00,,,Fixed price,https://www.ebay.com/itm/364584983396
[Removed] Item 317430403678,317430403678,"Oct 30, 2025",$25.90,$0.00,,,Fixed price,
[Removed] Item 406710967040,406710967040,"Mar 24, 2026",$51.45,$0.00,,,Fixed price,
,,"Oct 17, 2025",$24.27,$0.00,,,Fixed price,
2000 $1 American Silver Eagle NGC MS69 Brown Label,176510554505,"Apr 1, 2026",$99.30,$0.00,,,Fixed price,https://www.ebay.com/itm/176510554505
"2000-P $1 1-oz Proof American Silver Eagle w/ Box, OGP &COA",145639018687,"Mar 23, 2026",$103.93,$0.00,,,Fixed price,https://www.ebay.com/itm/145639018687
2000-P Proof $1 American Silver Eagle NGC PF69UC Brown Label,314838101871,"Apr 5, 2026",$111.21,$0.00,,,Fixed price,https://www.ebay.com/itm/314838101871
2000 American Silver Eagle Millennium Set Gem BU PCGS Blue Label,365961631412,"Jan 30, 2026",$82.04,$0.00,,,Fixed price,https://www.ebay.com/itm/365961631412
[Removed] Item 287133709914,287133709914,"Feb 26, 2026",$9.84,$0.00,,,Fixed price,
[Removed] Item 116983556003,116983556003,"Feb 24, 2026",$10.39,$0.00,,,Fixed price,
2000-P American Silver Eagle Dollar PR69DCAM PCGS Proof 69 Deep Cameo,362733294040,"Apr 4, 2026",$128.13,$0.00,,,Fixed price,https://www.ebay.com/itm/362733294040
2000-P Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,145620046874,"Mar 6, 2026",$109.96,$11.10,,,Fixed price,https://www.ebay.com/itm/145620046874
2000 American Silver Eagle Coin - NGC MS69,376268420718,"Apr 5, 2026",$87.61,$0.00,,,Fixed price,https://www.ebay.com/itm/376268420718
2025 Eagle S Early Release MS70 1 of 2000 RARE GOLD SLAB.,136126828831,"Feb 4, 2026",$153.89,$5.22,,,Fixed price,https://www.ebay.com/itm/136126828831
2000 $1 1-oz American Silver Eagle NGC MS69 Brown Label,135182129839,"Mar 31, 2026",$103.77,$0.00,,,Fixed price,https://www.ebay.com/itm/135182129839
,,"Jan 18, 2026",$59.99,$0.00,,,Fixed price,
,,"Dec 4, 2025",$58.76,$0.00,,,Fixed price,
,,"Oct 27, 2025",$63.40,$4.86,,,Fixed price,
2025 NGC MS70 Silver Eagle - Gold Core - 1 of 2000 - Early Releases - Las Vegas,157200590962,"Mar 31, 2026",$100.11,$10.09,,,Fixed price,https://www.ebay.com/itm/157200590962
"1 Ounce US Silver Eagle 2000 ,* FREE SHIP",168143531986,"Feb 7, 2026",$85.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168143531986
2025 American Statue of Liberty Eagle Commemorative Coin,168146007469,"Mar 3, 2026",$27.05,$8.90,,,Fixed price,https://www.ebay.com/itm/168146007469
2000-P (PF70 Ultra Cameo) Proof American Silver Eagle $1 ASE NGC,187688538673,"Jan 21, 2026",$258.56,$0.00,,,Fixed price,https://www.ebay.com/itm/187688538673
2000 P PROOF SILVER EAGLE NGC PF70 Ultra Cameo Thomas Uram signed,197836000581,"Mar 22, 2026",$307.86,$8.49,,,Fixed price,https://www.ebay.com/itm/197836000581
2000 Millennium Set MS69 American Silver Eagle NGC Brown Label,363754824073,"Dec 9, 2025",$70.54,$0.00,,,Fixed price,https://www.ebay.com/itm/363754824073
2000-P American Silver Eagle Proof Coin 1 Oz,365896075778,"Jan 31, 2026",$116.23,$0.00,,,Fixed price,https://www.ebay.com/itm/365896075778
2000-P $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,386839017853,"Mar 19, 2026",$110.70,$0.00,,,Fixed price,https://www.ebay.com/itm/386839017853
2000-P American Silver Eagle 1 Oz PF70 UCAM NGC Brown Label,124822713148,"Mar 14, 2026",$312.84,$0.00,,,Fixed price,https://www.ebay.com/itm/124822713148
2000-2025 American Silver Eagle Colorized Washington Crossing The Delaware,135788671888,"Jan 5, 2026",$82.95,$0.00,,,Fixed price,https://www.ebay.com/itm/135788671888
2024 1 oz US Silver Eagle Coin (BU)-FAST SHIPPING --New &,137104246746,"Mar 24, 2026",$17.62,$0.00,,,Fixed price,https://www.ebay.com/itm/137104246746
2000 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,141112835574,"Jan 19, 2026",$70.62,$0.00,,,Fixed price,https://www.ebay.com/itm/141112835574
2000-P American Silver Eagle PROOF 1 Oz Silver - Coin & Box & COA,365896119816,"Jan 17, 2026",$88.48,$0.00,,,Fixed price,https://www.ebay.com/itm/365896119816
2000 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING •,297898332829,"Jan 10, 2026",$84.97,$5.92,,,Fixed price,https://www.ebay.com/itm/297898332829
2000 P American Silver Eagle Bullion Proof $1 Coin Collectible OGP COA,366122412305,"Apr 7, 2026",$135.74,$0.00,,,Fixed price,https://www.ebay.com/itm/366122412305
American Silver Eagles: A Guide to the U.S. Bullion Coin Program (Hardback or Ca,389032652658,"Dec 9, 2025",$40.75,$0.00,,,Fixed price,https://www.ebay.com/itm/389032652658
2000-P American Silver Eagle PR69 DCAM PCGS Blue Label,135788772526,"Feb 25, 2026",$108.74,$0.00,,,Fixed price,https://www.ebay.com/itm/135788772526
2000-P AMERICAN SILVER EAGLE 1 OZ PROOF BULLION COIN WITH ALL ORIGINAL PACKAGING,136752610931,"Jan 11, 2026",$87.50,$8.31,,,Fixed price,https://www.ebay.com/itm/136752610931
2000-P Proof $1 American Silver Eagle PCGS PR69DCAM Blue Label,146871340919,"Jan 20, 2026",$102.50,$0.00,,,Fixed price,https://www.ebay.com/itm/146871340919
"1 Ounce US Silver Eagle 2000 ,* FREE SHIP",157668314115,"Feb 8, 2026",$85.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157668314115
2000 American Silver Eagle (ASE) .999 Fine Silver w/Colorized Obverse in Box,181510856449,"Jan 25, 2026",$98.94,$0.00,,,Fixed price,https://www.ebay.com/itm/181510856449
2000 American Silver Eagle (ASE) .999 UNC w/Colorized Obverse May Have Toning,191533511653,"Jan 22, 2026",$95.72,$0.00,,,Fixed price,https://www.ebay.com/itm/191533511653
[Removed] Item 206148854285,206148854285,"Apr 4, 2026",$42.99,$0.00,,,Fixed price,
,,"Jan 17, 2026",$60.00,$0.00,,,Fixed price,
2000 American Silver Eagle (ASE) : 1oz .999 Fine Silver : Uncirculated,267555504998,"Jan 23, 2026",$92.00,$10.76,,,Fixed price,https://www.ebay.com/itm/267555504998
2000 P S$1 Proof Silver American Eagle Dollar NGC Graded PF 69 Ultra Cameo,306551031091,"Nov 13, 2025",$80.00,$0.00,,,Fixed price,https://www.ebay.com/itm/306551031091
,,"Oct 27, 2025",$79.63,$0.00,,,Fixed price,
2000-P American Silver Eagle PR70 DCAM PCGS Blue Label,125200514269,"Feb 21, 2026",$303.67,$0.00,,,Fixed price,https://www.ebay.com/itm/125200514269
,,"Dec 12, 2025",$69.66,$0.00,,,Fixed price,
"2000-P Proof $1 American Silver Eagle Box, OGP & COA",314588116495,"Apr 8, 2026",$105.11,$0.00,,,Fixed price,https://www.ebay.com/itm/314588116495
"2000-P Proof $1 American Silver Eagle Box, OGP & COA",314588116495,"Apr 10, 2026",$105.10,$0.00,,,Fixed price,https://www.ebay.com/itm/314588116495
2000 American Silver Eagle Millennium Set MS69 PCGS Blue Lbl,364584983396,"Mar 14, 2026",$94.54,$0.00,,,Fixed price,https://www.ebay.com/itm/364584983396
2000 $1 American Silver Eagle NGC MS69 Brown Label,176510554505,"Apr 11, 2026",$99.23,$0.00,,,Fixed price,https://www.ebay.com/itm/176510554505
2000-P Proof $1 American Silver Eagle NGC PF69UC Brown Label,314838101871,"Apr 10, 2026",$111.24,$0.00,,,Fixed price,https://www.ebay.com/itm/314838101871
,,"Oct 17, 2025",$24.51,$0.00,,,Fixed price,
2024 1 oz US Silver Eagle Coin (BU)-FAST SHIPPING --New &,137104246746,"Apr 10, 2026",$17.75,$0.00,,,Fixed price,https://www.ebay.com/itm/137104246746
2025 Eagle S Early Release MS70 1 of 2000 RARE GOLD SLAB.,136126828831,"Feb 4, 2026",$154.96,$5.26,,,Fixed price,https://www.ebay.com/itm/136126828831
,,"Dec 4, 2025",$61.06,$0.00,,,Fixed price,
American Eagle Liberty Souvenir Coin Double Eagle Lucky Gold Silver Medal,116983490150,"Feb 26, 2026",$9.14,$0.00,,,Fixed price,https://www.ebay.com/itm/116983490150
,,"Jan 11, 2026",$87.50,$8.31,,,Fixed price,
Whitman Pocket Checklist of United States Coins : Dollars American Silver Eagles,135800712990,"Mar 26, 2026",$10.00,$5.45,,,Fixed price,https://www.ebay.com/itm/135800712990
2000 American Silver Eagle Millennium Set MS69 PCGS Blue Lbl,364584983396,"Mar 14, 2026",$95.23,$0.00,,,Fixed price,https://www.ebay.com/itm/364584983396,65
2000 $1 American Silver Eagle NGC MS69 Brown Label,176510554505,"Apr 11, 2026",$100.01,$0.00,,,Fixed price,https://www.ebay.com/itm/176510554505,31
2000-P Proof $1 American Silver Eagle NGC PF69UC Brown Label,314838101871,"Apr 12, 2026",$111.26,$0.00,,,Fixed price,https://www.ebay.com/itm/314838101871,35
,,"Oct 17, 2025",$25.04,$0.00,,,Fixed price,,63
2000 American Silver Eagle Coin - NGC MS69,376268420718,"Apr 12, 2026",$89.73,$0.00,,,Fixed price,https://www.ebay.com/itm/376268420718,29
2000-P Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,145620046874,"Mar 6, 2026",$111.99,$11.10,,,Fixed price,https://www.ebay.com/itm/145620046874,14
2000-P American Silver Eagle 1 Oz PF70 UCAM NGC Brown Label,124822713148,"Mar 14, 2026",$313.41,$0.00,,,Fixed price,https://www.ebay.com/itm/124822713148,5
2000-P American Silver Eagle PROOF 1 Oz Silver - Coin & Box & COA,365896119816,"Jan 17, 2026",$89.19,$0.00,,,Fixed price,https://www.ebay.com/itm/365896119816,5
,,"Dec 12, 2025",$54.67,$5.75,,,Fixed price,,3
"2000 AMERICAN EAGLE ONE OUNCE PROOF SILVER COIN, US MINT COA, CASE, ORIGINAL BOX",136943252101,"Jan 27, 2026",$106.00,$5.81,,,Fixed price,https://www.ebay.com/itm/136943252101,4
,,"Dec 23, 2025",$64.50,$3.70,,,Fixed price,,5
[Removed] Item 177907113263,177907113263,"Mar 9, 2026",$10.49,$0.00,,,Fixed price,,3
,,"Dec 28, 2025",$269.00,$6.00,,,Fixed price,,3
,,"Nov 22, 2025",$69.28,$0.00,,,Fixed price,,3
,,"Dec 26, 2025",$83.28,$0.00,,,Fixed price,,3
2000 $1 American Silver Eagle 1 oz. .999 Fine Silver Millennium Remember Y2K ?,236552529728,"Jan 15, 2026",$107.62,$0.00,,,Fixed price,https://www.ebay.com/itm/236552529728,3
2000 Silver Dollar American Eagle Walking Liberty $1 Coin Uncirculated Hard Case,257342303362,"Mar 4, 2026",$99.99,$6.32,,,Fixed price,https://www.ebay.com/itm/257342303362,4
2000 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING • ✔👍,297898168942,"Jan 11, 2026",$84.97,$8.12,,,Fixed price,https://www.ebay.com/itm/297898168942,4
[Removed] Item 317489137031,317489137031,"Nov 5, 2025",$22.72,$0.00,,,Fixed price,,22
American Silver Eagle Set of 36 Coins / 2000 - 2024 / PCGS MS-69 (32) & MS70 (4),336134523990,"Dec 9, 2025","$2,411.67",$0.00,,,Fixed price,https://www.ebay.com/itm/336134523990,3
2024 American Silver Eagle $1 Coin 1 Oz .999 Fine Silver Bu,397305596813,"Nov 25, 2025",$8.90,$0.00,,,Fixed price,https://www.ebay.com/itm/397305596813,3
2000 1 oz American Silver Eagle BU,111847049622,"Feb 23, 2026",$102.92,$0.00,,,Fixed price,https://www.ebay.com/itm/111847049622,2
2000 P American Silver Eagle Proof OGP US Mint Capsule Case COA Box - No Coin,115787482393,"Feb 11, 2026",$12.97,$2.99,,,Fixed price,https://www.ebay.com/itm/115787482393,2
2000 P $1 American Eagle One Oz Silver Proof Coin with Box & COA 011825,116989638230,"Jan 27, 2026",$119.95,$8.00,,,Fixed price,https://www.ebay.com/itm/116989638230,2
2000-P American Silver Eagle $1 Proof 9.9 NGC X NGCX - Almost PERFECT,126578345285,"Feb 1, 2026",$144.95,$0.00,,,Fixed price,https://www.ebay.com/itm/126578345285,2
,,"Dec 4, 2025",$100.00,$5.01,,,Fixed price,,2
,,"Dec 12, 2025",$69.00,$0.00,,,Fixed price,,2
2000 Silver American Eagle Littleton Coin Co. Individually sold,127539689646,"Mar 5, 2026",$87.65,$5.71,,,Fixed price,https://www.ebay.com/itm/127539689646,4
2000 American Silver Eagle Brilliant Uncirculated NGC Brown Label,135583070246,"Dec 23, 2025",$75.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135583070246,4
[Removed] Item 136756900882,136756900882,"Dec 23, 2025",$80.00,$0.00,,,Fixed price,,2
,,"Jan 6, 2026",$77.49,$4.99,,,Fixed price,,4
2000-P Proof Silver Eagle NGC PF 69 Ultra Cameo US Mint $1,146957336401,"Nov 17, 2025",$79.99,$0.00,,,Fixed price,https://www.ebay.com/itm/146957336401,2
2000 American Silver Eagle 1 oz .999 Brilliant Uncirculated,147004375734,"Dec 15, 2025",$69.95,$3.99,,,Fixed price,https://www.ebay.com/itm/147004375734,5
,,"Jan 6, 2026",$65.00,$9.30,,,Fixed price,,4
American Statue of Liberty Eagle Commemorative Coin,147176858751,"Mar 16, 2026",$18.47,$5.56,,,Fixed price,https://www.ebay.com/itm/147176858751,2
,,"Jan 2, 2026",$69.17,$5.48,,,Fixed price,,3
,,"Oct 30, 2025",$8.50,$0.00,,,Fixed price,,6
,,"Dec 20, 2025",$79.99,$0.00,,,Fixed price,,2
2000 American Silver Eagle Coin 1 oz Uncirculated 1 Ounce ASE .999 silver,157637104068,"Jan 25, 2026",$113.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157637104068,2
"2000 P Proof $1 American Silver Eagle Box, OGP & COA.",157769435066,"Mar 19, 2026",$75.00,$5.46,,,Fixed price,https://www.ebay.com/itm/157769435066,2
2000 US American Silver Eagle $1 1oz .999 Fine Silver in Littleton Plastic,165964538747,"Jan 28, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/165964538747,2
,,"Dec 31, 2025",$133.33,$9.00,,,Fixed price,,3
Motorcycle Rider Bell Guardian Bald Eagle USA Biker Hanger Key Ring Stainless,168230613604,"Apr 2, 2026",$15.87,$0.00,,,Fixed price,https://www.ebay.com/itm/168230613604,2
,,"Oct 30, 2025",$79.99,$0.00,,,Fixed price,,3
,,"Oct 20, 2025",$49.00,$6.00,,,Fixed price,,2
,,"Nov 7, 2025",$51.50,$0.00,,,Fixed price,,2
2000-P Proof American Silver Eagle $1 Dollar with Box & COA US Mint Bullion OGP,177793776159,"Feb 8, 2026",$119.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177793776159,2
2000 American Silver Eagle - BU .999 Silver,177966783707,"Mar 28, 2026",$81.00,$5.20,,,Fixed price,https://www.ebay.com/itm/177966783707,2
2000 W American Eagle Silver Proof Dollar Coin Box and COA as Issued by US Mint,188025366752,"Feb 4, 2026",$105.00,$3.50,,,Fixed price,https://www.ebay.com/itm/188025366752,2
,,"Dec 23, 2025",$60.99,$5.55,,,Fixed price,,2
,,"Dec 22, 2025","$1,780.00",$18.85,,,Fixed price,,2
,,"Dec 25, 2025",$77.49,$4.99,,,Fixed price,,2
2001-W $1 Proof American Silver Eagle in Box w/ COA-Free Shipping,198054907846,"Jan 25, 2026",$116.00,$0.00,,,Fixed price,https://www.ebay.com/itm/198054907846,29
2000 SILVER EAGLE NGC MS 69 ~~ BROWN LABEL ~~ NO SPOTS ~~ PRISTINE (X),198165031627,"Mar 9, 2026",$97.45,$3.48,,,Fixed price,https://www.ebay.com/itm/198165031627,2
,,"Dec 25, 2025",$68.95,$4.95,,,Fixed price,,2
2000 American Eagle Silver Dollar .999 1 oz in Littleton packaging.,206078712108,"Feb 18, 2026",$84.00,$6.00,,,Fixed price,https://www.ebay.com/itm/206078712108,2
[Removed] Item 226029182416,226029182416,"Dec 2, 2025",$11.27,$4.47,,,Fixed price,,2
,,"Dec 31, 2025",$120.00,$0.00,,,Fixed price,,5
2000 $1 American Silver Eagle 1 oz. .999 Fine Silver Millennium Remember Y2K ?,236588861689,"Mar 5, 2026",$107.95,$4.21,,,Fixed price,https://www.ebay.com/itm/236588861689,2
2000 ASE American Eagle Hologram Coin 1 Troy Oz .999 Fine Silver Round Medal 999,257072581516,"Dec 7, 2025",$94.99,$3.00,,,Fixed price,https://www.ebay.com/itm/257072581516,2
,,"Dec 15, 2025",$67.50,$0.00,,,Fixed price,,2
2000 American Silver Eagle Proof $1 - 1 oz .999 Fine Silver - Original Box & COA,267559366018,"Jan 28, 2026",$125.99,$0.00,,,Fixed price,https://www.ebay.com/itm/267559366018,2
American Silver Eagles: A Guide to the U.S. Bullion Coin Program 5TH ED(HB) BC-1,277608185090,"Jan 14, 2026",$19.50,$5.22,,,Fixed price,https://www.ebay.com/itm/277608185090,2
,,"Nov 13, 2025",$73.12,$0.00,,,Fixed price,,2
,,"Dec 10, 2025",$105.95,$0.00,,,Fixed price,,3
2000 P AMERICAN SILVER EAGLE PROOF $1 DOLLAR COIN NGC PF 69 UC,303971059796,"Jan 16, 2026",$105.00,$5.95,,,Fixed price,https://www.ebay.com/itm/303971059796,2
