Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"REM 7IN-83-88 11 Singles 12 x 7"" Vinyl Box US Stereo 24 Tracks-45 RPM NEW SEALED",287165201013,"Apr 5, 2026",$67.50,$5.97,,,Fixed price,https://www.ebay.com/itm/287165201013
2014-S US Mint Proof Quarters ATB American the Beautiful 5 Coin Set Box COA OGP,145760470077,"Apr 4, 2026",$17.01,$0.00,,,Fixed price,https://www.ebay.com/itm/145760470077
B5365- 2014 Topps Baseball Assorted Insert Cards2 -You Pick- 15+ FREE US SHIP,235679777247,"Apr 4, 2026",$0.95,$0.89,,,Fixed price,https://www.ebay.com/itm/235679777247
2014 Topps Update Kevin Kiermaier RC #US-253 Tampa Bay Rays,365958201223,"Apr 4, 2026",$0.92,$0.79,,,Fixed price,https://www.ebay.com/itm/365958201223
2014 Bobby Abreu Topps Update #US-298,236490985322,"Apr 4, 2026",$1.12,$0.00,,,Fixed price,https://www.ebay.com/itm/236490985322
2014 PD US Mint Set (OGP) 28 coins,188120054782,"Apr 3, 2026",$36.00,$0.00,,,Fixed price,https://www.ebay.com/itm/188120054782
2014-S Silver ATB Quarter Proof Set 5 Coins OGP & COA 90% US Mint,145685662429,"Apr 3, 2026",$89.99,$0.00,,,Fixed price,https://www.ebay.com/itm/145685662429
A8371- 2014-15 Prestige Bk Card #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,336063148325,"Apr 2, 2026",$1.10,$1.09,,,Fixed price,https://www.ebay.com/itm/336063148325
Proof Sets US Coins 2014 Uncirculated Complete 14 Coin Set OGP With COA,376447282220,"Apr 2, 2026",$33.86,$8.49,,,Fixed price,https://www.ebay.com/itm/376447282220
A6155- 2014 Score Football Card #s 1-245 +Rookies -You Pick- 15+ FREE US SHIP,256801445040,"Apr 2, 2026",$0.84,$0.00,,,Fixed price,https://www.ebay.com/itm/256801445040
A6155- 2014 Score Football Cards 246-440 +Inserts -You Pick- 15+ FREE US SHIP,256801449887,"Apr 2, 2026",$0.99,$0.00,,,Fixed price,https://www.ebay.com/itm/256801449887
A2773- 2014 Topps Allen and Ginter BB 251- Inserts -You Pick- 15+ FREE US SHIP,334794924669,"Apr 1, 2026",$1.66,$0.89,,,Fixed price,https://www.ebay.com/itm/334794924669
B5365- 2014 Topps Baseball Cards 215-433 +Rookies -You Pick- 15+ FREE US SHIP,335514342736,"Mar 31, 2026",$0.78,$0.89,,,Fixed price,https://www.ebay.com/itm/335514342736
A2773- 2014 Topps Allen and Ginter BB Cards 1-250 -You Pick- 15+ FREE US SHIP,334794924668,"Mar 31, 2026",$1.22,$0.69,,,Fixed price,https://www.ebay.com/itm/334794924668
B3654- 2014 Stadium Club BB Card #s 1-200 +Inserts-You Pick- 15+ FREE US SHIP,235110565021,"Mar 30, 2026",$0.78,$0.00,,,Fixed price,https://www.ebay.com/itm/235110565021
2014 US Mint Enhanced Uncirculated Native American $1 Coin & Currency Set COA,267559345769,"Mar 30, 2026",$28.66,$5.49,,,Fixed price,https://www.ebay.com/itm/267559345769
2014-S US Mint Proof Set with COA & Box 14 Coins United States,145000458982,"Mar 30, 2026",$48.01,$0.00,,,Fixed price,https://www.ebay.com/itm/145000458982
B4184- 2014 Upper Deck CFL FB Cards 1-180 +Inserts -You Pick- 15+ FREE US SHIP,235340720979,"Mar 30, 2026",$0.91,$0.89,,,Fixed price,https://www.ebay.com/itm/235340720979
B5894- 2014 Topps Archives Baseball Assorted Cards -You Pick- 15+ FREE US SHIP,235813737173,"Mar 29, 2026",$0.73,$0.10,,,Fixed price,https://www.ebay.com/itm/235813737173
