Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1878-1904 Morgan Dollar Roll Gem BU UNCIRCULATED 20 Coins S, O, CC Bullion",365823450528,"Apr 3, 2026","$1,936.00",$0.00,,,Fixed price,https://www.ebay.com/itm/365823450528
✯ MS63 Morgan Silver Dollars PCGS NGC ✯ 1878-1904 ✯ P S O Mints,275982947514,"Mar 29, 2026",$146.96,$0.00,,,Fixed price,https://www.ebay.com/itm/275982947514
"1904-S Morgan Dollar, Uncertified, NR",117054413953,"Mar 7, 2026",$67.00,$4.95,,,Auction,https://www.ebay.com/itm/117054413953
1904 S Morgan Silver Dollar,117065010710,"Mar 8, 2026","$2,486.20",$0.00,,,Auction,https://www.ebay.com/itm/117065010710
1904 S $1 UNITED STATES MORGAN 90% SILVER DOLLAR KM# 110 KEY,117086284195,"Mar 16, 2026",$120.00,$4.95,,,Fixed price,https://www.ebay.com/itm/117086284195
1904-S Silver Morgan Dollar EF45,117093213613,"Mar 17, 2026",$440.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117093213613
1904-S Morgan Silver Dollar “Key Date” RARE Looks XF VERY RARE,117101988036,"Mar 27, 2026",$76.76,$6.99,,,Auction,https://www.ebay.com/itm/117101988036
VG/F 1904-S Morgan Silver Dollar (1 coin),126671183994,"Apr 2, 2026",$99.95,$0.00,,,Fixed price,https://www.ebay.com/itm/126671183994
1904-S Morgan Silver One $1 Dollar - San Francisco RC931,127124094481,"Mar 17, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127124094481
"1904-S MORGAN SILVER DOLLAR, KEY BETTER DATE/MINT VERY CHOICE VF (M066)",127134936194,"Mar 31, 2026",$185.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127134936194
1904-S Morgan Dollar US $1 Coin 90% Silver Key Date VF/XF,127742469160,"Mar 22, 2026",$112.50,$5.99,,,Auction,https://www.ebay.com/itm/127742469160
1904-S Morgan Dollar NGC VF30 KEY DATE $1 Mid Grade Coin,127762136324,"Apr 1, 2026",$283.50,$5.52,,,Fixed price,https://www.ebay.com/itm/127762136324
1904-S Morgan Silver Dollar #21054,127789813732,"Apr 3, 2026",$100.00,$4.99,,,Fixed price,https://www.ebay.com/itm/127789813732
1904-O Morgan Dollar S$1 ICG MS64+,136948650655,"Mar 31, 2026",$117.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136948650655
1904-s $1 Morgan Silver Dollar. Semi Key Date. GENUINE U.S. MINT.,136960586549,"Mar 17, 2026",$94.00,$5.90,,,Fixed price,https://www.ebay.com/itm/136960586549
1904 S San Francisco Morgan Silver Dollar $1 Fine FN F/VF,137111426788,"Mar 16, 2026",$95.00,$7.70,,,Fixed price,https://www.ebay.com/itm/137111426788
1904 S $1 Morgan Silver One Dollar US Coin San Francisco,137163817911,"Mar 26, 2026",$99.99,$0.00,,,Fixed price,https://www.ebay.com/itm/137163817911
1904-S Morgan Silver Dollar Solid VF **SEMI-KEY DATE**,146902483740,"Mar 31, 2026",$174.95,$0.00,,,Fixed price,https://www.ebay.com/itm/146902483740
1904-S Morgan Silver Dollar VF E398 JKLM,147126401675,"Mar 17, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147126401675
1904-O Morgan Silver Dollar NGC MS63 S$1 NEW ORLEANS Minted No Reserve,147155278507,"Mar 15, 2026",$90.00,$1.65,,,Auction,https://www.ebay.com/itm/147155278507
1904-S $1 MORGAN SILVER DOLLAR,147179893902,"Mar 8, 2026",$77.00,$7.00,,,Auction,https://www.ebay.com/itm/147179893902
1904 S Morgan Silver Dollar,147212849383,"Mar 24, 2026",$87.00,$6.49,,,Auction,https://www.ebay.com/itm/147212849383
1904 S Morgan Silver Dollar ANACS VG 8 Details Altered Surface,147219614198,"Mar 28, 2026",$64.00,$6.49,,,Auction,https://www.ebay.com/itm/147219614198
1904 S $1 Morgan Silver Dollar,147224991374,"Apr 2, 2026",$191.00,$0.00,,,Auction,https://www.ebay.com/itm/147224991374
BETTER DATE 1904-S MORGAN SILVER DOLLAR ABOUT XF,155625753840,"Mar 31, 2026",$179.99,$0.00,,,Fixed price,https://www.ebay.com/itm/155625753840
1904 *S* MORGAN SILVER DOLLAR *NICE COIN!* FREE SHIPPING! M2950,156624259016,"Mar 31, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/156624259016
1904-S Morgan Dollar : PCGS XF40,157709345654,"Mar 15, 2026",$489.99,$14.95,,,Fixed price,https://www.ebay.com/itm/157709345654
1904-O Morgan Silver Dollar PCGS MS64 S$1 New Orleans Minted No Reserve,157728699907,"Mar 15, 2026",$119.02,$3.50,,,Auction,https://www.ebay.com/itm/157728699907
1904-O Morgan Silver Dollar PCGS MS64 S$1 New Orleans Minted No Reserve,157763186227,"Mar 25, 2026",$107.55,$0.00,,,Auction,https://www.ebay.com/itm/157763186227
1904-O Morgan Silver Dollar PCGS MS64 S$1 New Orleans Minted No Reserve,157763203772,"Mar 25, 2026",$107.55,$0.00,,,Auction,https://www.ebay.com/itm/157763203772
1904-O Morgan Silver Dollar PCGS MS64 S$1 New Orleans Minted No Reserve,157779329721,"Apr 1, 2026",$98.55,$3.50,,,Auction,https://www.ebay.com/itm/157779329721
1904-S MORGAN SILVER DOLLAR XF TOUGH DATE SAN FRANCISCO MINT,157792292635,"Mar 31, 2026",$225.00,$7.95,,,Fixed price,https://www.ebay.com/itm/157792292635
1904-S Morgan Silver Dollar VF Tough Date San Francisco Mint,157796652649,"Mar 31, 2026",$100.00,$7.70,,,Fixed price,https://www.ebay.com/itm/157796652649
1904-S Morgan Dollar VF-Very Fine 90% Silver $1 US Coin # 2133,167584954242,"Mar 31, 2026",$199.95,$5.95,,,Fixed price,https://www.ebay.com/itm/167584954242
1904-S PCGS XF45 Morgan Dollar - Much Better Date (387),167957154285,"Mar 10, 2026",$619.00,$0.00,,,Fixed price,https://www.ebay.com/itm/167957154285
1904 S San Francisco Morgan Silver Dollar $1 Fine FN F/VF+ SCRATCHED OBVERSE,168208318130,"Apr 4, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168208318130
"1904 S $1 NGC XF 45 Morgan Silver Dollar, Scarce Semi-KEY Date Certified Coin",168222154763,"Mar 15, 2026",$540.00,$0.00,,,Auction,https://www.ebay.com/itm/168222154763
1904 S Morgan Silver Dollar,168223140904,"Mar 11, 2026",$70.00,$8.49,,,Auction,https://www.ebay.com/itm/168223140904
1904-S Morgan Silver Dollar NGC XF 40,168239116288,"Apr 2, 2026",$375.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168239116288
1904-S $1 Morgan Silver Dollar - 90% Silver- San Francisco,177959045010,"Mar 14, 2026",$73.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177959045010
1904 US Morgan One Dollar S$1 Silver Coin-I,177975413213,"Mar 29, 2026",$68.00,$0.00,,,Auction,https://www.ebay.com/itm/177975413213
1904 US Morgan One Dollar S$1 Silver Coin-II,177975413240,"Mar 29, 2026",$76.00,$0.00,,,Auction,https://www.ebay.com/itm/177975413240
1904-S Morgan Silver Dollar - PCGS VF 30 GOLD SHIELD,177984369355,"Mar 23, 2026",$240.00,$10.00,,,Fixed price,https://www.ebay.com/itm/177984369355
1904 S PCGS VF 25 Morgan Silver Dollar ☆☆ GOLD SHIELD,177984373692,"Mar 25, 2026",$200.00,$10.00,,,Fixed price,https://www.ebay.com/itm/177984373692
1904-S MORGAN SILVER DOLLAR ~ FINE ~NICE COIN~,186914860293,"Mar 23, 2026",$86.99,$5.75,,,Fixed price,https://www.ebay.com/itm/186914860293
1904 S Morgan Silver Dollar Original VF,127705172400,"Feb 28, 2026",$119.50,$5.07,,,Auction,https://www.ebay.com/itm/127705172400,1
1904-S Morgan Silver Dollar $1 ICG VF25,134976583699,"Mar 4, 2026",$170.00,$0.00,,,Fixed price,https://www.ebay.com/itm/134976583699,1
1904-S Morgan Silver Dollar $1 PCGS F12,136027669796,"Feb 9, 2026",$122.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136027669796,1
1904-S Morgan Dollar Tough Date! #DTH6,136440131728,"Jan 23, 2026",$83.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136440131728,1
,,"Jan 7, 2026",$153.00,$0.00,,,Fixed price,,1
,,"Oct 27, 2025",$140.00,$2.06,,,Auction,,1
,,"Oct 21, 2025",$122.50,$4.00,,,Auction,,1
,,"Nov 5, 2025",$47.00,$0.00,,,Auction,,1
,,"Jan 9, 2026",$325.00,$0.00,,,Fixed price,,1
,,"Nov 11, 2025",$62.95,$0.00,,,Auction,,1
,,"Nov 20, 2025",$63.00,$7.50,,,Auction,,1
,,"Nov 30, 2025",$356.33,$0.00,,,Auction,,1
,,"Nov 27, 2025",$37.00,$6.50,,,Auction,,1
,,"Dec 7, 2025",$64.95,$0.00,,,Auction,,1
1904 S Morgan Silver Dollar $1 - G - Good,136840770423,"Jan 23, 2026",$73.99,$0.00,,,Fixed price,https://www.ebay.com/itm/136840770423,1
,,"Dec 19, 2025",$59.00,$0.78,,,Auction,,1
,,"Dec 30, 2025",$62.95,$0.00,,,Auction,,1
,,"Jan 4, 2026",$67.00,$0.00,,,Auction,,1
,,"Jan 1, 2026",$105.00,$4.50,,,Fixed price,,1
1904 S $1 Morgan Silver One Dollar US Coin San Francisco,136898969176,"Mar 2, 2026",$119.99,$0.00,,,Fixed price,https://www.ebay.com/itm/136898969176,1
1904 S Morgan Silver Dollar. Guaranteed Authentic. Nice Coin.,136902884545,"Jan 15, 2026",$68.90,$0.00,,,Fixed price,https://www.ebay.com/itm/136902884545,1
,,"Jan 4, 2026",$77.00,$4.87,,,Auction,,1
,,"Jan 9, 2026",$62.95,$0.00,,,Auction,,1
,,"Jan 4, 2026",$14.00,$4.00,,,Fixed price,,1
,,"Jan 13, 2026",$65.00,$0.00,,,Auction,,1
G/VG 1904-S Morgan Silver Dollar (1 coin) *4369,136929821294,"Jan 14, 2026",$68.01,$0.00,,,Auction,https://www.ebay.com/itm/136929821294,1
"1904 S Morgan Dollar, Semi-Rare Date, Problem Free. See Photos",136934948881,"Jan 14, 2026",$66.88,$3.52,,,Auction,https://www.ebay.com/itm/136934948881,1
"1904-S Morgan Silver Dollar, San Francisco USA, Rare Collectible See Pics",136935662904,"Jan 16, 2026",$60.00,$4.95,,,Auction,https://www.ebay.com/itm/136935662904,1
Early - 1904-S Morgan Silver Dollar - 90% US Coin *560,136937970428,"Jan 15, 2026",$83.52,$0.00,,,Auction,https://www.ebay.com/itm/136937970428,1
"1903-S*MORGAN SILVER DOLLAR EXTREMELY RARE""MICRO-S""R3 -GREAT SOLID/AU ORIGINAL",136941946703,"Feb 14, 2026",$196.00,$11.87,,,Fixed price,https://www.ebay.com/itm/136941946703,1
VG/F 1904-S Morgan Silver Dollar (1 coin) *3446,136949405531,"Jan 21, 2026",$74.95,$0.00,,,Auction,https://www.ebay.com/itm/136949405531,1
G/VG 1904-S Morgan Silver Dollar (1 coin) *9873,136952540946,"Jan 22, 2026",$76.00,$0.00,,,Auction,https://www.ebay.com/itm/136952540946,1
1904-S Morgan Silver Dollar With VF Details Beautiful No Reserve!,136972763887,"Jan 27, 2026",$100.00,$4.88,,,Auction,https://www.ebay.com/itm/136972763887,1
VG/F 1904-S Morgan Silver Dollar (1 coin) *9613,136973692017,"Jan 29, 2026",$80.00,$0.00,,,Auction,https://www.ebay.com/itm/136973692017,1
Early - 1904-S Morgan Silver Dollar - 90% US Coin *299,137002922159,"Feb 5, 2026",$75.00,$0.00,,,Auction,https://www.ebay.com/itm/137002922159,1
Early - 1904-S Morgan Silver Dollar - 90% US Coin *462,137008057010,"Feb 7, 2026",$69.00,$0.00,,,Auction,https://www.ebay.com/itm/137008057010,1
1904-S Morgan Silver Dollar Better Date,137011949879,"Mar 4, 2026",$180.00,$4.99,,,Fixed price,https://www.ebay.com/itm/137011949879,1
1904 S VG Morgan Dollar Very Good 90% Silver US Key Date ~~LOOK~~,137026885861,"Feb 14, 2026",$114.27,$5.20,,,Auction,https://www.ebay.com/itm/137026885861,1
VG/F 1904-S Morgan Silver Dollar (1 coin) *6604,137029341977,"Feb 17, 2026",$79.95,$0.00,,,Auction,https://www.ebay.com/itm/137029341977,1
1904-S Morgan Silver Dollar *3618,137043299794,"Apr 8, 2026",$265.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137043299794,1
1904-S Morgan Silver Dollar $1 - Lower Mintage Date / Nice Original Coin! - NR!,137045869701,"Feb 22, 2026",$135.50,$0.00,,,Auction,https://www.ebay.com/itm/137045869701,1
G/VG 1904-S Morgan Silver Dollar (1 coin) *0376,137191211695,"Apr 9, 2026",$79.95,$0.00,,,Auction,https://www.ebay.com/itm/137191211695,1
1904-S XF Details Morgan Silver Dollar Semi Key Date VG++ m5,137202710067,"Apr 9, 2026",$104.50,$8.50,,,Auction,https://www.ebay.com/itm/137202710067,1
1904 S Morgan Dollar NGC G 6 Silver Dollar $1,137216140194,"Apr 11, 2026",$102.04,$5.20,,,Fixed price,https://www.ebay.com/itm/137216140194,1
,,"Dec 28, 2025",$629.00,$0.00,,,Fixed price,,1
1904-S Morgan Silver Dollar,146489321840,"Oct 22, 2025",$180.00,$0.00,,,Fixed price,https://www.ebay.com/itm/146489321840,1
"1904-S Morgan Dollar PCGS G-04 Lowball, Buy 3 Items, Get $5 Off!!",146565788330,"Feb 13, 2026",$99.00,$0.00,,,Fixed price,https://www.ebay.com/itm/146565788330,1
1904-S AU50 Morgan Silver Dollar CACG,146569806289,"Jan 3, 2026","$1,600.00",$0.00,,,Fixed price,https://www.ebay.com/itm/146569806289,1
1904-S VF35 Morgan Silver Dollar CACG,146569837444,"Dec 9, 2025",$370.00,$0.00,,,Fixed price,https://www.ebay.com/itm/146569837444,1
1904-S XF40 Morgan Silver Dollar NGC,146726539641,"Jan 6, 2026",$470.00,$0.00,,,Fixed price,https://www.ebay.com/itm/146726539641,1
,,"Oct 22, 2025",$50.00,$5.99,,,Fixed price,,1
,,"Dec 13, 2025",$45.00,$4.65,,,Fixed price,,1
,,"Oct 17, 2025",$75.00,$0.00,,,Fixed price,,1
,,"Oct 22, 2025",$55.00,$0.00,,,Fixed price,,1
,,"Dec 4, 2025",$50.00,$0.00,,,Fixed price,,1
,,"Oct 21, 2025",$65.00,$5.99,,,Auction,,1
,,"Oct 27, 2025",$88.00,$4.76,,,Auction,,1
,,"Nov 18, 2025",$163.57,$0.00,,,Auction,,1
,,"Nov 17, 2025",$47.00,$5.49,,,Auction,,1
,,"Nov 18, 2025",$39.51,$0.73,,,Auction,,1
,,"Nov 29, 2025",$38.00,$5.49,,,Auction,,1
,,"Nov 30, 2025",$43.50,$5.49,,,Auction,,1
,,"Nov 25, 2025",$430.00,$0.00,,,Fixed price,,1
,,"Nov 25, 2025",$127.00,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$65.00,$1.61,,,Auction,,1
,,"Dec 23, 2025",$82.98,$7.50,,,Auction,,1
,,"Dec 27, 2025",$90.00,$3.95,,,Auction,,1
,,"Dec 23, 2025",$53.66,$5.49,,,Auction,,1
,,"Dec 27, 2025",$117.50,$9.99,,,Auction,,1
,,"Jan 8, 2026",$51.00,$3.10,,,Auction,,1
1904 S Morgan Silver Dollar,147090421978,"Jan 20, 2026",$96.49,$5.49,,,Auction,https://www.ebay.com/itm/147090421978,1
1904 S Morgan Silver Dollar,147107017639,"Jan 28, 2026",$82.54,$5.49,,,Auction,https://www.ebay.com/itm/147107017639,1
1904 S Morgan Silver Dollar,147109271479,"Jan 29, 2026",$82.27,$4.65,,,Auction,https://www.ebay.com/itm/147109271479,1
