Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1878-1904 Morgan Dollar Roll Gem BU UNCIRCULATED 20 Coins S, O, CC Bullion",365823450528,"Apr 3, 2026","$1,936.00",$0.00,,,Fixed price,https://www.ebay.com/itm/365823450528
✯ MS63 Morgan Silver Dollars PCGS NGC ✯ 1878-1904 ✯ P S O Mints,275982947514,"Mar 29, 2026",$146.96,$0.00,,,Fixed price,https://www.ebay.com/itm/275982947514
"1904-S Morgan Dollar, Uncertified, NR",117054413953,"Mar 7, 2026",$67.00,$4.95,,,Auction,https://www.ebay.com/itm/117054413953
1904 S Morgan Silver Dollar,117065010710,"Mar 8, 2026","$2,486.20",$0.00,,,Auction,https://www.ebay.com/itm/117065010710
1904 S $1 UNITED STATES MORGAN 90% SILVER DOLLAR KM# 110 KEY,117086284195,"Mar 16, 2026",$120.00,$4.95,,,Fixed price,https://www.ebay.com/itm/117086284195
1904-S Silver Morgan Dollar EF45,117093213613,"Mar 17, 2026",$440.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117093213613
1904-S Morgan Silver Dollar “Key Date” RARE Looks XF VERY RARE,117101988036,"Mar 27, 2026",$76.76,$6.99,,,Auction,https://www.ebay.com/itm/117101988036
VG/F 1904-S Morgan Silver Dollar (1 coin),126671183994,"Apr 2, 2026",$99.95,$0.00,,,Fixed price,https://www.ebay.com/itm/126671183994
1904-S Morgan Silver One $1 Dollar - San Francisco RC931,127124094481,"Mar 17, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127124094481
"1904-S MORGAN SILVER DOLLAR, KEY BETTER DATE/MINT VERY CHOICE VF (M066)",127134936194,"Mar 31, 2026",$185.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127134936194
1904-S Morgan Dollar US $1 Coin 90% Silver Key Date VF/XF,127742469160,"Mar 22, 2026",$112.50,$5.99,,,Auction,https://www.ebay.com/itm/127742469160
1904-S Morgan Dollar NGC VF30 KEY DATE $1 Mid Grade Coin,127762136324,"Apr 1, 2026",$283.50,$5.52,,,Fixed price,https://www.ebay.com/itm/127762136324
1904-S Morgan Silver Dollar #21054,127789813732,"Apr 3, 2026",$100.00,$4.99,,,Fixed price,https://www.ebay.com/itm/127789813732
1904-O Morgan Dollar S$1 ICG MS64+,136948650655,"Mar 31, 2026",$117.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136948650655
1904-s $1 Morgan Silver Dollar. Semi Key Date. GENUINE U.S. MINT.,136960586549,"Mar 17, 2026",$94.00,$5.90,,,Fixed price,https://www.ebay.com/itm/136960586549
1904 S San Francisco Morgan Silver Dollar $1 Fine FN F/VF,137111426788,"Mar 16, 2026",$95.00,$7.70,,,Fixed price,https://www.ebay.com/itm/137111426788
1904 S $1 Morgan Silver One Dollar US Coin San Francisco,137163817911,"Mar 26, 2026",$99.99,$0.00,,,Fixed price,https://www.ebay.com/itm/137163817911
1904-S Morgan Silver Dollar Solid VF **SEMI-KEY DATE**,146902483740,"Mar 31, 2026",$174.95,$0.00,,,Fixed price,https://www.ebay.com/itm/146902483740
1904-S Morgan Silver Dollar VF E398 JKLM,147126401675,"Mar 17, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147126401675
1904-O Morgan Silver Dollar NGC MS63 S$1 NEW ORLEANS Minted No Reserve,147155278507,"Mar 15, 2026",$90.00,$1.65,,,Auction,https://www.ebay.com/itm/147155278507
1904-S $1 MORGAN SILVER DOLLAR,147179893902,"Mar 8, 2026",$77.00,$7.00,,,Auction,https://www.ebay.com/itm/147179893902
1904 S Morgan Silver Dollar,147212849383,"Mar 24, 2026",$87.00,$6.49,,,Auction,https://www.ebay.com/itm/147212849383
1904 S Morgan Silver Dollar ANACS VG 8 Details Altered Surface,147219614198,"Mar 28, 2026",$64.00,$6.49,,,Auction,https://www.ebay.com/itm/147219614198
1904 S $1 Morgan Silver Dollar,147224991374,"Apr 2, 2026",$191.00,$0.00,,,Auction,https://www.ebay.com/itm/147224991374
BETTER DATE 1904-S MORGAN SILVER DOLLAR ABOUT XF,155625753840,"Mar 31, 2026",$179.99,$0.00,,,Fixed price,https://www.ebay.com/itm/155625753840
1904 *S* MORGAN SILVER DOLLAR *NICE COIN!* FREE SHIPPING! M2950,156624259016,"Mar 31, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/156624259016
1904-S Morgan Dollar : PCGS XF40,157709345654,"Mar 15, 2026",$489.99,$14.95,,,Fixed price,https://www.ebay.com/itm/157709345654
1904-O Morgan Silver Dollar PCGS MS64 S$1 New Orleans Minted No Reserve,157728699907,"Mar 15, 2026",$119.02,$3.50,,,Auction,https://www.ebay.com/itm/157728699907
1904-O Morgan Silver Dollar PCGS MS64 S$1 New Orleans Minted No Reserve,157763186227,"Mar 25, 2026",$107.55,$0.00,,,Auction,https://www.ebay.com/itm/157763186227
1904-O Morgan Silver Dollar PCGS MS64 S$1 New Orleans Minted No Reserve,157763203772,"Mar 25, 2026",$107.55,$0.00,,,Auction,https://www.ebay.com/itm/157763203772
1904-O Morgan Silver Dollar PCGS MS64 S$1 New Orleans Minted No Reserve,157779329721,"Apr 1, 2026",$98.55,$3.50,,,Auction,https://www.ebay.com/itm/157779329721
1904-S MORGAN SILVER DOLLAR XF TOUGH DATE SAN FRANCISCO MINT,157792292635,"Mar 31, 2026",$225.00,$7.95,,,Fixed price,https://www.ebay.com/itm/157792292635
1904-S Morgan Silver Dollar VF Tough Date San Francisco Mint,157796652649,"Mar 31, 2026",$100.00,$7.70,,,Fixed price,https://www.ebay.com/itm/157796652649
1904-S Morgan Dollar VF-Very Fine 90% Silver $1 US Coin # 2133,167584954242,"Mar 31, 2026",$199.95,$5.95,,,Fixed price,https://www.ebay.com/itm/167584954242
1904-S PCGS XF45 Morgan Dollar - Much Better Date (387),167957154285,"Mar 10, 2026",$619.00,$0.00,,,Fixed price,https://www.ebay.com/itm/167957154285
1904 S San Francisco Morgan Silver Dollar $1 Fine FN F/VF+ SCRATCHED OBVERSE,168208318130,"Apr 4, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168208318130
"1904 S $1 NGC XF 45 Morgan Silver Dollar, Scarce Semi-KEY Date Certified Coin",168222154763,"Mar 15, 2026",$540.00,$0.00,,,Auction,https://www.ebay.com/itm/168222154763
1904 S Morgan Silver Dollar,168223140904,"Mar 11, 2026",$70.00,$8.49,,,Auction,https://www.ebay.com/itm/168223140904
1904-S Morgan Silver Dollar NGC XF 40,168239116288,"Apr 2, 2026",$375.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168239116288
1904-S $1 Morgan Silver Dollar - 90% Silver- San Francisco,177959045010,"Mar 14, 2026",$73.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177959045010
1904 US Morgan One Dollar S$1 Silver Coin-I,177975413213,"Mar 29, 2026",$68.00,$0.00,,,Auction,https://www.ebay.com/itm/177975413213
1904 US Morgan One Dollar S$1 Silver Coin-II,177975413240,"Mar 29, 2026",$76.00,$0.00,,,Auction,https://www.ebay.com/itm/177975413240
1904-S Morgan Silver Dollar - PCGS VF 30 GOLD SHIELD,177984369355,"Mar 23, 2026",$240.00,$10.00,,,Fixed price,https://www.ebay.com/itm/177984369355
1904 S PCGS VF 25 Morgan Silver Dollar ☆☆ GOLD SHIELD,177984373692,"Mar 25, 2026",$200.00,$10.00,,,Fixed price,https://www.ebay.com/itm/177984373692
1904-S MORGAN SILVER DOLLAR ~ FINE ~NICE COIN~,186914860293,"Mar 23, 2026",$86.99,$5.75,,,Fixed price,https://www.ebay.com/itm/186914860293
"1878-1904 Morgan Dollar Gem BU Uncirculated Roll S Mint & S End, PQ Collection",365501404694,"Mar 19, 2026",$993.32,$41.57,,,Fixed price,https://www.ebay.com/itm/365501404694,44
"1878-1904 Morgan Dollar Roll Gem BU UNCIRCULATED 20 Coins S, O, CC Bullion",365823450528,"Apr 13, 2026","$1,897.38",$0.00,,,Fixed price,https://www.ebay.com/itm/365823450528,24
✯ MS64 MORGAN SILVER DOLLARS PCGS / NGC ✅ 1878-1904 ✅ P S O Mints Coins Estate,295860780833,"Jan 17, 2026",$156.41,$46.61,,,Fixed price,https://www.ebay.com/itm/295860780833,40
"1878-1904 Uncirculated Morgan Dollar Roll 10 Coins CC & S End, Gem BU Collection",365501397734,"Apr 2, 2026","$1,290.32",$59.01,,,Fixed price,https://www.ebay.com/itm/365501397734,22
VG/F 1904-S Morgan Silver Dollar (1 coin),126671183994,"Apr 2, 2026",$77.32,$0.00,,,Fixed price,https://www.ebay.com/itm/126671183994,11
✯ MS63 Morgan Silver Dollars PCGS NGC ✯ 1878-1904 ✯ P S O Mints,275982947514,"Mar 29, 2026",$123.11,$0.00,,,Fixed price,https://www.ebay.com/itm/275982947514,20
(1) BU/Unc 1878-1904 P/O/S Morgan Silver Dollar - 90% Silver Bulk Lot Collection,131950903538,"Oct 22, 2025",$65.26,$19.23,,,Fixed price,https://www.ebay.com/itm/131950903538,21
1878-1904 Roll of 20 Morgan Dollars - XF / AU - High Grade - P D S - Set,365208924332,"Jan 5, 2026","$1,233.60",$0.00,,,Fixed price,https://www.ebay.com/itm/365208924332,10
VF 1904-S Morgan Silver Dollar (1 coin),135244737515,"Jan 12, 2026",$150.09,$0.00,,,Fixed price,https://www.ebay.com/itm/135244737515,5
"1878-1904 Morgan Dollar BU Uncirculated Half Roll 10 Coins Choice O, S, P Mint",365251207772,"Jan 8, 2026",$739.20,$0.00,,,Fixed price,https://www.ebay.com/itm/365251207772,5
[Removed] Item 157448615085,157448615085,"Nov 23, 2025",$27.00,$4.99,,,Fixed price,,4
1878-1904 MORGAN DOLLAR GEM UNCIRCULATED BEAUTIFUL COINS 🌟S MINT MARK🌟,364824762212,"Feb 4, 2026",$127.33,$0.00,,,Fixed price,https://www.ebay.com/itm/364824762212,3
,,"Nov 7, 2025",$31.99,$5.00,,,Fixed price,,2
"✯1878-1904 Morgan Silver Dollar P,S,O ✯ 1x PCGS/NGC Graded From Estate Coin Lot✯",274811499287,"Mar 3, 2026",$141.26,$15.97,,,Fixed price,https://www.ebay.com/itm/274811499287,2
G/VG 1904-S Morgan Silver Dollar (1 coin),365064396332,"Dec 30, 2025",$60.85,$0.00,,,Fixed price,https://www.ebay.com/itm/365064396332,2
"1878-1904 Morgan Dollar AU/CU Choice Slider Pre 21 From Original Roll O, P, S",365475549298,"Mar 3, 2026",$99.00,$0.00,,,Fixed price,https://www.ebay.com/itm/365475549298,6
1904 S Morgan Silver Dollar,115631765593,"Jan 17, 2026",$62.00,$4.95,,,Fixed price,https://www.ebay.com/itm/115631765593,1
,,"Jan 2, 2026",$109.95,$7.95,,,Fixed price,,1
Affordable Key Date 1904-S Morgan Silver Dollar,116730911140,"Feb 10, 2026",$59.00,$4.75,,,Fixed price,https://www.ebay.com/itm/116730911140,1
,,"Nov 7, 2025",$37.01,$1.90,,,Auction,,1
,,"Jan 10, 2026",$75.00,$4.95,,,Fixed price,,1
,,"Jan 1, 2026",$75.00,$4.95,,,Fixed price,,1
,,"Nov 23, 2025",$70.00,$5.09,,,Auction,,1
,,"Nov 30, 2025",$152.50,$5.86,,,Auction,,1
,,"Jan 6, 2026",$27.00,$0.00,,,Auction,,1
"1904-S VF Morgan silver dollar. ANACS VF20 details, cleaned. #2",116969745785,"Jan 26, 2026",$87.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116969745785,1
,,"Nov 7, 2025",$166.00,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$210.00,$0.00,,,Fixed price,,1
,,"Oct 31, 2025",$62.00,$4.95,,,Fixed price,,1
,,"Oct 17, 2025",$125.00,$0.00,,,Fixed price,,1
1904-S Morgan Silver Dollar VF20 ICG *4249,127365035898,"Mar 4, 2026",$144.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127365035898,1
,,"Dec 9, 2025",$180.00,$0.00,,,Fixed price,,1
1904-S Morgan Silver Dollar *5113,127402734903,"Feb 6, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127402734903,1
,,"Oct 26, 2025",$112.50,$4.00,,,Auction,,1
,,"Nov 2, 2025",$64.00,$0.00,,,Fixed price,,1
,,"Oct 28, 2025",$70.00,$0.00,,,Auction,,1
,,"Oct 26, 2025",$119.26,$0.00,,,Auction,,1
,,"Nov 9, 2025",$39.99,$5.99,,,Auction,,1
,,"Nov 6, 2025",$152.50,$2.66,,,Auction,,1
,,"Nov 12, 2025",$56.01,$5.00,,,Auction,,1
,,"Nov 6, 2025",$35.24,$4.76,,,Fixed price,,1
,,"Nov 24, 2025",$154.00,$7.00,,,Auction,,1
,,"Nov 28, 2025",$378.00,$0.00,,,Auction,,1
,,"Dec 14, 2025",$64.95,$0.00,,,Auction,,1
** 1904-S Morgan SILVER DOLLAR $1 ** Better Date TONED,127560707870,"Jan 19, 2026",$62.00,$5.95,,,Fixed price,https://www.ebay.com/itm/127560707870,1
,,"Dec 30, 2025",$66.00,$0.00,,,Auction,,1
,,"Jan 1, 2026",$62.95,$0.00,,,Auction,,1
,,"Jan 2, 2026",$62.95,$0.00,,,Auction,,1
,,"Jan 9, 2026",$405.00,$5.25,,,Auction,,1
,,"Jan 11, 2026",$136.50,$0.00,,,Auction,,1
Morgan Silver Dollar & Peace Silver Dollar lot Of 3 Collectors Rare 1904 S 1897,127631677913,"Jan 19, 2026",$216.00,$5.45,,,Auction,https://www.ebay.com/itm/127631677913,1
1904-S Morgan Silver Dollar PCGS VF20 Better Date,127649544726,"Jan 28, 2026",$185.00,$5.07,,,Fixed price,https://www.ebay.com/itm/127649544726,1
Early - 1904-S Morgan Silver Dollar - 90% US Coin *408,127651555087,"Feb 2, 2026",$71.00,$0.00,,,Auction,https://www.ebay.com/itm/127651555087,1
Early - 1904-S Morgan Silver Dollar - 90% US Coin *204,127655537620,"Feb 4, 2026",$67.00,$0.00,,,Auction,https://www.ebay.com/itm/127655537620,1
VG/F 1904-S Morgan Silver Dollar (1 coin) *0876,127662045839,"Feb 9, 2026",$79.95,$0.00,,,Auction,https://www.ebay.com/itm/127662045839,1
"lot of 5 Morgan silver dollars, 1892 O,1894 O, 1898 S, 1900 O, 1904",127665852180,"Feb 9, 2026",$330.00,$5.75,,,Auction,https://www.ebay.com/itm/127665852180,1
1904-S San Francisco Mint Morgan Silver Dollar Fine,127673648798,"Feb 15, 2026",$69.69,$0.00,,,Auction,https://www.ebay.com/itm/127673648798,1
1904-S San Francisco Mint Morgan Silver Dollar Very Fine,127673648898,"Feb 15, 2026",$89.85,$0.00,,,Auction,https://www.ebay.com/itm/127673648898,1
Early - 1904-S Morgan Silver Dollar - 90% US Coin *298,127679874732,"Feb 16, 2026",$66.00,$0.00,,,Auction,https://www.ebay.com/itm/127679874732,1
1904-S San Francisco Mint Morgan Silver Dollar Very Fine,127686504110,"Feb 22, 2026",$91.89,$0.00,,,Auction,https://www.ebay.com/itm/127686504110,1
G/VG 1904-S Morgan Silver Dollar (1 coin) *3930,127699420662,"Mar 1, 2026",$79.95,$0.00,,,Auction,https://www.ebay.com/itm/127699420662,1
