Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Vintage Comics NM+ Individual Through Bulk Dozens of Series + More 35% OFF 4+,126744264538,"Apr 2, 2026",$1.49,$1.00,,,Fixed price,https://www.ebay.com/itm/126744264538
B1988- 1988-89 Pacific Legends I + II BB #s 1-220 -You Pick- 15+ FREE US SHIP,234729141829,"Mar 18, 2026",$0.71,$0.10,,,Fixed price,https://www.ebay.com/itm/234729141829
1988 Proof set. Genuine. complete and original as issued by US Mint.,353038680703,"Mar 27, 2026",$5.50,$2.81,,,Fixed price,https://www.ebay.com/itm/353038680703
A8140- 1988 Fleer Update Glossy BB Card #s 1-132 -You Pick- 15+ FREE US SHIP,336035177472,"Apr 5, 2026",$0.80,$0.89,,,Fixed price,https://www.ebay.com/itm/336035177472
1988 S Clad PROOF Gem Cameo Kennedy Half Dollar Coin from US Proof Set,403916545139,"Mar 17, 2026",$4.95,$0.00,,,Fixed price,https://www.ebay.com/itm/403916545139
B6149- 1988 ProCards Minor League Ast Teams Cards5 -You Pick- 15+ FREE US SHIP,236483478727,"Mar 27, 2026",$2.33,$1.09,,,Fixed price,https://www.ebay.com/itm/236483478727
B7648- 1988 Dodgers Mother's Cookies Card #s 1-28 -You Pick- 15+ FREE US SHIP,236516052006,"Mar 23, 2026",$3.51,$0.10,,,Fixed price,https://www.ebay.com/itm/236516052006
B6149- 1988 ProCards Minor League Ast Teams Cards7 -You Pick- 15+ FREE US SHIP,257223369043,"Mar 31, 2026",$2.02,$0.10,,,Fixed price,https://www.ebay.com/itm/257223369043
1988 US Proof Set in OGP,144907865036,"Mar 11, 2026",$9.99,$0.00,,,Fixed price,https://www.ebay.com/itm/144907865036
1988-S US Mint Proof Set 5 Coin Set OGP COA Original Government Packaging,145591687216,"Mar 22, 2026",$12.24,$0.00,,,Fixed price,https://www.ebay.com/itm/145591687216
1988S MINT SEALED US PROOF SET BLAZING COINS ALL ORIG GOVT PKG FREE SHIPPING WOW,327031853162,"Mar 27, 2026",$9.33,$0.00,,,Fixed price,https://www.ebay.com/itm/327031853162
B2232- 1988 Fleer Glossy BB Cards 501-660 +Inserts -You Pick- 15+ FREE US SHIP,234766125395,"Apr 3, 2026",$0.71,$0.00,,,Fixed price,https://www.ebay.com/itm/234766125395
B4987- 1988 Score Rookie/Traded BB Card #s 1-110 -You Pick- 15+ FREE US SHIP,256951063141,"Mar 25, 2026",$4.87,$1.09,,,Fixed price,https://www.ebay.com/itm/256951063141
1988 Clad Proof Single Set US Mint Original Government Packaging OGP,257326487772,"Mar 31, 2026",$10.99,$5.57,,,Fixed price,https://www.ebay.com/itm/257326487772
1988 S Proof Set US Mint Uncirculated Coin Set,326899118573,"Mar 16, 2026",$12.59,$1.00,,,Fixed price,https://www.ebay.com/itm/326899118573
1979 - 1988 US Mint Proof Sets - 10 sets in OGP,327061361036,"Mar 24, 2026",$83.00,$0.00,,,Fixed price,https://www.ebay.com/itm/327061361036
B6149- 1988 ProCards Minor League Ast Teams Cards2 -You Pick- 15+ FREE US SHIP,335736645200,"Mar 21, 2026",$1.31,$0.00,,,Fixed price,https://www.ebay.com/itm/335736645200
