Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Australia 2025 $1 1-oz Lunar Silver Year of the Snake BU,387492775496,"Feb 1, 2026",$102.45,$0.00,,,Fixed price,https://www.ebay.com/itm/387492775496
2025 Lunar Year of the Snake NGC MS70 1oz $1 Silver Coin Colored (Light Blue) FR,267260638690,"Mar 5, 2026",$106.91,$22.39,,,Fixed price,https://www.ebay.com/itm/267260638690
2025 Australia 1 oz Silver Lunar Snake BU (Series III),126676992415,"Apr 5, 2026",$72.80,$0.00,,,Fixed price,https://www.ebay.com/itm/126676992415
2025-1/4oz Color Lunar Year Of The Snake-BU Silver Coin 9999 Perth Australia🔥,116952689703,"Apr 9, 2026",$40.05,$0.00,,,Fixed price,https://www.ebay.com/itm/116952689703
2025 $1 Australia Lunar Silver Year of the Snake 1 oz BU,176630935885,"Feb 1, 2026",$103.86,$0.00,,,Fixed price,https://www.ebay.com/itm/176630935885
2025 COLORED Lunar Year of the SNAKE 1oz Silver $1 Coin In Capsule $1,326542481907,"Mar 8, 2026",$89.63,$59.72,,,Fixed price,https://www.ebay.com/itm/326542481907
Lot of 10 - 2025 $1 Australia Lunar Silver Year of the Snake 1 oz BU,205824183208,"Feb 1, 2026",$969.66,$0.00,,,Fixed price,https://www.ebay.com/itm/205824183208
2025 Australia Lunar Series III Year of the Snake 1 oz Silver Colorized BU Coin,297285598925,"Jan 14, 2026",$78.64,$0.00,,,Fixed price,https://www.ebay.com/itm/297285598925
,,"Nov 24, 2025",$59.45,$0.00,,,Fixed price,
2025 Australia Opal Series Lunar Year of the SNAKE 1oz Silver Proof $1 Coin,226592218775,"Mar 23, 2026",$218.02,$41.03,,,Fixed price,https://www.ebay.com/itm/226592218775
2025-1 oz Color Lunar Year Of The Snake-BU Silver Coin 9999 Perth Australia🔥,116952723013,"Mar 5, 2026",$124.52,$0.00,,,Fixed price,https://www.ebay.com/itm/116952723013
2025 ANDA Melbourne Lunar Year of the Snake NGC MS70 1oz $1 Silver Coin Colored,267238809000,"Mar 24, 2026",$170.22,$0.00,,,Fixed price,https://www.ebay.com/itm/267238809000
2025 Australia Opal Series Lunar Year of the SNAKE 1 oz Silver Proof Perth Mint,167346725736,"Mar 4, 2026",$195.46,$21.97,,,Fixed price,https://www.ebay.com/itm/167346725736
2025 Australia Lunar Series III Year of the Snake 1 oz Silver BU Coin,365212733228,"Jan 7, 2026",$69.43,$9.23,,,Fixed price,https://www.ebay.com/itm/365212733228
2025 Year of the Snake 1/2 oz .9999 Silver Lunar Coin Perth Australia Ltd Mint🐍,116569654259,"Jan 28, 2026",$52.51,$0.00,,,Fixed price,https://www.ebay.com/itm/116569654259
2025 Australia Opal Series Lunar Year of the SNAKE 1 oz Silver Proof $1 Coin NEW,167336699825,"Jan 23, 2026",$183.38,$19.79,,,Fixed price,https://www.ebay.com/itm/167336699825
2025 COLORED Lunar Year of the SNAKE 1/2oz Silver Half $ Coin In Capsule 50c,326521472624,"Feb 5, 2026",$48.26,$0.00,,,Fixed price,https://www.ebay.com/itm/326521472624
"2025 Australia 1 oz Silver Lunar Snake BU (Colorized, SIII)",116537540850,"Apr 5, 2026",$93.53,$49.99,,,Fixed price,https://www.ebay.com/itm/116537540850
2025 Australia Lunar Year of the SNAKE GILDED 1oz Silver $1 Coin w/OGP/BOX Gilt,326343955357,"Feb 19, 2026",$132.05,$0.00,,,Fixed price,https://www.ebay.com/itm/326343955357
2025 Australia Lunar Year of the Snake 1 oz .9999 Fine silver coin In capsule,156422075396,"Mar 25, 2026",$101.10,$23.05,,,Fixed price,https://www.ebay.com/itm/156422075396
2025 P Australia Lunar Year of the SNAKE 1oz Silver $1 Coin Series3 In Capsule,226353428572,"Jan 15, 2026",$77.29,$0.00,,,Fixed price,https://www.ebay.com/itm/226353428572
2025 Year of the SNAKE BABY 1/2oz .9999 Silver Proof Half Dollar Coin Lunar,326344018091,"Feb 7, 2026",$82.10,$0.00,,,Fixed price,https://www.ebay.com/itm/326344018091
2025 Proof $1 Australian Lunar Silver Year of the Snake 1 oz OGP & COA,176681993186,"Dec 28, 2025",$89.95,$0.00,,,Fixed price,https://www.ebay.com/itm/176681993186
Roll of 20 - 2025 $1 Australia Lunar Silver Year of the Snake 1 oz BU,205824183207,"Jan 31, 2026","$1,847.56",$0.00,,,Fixed price,https://www.ebay.com/itm/205824183207
,,"Jan 10, 2026",$79.37,$0.00,,,Fixed price,
AUSTRALIAN 2025 Lunar Year of the SNAKE 1oz $1 Silver .9999 HIGH RELIEF COIN,326343977599,"Mar 30, 2026",$147.80,$0.00,,,Fixed price,https://www.ebay.com/itm/326343977599
"2025 Australia 1/2 oz Silver Lunar Snake BU (Colorized, SIII)",146478629586,"Apr 5, 2026",$60.08,$0.00,,,Fixed price,https://www.ebay.com/itm/146478629586
PF70 NGC 2025 Australia Opal Series Lunar Year of the SNAKE 1oz Silver Proof OGP,167388658395,"Feb 4, 2026",$261.13,$0.00,,,Fixed price,https://www.ebay.com/itm/167388658395
2025 Australia Opal Series Lunar Year of the SNAKE 1 oz Silver Proof BOX COA NEW,168100813532,"Mar 11, 2026",$217.25,$0.00,,,Fixed price,https://www.ebay.com/itm/168100813532
,,"Nov 3, 2025",$86.07,$0.00,,,Fixed price,
2025 Australia Snake Dragon Privy Series III 1 oz .999 Silver BU Coin,297087222616,"Mar 26, 2026",$106.20,$0.00,,,Fixed price,https://www.ebay.com/itm/297087222616
,,"Dec 24, 2025",$25.79,$4.95,,,Fixed price,
2025 AUS 1 oz Silver Lunar Snake BU SIII (MD® Premier+PCGS),116331497314,"Mar 31, 2026",$88.08,$0.00,,,Fixed price,https://www.ebay.com/itm/116331497314
2025 Australia 1/2 oz Silver Lunar Snake Colorized 'Fu' (in Card),116429018895,"Jan 18, 2026",$43.69,$0.00,,,Fixed price,https://www.ebay.com/itm/116429018895
"2025 Australia 1 oz Silver Lunar Snake (Gilded, w/Box & COA)",126827530510,"Mar 25, 2026",$141.74,$0.00,,,Fixed price,https://www.ebay.com/itm/126827530510
,,"Dec 15, 2025",$73.09,$4.82,,,Fixed price,
Australia Perth Mint 2025 Lunar Snake 1 oz Silver bar,297294949671,"Jan 12, 2026",$91.88,$0.00,,,Fixed price,https://www.ebay.com/itm/297294949671
2025 Year of the SNAKE 1oz SILVER $1 Lunar Rotating Charm ANTIQUED COIN,326438268583,"Apr 9, 2026",$150.60,$0.00,,,Fixed price,https://www.ebay.com/itm/326438268583
2025 Tuvalu 1/2 oz Silver Lunar Baby Snake Proof (Colorized),126809901240,"Feb 27, 2026",$75.40,$0.00,,,Fixed price,https://www.ebay.com/itm/126809901240
Lot of 5 - 2025 $1 Australia Lunar Silver Year of the Snake 1 oz BU,205894906835,"Feb 1, 2026",$412.36,$0.00,,,Fixed price,https://www.ebay.com/itm/205894906835
2025 Australia 1/2 oz Silver Lunar Snake BU (Series III),256815918156,"Jan 19, 2026",$44.96,$0.00,,,Fixed price,https://www.ebay.com/itm/256815918156
2025 Australia Colored Silver Lunar Year of the SNAKE NGC MS 70 1/2 oz Coin,256928567582,"Feb 17, 2026",$92.62,$0.00,,,Fixed price,https://www.ebay.com/itm/256928567582
2025 Australia .9999 Silver Lunar Year of the Snake NGC MS70 1oz $1 Coin FR,267018755533,"Jan 26, 2026",$110.60,$0.00,,,Fixed price,https://www.ebay.com/itm/267018755533
2025 Australia OPAL LUNAR Year of the Snake 1 oz Silver Proof Coin NGC PF70 FR,267195194099,"Feb 21, 2026",$313.98,$26.45,,,Fixed price,https://www.ebay.com/itm/267195194099
,,"Dec 12, 2025",$108.99,$0.00,,,Fixed price,
2025 Proof Lunar Year of the Snake Perth Australia 1/2 oz Silver Coin Ltd Mint🐍,116569639640,"Feb 15, 2026",$67.62,$0.00,,,Fixed price,https://www.ebay.com/itm/116569639640
,,"Dec 26, 2025",$92.20,$15.81,,,Fixed price,
"2025 Australia 1 oz Silver Lunar Snake (Gilded, w/ COA)",146264568432,"Jan 22, 2026",$105.76,$49.99,,,Fixed price,https://www.ebay.com/itm/146264568432
"2025 Australia 1/2 oz Silver Lunar Snake BU (Colorized, SIII)",187673358064,"Jan 31, 2026",$60.59,$9.53,,,Fixed price,https://www.ebay.com/itm/187673358064
,,"Oct 18, 2025",$61.00,$0.00,,,Fixed price,
2025 Lunar Year of the Snake NGC MS70 1oz $1 Silver Coin Colored (Light Blue) FR,267260638690,"Mar 5, 2026",$107.15,$22.39,,,Fixed price,https://www.ebay.com/itm/267260638690,69
2025-1/4oz Color Lunar Year Of The Snake-BU Silver Coin 9999 Perth Australia🔥,116952689703,"Apr 12, 2026",$40.04,$0.00,,,Fixed price,https://www.ebay.com/itm/116952689703,55
2025 Australia 1 oz Silver Lunar Snake BU (Series III),126676992415,"Apr 14, 2026",$77.08,$0.00,,,Fixed price,https://www.ebay.com/itm/126676992415,60
2025 $1 Australia Lunar Silver Year of the Snake 1 oz BU,176630935885,"Feb 1, 2026",$105.98,$0.00,,,Fixed price,https://www.ebay.com/itm/176630935885,35
2025 COLORED Lunar Year of the SNAKE 1oz Silver $1 Coin In Capsule $1,326542481907,"Mar 8, 2026",$93.56,$59.72,,,Fixed price,https://www.ebay.com/itm/326542481907,29
,,"Jan 14, 2026",$78.91,$0.00,,,Fixed price,,39
2025 Australia Opal Series Lunar Year of the SNAKE 1oz Silver Proof $1 Coin,226592218775,"Apr 14, 2026",$220.58,$41.03,,,Fixed price,https://www.ebay.com/itm/226592218775,23
,,"Nov 24, 2025",$59.12,$0.00,,,Fixed price,,25
2025 Australia Opal Series Lunar Year of the SNAKE 1 oz Silver Proof $1 Coin NEW,167336699825,"Jan 23, 2026",$184.08,$19.79,,,Fixed price,https://www.ebay.com/itm/167336699825,12
2025 COLORED Lunar Year of the SNAKE 1/2oz Silver Half $ Coin In Capsule 50c,326521472624,"Feb 5, 2026",$48.96,$0.00,,,Fixed price,https://www.ebay.com/itm/326521472624,12
"2025 Australia 1 oz Silver Lunar Snake BU (Colorized, SIII)",116537540850,"Apr 5, 2026",$98.66,$49.99,,,Fixed price,https://www.ebay.com/itm/116537540850,11
2025 Australia Lunar Year of the SNAKE GILDED 1oz Silver $1 Coin w/OGP/BOX Gilt,326343955357,"Feb 19, 2026",$137.79,$0.00,,,Fixed price,https://www.ebay.com/itm/326343955357,13
,,"Jan 10, 2026",$81.22,$0.00,,,Fixed price,,11
AUSTRALIAN 2025 Lunar Year of the SNAKE 1oz $1 Silver .9999 HIGH RELIEF COIN,326343977599,"Mar 30, 2026",$144.23,$0.00,,,Fixed price,https://www.ebay.com/itm/326343977599,9
"2025 Australia 1/2 oz Silver Lunar Snake BU (Colorized, SIII)",146478629586,"Apr 5, 2026",$62.61,$0.00,,,Fixed price,https://www.ebay.com/itm/146478629586,7
PF70 NGC 2025 Australia Opal Series Lunar Year of the SNAKE 1oz Silver Proof OGP,167388658395,"Feb 4, 2026",$262.71,$0.00,,,Fixed price,https://www.ebay.com/itm/167388658395,7
2025 Australia Colored Silver Lunar Year of the SNAKE NGC MS 70 1/2 oz Coin,256928567582,"Apr 11, 2026",$99.46,$0.00,,,Fixed price,https://www.ebay.com/itm/256928567582,11
,,"Nov 3, 2025",$86.74,$0.00,,,Fixed price,,9
2025 Proof Lunar Year of the Snake Perth Australia 1/2 oz Silver Coin Ltd Mint🐍,116569639640,"Apr 11, 2026",$69.79,$0.00,,,Fixed price,https://www.ebay.com/itm/116569639640,8
2025 Australia 1/2 oz Silver Lunar Snake Colorized 'Fu' (in Card),116429018895,"Jan 18, 2026",$44.55,$0.00,,,Fixed price,https://www.ebay.com/itm/116429018895,6
2025 Tuvalu 1/2 oz Silver Lunar Baby Snake Proof (Colorized),126809901240,"Feb 27, 2026",$78.14,$0.00,,,Fixed price,https://www.ebay.com/itm/126809901240,5
2025 P Australia Lunar Year of the SNAKE Double Happiness XI 1oz Silver Coin,226634843554,"Jan 26, 2026",$108.04,$0.00,,,Fixed price,https://www.ebay.com/itm/226634843554,5
2025 Australia .9999 Silver Lunar Year of the Snake NGC MS70 1/2oz 50c Coin FR,267018760664,"Jan 26, 2026",$92.47,$0.00,,,Fixed price,https://www.ebay.com/itm/267018760664,7
2025 Australia OPAL LUNAR Year of the Snake 1 oz Silver Proof Coin NGC PF70 ER,267201072430,"Feb 16, 2026",$408.16,$0.00,,,Fixed price,https://www.ebay.com/itm/267201072430,5
,,"Nov 10, 2025",$58.24,$0.00,,,Fixed price,,20
,,"Dec 19, 2025",$68.51,$0.00,,,Fixed price,,19
2025 P Australia Silver Lunar Series III Year of the Snake 1/2 oz 50C - BU,305796652395,"Apr 7, 2026",$39.74,$0.00,,,Fixed price,https://www.ebay.com/itm/305796652395,5
2025 P Australia Silver Lunar Year of the Snake 1/2 oz 50C - 1 Roll 20 BU Coins,375663598266,"Nov 21, 2025",$553.08,$0.00,,,Fixed price,https://www.ebay.com/itm/375663598266,6
,,"Jan 6, 2026",$97.46,$0.00,,,Fixed price,,5
,,"Jan 13, 2026",$51.96,$0.00,,,Fixed price,,8
"2025 Australia 1 oz Silver Lunar Snake (Gilded, w/ COA)",146264568432,"Jan 22, 2026",$107.96,$49.99,,,Fixed price,https://www.ebay.com/itm/146264568432,4
2025 Australia PROOF COLORED Lunar Year of the SNAKE 1oz Silver $1 Coin NEW,167233253108,"Jan 26, 2026",$137.50,$19.06,,,Fixed price,https://www.ebay.com/itm/167233253108,4
,,"Jan 13, 2026",$309.99,$0.00,,,Fixed price,,5
Australian Lunar Series 2025 Year of the Snake 1oz Silver Colorized Coin,205286525936,"Jan 18, 2026",$105.50,$16.00,,,Fixed price,https://www.ebay.com/itm/205286525936,4
2025 Australian Lunar Series III Year of the Snake 1oz Silver Coin,205586109758,"Jan 23, 2026",$98.67,$8.23,,,Fixed price,https://www.ebay.com/itm/205586109758,9
2025 Australia PROOF Lunar Year of the SNAKE 1/2oz Silver Half Dollar Coin S-III,226400670554,"Feb 20, 2026",$74.42,$42.93,,,Fixed price,https://www.ebay.com/itm/226400670554,5
2025 LUNAR SERIES-3 YEAR OF THE SNAKE 1oz SILVER TRIO $1 3-coin Set 3oz-total,226455974012,"Jan 22, 2026",$332.50,$0.00,,,Fixed price,https://www.ebay.com/itm/226455974012,4
2025 LUNAR YEAR OF THE SNAKE QUADRANT SILVER $1 4-coin-set 4x 1oz Fan-shape,226543046949,"Feb 14, 2026",$452.53,$0.00,,,Fixed price,https://www.ebay.com/itm/226543046949,4
,,"Jan 10, 2026",$42.00,$4.49,,,Fixed price,,4
2025 Australia Lunar Year of the Snake 1 oz .999 Silver Proof Coin Perth Mint,395874967687,"Jan 25, 2026",$114.95,$0.00,,,Fixed price,https://www.ebay.com/itm/395874967687,9
,,"Dec 27, 2025",$52.41,$0.00,,,Fixed price,,6
2025 Year of the Snake 1/4 oz .9999 Fine Silver Coin Colorized Lunar Zodiac,406500598068,"Feb 3, 2026",$35.37,$5.01,,,Fixed price,https://www.ebay.com/itm/406500598068,4
2025 Year of the Snake Dragon Privy 1oz .9999 Lunar Silver Coin Perth Australia,116569652331,"Feb 18, 2026",$100.62,$0.00,,,Fixed price,https://www.ebay.com/itm/116569652331,3
2025 AUSTRALIA LUNAR YEAR OF THE SNAKE 1OZ SILVER 24K GOLD GILT NGC MS70 LOW POP,116998183585,"Feb 23, 2026",$189.67,$0.00,,,Fixed price,https://www.ebay.com/itm/116998183585,3
,,"Jan 12, 2026",$82.95,$7.33,,,Fixed price,,3
2025 Australia 1/2 oz Silver Lunar Snake Colorized 'Fu' (in Card),168084682487,"Feb 2, 2026",$65.95,$0.00,,,Fixed price,https://www.ebay.com/itm/168084682487,3
Lot of 100 - 2025 $1 Australia Lunar Silver Year of the Snake 1 oz BU,177545281327,"Jan 28, 2026","$11,573.82",$0.00,,,Fixed price,https://www.ebay.com/itm/177545281327,3
,,"Dec 16, 2025",$83.58,$5.24,,,Fixed price,,3
2025 Australia Lunar Year of the Snake Silver Proof 3-Coin Set 2oz 1oz 1/2oz,226400791081,"Mar 9, 2026",$497.41,$0.00,,,Fixed price,https://www.ebay.com/itm/226400791081,3
,,"Dec 28, 2025",$39.95,$5.23,,,Fixed price,,3
2025 COLORED Lunar Year of the SNAKE 1/2oz Silver Half $ Coin In Capsule 50c,227130348461,"Feb 23, 2026",$71.33,$0.00,,,Fixed price,https://www.ebay.com/itm/227130348461,3
2025 Australia 1/2 oz Silver Lunar Year of The Snake 50c Coin BU with capsule,236421198869,"Jan 17, 2026",$43.87,$5.07,,,Fixed price,https://www.ebay.com/itm/236421198869,4
