Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1996 Proof set. Genuine. complete and original as issued by US Mint.,352634392913,"Apr 5, 2026",$8.50,$2.66,,,Fixed price,https://www.ebay.com/itm/352634392913
B6919- 1996 Topps Stars Bk Card #s 1-150 +Inserts -You Pick- 15+ FREE US SHIP,336045781132,"Apr 5, 2026",$0.88,$0.35,,,Fixed price,https://www.ebay.com/itm/336045781132
A5561- 1996-97 Donruss Hockey Cards 1-240 +Rookies -You Pick- 15+ FREE US SHIP,234374883987,"Apr 5, 2026",$0.86,$0.10,,,Fixed price,https://www.ebay.com/itm/234374883987
A6906- 1996 Stadium Club Members Only BB #s 251-450 -You Pick- 15+ FREE US SHIP,256895401579,"Apr 4, 2026",$1.09,$0.10,,,Fixed price,https://www.ebay.com/itm/256895401579
1996 Proof & Uncirculated Annual US Mint Coin Sets PDS 15 Coins - Bonus W Dime,205940061582,"Apr 4, 2026",$30.16,$0.00,,,Fixed price,https://www.ebay.com/itm/205940061582
A9069- 1996-97 Donruss Canadian Ice Hk Cards 1-150 -You Pick- 15+ FREE US SHIP,335345183843,"Apr 4, 2026",$0.69,$0.00,,,Fixed price,https://www.ebay.com/itm/335345183843
B1476- 1996-97 Skybox Impact Hockey Card #s 1-175 -You Pick- 15+ FREE US SHIP,234664543352,"Apr 4, 2026",$0.79,$0.00,,,Fixed price,https://www.ebay.com/itm/234664543352
B1937- 1996 Topps Baseball Cards 251-440 +Inserts -You Pick- 15+ FREE US SHIP,334581595391,"Apr 4, 2026",$0.79,$0.35,,,Fixed price,https://www.ebay.com/itm/334581595391
1968~2025 S Roosevelt Dime Gem Proof Clad Run 58 Coin Run Set US Mint Lot,275321200858,"Apr 4, 2026",$172.95,$0.00,,,Fixed price,https://www.ebay.com/itm/275321200858
A8879- 1996 Stadium Club BB Card #s 1-253 +Rookies -You Pick- 15+ FREE US SHIP,334447839544,"Apr 3, 2026",$0.95,$0.43,,,Fixed price,https://www.ebay.com/itm/334447839544
1996-S United States Proof Set US Mint Original Government Packaging Box & COA,303989300669,"Apr 3, 2026",$7.95,$4.25,,,Fixed price,https://www.ebay.com/itm/303989300669
B1286- 1996 Metal Universe BB Cards 1-250 +Inserts -You Pick- 15+ FREE US SHIP,335439346499,"Apr 2, 2026",$0.83,$0.10,,,Fixed price,https://www.ebay.com/itm/335439346499
B6938- 1996 Flair Gold w/Silver lettering BB 1-250 -You Pick- 15+ FREE US SHIP,336413415045,"Apr 2, 2026",$1.11,$0.00,,,Fixed price,https://www.ebay.com/itm/336413415045
B7334- 1996 Collector's Edge Ice Hk 1-200 +Inserts -You Pick- 15+ FREE US SHIP,257134832307,"Apr 2, 2026",$0.82,$0.00,,,Fixed price,https://www.ebay.com/itm/257134832307
Pokemon Japanese Base Set - Set Cards NM to MP - US Seller,166458358782,"Apr 2, 2026",$1.89,$0.21,,,Fixed price,https://www.ebay.com/itm/166458358782
