Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1992 Mexico 1oz Silver Libertad,147312207248,"May 24, 2026",$145.50,$0.00,,,Auction,https://www.ebay.com/itm/147312207248,1
1992 Mexican Libertad 1 oz .999 Silver Round,168370801243,"May 24, 2026",$119.00,$5.40,,,Fixed price,https://www.ebay.com/itm/168370801243,1
1992 Mo Mexico 1/20 oz Silver Libertad Coin CH / Gem UNC,147318977252,"May 20, 2026",$25.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147318977252,1
1992 Mo Mexico Libertad - 1/20 Troy Oz Onza .999 Fine Silver Fractional Coin,178132395585,"May 20, 2026",$18.50,$5.49,,,Auction,https://www.ebay.com/itm/178132395585,1
1992 Mexico One Oz Silver Libertad 1 Onza Plata Pura Ley .999 In Capsule Case,127861825048,"May 19, 2026",$104.57,$6.00,,,Auction,https://www.ebay.com/itm/127861825048,1
1992-Mo Mexico 1 oz Silver Onza Libertad - PCGS PF68 DCAM - Missing Feather,157863173222,"May 7, 2026",$385.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157863173222,1
"1992 Mexico Libertad 1/10oz,1/20oz Silver Coin",157865488015,"May 5, 2026",$79.00,$5.48,,,Fixed price,https://www.ebay.com/itm/157865488015,1
1992 Mexico Silver 1 oz Libertad with Dual Toning,147281083859,"May 4, 2026",$151.00,$5.72,,,Auction,https://www.ebay.com/itm/147281083859,1
1992 Mexico Silver Libertad 1 Onza Coin .999 1 oz UNC,147281101841,"May 4, 2026",$124.72,$0.00,,,Auction,https://www.ebay.com/itm/147281101841,1
1992 Mexico 1 Oz Silver Libertad Onza With Attractive Golden Toning,147281102983,"May 4, 2026",$123.50,$0.00,,,Auction,https://www.ebay.com/itm/147281102983,1
1992 Mexico 1 Oz Silver Libertad Onza With Rainbow Toning,147281104459,"May 4, 2026",$132.50,$0.00,,,Auction,https://www.ebay.com/itm/147281104459,1
1992-Mo Mexico Proof 1/10 oz Silver Libertad PCGS PR 69 DCAM,306097726543,"May 1, 2026",$91.95,$0.00,,,Fixed price,https://www.ebay.com/itm/306097726543,1
1992 1/10 Oz Onza Silver Libertad - PCGS PR69 DCAM - Proof Deep Cameo,157829331245,"Apr 29, 2026",$92.00,$2.95,,,Fixed price,https://www.ebay.com/itm/157829331245,1
"💥💥1989 MEXICO 1 oz LIBERTAD, CIRCULATED SILVER COIN ⭐⭐",389596440839,"Apr 29, 2026",$125.00,$5.60,,,Fixed price,https://www.ebay.com/itm/389596440839,1
1992 Mexico 1 oz Onza .999 Silver Libertad - A997,198302556617,"Apr 27, 2026",$112.50,$0.00,,,Auction,https://www.ebay.com/itm/198302556617,1
1992 Mo Mexico Libertad Onza 1 oz .999 Silver,336438588145,"Apr 27, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/336438588145,1
1992 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin [w8],168316497992,"Apr 25, 2026",$132.99,$5.48,,,Auction,https://www.ebay.com/itm/168316497992,1
1992 Mexico Libertad 1oz .999 Silver Coin Toned,188289682076,"Apr 24, 2026",$109.00,$5.00,,,Auction,https://www.ebay.com/itm/188289682076,1
1992 Mexico 1/2 oz .999 Silver Libertad Very Hard To Find! 1/2 Onza,287252146654,"Apr 23, 2026",$99.99,$6.00,,,Fixed price,https://www.ebay.com/itm/287252146654,1
1992 1 oz silver libertad Rare Date Semi Key Silver Coin Round,227287443299,"Apr 21, 2026",$133.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227287443299,3
1992 Mexico 1 oz Silver Libertad .999 Plata Pura BU Mexican Coin.⁹,389888360978,"Apr 21, 2026",$123.69,$0.00,,,Auction,https://www.ebay.com/itm/389888360978,1
1992 Mexico Libertad Onza Pura Plata 1 oz .999 Silver Coin *Better Date*,287268877194,"Apr 19, 2026",$120.50,$3.99,,,Auction,https://www.ebay.com/itm/287268877194,1
1992 MEXICO SILVER 1 Oz WINGED VICTORY LIBERTAD ALADA SATIN BU,327099371296,"Apr 19, 2026",$109.00,$5.95,,,Auction,https://www.ebay.com/itm/327099371296,1
RARE 1992 Mo MEXICO LIBERTAD ONZA 1 OZ .999 PCGS PR69 PROOF 69 DCAM DEEP CAMEO,157824034516,"Apr 16, 2026",$500.00,$15.00,,,Fixed price,https://www.ebay.com/itm/157824034516,1
Mexico 1992 Mo 1/20 Oz Onza Silver Proof Coin Libertad Angel Victory NGC PF69 UC,306704889679,"Apr 16, 2026",$84.94,$0.00,,,Fixed price,https://www.ebay.com/itm/306704889679,1
1992 Libertad 1/20 oz PCGS PR69DCAM .999 Pure Silver Proof Coin - 1 Coin,137209171947,"Apr 14, 2026",$90.00,$4.78,,,Fixed price,https://www.ebay.com/itm/137209171947,1
