Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Turquoise Beaded Buffalo Nickel Replica Earrings,176864831883,"Jun 17, 2026",$18.00,$0.00,,,Fixed price,https://www.ebay.com/itm/176864831883,1
American Arms Escort 380 pistol grips dark brown plastic with Buffalo Nickels,133520279972,"Jun 16, 2026",$48.60,$0.00,,,Fixed price,https://www.ebay.com/itm/133520279972,1
Vtg Earrings MARKED 1937 Buffalo Nickel 925 STERLING SILVER Pierced Dangle,198396351578,"Jun 5, 2026",$30.00,$5.73,,,Fixed price,https://www.ebay.com/itm/198396351578,1
"1937 INDIAN HEAD BUFFALO NICKEL 5 CENT GOLD COLOR 24"" NECKLACE EBS3081GLD/41623",394572434923,"Jun 1, 2026",$35.74,$0.00,,,Fixed price,https://www.ebay.com/itm/394572434923,2
Nickel Indian Head Coin Watch Leather Band Genuine U.S. Buffalo Rare Custom VTG,168352782739,"May 20, 2026",$69.99,$6.89,,,Fixed price,https://www.ebay.com/itm/168352782739,1
Indian Southwest Bezel Set 1930's Buffalo Nickel Pendant Coin Charm Necklace,183747746427,"May 19, 2026",$19.99,$0.00,,,Fixed price,https://www.ebay.com/itm/183747746427,1
Buffalo Nickel Cut Coin Lapel / Hat Pin,168370986740,"May 18, 2026",$4.99,$8.99,,,Fixed price,https://www.ebay.com/itm/168370986740,1
Buffalo nickel pendant and stainless chain,147293746264,"May 14, 2026",$7.00,$4.50,,,Auction,https://www.ebay.com/itm/147293746264,1
"Taurus PT58, PT92 compact decocker grips dark brown plastic +Buffalo nickels",132729998655,"May 13, 2026",$41.31,$0.00,,,Fixed price,https://www.ebay.com/itm/132729998655,1
"LAKE NORMAN'S Old General Store, MOORESVILLE, NC, BUFFALO STYLE 1, Wooden Nickel",178053901123,"May 9, 2026",$7.03,$0.00,,,Fixed price,https://www.ebay.com/itm/178053901123,1
Lot of 32 Vintage Antique Dateless Toned Authentic Buffalo Nickel Charm Pendants,206204962227,"May 9, 2026",$26.00,$0.00,,,Fixed price,https://www.ebay.com/itm/206204962227,1
ANTIQUE SOUTHWEST BEZEL SET 1936 BUFFALO NICKEL PENDANT COIN CHARM NECKLACE,183763344482,"May 7, 2026",$19.99,$0.00,,,Fixed price,https://www.ebay.com/itm/183763344482,1
"Buffalo Nickel Coin and Western Theme Watch, Works",157846009455,"Apr 24, 2026",$60.00,$24.37,,,Fixed price,https://www.ebay.com/itm/157846009455,1
"1926 Buffalo Nickel In Gold Tone Arrow Shaped Pendant 24"" Necklace Unmarked",187855439970,"Apr 23, 2026",$19.00,$4.50,,,Fixed price,https://www.ebay.com/itm/187855439970,1
"Lot Vintage Collectible Advertising Premium Golf Ball Markers, Buffalo Nickel",204846849326,"Apr 23, 2026",$9.99,$8.10,,,Fixed price,https://www.ebay.com/itm/204846849326,1
