Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1943-D Walking Liberty Half Dollar ~ BU/Uncirculated ~ 90% Silver,296582926877,"Feb 24, 2026",$47.32,$3.98,,,Fixed price,https://www.ebay.com/itm/296582926877,3
1943 Walking Liberty Half Dollar CHOICE BU Uncirculated US Silver Coin MQ,394694257093,"Feb 12, 2026",$58.75,$0.00,,,Fixed price,https://www.ebay.com/itm/394694257093,4
1943 Walking Liberty Half Dollar 50c MS65 NGC Miles Standish Label,127302850395,"Feb 10, 2026",$119.43,$0.00,,,Fixed price,https://www.ebay.com/itm/127302850395,9
,,"Feb 10, 2026",$30.50,$4.94,,,Fixed price,,2
,,"Feb 6, 2026",$32.61,$5.13,,,Fixed price,,5
,,"Feb 4, 2026",$49.95,$0.00,,,Fixed price,,3
,,"Jan 28, 2026",$44.00,$0.00,,,Fixed price,,2
,,"Jan 26, 2026",$111.36,$0.00,,,Fixed price,,11
1943 Philadelphia Silver Strike Walking Liberty Half Dollar Coin!,153888770168,"Jan 25, 2026",$34.95,$0.88,,,Fixed price,https://www.ebay.com/itm/153888770168,2
1943-P Walking Liberty Half Dollar NGC MS62,336262664595,"Jan 23, 2026",$55.00,$0.00,,,Fixed price,https://www.ebay.com/itm/336262664595,4
,,"Jan 19, 2026",$60.00,$0.00,,,Fixed price,,6
* 1943-P * CH-GEM BU MS WALKING LIBERTY HALF-DOLLAR * FROM ORIGINAL BANK BAG,167766526676,"Jan 18, 2026",$96.63,$15.54,,,Fixed price,https://www.ebay.com/itm/167766526676,3
,,"Jan 18, 2026",$60.00,$0.00,,,Fixed price,,6
1943 Walking Liberty Silver Half Dollar - AU+ Or Better Free Shipping Included R,254825039588,"Jan 16, 2026",$34.99,$0.00,,,Fixed price,https://www.ebay.com/itm/254825039588,2
Walking Liberty Half Dollar Lot 1943 90% Silver Better Grade .50 Coin Circulated,376226431611,"Jan 13, 2026",$28.20,$7.50,,,Fixed price,https://www.ebay.com/itm/376226431611,6
1943-D Walking Liberty Half Dollar ~ Borderline Uncirculated (AU++) ~ 90% Silver,294386826974,"Jan 12, 2026",$30.00,$3.98,,,Fixed price,https://www.ebay.com/itm/294386826974,2
XF/AU 1943 Walking Liberty Half Dollar Polished,135241359122,"Jan 9, 2026",$31.20,$0.00,,,Fixed price,https://www.ebay.com/itm/135241359122,2
(LOT OF 3) AU S-MINT WALKING LIBERTY HALF DOLLARS FROM THE 1940s Randomly Picked,326431569541,"Jan 8, 2026",$122.31,$0.00,,,Fixed price,https://www.ebay.com/itm/326431569541,5
1943 Walking Liberty Half Dollar BU NGC Brown Label,127406883781,"Jan 1, 2026",$54.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127406883781,2
