Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
[Removed] Item 377255599172,377255599172,"Jun 18, 2026",$89.99,$0.00,,,Fixed price,,6
1896 US Morgan Silver Dollar $1 - BU,406919655078,"Jun 16, 2026",$72.88,$0.00,,,Fixed price,https://www.ebay.com/itm/406919655078,5
1896-P *GENTLY TONED* MORGAN SILVER DOLLAR 90% SILVER,267569970108,"Jun 12, 2026",$82.50,$6.00,,,Fixed price,https://www.ebay.com/itm/267569970108,2
1896-P Morgan Silver Dollar PCGS MS64 Blast White Nice Strike - STOCK,389726257208,"Jun 12, 2026",$133.00,$0.00,,,Fixed price,https://www.ebay.com/itm/389726257208,2
,,"Jun 11, 2026",$56.00,$0.00,,,Fixed price,,3
[Removed] Item 800085203116,800085203116,"May 30, 2026",$55.89,$0.00,,,Fixed price,,3
1896 O Morgan Dollar AU New Orleans Mint Silver $1,115921808043,"May 28, 2026",$135.00,$0.00,,,Fixed price,https://www.ebay.com/itm/115921808043,1
1896-O Morgan Silver Dollar PCGS AU55 - New Orleans Mint - Nice Detail,358554472820,"May 24, 2026",$73.00,$0.00,,,Fixed price,https://www.ebay.com/itm/358554472820,4
1896 Morgan Silver Dollar Lovely Dark Burnished Iridescent Toning Both Sides AU+,116053506727,"May 24, 2026",$87.95,$4.95,,,Fixed price,https://www.ebay.com/itm/116053506727,1
"1896 Morgan Silver Dollar, Lovely Dark Golden Toning Both Sides, Very High Grade",116053515485,"May 24, 2026",$88.95,$5.95,,,Fixed price,https://www.ebay.com/itm/116053515485,1
,,"May 20, 2026",$65.96,$0.00,,,Fixed price,,2
,,"May 13, 2026",$51.93,$0.00,,,Fixed price,,2
1896 $1 Morgan Silver Dollar PCGS MS65 Blue Label,206131700191,"May 10, 2026",$194.82,$0.00,,,Fixed price,https://www.ebay.com/itm/206131700191,2
,,"May 7, 2026",$49.23,$0.00,,,Fixed price,,7
1896 O MORGAN SILVER DOLLAR $1 COIN!!,236786284643,"May 4, 2026",$48.91,$0.00,,,Fixed price,https://www.ebay.com/itm/236786284643,3
"1896-S Morgan Silver Dollar Coin, Choice AU Tough Better Date++",397883690653,"May 4, 2026",$34.66,$0.00,,,Fixed price,https://www.ebay.com/itm/397883690653,15
1896 O Morgan Silver Dollar Circulated $1 Coin Collectible,366337130282,"Apr 25, 2026",$76.99,$0.00,,,Fixed price,https://www.ebay.com/itm/366337130282,3
1896 US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,375289940248,"Apr 23, 2026",$97.83,$0.00,,,Fixed price,https://www.ebay.com/itm/375289940248,33
"1884 (2) 1888-o , 1886, 1888, 1896 1897 (X6), 12 Morgan Dollar 90 Silver",298247003764,"Apr 22, 2026",$46.80,$8.89,,,Fixed price,https://www.ebay.com/itm/298247003764,12
[Removed] Item 406866275396,406866275396,"Apr 22, 2026",$33.33,$6.00,,,Fixed price,,3
1896 US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,375289940248,"Apr 15, 2026",$96.89,$0.00,,,Fixed price,https://www.ebay.com/itm/375289940248,32
[Removed] Item 178005385781,178005385781,"Apr 15, 2026",$30.28,$0.00,,,Fixed price,,14
1896 Morgan Silver Dollar NGC MS63 Bullion Plus Label Original Bag Fragment,177879399531,"Apr 10, 2026",$103.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177879399531,2
1896 US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,375289940248,"Apr 3, 2026",$96.13,$0.00,,,Fixed price,https://www.ebay.com/itm/375289940248
1896-O MORGAN SILVER DOLLAR COIN SILVER UNCIRCULATED CERTIFIED AU 53,117112342077,"Apr 3, 2026",$138.70,$23.95,,,Auction,https://www.ebay.com/itm/117112342077
1896 US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,375289940248,"Apr 3, 2026",$96.69,$0.00,,,Fixed price,https://www.ebay.com/itm/375289940248,31
EF/AU KEY DATE 1896 MORGAN SILVER DOLLAR SCARCE KEY DATE NICELY TONED M-1683,117090023469,"Apr 2, 2026",$97.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117090023469
MORGAN SILVER DOLLAR 1896 NICE FROSTY UNC 90% SILVER DOLLAR,117109718265,"Apr 2, 2026",$67.77,$5.95,,,Auction,https://www.ebay.com/itm/117109718265
1896-S Morgan Silver Dollar,117114778889,"Apr 2, 2026",$175.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117114778889
1896 P Morgan Silver Dollar NGC MS64,127568498602,"Apr 2, 2026",$130.68,$5.00,,,Fixed price,https://www.ebay.com/itm/127568498602
Rainbow Toned 1896 Silver Morgan Dollar Toning Both Side,117110011927,"Mar 31, 2026",$130.00,$6.99,,,Auction,https://www.ebay.com/itm/117110011927
B38 💎 1896 Morgan Silver Dollar A/U++ STUNNING Deep RAINBOW RIM Toning,127654477774,"Mar 31, 2026",$62.00,$5.75,,,Fixed price,https://www.ebay.com/itm/127654477774
1896-P Morgan Silver Dollar * Nice Details ** XF+ ** 90% Silver Coin,117069123508,"Mar 29, 2026",$59.75,$4.95,,,Fixed price,https://www.ebay.com/itm/117069123508
1896-S $1 MORGAN SILVER ONE DOLLAR,117101925751,"Mar 27, 2026",$82.56,$5.50,,,Auction,https://www.ebay.com/itm/117101925751
1896 Morgan Silver Dollar Almost Uncirculated,117106373739,"Mar 27, 2026",$65.01,$0.00,,,Fixed price,https://www.ebay.com/itm/117106373739
1896-O Morgan Silver Dollar AU Details,126625929727,"Mar 27, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126625929727
1896-O Morgan Silver Dollar AU Details,127676098190,"Mar 27, 2026",$175.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127676098190
1896 Silver Morgan Dollar $1 PCGS MS 66 CAC - 28038730,116867228175,"Mar 26, 2026",$675.00,$8.30,,,Fixed price,https://www.ebay.com/itm/116867228175
QA35 💎 STUNNER 1896 $1 Morgan Silver Dollar UNC BEAUTIFUL RIM GORGEOUS 🪙,127697187892,"Mar 24, 2026",$80.00,$6.55,,,Fixed price,https://www.ebay.com/itm/127697187892
(2) 1896-P-UNC Morgan Silver Dollar ~ Better Date,117089528896,"Mar 22, 2026",$113.89,$4.00,,,Auction,https://www.ebay.com/itm/117089528896
"Morgan Silver Dollar 1896 , circulated, extra fine details and brilliance",117092580011,"Mar 22, 2026",$79.95,$5.45,,,Auction,https://www.ebay.com/itm/117092580011
1896 Morgan Silver Dollar $1 Coin Uncertified US 0.9 Fineness,127681078126,"Mar 22, 2026",$64.00,$5.00,,,Fixed price,https://www.ebay.com/itm/127681078126
"1896-S US Morgan Silver Dollar, .900 Silver, XF Details, YOU GRADE",127708711654,"Mar 22, 2026",$299.95,$10.49,,,Fixed price,https://www.ebay.com/itm/127708711654
1896 Morgan Silver Dollar Brilliant Uncirculated Cameo With Slight Mirrors,127692859412,"Mar 21, 2026",$100.00,$8.30,,,Auction,https://www.ebay.com/itm/127692859412
1896-O PCGS MS61 Morgan Silver Dollar **RARE IN UNCIRCULATED GRADES!!** 52054,127461584519,"Mar 19, 2026","$1,899.95",$0.00,,,Fixed price,https://www.ebay.com/itm/127461584519
"Morgan Silver dollars 1882 p, 1884 p, 1890 p 1896 p - Grade Fine to Very Fine",127697751526,"Mar 18, 2026",$70.86,$5.99,,,Fixed price,https://www.ebay.com/itm/127697751526
,,"Mar 18, 2026",$70.86,$5.99,,,Fixed price,,5
1896 Morgan Silver Dollar PCGS MS-63 OGH Rattler,117080176725,"Mar 17, 2026",$118.50,$5.47,,,Auction,https://www.ebay.com/itm/117080176725
EF/AU KEY DATE 1896-O MORGAN SILVER DOLLAR SCARCE KEY DATE NICELY TONED M-1561,117086446764,"Mar 14, 2026",$95.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117086446764
1896 S Morgan Silver Dollar,125976205439,"Mar 14, 2026",$98.50,$7.45,,,Fixed price,https://www.ebay.com/itm/125976205439
Morgan Silver Dollar 1896 P 90% Silver Uncirculated/AU in Airtight case,116983598126,"Mar 13, 2026",$85.00,$5.25,,,Fixed price,https://www.ebay.com/itm/116983598126
1896-S Morgan Silver Dollar (cn16144),117028709503,"Mar 13, 2026",$85.00,$4.00,,,Fixed price,https://www.ebay.com/itm/117028709503
EF KEY DATE 1896 MORGAN SILVER DOLLAR SCARCE KEY DATE NICELY TONED M-1606,117075613111,"Mar 13, 2026",$97.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117075613111
1896 Morgan Silver Dollar Vam4 Dbl Stars ANACS MS61,126337715095,"Mar 13, 2026",$135.00,$4.95,,,Fixed price,https://www.ebay.com/itm/126337715095
1896-O AU Morgan Silver Dollar $1 New Orleans,127703791645,"Mar 11, 2026",$119.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127703791645
1896 S Morgan Dollar NGC VF 25,117065076369,"Mar 10, 2026",$175.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117065076369
1896 S San Francisco Morgan Silver Dollar $1 BETTER DATE 90% Coin VF,127256489651,"Mar 9, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127256489651
1896-S Morgan Silver One $1 Dollar - San Francisco R1380,127361183987,"Mar 9, 2026",$300.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127361183987
1896 S MORGAN SILVER DOLLAR F DETAILS SAN FRANCISCO MINT COIN,127651539683,"Mar 9, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127651539683
1896 $1 Morgan Silver Dollar,127714415493,"Mar 9, 2026",$89.99,$5.99,,,Auction,https://www.ebay.com/itm/127714415493
"Morgan Silver Dollar 1896 $1 Coin Circulated 0.9 Fineness Uncertified,",127713106254,"Mar 8, 2026",$58.00,$5.07,,,Auction,https://www.ebay.com/itm/127713106254
"Morgan Silver Dollar, 1896–S , ICG Certified, F15",117063074543,"Mar 7, 2026",$94.77,$4.99,,,Auction,https://www.ebay.com/itm/117063074543
1896-0 Morgan Silver Dollar,127705173138,"Mar 7, 2026",$56.00,$8.30,,,Auction,https://www.ebay.com/itm/127705173138
1896 Morgan Dollar High Grade,127714970104,"Mar 7, 2026",$63.00,$0.00,,,Auction,https://www.ebay.com/itm/127714970104
D23 💎 1896 $1 Morgan Silver Dollar UNC Rainbow Toned Rev,127707978669,"Mar 6, 2026",$85.00,$5.95,,,Auction,https://www.ebay.com/itm/127707978669
Early - 1896-O Morgan Silver Dollar - 90% US Coin *413,127712909701,"Mar 6, 2026",$70.00,$0.00,,,Auction,https://www.ebay.com/itm/127712909701
Early - 1896-O Morgan Silver Dollar - 90% US Coin *566,127713092683,"Mar 6, 2026",$70.00,$0.00,,,Auction,https://www.ebay.com/itm/127713092683
Early - 1896-O Morgan Silver Dollar - 90% US Coin *524,127713246861,"Mar 6, 2026",$67.20,$0.00,,,Auction,https://www.ebay.com/itm/127713246861
1896 Morgan Silver Dollar PCGS MS65,115511271497,"Mar 2, 2026",$349.99,$21.79,,,Fixed price,https://www.ebay.com/itm/115511271497,1
,,"Mar 2, 2026",$349.99,$21.79,,,Fixed price,,1
1896-O Morgan Silver Dollar $1 - New Orleans Mint - Tough Date! Raw Circulated,198113106079,"Feb 28, 2026",$73.33,$0.00,,,Fixed price,https://www.ebay.com/itm/198113106079,3
,,"Feb 28, 2026",$73.33,$0.00,,,Fixed price,,3
1896 $1 Morgan Silver Dollar NGC MS63 Bullion Plus Label Bag Fragment,147126548138,"Feb 26, 2026",$109.18,$0.00,,,Fixed price,https://www.ebay.com/itm/147126548138,2
"Morgan Silver Dollar, Silver Eagle Half, Mercury Dime Leather Belt Buckle",116375881451,"Feb 25, 2026",$179.99,$0.00,,,Fixed price,https://www.ebay.com/itm/116375881451,1
UNC/MS 1896 MORGAN SILVER DOLLAR DOLLAR BEAUTIFUL BRIGHT COLLECTOR COIN M-1416,177790360496,"Feb 23, 2026",$88.00,$5.25,,,Fixed price,https://www.ebay.com/itm/177790360496,2
VF 1896-S Morgan Silver Dollar (1 coin),365117527411,"Feb 21, 2026",$165.63,$0.00,,,Fixed price,https://www.ebay.com/itm/365117527411,3
1896 Morgan dollar NGC MS64 *VAM 20 bar 6 over 6 Hot50* BR,115801793323,"Feb 21, 2026",$150.00,$5.00,,,Fixed price,https://www.ebay.com/itm/115801793323,1
,,"Feb 21, 2026",$150.00,$5.00,,,Fixed price,,1
1896 Morgan Silver Dollar $1 VAM-11 ANACS MS62 4693308,116493622612,"Feb 7, 2026",$89.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116493622612,1
1896 MORGAN DOLLAR OBW ESTATE ROLL CHOICE-GEM BU UNCIRCULATED 90% SILVER,267085926164,"Feb 6, 2026",$132.56,$0.00,,,Fixed price,https://www.ebay.com/itm/267085926164,3
1883-o Morgan Dollar MS65 Original Bag Fragment NGC $1 US,116698025099,"Feb 3, 2026",$219.00,$7.55,,,Fixed price,https://www.ebay.com/itm/116698025099,1
1896 O Morgan Silver Dollar Pcgs Xf45,116778855616,"Feb 1, 2026",$99.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116778855616,1
1896 P MORGAN SILVER DOLLAR,115365069495,"Jan 28, 2026",$75.00,$8.20,,,Fixed price,https://www.ebay.com/itm/115365069495,1
,,"Jan 28, 2026",$75.00,$8.20,,,Fixed price,,1
1896 MORGAN SILVER DOLLAR ~ ~ CHOICE BU MS UNCIRCULATED ~ FRESH FROM ROLL,256618318790,"Jan 27, 2026",$99.95,$0.00,,,Fixed price,https://www.ebay.com/itm/256618318790,2
VF 1896-O Morgan Silver Dollar (1 coin),135244736222,"Jan 26, 2026",$64.46,$0.00,,,Fixed price,https://www.ebay.com/itm/135244736222,30
* 1896-P * CHOICE to GEM BU MS MORGAN SILVER DOLLAR * FROM ORIGINAL BANK BAG *,164752954103,"Jan 26, 2026",$137.95,$0.00,,,Fixed price,https://www.ebay.com/itm/164752954103,5
VF 1896-O Morgan Silver Dollar (1 coin),135244736222,"Jan 26, 2026",$65.46,$0.00,,,Fixed price,https://www.ebay.com/itm/135244736222,28
* 1896-P * CHOICE to GEM BU MS MORGAN SILVER DOLLAR * FROM ORIGINAL BANK BAG *,164752954103,"Jan 26, 2026",$139.95,$0.00,,,Fixed price,https://www.ebay.com/itm/164752954103,4
1896 P & 1897 O $1 GENUINE UNITED STATES MORGAN 90% SILVER DOLLAR KM# 110 LOT,116763649873,"Jan 23, 2026",$159.95,$4.95,,,Fixed price,https://www.ebay.com/itm/116763649873,1
1896 Morgan Dollar MS-63 PCGS,177787471458,"Jan 22, 2026",$89.95,$0.00,,,Fixed price,https://www.ebay.com/itm/177787471458,4
1896 CHOICE to GEM BU MS MORGAN SILVER DOLLAR ~ FROM ORIGINAL BANK BAG! ~ LOT,277569801421,"Jan 22, 2026",$135.00,$0.00,,,Fixed price,https://www.ebay.com/itm/277569801421,2
1896 O $1 Morgan Silver Dollar NGC XF45,116803105342,"Jan 22, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116803105342,1
,,"Jan 22, 2026",$89.95,$0.00,,,Fixed price,,4
,,"Jan 22, 2026",$135.00,$0.00,,,Fixed price,,2
G/VG 1896-S Morgan Silver Dollar (1 coin),365064395796,"Jan 19, 2026",$57.54,$0.00,,,Fixed price,https://www.ebay.com/itm/365064395796,12
"1896 BU/UNC Morgan Silver Dollar - PCS LEGENDS OF THE WEST, ""Wild Bill Hickock""",126556678691,"Jan 19, 2026",$84.95,$2.88,,,Fixed price,https://www.ebay.com/itm/126556678691,3
1896-P Morgan Silver Dollar ■ UNC-BU MS++ ■ Frosty PL ■ #2546,365974541348,"Jan 19, 2026",$72.48,$4.96,,,Fixed price,https://www.ebay.com/itm/365974541348,3
1896 morgan dollar PCGS MS64 ~,116921452042,"Jan 19, 2026",$110.00,$4.88,,,Fixed price,https://www.ebay.com/itm/116921452042,1
G/VG 1896-S Morgan Silver Dollar (1 coin),365064395796,"Jan 19, 2026",$57.86,$0.00,,,Fixed price,https://www.ebay.com/itm/365064395796,11
G/VG 1896-S Morgan Silver Dollar (1 coin),365064395796,"Jan 19, 2026",$58.39,$0.00,,,Fixed price,https://www.ebay.com/itm/365064395796,10
,,"Jan 19, 2026",$84.95,$2.88,,,Fixed price,,3
,,"Jan 19, 2026",$72.48,$4.96,,,Fixed price,,3
1896 Morgan Dollar Uncirculated Philadelphia Mint Nice BU Free Shipping!,116112160527,"Jan 16, 2026",$75.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116112160527,1
,,"Jan 16, 2026",$75.00,$0.00,,,Fixed price,,1
1896 Morgan Silver Dollar NGC MS63 $1,389306477488,"Jan 15, 2026",$89.95,$0.00,,,Fixed price,https://www.ebay.com/itm/389306477488,5
