Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1923-S Standing Liberty Quarter 25C 90% Silver NICE DETAILS KEY DATE!,206149943832,"Mar 24, 2026",$385.00,$0.00,,,Fixed price,https://www.ebay.com/itm/206149943832
1923-S Standing Liberty Quarter - Nice Grade -,306833473970,"Mar 24, 2026",$675.00,$12.95,,,Fixed price,https://www.ebay.com/itm/306833473970
1923-S Standing Liberty Silver Quarter Key Date,336483225779,"Mar 22, 2026",$635.56,$0.00,,,Auction,https://www.ebay.com/itm/336483225779
,,"Mar 21, 2026",$18.99,$9.99,,,Fixed price,
1923-S Standing Liberty Quarter 25c Coin,317993304694,"Mar 21, 2026",$476.71,$5.52,,,Auction,https://www.ebay.com/itm/317993304694
1923 S STANDING LIBERTY QUARTER / 3 AND PART OF 2 VISIBLE IN DATE,198179200996,"Mar 19, 2026",$356.69,$6.25,,,Auction,https://www.ebay.com/itm/198179200996
1923-S Standing Liberty Silver Quarter VG Uncertified #1004,298134383429,"Mar 17, 2026",$525.00,$0.00,,,Fixed price,https://www.ebay.com/itm/298134383429
1923-S Quarter Standing Liberty San Francisco Mint SLIVER COIN in FINE CONDIT,389710141693,"Mar 15, 2026",$27.00,$2.99,,,Fixed price,https://www.ebay.com/itm/389710141693
,,"Mar 15, 2026",$27.00,$2.99,,,Fixed price,,4
1923-S 25c Standing Liberty Silver Quarter - Series Key Date,267593409227,"Mar 14, 2026",$717.77,$4.25,,,Auction,https://www.ebay.com/itm/267593409227
1923-S Quarter Standing Liberty San Francisco Mint SLIVER COIN in FINE CONDIT,389572992772,"Mar 9, 2026",$27.00,$2.99,,,Fixed price,https://www.ebay.com/itm/389572992772
1923-S Standing Liberty Silver Quarter 25C ~ KEY DATE ~,206121470556,"Mar 9, 2026",$785.00,$18.99,,,Fixed price,https://www.ebay.com/itm/206121470556
,,"Mar 9, 2026",$27.00,$2.99,,,Fixed price,,2
1923 S Standing Liberty Silver Quarter 25C,257325265391,"Mar 7, 2026",$928.38,$1.99,,,Fixed price,https://www.ebay.com/itm/257325265391
,,"Mar 5, 2026","$1,930.00",$0.00,,,Fixed price,,1
,,"Feb 28, 2026",$9.95,$1.09,,,Fixed price,,2
,,"Feb 21, 2026",$28.99,$0.00,,,Fixed price,,2
,,"Feb 21, 2026",$584.99,$0.00,,,Fixed price,,1
,,"Feb 18, 2026",$660.00,$5.20,,,Auction,,1
,,"Feb 16, 2026",$375.00,$0.00,,,Fixed price,,1
[Removed] Item 286979557462,286979557462,"Feb 8, 2026",$25.90,$0.00,,,Fixed price,,10
,,"Feb 8, 2026",$28.99,$0.00,,,Fixed price,,2
,,"Feb 8, 2026","$1,050.00",$0.00,,,Fixed price,,1
,,"Feb 2, 2026",$24.00,$0.00,,,Fixed price,,2
,,"Feb 1, 2026",$36.00,$4.99,,,Auction,,1
1923-S Standing Liberty Quarter VG,115969622662,"Jan 27, 2026",$534.75,$0.00,,,Fixed price,https://www.ebay.com/itm/115969622662,1
,,"Jan 24, 2026","$1,480.00",$15.00,,,Fixed price,,1
,,"Jan 23, 2026",$245.00,$0.00,,,Fixed price,,1
,,"Jan 23, 2026","$1,281.45",$0.00,,,Fixed price,,1
,,"Jan 10, 2026",$45.00,$4.95,,,Fixed price,,1
,,"Jan 8, 2026",$27.59,$0.00,,,Fixed price,,7
,,"Jan 8, 2026",$498.00,$6.00,,,Fixed price,,1
,,"Jan 7, 2026",$99.99,$0.00,,,Fixed price,,1
,,"Jan 7, 2026","$1,295.00",$12.00,,,Fixed price,,1
