Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2016 $1 American Silver Eagle NGC MS69 Brown Label,175640863175,"Apr 1, 2026",$101.31,$0.00,,,Fixed price,https://www.ebay.com/itm/175640863175
2016-W Proof $1 American Silver Eagle NGC PF69UC Brown Label,314838229466,"Mar 30, 2026",$111.19,$0.00,,,Fixed price,https://www.ebay.com/itm/314838229466
2016-W Burnished $1 American Silver Eagle NGC MS69 Brown Label,205474288317,"Dec 10, 2025",$66.77,$0.00,,,Fixed price,https://www.ebay.com/itm/205474288317
2016 $1 American Silver Eagle 1 oz Brilliant Uncirculated,175251833934,"Feb 20, 2026",$76.79,$0.00,,,Fixed price,https://www.ebay.com/itm/175251833934
1 oz American Silver Eagle MS-69 NGC (Random Year),144107220209,"Mar 23, 2026",$75.68,$0.00,,,Fixed price,https://www.ebay.com/itm/144107220209
2016-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,146530345977,"Apr 4, 2026",$114.58,$0.00,,,Fixed price,https://www.ebay.com/itm/146530345977
2016 W 30th Anniversary Lettered Edge American Silver Eagle Proof OGP,365694967013,"Feb 27, 2026",$106.60,$0.00,,,Fixed price,https://www.ebay.com/itm/365694967013
2016 (W) $1 American Silver Eagle PCGS MS70 West Point Label,313898039759,"Apr 6, 2026",$107.11,$0.00,,,Fixed price,https://www.ebay.com/itm/313898039759
2016 $1 American Silver Eagle PCGS MS70 Gary Whitley Signature Label,314838219439,"Dec 30, 2025",$77.13,$0.00,,,Fixed price,https://www.ebay.com/itm/314838219439
2016 American Silver Eagle 1 oz .999 Brilliant Uncirculated,376333010005,"Dec 22, 2025",$65.78,$3.99,,,Fixed price,https://www.ebay.com/itm/376333010005
2016 American Silver Eagle - NGC MS69,404433397873,"Mar 8, 2026",$98.18,$0.00,,,Fixed price,https://www.ebay.com/itm/404433397873
2016 $1 1-oz American Silver Eagle NGC MS69 Brown Label,134957418090,"Apr 7, 2026",$97.11,$0.00,,,Fixed price,https://www.ebay.com/itm/134957418090
"2016-W Proof $1 American Silver Eagle Box, OGP & COA",204385547799,"Jan 7, 2026",$92.38,$0.00,,,Fixed price,https://www.ebay.com/itm/204385547799
,,"Dec 10, 2025",$59.94,$0.00,,,Fixed price,
,,"Nov 29, 2025",$59.04,$0.00,,,Fixed price,
2016 American Silver Eagle 1 Oz Brilliant Uncirculated Coin,277679114607,"Jan 27, 2026",$100.87,$6.20,,,Fixed price,https://www.ebay.com/itm/277679114607
2016 PCGS MS69 .999 Silver $1 Eagle First Strike,198133774462,"Feb 25, 2026",$97.75,$0.00,,,Fixed price,https://www.ebay.com/itm/198133774462
2016 $1 American Silver Eagle NGC MS70 Brown Label,204985770800,"Feb 12, 2026",$106.22,$0.00,,,Fixed price,https://www.ebay.com/itm/204985770800
2016-W $1 Proof American Silver Eagle NGC PF 70 UC | Moy Signed Lettered Edge,305615955326,"Jan 8, 2026",$119.95,$0.00,,,Fixed price,https://www.ebay.com/itm/305615955326
2016-W American Silver Eagle Proof Coin 1 Oz,365680141808,"Jan 25, 2026",$112.23,$0.00,,,Fixed price,https://www.ebay.com/itm/365680141808
,,"Jan 3, 2026",$85.34,$0.00,,,Fixed price,
,,"Jan 5, 2026",$83.00,$0.00,,,Fixed price,
2016 (S) $1 Silver Eagle NGC MS70 Struck At San Fransico .999 Fine Trolley Lbl,353415521337,"Jan 30, 2026",$247.93,$0.00,,,Fixed price,https://www.ebay.com/itm/353415521337
2016 (W) $1 1-oz American Silver Eagle PCGS MS70 West Point Label,134975011855,"Mar 30, 2026",$113.02,$0.00,,,Fixed price,https://www.ebay.com/itm/134975011855
,,"Dec 28, 2025","$1,652.30",$0.00,,,Fixed price,
,,"Dec 2, 2025",$59.00,$0.00,,,Fixed price,
2016 Silver Eagle 1oz Pure .999 HARD TO FIND IN THIS CONDITION...DON'T WAIT,236674637527,"Mar 15, 2026",$93.01,$5.94,,,Fixed price,https://www.ebay.com/itm/236674637527
,,"Dec 5, 2025",$59.77,$0.00,,,Fixed price,
2016 W Proof American Silver Eagle LETTERED EDGE $1 NGC PF 70 UCam 30th Ann,287187658652,"Apr 1, 2026",$149.33,$0.00,,,Fixed price,https://www.ebay.com/itm/287187658652
2016 American Silver Eagle 1 Oz Brilliant Uncirculated Coin,406645298600,"Jan 27, 2026",$100.00,$5.00,,,Fixed price,https://www.ebay.com/itm/406645298600
,,"Oct 21, 2025",$55.21,$0.00,,,Fixed price,
2016 1 oz American Silver Eagle BU,121837461769,"Feb 28, 2026",$106.25,$0.00,,,Fixed price,https://www.ebay.com/itm/121837461769
2016 W American Silver Eagle NGC PF70 Ultra Cameo LE First Day Edmund C Moy,135211888041,"Mar 14, 2026",$129.99,$0.00,,,Fixed price,https://www.ebay.com/itm/135211888041
2016 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,145663997098,"Mar 5, 2026",$98.28,$0.00,,,Fixed price,https://www.ebay.com/itm/145663997098
2016 1 Oz Silver American Eagle BU .999 Silver coin uncirculated,236582365844,"Jan 20, 2026",$88.39,$5.00,,,Fixed price,https://www.ebay.com/itm/236582365844
2016-(W) SILVER EAGLE PCGS MS70 First Strike STRUCK AT West Point,277679773338,"Jan 28, 2026",$119.99,$5.71,,,Fixed price,https://www.ebay.com/itm/277679773338
2016 American Silver Eagle 1 Oz Brilliant Uncirculated Coin,277679846446,"Jan 27, 2026",$100.00,$5.00,,,Fixed price,https://www.ebay.com/itm/277679846446
2016-W $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,387276476774,"Mar 26, 2026",$107.71,$0.00,,,Fixed price,https://www.ebay.com/itm/387276476774
2016 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,131721328279,"Jan 22, 2026",$85.95,$0.00,,,Fixed price,https://www.ebay.com/itm/131721328279
2016 (W) American Silver Eagle West Point First Strike MS69 PCGS Flag Label,136312719210,"Dec 31, 2025",$70.51,$0.00,,,Fixed price,https://www.ebay.com/itm/136312719210
2016-W American Silver Eagle Burnished 1 oz .999 US Mint $1 Coin OGP Box & COA,146258064852,"Mar 28, 2026",$76.25,$0.00,,,Fixed price,https://www.ebay.com/itm/146258064852
2016 American Silver Eagle from Sealed Mint Tube - PRISTINE - ORIGINAL OWNER!,157575832599,"Jan 30, 2026",$98.61,$10.32,,,Fixed price,https://www.ebay.com/itm/157575832599
2016-W American Silver Eagle PROOF 1 Oz Silver - Coin & Box & COA *9329,157738493447,"Mar 26, 2026",$115.05,$1.81,,,Fixed price,https://www.ebay.com/itm/157738493447
2016 $1 American Silver Eagle PCGS MS70 Ashley Reagan Legacy Series,176559574635,"Nov 17, 2025",$64.95,$0.00,,,Fixed price,https://www.ebay.com/itm/176559574635
,,"Dec 4, 2025",$99.49,$0.00,,,Fixed price,
2016 (P) $1 Silver Eagle NGC MS69 30th Anniversary Struck at Philadelphia,187923258651,"Mar 30, 2026",$116.71,$3.00,,,Fixed price,https://www.ebay.com/itm/187923258651
2016 (P) SILVER EAGLE ICG MS70 'STRUCK AT PHILADELPHIA MINT',223804318378,"Feb 8, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/223804318378
2016-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,146530345977,"Apr 8, 2026",$115.08,$0.00,,,Fixed price,https://www.ebay.com/itm/146530345977
2016 (W) $1 American Silver Eagle PCGS MS70 West Point Label,313898039759,"Apr 9, 2026",$107.57,$0.00,,,Fixed price,https://www.ebay.com/itm/313898039759
2016 W 30th Anniversary Lettered Edge American Silver Eagle Proof OGP,365694967013,"Feb 27, 2026",$107.56,$0.00,,,Fixed price,https://www.ebay.com/itm/365694967013
2016 American Silver Eagle 1 oz .999 Brilliant Uncirculated,376333010005,"Dec 22, 2025",$66.73,$3.99,,,Fixed price,https://www.ebay.com/itm/376333010005
Lot of 10 - 2016 $1 American Silver Eagle 1 oz BU,315532129150,"Feb 15, 2026",$889.94,$0.00,,,Fixed price,https://www.ebay.com/itm/315532129150
,,"Dec 10, 2025",$60.05,$0.00,,,Fixed price,
2016-W American Proof Silver Eagle-Mint Issued Presentation Box & COA (NO Coin),275460518628,"Apr 2, 2026",$9.80,$5.62,,,Fixed price,https://www.ebay.com/itm/275460518628
2016-W American Proof Silver Eagle Mint Issued COA (NO Coin),276494996013,"Apr 7, 2026",$3.89,$0.00,,,Fixed price,https://www.ebay.com/itm/276494996013
2016 (S) $1 Silver Eagle NGC MS70 Struck At San Fransico .999 Fine Trolley Lbl,353415521337,"Jan 30, 2026",$250.92,$0.00,,,Fixed price,https://www.ebay.com/itm/353415521337
2016-W $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,387276476774,"Apr 10, 2026",$108.08,$0.00,,,Fixed price,https://www.ebay.com/itm/387276476774
2016 1 oz American Silver Eagle BU,121837461769,"Feb 28, 2026",$108.78,$0.00,,,Fixed price,https://www.ebay.com/itm/121837461769
2016 $1 American Silver Eagle NGC MS69 Brown Label,175640863175,"Apr 1, 2026",$101.94,$0.00,,,Fixed price,https://www.ebay.com/itm/175640863175,46
2016-W Burnished $1 American Silver Eagle NGC MS69 Brown Label,205474288317,"Dec 10, 2025",$66.61,$0.00,,,Fixed price,https://www.ebay.com/itm/205474288317,41
2016 American Silver Eagle - NGC MS69,404433397873,"Apr 12, 2026",$98.11,$0.00,,,Fixed price,https://www.ebay.com/itm/404433397873,19
2016 $1 1-oz American Silver Eagle NGC MS69 Brown Label,134957418090,"Apr 12, 2026",$97.01,$0.00,,,Fixed price,https://www.ebay.com/itm/134957418090,20
2016 American Silver Eagle 1 oz .999 Brilliant Uncirculated,376333010005,"Dec 22, 2025",$67.09,$3.99,,,Fixed price,https://www.ebay.com/itm/376333010005,33
2016 W Proof American Silver Eagle LETTERED EDGE $1 NGC PF 70 UCam 30th Ann,287187658652,"Apr 12, 2026",$149.62,$0.00,,,Fixed price,https://www.ebay.com/itm/287187658652,9
2016-W $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,387276476774,"Apr 12, 2026",$108.42,$0.00,,,Fixed price,https://www.ebay.com/itm/387276476774,12
,,"Oct 21, 2025",$55.24,$0.00,,,Fixed price,,8
2016 Silver Eagle 1oz Pure .999 HARD TO FIND IN THIS CONDITION...DON'T WAIT,236690838130,"Apr 1, 2026",$81.40,$5.96,,,Fixed price,https://www.ebay.com/itm/236690838130,6
2016 W 30th Anniversary American Silver Eagle Proof 1oz Coin OGP US MINT Direct,267548874779,"Mar 15, 2026",$138.99,$0.00,,,Fixed price,https://www.ebay.com/itm/267548874779,6
,,"Dec 30, 2025",$78.00,$0.00,,,Fixed price,,30
2016 W Eagle S $1 Lettered Edge PF 70 Ultra Cameo Eagle Signed (Random Serial #),297956735058,"Jan 26, 2026",$135.00,$0.00,,,Fixed price,https://www.ebay.com/itm/297956735058,37
,,"Dec 17, 2025",$567.87,$10.29,,,Fixed price,,8
,,"Dec 14, 2025",$67.95,$0.00,,,Fixed price,,7
2016 American Silver Eagle MS70 NGC Brown Label,365458988210,"Dec 16, 2025",$69.84,$0.00,,,Fixed price,https://www.ebay.com/itm/365458988210,8
,,"Dec 11, 2025",$72.00,$0.00,,,Fixed price,,9
2016 1 oz American Silver Eagle (MintDirect® Single),115675665193,"Mar 18, 2026",$70.84,$0.00,,,Fixed price,https://www.ebay.com/itm/115675665193,26
2016 W Proof Lettered Edge American Silver Eagle 1 oz Coin PR70 PCGS Premier,127582326958,"Apr 6, 2026",$140.70,$5.00,,,Fixed price,https://www.ebay.com/itm/127582326958,5
2016 $1 1-oz American Silver Eagle PCGS MS70 Gary Whitley Signature Label,135186304333,"Dec 29, 2025",$71.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135186304333,5
,,"Nov 28, 2025","$1,135.82",$0.00,,,Fixed price,,6
2016 Silver American Eagle $1 PCGS MS70 First Strike Flag Label - STOCK,147061091427,"Apr 7, 2026",$117.80,$0.00,,,Fixed price,https://www.ebay.com/itm/147061091427,5
,,"Nov 15, 2025",$93.85,$0.00,,,Fixed price,,50
2016 Silver American Eagle $1 - BU - Brilliant Uncirculated,198025421136,"Jan 14, 2026",$96.59,$0.00,,,Fixed price,https://www.ebay.com/itm/198025421136,7
2016 Silver Eagle $1 Coin MS 70 PCGS First Day West Point 1 of 2016 Green Label,202849916046,"Jan 18, 2026",$107.95,$0.00,,,Fixed price,https://www.ebay.com/itm/202849916046,5
2016 $1 American Silver Eagle NGC MS70 FDI First Label,205281518636,"Feb 7, 2026",$117.93,$0.00,,,Fixed price,https://www.ebay.com/itm/205281518636,5
2016 American Silver Eagle Proof COA ONLY!!!!!!. no coins !!!!!!,224386269846,"Mar 28, 2026",$4.30,$0.96,,,Fixed price,https://www.ebay.com/itm/224386269846,11
,,"Jan 7, 2026",$206.00,$0.00,,,Fixed price,,5
"2016-W American Silver Eagle BURNISHED 1 oz .999 Silver Coin, OGP w/COA, GEM B.U",227217440615,"Feb 23, 2026",$101.81,$0.00,,,Fixed price,https://www.ebay.com/itm/227217440615,15
2016 $1 American Silver Eagle PCGS MS70 -- First Strike 30th Anniversary,257310935728,"Feb 10, 2026",$126.12,$5.90,,,Fixed price,https://www.ebay.com/itm/257310935728,8
2016 W SILVER EAGLE 30TH ANNIVERSARY PCGS MS70. THESE ARE NICE SILVER EAGLES,267613662309,"Mar 31, 2026",$112.80,$0.00,,,Fixed price,https://www.ebay.com/itm/267613662309,5
2016 SEALED SILVER EAGLE ROLL of 20 - NGC CERTIFIED GEM UNC EARLY RELEASES,277279776346,"Jan 27, 2026","$2,013.00",$8.80,,,Fixed price,https://www.ebay.com/itm/277279776346,5
2016 AMERICAN SILVER EAGLE BU COIN,277679810887,"Jan 31, 2026",$122.38,$0.00,,,Fixed price,https://www.ebay.com/itm/277679810887,5
2016 Eagle S$1 PCGS MS70 30th Anniversary First Strike #7016,277793508260,"Mar 14, 2026",$105.99,$5.35,,,Fixed price,https://www.ebay.com/itm/277793508260,7
2016 W American Silver Eagle NGC MS70 Struck at West Point,336028881128,"Mar 19, 2026",$120.00,$8.60,,,Fixed price,https://www.ebay.com/itm/336028881128,6
2016W 30th ANNIV. SILVER EAGLE NGC PF70 UC SIGNED MOY LETTERED EDGE,374419076488,"Jan 21, 2026",$128.47,$5.60,,,Fixed price,https://www.ebay.com/itm/374419076488,19
2016 American Silver Eagle Dollar Coin 1 oz .999 Fine Walking Liberty,406645409795,"Jan 28, 2026",$111.33,$5.60,,,Fixed price,https://www.ebay.com/itm/406645409795,21
2016 Silver Eagle With Presentation Box. SEE PICS!!! BEST DEAL!,136986022381,"Jan 26, 2026",$105.70,$5.30,,,Fixed price,https://www.ebay.com/itm/136986022381,8
2016-W $1 1-oz Burnished American Silver Eagle NGC MS69 Brown Label,146570037182,"Dec 10, 2025",$68.15,$0.00,,,Fixed price,https://www.ebay.com/itm/146570037182,5
Roll of 20 Silver 2016 American Eagle 1 oz. Fine .999 US 1oz Coins Mint Tube,157643927894,"Jan 28, 2026","$2,300.00",$6.25,,,Fixed price,https://www.ebay.com/itm/157643927894,5
2016 $1 American Silver Eagle PCGS MS70 Blue Label,174767811751,"Mar 20, 2026",$120.07,$0.00,,,Fixed price,https://www.ebay.com/itm/174767811751,4
American Eagle 1 oz Silver Coin Uncirculated US Mint 2016 Lot of 2,177811550501,"Feb 3, 2026",$216.30,$7.84,,,Fixed price,https://www.ebay.com/itm/177811550501,5
,,"Dec 31, 2025",$76.65,$8.91,,,Fixed price,,36
,,"Dec 5, 2025",$55.00,$6.90,,,Fixed price,,20
"2016 American Silver Eagle Magnum Opus, 30th Anniversary Signed MS70-PCGS",204573823639,"Jan 26, 2026",$100.50,$0.00,,,Fixed price,https://www.ebay.com/itm/204573823639,4
2016 $1 American Silver Eagle 30th Anniversary PCGS MS70,205553726571,"Feb 11, 2026",$119.35,$0.00,,,Fixed price,https://www.ebay.com/itm/205553726571,4
,,"Dec 26, 2025",$68.77,$16.22,,,Fixed price,,13
,,"Dec 25, 2025",$70.15,$5.37,,,Fixed price,,5
2016 American Silver Eagle First Releases 30th Anniversary MS 70 NGC,227129266583,"Jan 18, 2026",$98.57,$7.83,,,Fixed price,https://www.ebay.com/itm/227129266583,5
,,"Dec 23, 2025",$67.45,$0.00,,,Fixed price,,13
,,"Nov 29, 2025",$55.83,$0.00,,,Fixed price,,6
2016 W American Eagle One Ounce Silver Uncirculated Burnished 30th Anniversary,254936034306,"Jan 14, 2026",$97.49,$0.00,,,Fixed price,https://www.ebay.com/itm/254936034306,4
1 oz Silver Dollar .999 Pure,267546019743,"Jan 15, 2026",$72.24,$8.35,,,Fixed price,https://www.ebay.com/itm/267546019743,7
,,"Oct 20, 2025",$57.60,$0.00,,,Fixed price,,13
2016 SILVER EAGLE PCGS MS70 West Point First Day Strike 1/300 7102,326975144843,"Jan 28, 2026",$122.99,$4.00,,,Fixed price,https://www.ebay.com/itm/326975144843,4
,,"Dec 31, 2025",$69.48,$8.53,,,Fixed price,,14
"2016 AMERICAN SILVER EAGLE 30th ANNIVERSARY WITH ""OGP""",358116302161,"Jan 14, 2026",$94.00,$1.93,,,Fixed price,https://www.ebay.com/itm/358116302161,4
2016W 30th ANNIV. SILVER EAGLE NGC PF70 UC SIGNED MOY LETTERED EDGE,376887679015,"Feb 16, 2026",$143.00,$6.00,,,Fixed price,https://www.ebay.com/itm/376887679015,4
2016 $1 1-oz American Silver Eagle BU,387178022896,"Feb 15, 2026",$88.30,$0.00,,,Fixed price,https://www.ebay.com/itm/387178022896,11
,,"Nov 30, 2025",$76.00,$0.00,,,Fixed price,,3
,,"Dec 25, 2025",$72.95,$10.58,,,Fixed price,,19
