Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1990-1999 P D Kennedy Half Dollar BU Mint Cello Decade Set Run 20 US Coins,273639853125,"Apr 10, 2026",$52.87,$6.18,,,Fixed price,https://www.ebay.com/itm/273639853125
1990 thru 1998 Annual US Mint Uncirculated P and D Lot of 9 Sets with 91 Coins,314768310326,"Mar 31, 2026",$66.43,$3.99,,,Fixed price,https://www.ebay.com/itm/314768310326
1990-1998 P D Washington Quarters Mint Cello Set BU Run 18 US Coin Lot,275073828395,"Apr 1, 2026",$27.99,$4.99,,,Fixed price,https://www.ebay.com/itm/275073828395
1990 - 1999 P D BU Jefferson Nickel Mint Cello Run / Set 20 US Coins,127601012830,"Feb 3, 2026",$13.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127601012830
,,"Nov 19, 2025",$8.95,$0.00,,,Fixed price,
,,"Dec 23, 2025",$12.99,$0.00,,,Fixed price,
1990 - 1999 P D BU Roosevelt Dime Mint Cello Run / Set 20 US Coins,126951336981,"Mar 31, 2026",$18.99,$0.00,,,Fixed price,https://www.ebay.com/itm/126951336981
1990 - 1998 P D BU Washington Quarter Mint Cello Run / Set 18 US Coins,126951340520,"Mar 15, 2026",$24.49,$0.00,,,Fixed price,https://www.ebay.com/itm/126951340520
1990 P&D US Mint Set,256740159719,"Feb 2, 2026",$8.65,$0.00,,,Fixed price,https://www.ebay.com/itm/256740159719
1990 thru 1999 BU Jefferson Nickel 10 P and 10 D Coins US Mint Set Cello 5c Lot,323760606768,"Mar 16, 2026",$22.99,$5.74,,,Fixed price,https://www.ebay.com/itm/323760606768
,,"Dec 30, 2025",$1.50,$0.74,,,Fixed price,
1990 - 1999 P D BU Lincoln Cent Mint Cello Run / Set 20 US Coins,116962191606,"Feb 2, 2026",$14.99,$0.00,,,Fixed price,https://www.ebay.com/itm/116962191606
1990 - 1999 P D BU Kennedy Half Dollar Mint Cello Run / Set 20 US Coins,127601015201,"Apr 2, 2026",$44.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127601015201
1990 P&D Mint Set Brilliant Uncirculated US with Envelope & COA (10 Coin Set),127731498773,"Apr 7, 2026",$10.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127731498773
1990 - P&D Uncirculated US Mint Coin Set in OGP,134768483493,"Feb 3, 2026",$9.25,$0.00,,,Fixed price,https://www.ebay.com/itm/134768483493
(5) 1990 P & D US Mint Uncirculated Sets 50 Coins OGP Original Envelopes BU,145592739876,"Feb 11, 2026",$28.18,$0.00,,,Fixed price,https://www.ebay.com/itm/145592739876
,,"Dec 30, 2025",$7.50,$0.00,,,Fixed price,
,,"Jan 1, 2026",$7.99,$1.01,,,Fixed price,
,,"Nov 24, 2025",$53.17,$12.20,,,Fixed price,
1990 US Mint 2 Uncirculated Coin Sets D & P Mints,116590140707,"Feb 3, 2026",$9.80,$0.00,,,Fixed price,https://www.ebay.com/itm/116590140707
,,"Dec 28, 2025",$35.00,$6.54,,,Fixed price,
Lot of 9 United States US Mint Uncirculated Coin Set Consecutive 1990-1998 D & P,117018958548,"Feb 15, 2026",$34.69,$8.83,,,Auction,https://www.ebay.com/itm/117018958548
Lot of 8 US Mint Uncirculated Coin Set Consecutive 1991-1998 D & P 1996 W Dime,117039278444,"Feb 22, 2026",$37.00,$7.31,,,Auction,https://www.ebay.com/itm/117039278444
,,"Nov 4, 2025",$2.95,$0.00,,,Fixed price,
,,"Dec 7, 2025",$1.64,$0.00,,,Fixed price,
1990 thru 1999 Annual US Mint Uncirculated P and D Lot of 10 Sets,137184558435,"Apr 3, 2026",$52.13,$8.00,,,Auction,https://www.ebay.com/itm/137184558435
,,"Nov 7, 2025",$54.00,$0.00,,,Fixed price,
3 SETS EACH 1990-P and 1990-D Uncirculated Coin Set Us Mint,157666325498,"Feb 14, 2026",$15.00,$5.30,,,Auction,https://www.ebay.com/itm/157666325498
5 Set Lot of 1986-1990 P-D US Mint Uncirculated Sets complete with OGP paperwork,168222024047,"Mar 17, 2026",$24.50,$7.21,,,Auction,https://www.ebay.com/itm/168222024047
"1990 US Mint P and D uncirculated sets - 2 sets, 6 coins each set",176213397906,"Jan 31, 2026",$5.00,$5.30,,,Fixed price,https://www.ebay.com/itm/176213397906
,,"Oct 24, 2025",$6.90,$0.69,,,Fixed price,
,,"Dec 15, 2025",$54.00,$10.95,,,Fixed price,
,,"Dec 29, 2025",$59.95,$10.95,,,Fixed price,
1990 thru 1999 US Mint Uncirculated P & D Lot of 10 Sets ~ in Mint Envelopes,198069181721,"Feb 1, 2026",$56.95,$10.95,,,Fixed price,https://www.ebay.com/itm/198069181721
1990 thru 1999 US Mint Uncirculated P & D Lot of 10 Sets ~ in Mint Envelopes,198077048325,"Feb 4, 2026",$57.83,$2.50,,,Fixed price,https://www.ebay.com/itm/198077048325
1990 thru 1999 US Mint Uncirculated P & D Lot of 10 Sets ~ in Mint Envelopes,198080329755,"Feb 7, 2026",$59.95,$10.95,,,Fixed price,https://www.ebay.com/itm/198080329755
LOT Of 2: US 1990 Mint Set P - US 1995 Mint Set D,198099380415,"Feb 18, 2026",$1.75,$5.52,,,Auction,https://www.ebay.com/itm/198099380415
1990 thru 1999 US Mint Uncirculated P & D Lot of 10 Sets ~ in Mint Envelopes,198120829331,"Feb 19, 2026",$58.77,$2.50,,,Fixed price,https://www.ebay.com/itm/198120829331
1990 thru 1999 US Mint Uncirculated P & D Lot of 10 Sets ~ in Mint Envelopes,198186689252,"Mar 17, 2026",$62.17,$2.50,,,Fixed price,https://www.ebay.com/itm/198186689252
,,"Jan 10, 2026",$55.00,$9.00,,,Fixed price,
US Mint 1990 Uncirculated Coin Set with D and P Mint Marks W Original Envelope,226861663875,"Feb 7, 2026",$11.06,$5.45,,,Fixed price,https://www.ebay.com/itm/226861663875
,,"Nov 25, 2025",$5.95,$5.95,,,Fixed price,
1990 P&D Mint Set Brilliant Uncirculated US with Envelope & COA (10 Coin Set),227070195710,"Jan 15, 2026",$9.99,$0.00,,,Fixed price,https://www.ebay.com/itm/227070195710
,,"Dec 26, 2025",$18.52,$0.00,,,Fixed price,
1990 US Mint Set Uncirculated 10-Coin P & D OGP with History Insert,227209312797,"Feb 9, 2026",$10.95,$0.00,,,Fixed price,https://www.ebay.com/itm/227209312797
"1990 P&D - US Mint Uncirculated Coin Set - 10 Coins, Good Condition",235922467276,"Dec 21, 2025",$9.00,$1.32,,,Fixed price,https://www.ebay.com/itm/235922467276
,,"Dec 30, 2025",$7.24,$1.25,,,Fixed price,
1990-1999 P &D Kennedy Half Dollar BU in Original US Mint Cello 20 Coin Set,235950736495,"Feb 8, 2026",$43.95,$5.95,,,Fixed price,https://www.ebay.com/itm/235950736495
,,"Nov 20, 2025",$4.25,$0.67,,,Auction,
,,"Dec 7, 2025",$4.75,$0.55,,,Auction,
