Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1890 CC MORGAN DOLLAR PCGS XF45,116605658461,"Mar 20, 2026",$348.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116605658461
1890-CC Liberty (Morgan) Silver Dollar! 90% Silver,117064873929,"Mar 8, 2026",$127.50,$4.99,,,Auction,https://www.ebay.com/itm/117064873929
1890 CC Morgan Silver Dollar Anacs MS62,117068261003,"Mar 8, 2026",$787.77,$0.00,,,Auction,https://www.ebay.com/itm/117068261003
1890-CC Morgan Silver Dollar $1 Carson City VF Very Fine Details,117075738910,"Mar 8, 2026",$180.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117075738910
1890-CC Morgan Silver Dollar | VG | Carson City | holed,117082097640,"Mar 18, 2026",$88.88,$4.95,,,Auction,https://www.ebay.com/itm/117082097640
"2023 FIJI SILVER MORGAN DOLLAR 1890 ""CC"" NGC MS70 ULTRA BREAKS",117087943271,"Mar 18, 2026",$112.50,$8.00,,,Fixed price,https://www.ebay.com/itm/117087943271
1890-CC (Carson City) Morgan Silver $1.00 (Dollar),117094684181,"Mar 28, 2026",$143.70,$0.00,,,Auction,https://www.ebay.com/itm/117094684181
1890-CC NGC MS61 Morgan Silver Dollar Carson City Tough Date,117094930143,"Mar 28, 2026",$827.08,$0.00,,,Fixed price,https://www.ebay.com/itm/117094930143
1890-CC Morgan Silver Dollar (cn16753),117106586922,"Mar 31, 2026",$135.00,$5.00,,,Fixed price,https://www.ebay.com/itm/117106586922
1890-CC Morgan Silver Dollar MS63 ICG *1789,126786007460,"Mar 31, 2026","$1,200.00",$0.00,,,Fixed price,https://www.ebay.com/itm/126786007460
"1890-CC Morgan Silver Dollar **FINE, Solid Specimen!** #2",126978684391,"Mar 22, 2026",$159.95,$0.00,,,Fixed price,https://www.ebay.com/itm/126978684391
1890-CC Morgan Silver One $1 Dollar -Carson City R1345,127516505307,"Mar 20, 2026",$176.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127516505307
1890-CC Morgan Silver Dollar GSA Treasure MS61 CAC CACg *0869,127591729135,"Apr 3, 2026","$5,000.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127591729135
1890-CC Morgan Silver Dollar Carson City VG Better Date CC,127715130943,"Mar 14, 2026",$202.50,$5.96,,,Fixed price,https://www.ebay.com/itm/127715130943
1890-CC Morgan Silver Dollar $1 Carson City,127724159107,"Mar 6, 2026",$145.00,$5.20,,,Fixed price,https://www.ebay.com/itm/127724159107
1890-CC Morgan Silver Dollar PCGS VF25,127761861710,"Mar 21, 2026",$185.00,$5.75,,,Fixed price,https://www.ebay.com/itm/127761861710
1890 CC * Morgan Dollar $ Rare! *,127766536479,"Mar 30, 2026",$111.26,$5.52,,,Auction,https://www.ebay.com/itm/127766536479
1890-CC Morgan Silver Dollar MS62 DMPL ICG *9861,135785608576,"Mar 12, 2026","$1,272.00",$0.00,,,Fixed price,https://www.ebay.com/itm/135785608576
1890-CC Morgan Silver Dollar $1 - PCGS MS63 - Carson City,137069169455,"Apr 3, 2026","$1,375.00",$6.00,,,Fixed price,https://www.ebay.com/itm/137069169455
1890-CC Morgan Silver Dollar $1 Carson City Semi-Key Date. F363,137097961210,"Mar 15, 2026",$160.00,$5.95,,,Auction,https://www.ebay.com/itm/137097961210
1890 CC Morgan Silver Dollar $1 Great Detail Carson City Tough Date *M740,137098801977,"Mar 6, 2026",$145.00,$7.70,,,Fixed price,https://www.ebay.com/itm/137098801977
"1890 CC, Morgan Silver Dollar, $1 Coin",137100881215,"Mar 13, 2026",$156.26,$0.00,,,Auction,https://www.ebay.com/itm/137100881215
1890-CC MORGAN SILVER DOLLAR ANACS MS62 01EBG26,137107604560,"Mar 30, 2026",$825.00,$16.99,,,Fixed price,https://www.ebay.com/itm/137107604560
1890 CC Morgan Silver Dollar LOOKS TO BE AG03,137129728335,"Mar 18, 2026",$99.99,$14.00,,,Auction,https://www.ebay.com/itm/137129728335
1890-CC MORGAN SILVER DOLLAR/GENUINE 90% SILVER U.S. COIN/RARE CARSON CITY MINT,137135461430,"Mar 22, 2026",$105.49,$9.99,,,Auction,https://www.ebay.com/itm/137135461430
1890 CC Morgan Silver Dollar - Fine !!,137141876104,"Mar 17, 2026",$160.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137141876104
1890-CC Morgan Dollar Tough Date VF #3FNL,137142876253,"Mar 17, 2026",$175.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137142876253
1890-cc Morgan Dollar $1 Silver Coin 0.9 Fineness Circulated Uncertified,137143197055,"Mar 25, 2026",$120.00,$5.20,,,Fixed price,https://www.ebay.com/itm/137143197055
1890 CC $1 Morgan Silver Dollar,137162869997,"Mar 31, 2026",$152.00,$0.00,,,Auction,https://www.ebay.com/itm/137162869997
1890-CC Morgan Dollar Carson City High Grade! #EWC9,146806988745,"Mar 31, 2026",$599.00,$0.00,,,Fixed price,https://www.ebay.com/itm/146806988745
1890-CC Morgan Dollar Carson City AU Nice! #2FCL,147169176454,"Mar 18, 2026",$450.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147169176454
1890 CC Morgan Silver Dollar,147185021296,"Mar 9, 2026",$136.05,$6.49,,,Auction,https://www.ebay.com/itm/147185021296
1890 CC Morgan Silver Dollar,147187016253,"Mar 10, 2026",$123.70,$6.49,,,Auction,https://www.ebay.com/itm/147187016253
US Coin 1890-CC Morgan Silver Dollar Carson City $1 Old West Coin NO RESERVE!,147202241000,"Mar 18, 2026",$156.49,$10.00,,,Auction,https://www.ebay.com/itm/147202241000
1890-CC Morgan Silver Dollar RARE Carson City Mint,147205941429,"Mar 22, 2026",$510.00,$0.00,,,Auction,https://www.ebay.com/itm/147205941429
1890-CC Morgan Silver Dollar - Scratches,147209284066,"Mar 24, 2026",$100.00,$0.00,,,Auction,https://www.ebay.com/itm/147209284066
1890-CC Morgan Dollar $1 Silver Coin Carson City,147214528582,"Mar 20, 2026",$284.95,$0.00,,,Fixed price,https://www.ebay.com/itm/147214528582
1890 CC Morgan Silver Dollar,147214570581,"Mar 25, 2026",$102.51,$3.58,,,Auction,https://www.ebay.com/itm/147214570581
1890 CC Morgan Silver Dollar Filler Coin,147216816471,"Mar 28, 2026",$117.89,$8.75,,,Auction,https://www.ebay.com/itm/147216816471
1890 CC Morgan Silver Dollar. Great Details With Nice Toning.,147221251727,"Mar 26, 2026",$220.00,$5.07,,,Fixed price,https://www.ebay.com/itm/147221251727
1890 CC Carson City Morgan Silver Dollar $1 VG + * Nice Coin *,147242948790,"Apr 5, 2026",$150.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147242948790
REDUCED!! BETTER DATE 1890-CC MORGAN SILVER DOLLAR TAIL BAR VF,156246874339,"Mar 6, 2026",$294.99,$0.00,,,Fixed price,https://www.ebay.com/itm/156246874339
1890 CC Morgan Silver Dollar VF Details Better Date CC,156510899530,"Mar 22, 2026",$150.00,$7.95,,,Fixed price,https://www.ebay.com/itm/156510899530
"1890-CC Morgan Silver Dollar Nice, Great Condition Guaranteed Genuine.",157721511203,"Mar 24, 2026",$275.00,$5.00,,,Fixed price,https://www.ebay.com/itm/157721511203
[Removed] Item 389062217074,389062217074,"Nov 20, 2025",$19.07,$10.50,,,Fixed price,,79
[Removed] Item 406393182849,406393182849,"Dec 3, 2025",$18.39,$7.00,,,Fixed price,,31
,,"Oct 31, 2025",$18.66,$0.00,,,Fixed price,,31
,,"Nov 22, 2025",$20.13,$0.00,,,Fixed price,,21
[Removed] Item 205811587615,205811587615,"Nov 29, 2025",$27.59,$3.99,,,Fixed price,,5
,,"Nov 9, 2025",$20.28,$0.00,,,Fixed price,,9
1890 CC Morgan 90% Silver Dollar Rare Date VG Very Good Condition Carson City,187966209963,"Jan 28, 2026",$17.68,$0.00,,,Fixed price,https://www.ebay.com/itm/187966209963,5
,,"Nov 14, 2025",$19.99,$0.00,,,Fixed price,,4
,,"Dec 16, 2025",$113.33,$9.99,,,Fixed price,,3
[Removed] Item 197747635250,197747635250,"Oct 18, 2025",$18.67,$6.00,,,Fixed price,,3
,,"Oct 29, 2025",$18.66,$0.00,,,Fixed price,,3
,,"Nov 12, 2025",$55.99,$0.00,,,Fixed price,,2
1890 CC MORGAN silver Dollar NGC MS 70 ER CARSON CITY FIJI SIGN D RYDER,186230838315,"Jan 27, 2026",$149.99,$9.99,,,Fixed price,https://www.ebay.com/itm/186230838315,2
,,"Oct 27, 2025",$42.50,$0.00,,,Fixed price,,2
,,"Nov 29, 2025",$19.70,$0.00,,,Fixed price,,2
1890-CC $1 Morgan Silver US Dollar Coin Nicely Circulated Original Semi-Key Date,256791821500,"Dec 20, 2025",$197.99,$0.00,,,Fixed price,https://www.ebay.com/itm/256791821500,2
,,"Oct 26, 2025",$20.98,$0.00,,,Fixed price,,2
,,"Oct 27, 2025",$43.99,$5.00,,,Fixed price,,2
,,"Nov 11, 2025",$20.50,$0.00,,,Fixed price,,2
[Removed] Item 406334468684,406334468684,"Nov 19, 2025",$29.89,$0.00,,,Fixed price,,2
,,"Nov 3, 2025",$247.00,$4.50,,,Fixed price,,1
,,"Oct 18, 2025",$156.50,$5.20,,,Auction,,1
,,"Oct 19, 2025",$870.00,$5.37,,,Auction,,1
,,"Oct 25, 2025",$122.50,$16.92,,,Auction,,1
,,"Oct 24, 2025",$356.00,$11.95,,,Fixed price,,1
,,"Nov 12, 2025",$125.00,$4.00,,,Fixed price,,1
,,"Nov 29, 2025",$225.00,$0.00,,,Fixed price,,1
,,"Nov 13, 2025",$168.99,$4.95,,,Auction,,1
,,"Nov 20, 2025",$376.00,$6.93,,,Auction,,1
,,"Nov 16, 2025",$149.00,$0.00,,,Auction,,1
,,"Nov 24, 2025",$186.61,$5.22,,,Auction,,1
,,"Nov 25, 2025",$263.00,$7.49,,,Auction,,1
,,"Nov 26, 2025",$188.70,$7.49,,,Auction,,1
,,"Nov 21, 2025",$160.00,$4.00,,,Fixed price,,1
,,"Nov 27, 2025",$90.00,$4.99,,,Fixed price,,1
,,"Dec 5, 2025","$1,632.00",$13.95,,,Auction,,1
,,"Nov 30, 2025",$133.51,$7.00,,,Auction,,1
,,"Nov 26, 2025",$145.00,$0.00,,,Fixed price,,1
,,"Dec 1, 2025",$238.70,$7.49,,,Auction,,1
,,"Dec 7, 2025","$1,495.00",$13.95,,,Auction,,1
,,"Jan 9, 2026",$165.00,$4.00,,,Fixed price,,1
,,"Dec 2, 2025",$130.00,$4.00,,,Fixed price,,1
,,"Dec 3, 2025",$120.00,$5.24,,,Auction,,1
,,"Dec 15, 2025","$1,726.15",$7.85,,,Auction,,1
,,"Dec 15, 2025",$138.00,$5.09,,,Auction,,1
,,"Dec 18, 2025","$1,532.77",$13.45,,,Auction,,1
,,"Dec 17, 2025",$810.00,$6.87,,,Auction,,1
,,"Dec 20, 2025","$3,339.00",$13.95,,,Auction,,1
,,"Dec 21, 2025","$1,913.88",$13.95,,,Auction,,1
,,"Dec 19, 2025",$157.50,$4.91,,,Auction,,1
,,"Dec 23, 2025",$142.00,$4.76,,,Auction,,1
,,"Dec 25, 2025","$1,282.00",$20.37,,,Auction,,1
,,"Jan 3, 2026",$175.00,$0.00,,,Fixed price,,1
,,"Jan 6, 2026",$113.50,$6.25,,,Auction,,1
,,"Jan 6, 2026",$96.76,$6.25,,,Auction,,1
,,"Jan 4, 2026",$88.00,$0.00,,,Auction,,1
,,"Jan 4, 2026",$260.00,$5.00,,,Auction,,1
,,"Jan 7, 2026",$182.50,$4.99,,,Auction,,1
,,"Jan 11, 2026",$175.00,$5.95,,,Auction,,1
1890-CC Morgan Silver Dollar,116978197558,"Jan 18, 2026",$142.50,$7.55,,,Auction,https://www.ebay.com/itm/116978197558,1
1890-CC Morgan Silver Dollar Cleaned (cn16001),116980230685,"Feb 5, 2026",$145.00,$4.00,,,Fixed price,https://www.ebay.com/itm/116980230685,1
1890 CC Morgan 90% Silver Dollar Rare Date Carson City,116981901741,"Jan 17, 2026",$125.00,$4.65,,,Fixed price,https://www.ebay.com/itm/116981901741,1
1890 CC Morgan 90% Silver Dollar Rare Date Carson City,116981906499,"Jan 24, 2026",$140.00,$5.30,,,Fixed price,https://www.ebay.com/itm/116981906499,1
1890-CC PCGS MS64+ CAC Morgan Silver Dollar Rare Date,116983872510,"Jan 21, 2026","$3,500.00",$0.00,,,Fixed price,https://www.ebay.com/itm/116983872510,1
1890-CC Silver Morgan Dollar $1 Circulated,116986035223,"Jan 20, 2026",$130.00,$6.75,,,Fixed price,https://www.ebay.com/itm/116986035223,1
1890 CC $1 Morgan Silver Dollar NGC XF Details Carson City,116989836654,"Jan 25, 2026",$227.50,$0.00,,,Auction,https://www.ebay.com/itm/116989836654,1
1890 CC Morgan Silver Dollar PCGS UNC Details Cleaned,116990270089,"Mar 18, 2026",$604.95,$11.87,,,Fixed price,https://www.ebay.com/itm/116990270089,1
1890 CC Carson City Morgan Silver Dollar $1 PCGS VG 10,117008224558,"Jan 29, 2026",$180.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117008224558,1
1890-CC Morgan Silver Dollar (cn16157),117030339010,"Feb 10, 2026",$170.00,$4.00,,,Fixed price,https://www.ebay.com/itm/117030339010,1
1890 CC MORGAN SILVER DOLLAR,117032680387,"Feb 21, 2026",$77.00,$5.78,,,Auction,https://www.ebay.com/itm/117032680387,1
"1890 CC MORGAN SILVER DOLLAR ""CARSON CITY"", NO RESERVE",117034375581,"Feb 15, 2026",$105.70,$5.07,,,Auction,https://www.ebay.com/itm/117034375581,1
PCGS XF45 1890-CC Morgan Dollar,117044887691,"Feb 24, 2026",$332.50,$8.10,,,Fixed price,https://www.ebay.com/itm/117044887691,1
1890 cc MORGAN SILVER DOLLAR UNGRADED IN SLEEVE NICE SHINE FROM ESTATE,117049320377,"Feb 28, 2026",$162.50,$7.00,,,Auction,https://www.ebay.com/itm/117049320377,1
1890 CC Carson City Morgan Silver Dollar in Sterling MONEY CLIP,117050802579,"Feb 28, 2026",$170.50,$5.00,,,Auction,https://www.ebay.com/itm/117050802579,1
1890-CC $1 MORGAN SILVER DOLLAR,117118740079,"Apr 7, 2026",$152.50,$14.50,,,Auction,https://www.ebay.com/itm/117118740079,1
1890 CC Morgan Silver Dollar,117121071073,"Apr 11, 2026",$229.00,$0.00,,,Auction,https://www.ebay.com/itm/117121071073,1
