Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2010 Mexico 1 oz Silver Libertad BU,114024470801,"Nov 19, 2025",$70.89,$0.00,,,Fixed price,https://www.ebay.com/itm/114024470801
Mexico 2010 Libertad Angel of Independence Una Onza 1 Troy Oz Pure Silver,167259491229,"Dec 27, 2025",$82.44,$0.00,,,Fixed price,https://www.ebay.com/itm/167259491229
2010 Mexican Silver Libertad - Tenth Troy Ounce .999 Bullion 1/10 Oz PROOF COIN,374804927078,"Mar 14, 2026",$28.69,$3.88,,,Fixed price,https://www.ebay.com/itm/374804927078
NOT PERFECT COIN - 2010 Mexico - LIBERTAD PROOF 1/4 QUARTER TROY OZ .999 Silver,387610790181,"Jan 18, 2026",$31.07,$5.15,,,Fixed price,https://www.ebay.com/itm/387610790181
2012 1 oz Mexican Silver Libertad Coin,397671265664,"Mar 18, 2026",$112.27,$0.00,,,Fixed price,https://www.ebay.com/itm/397671265664
2010 1 oz Silver Libertad BU * Banco de Mexico Silver Coin !! Mexican Onza !!,267255084788,"Dec 23, 2025",$84.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267255084788
2010 Mexican Silver Proof Libertad Half Troy Ounce .999 1/2 Oz Coin Eagle Snake,372303105869,"Mar 14, 2026",$76.14,$5.73,,,Fixed price,https://www.ebay.com/itm/372303105869
2010 Mexico - 1/4 QUARTER OZ SILVER LIBERTAD PROOF COIN in Original Capsule,375787745608,"Mar 12, 2026",$53.75,$5.06,,,Fixed price,https://www.ebay.com/itm/375787745608
2010 Mo PCGS PR69 DCAM - MEXICO - 1 oz Silver Libertad Un Onza #44554A,225952539097,"Mar 28, 2026",$294.95,$0.00,,,Fixed price,https://www.ebay.com/itm/225952539097
2010 Mexico Libertad 1/4 Oz Proof - .999 Silver **Slight Toning**,287131148652,"Mar 10, 2026",$49.45,$5.32,,,Fixed price,https://www.ebay.com/itm/287131148652
2010 Libertad MS70 Mexico 1 Onza Silver NGC,257375254379,"Apr 3, 2026",$649.50,$7.99,,,Fixed price,https://www.ebay.com/itm/257375254379
,,"Dec 10, 2025",$129.95,$0.00,,,Fixed price,
2010 Mexico Libertad 1/4 Oz Proof - .999 Silver **Slight Toning**,277509263792,"Feb 8, 2026",$47.75,$6.48,,,Fixed price,https://www.ebay.com/itm/277509263792
,,"Nov 10, 2025",$24.99,$4.95,,,Fixed price,
,,"Nov 7, 2025",$21.24,$7.90,,,Fixed price,
,,"Oct 16, 2025",$55.00,$7.90,,,Auction,
,,"Oct 29, 2025",$67.00,$7.20,,,Auction,
,,"Dec 20, 2025",$90.00,$6.00,,,Fixed price,
2010 Mo Mexico 1 Onza MS70 NGC 1 oz Silver Libertad Top pop Low Mintage RARE,116972733766,"Jan 11, 2026",$530.00,$6.00,,,Auction,https://www.ebay.com/itm/116972733766
2010 Libertad Silver 1 oz Mexico,117070720491,"Mar 9, 2026",$122.50,$2.05,,,Auction,https://www.ebay.com/itm/117070720491
,,"Nov 19, 2025",$69.95,$0.00,,,Fixed price,
,,"Dec 26, 2025",$135.00,$0.00,,,Fixed price,
2010 Mo MEXICO 1 Onza Libertad Silver NGC Cert MS 68 - Wonderful Piece!,127635727635,"Jan 23, 2026",$135.50,$5.62,,,Auction,https://www.ebay.com/itm/127635727635
2010-Mo Mexico 1 Onza Silver Libertad NGC MS70 .999 Fine Silver,127658742579,"Feb 11, 2026",$575.00,$5.20,,,Fixed price,https://www.ebay.com/itm/127658742579
2010 1 Oz Silver Libertad,127699498978,"Feb 27, 2026",$117.50,$0.00,,,Auction,https://www.ebay.com/itm/127699498978
1oz 2010Mo Mexico 1 Onza Libertad - NGC MS68,127746691220,"Mar 22, 2026",$139.00,$6.07,,,Auction,https://www.ebay.com/itm/127746691220
"2010 Silver Mexico Libertad Coin Set 1oz, 1/2oz, 1/4oz, 1/10oz and 1/20oz RARE",127777406105,"Mar 28, 2026",$475.00,$7.52,,,Fixed price,https://www.ebay.com/itm/127777406105
,,"Dec 26, 2025",$135.00,$0.00,,,Fixed price,
,,"Nov 12, 2025",$234.95,$0.00,,,Fixed price,
,,"Dec 22, 2025",$75.00,$4.95,,,Fixed price,
2010 Mexico Libertad 1 Oz .999 Fine Silver Coin -Brilliant Uncirculated,136980432832,"Jan 27, 2026",$145.50,$0.00,,,Auction,https://www.ebay.com/itm/136980432832
,,"Dec 4, 2025",$50.00,$4.65,,,Fixed price,
2010 Mo Mexico 1/2 oz Silver Libertad Half Onza - Proof - NGC PF 69,157209101687,"Jan 19, 2026",$95.00,$5.95,,,Fixed price,https://www.ebay.com/itm/157209101687
,,"Dec 23, 2025",$75.00,$4.76,,,Fixed price,
2010 Mexico Silver Libertad 1 Onza NGC MS67 Mo Mint Certified 1 oz | 0253,157587246022,"Feb 19, 2026",$168.29,$4.99,,,Fixed price,https://www.ebay.com/itm/157587246022
2010Mo Mexico 1 Onza Silver Libertad Gold Star Top Pop Legacy Hit NGC,157593558662,"Jan 8, 2026",$675.00,$5.15,,,Fixed price,https://www.ebay.com/itm/157593558662
2010 Mo Proof Mexico Libertad 1 oz Silver 999 Onza Ounce,157698096975,"Mar 11, 2026",$165.00,$5.00,,,Fixed price,https://www.ebay.com/itm/157698096975
2010 Mo Mexico 1 Onza Silver Libertad ANACS MS70 (Low Mintage Looks Perfect)!!!,157705778488,"Mar 4, 2026",$250.00,$7.55,,,Fixed price,https://www.ebay.com/itm/157705778488
,,"Dec 25, 2025",$51.30,$0.00,,,Fixed price,
,,"Dec 17, 2025",$65.55,$8.40,,,Fixed price,
,,"Jan 1, 2026",$54.99,$4.99,,,Fixed price,
2010 Uncirculated Mexico Libertad One ounce / 1 oz .999 Silver Bullion Coin,168113705086,"Jan 30, 2026",$110.00,$6.00,,,Auction,https://www.ebay.com/itm/168113705086
2010 Mexican Silver Proof Libertad .999 1/2 Oz Coin - SKABC,168127409695,"Feb 2, 2026",$59.99,$6.48,,,Fixed price,https://www.ebay.com/itm/168127409695
2010 Mexican Silver Proof Libertad .999 1/2 Oz Coin - SKABC,168143226803,"Feb 11, 2026",$64.99,$5.49,,,Fixed price,https://www.ebay.com/itm/168143226803
2010 Mexican Silver Proof Libertad .999 1/2 Oz Coin - SKDORA,168157018935,"Feb 13, 2026",$64.99,$5.49,,,Fixed price,https://www.ebay.com/itm/168157018935
2010 Mexican Silver BU Libertad .999 1/2 Oz Coin - SK0012,168169025285,"Feb 26, 2026",$59.99,$4.99,,,Fixed price,https://www.ebay.com/itm/168169025285
Banco de Mexico Mexican Libertad 1 oz Silver Business Strike Coin,168176609093,"Feb 26, 2026",$100.00,$8.75,,,Fixed price,https://www.ebay.com/itm/168176609093
2010 Mexican Silver BU Libertad .999 1/2 Oz Coin - SK0004444,168210862404,"Mar 6, 2026",$59.99,$5.39,,,Fixed price,https://www.ebay.com/itm/168210862404
2010 Mexican Silver BU Libertad .999 1/2 Oz Coin - SK0004444,168232518674,"Mar 15, 2026",$59.99,$5.59,,,Fixed price,https://www.ebay.com/itm/168232518674
2010 Mexican Silver BU Libertad .999 1/2 Oz Coin - SK0005555,168235679375,"Mar 16, 2026",$59.99,$5.59,,,Fixed price,https://www.ebay.com/itm/168235679375
NOT PERFECT COIN - 2010 Mexico - LIBERTAD PROOF 1/4 QUARTER TROY OZ .999 Silver,387610790181,"Jan 18, 2026",$32.90,$5.08,,,Fixed price,https://www.ebay.com/itm/387610790181
,,"Jan 8, 2026",$675.00,$5.15,,,Fixed price,
2010 Mexico 1 oz Silver Libertad BU,114024470801,"Nov 19, 2025",$71.02,$0.00,,,Fixed price,https://www.ebay.com/itm/114024470801
2010 Mexico Libertad Una Onza .999 Silver 1 oz. Coin From BU Roll,257446114298,"Apr 11, 2026",$117.48,$0.00,,,Fixed price,https://www.ebay.com/itm/257446114298
,,"Jan 11, 2026",$530.00,$6.00,,,Auction,
Mexico Liberty 2010 1 Oz .999 Fine Silver Coin Oz Libertad Plata .999 Tarnish,147235623366,"Apr 8, 2026",$130.00,$5.52,,,Fixed price,https://www.ebay.com/itm/147235623366
2010 Mexican Silver BU Libertad .999 1/2 Oz Coin - SK0007777,168240133664,"Mar 20, 2026",$56.99,$5.59,,,Fixed price,https://www.ebay.com/itm/168240133664,1
2010 Mexican Silver BU Libertad .999 1/2 Oz Coin - SKANM2,168277758252,"Apr 4, 2026",$54.99,$5.79,,,Fixed price,https://www.ebay.com/itm/168277758252,1
,,"Jan 1, 2026",$132.42,$3.25,,,Auction,,1
,,"Jan 12, 2026",$130.00,$0.00,,,Fixed price,,1
2010 Mexican Libertad 1 Onza Plata Pura 1 Ounce .999 Fine Silver Coin - Gem BU,177871040073,"Feb 24, 2026",$113.50,$0.00,,,Auction,https://www.ebay.com/itm/177871040073,1
2010 Mexico Libertad 1 oz Silver Coin,177946302101,"Mar 15, 2026",$155.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177946302101,1
2010 1 oz Silver Libertad Onza NGC MS70 TOP POP,177998498982,"Mar 30, 2026",$710.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177998498982,1
,,"Oct 30, 2025",$189.99,$4.69,,,Fixed price,,1
2012 Mo Mexico Libertad Onza 1 oz .999 Silver BU - Rainbow Toning - SKU-Q2427,187734893413,"Jan 26, 2026",$135.00,$5.50,,,Fixed price,https://www.ebay.com/itm/187734893413,1
,,"Nov 17, 2025",$110.00,$7.80,,,Fixed price,,1
,,"Dec 21, 2025",$62.00,$0.00,,,Fixed price,,1
2010 Mexico Libertad Onza 1oz .999 Fine Silver Coins - Roll Of 20 Uncirculated,187950367231,"Jan 24, 2026","$2,499.00",$9.99,,,Fixed price,https://www.ebay.com/itm/187950367231,1
2010 Mexico Libertad Onza 1oz .999 Fine Silver Coins - Roll Of 20 Uncirculated,187995787944,"Jan 27, 2026","$2,999.00",$9.99,,,Fixed price,https://www.ebay.com/itm/187995787944,1
2010 Mexico Libertad Onza 1oz .999 Fine Silver Coins - Roll Of 20 Uncirculated,188029294487,"Feb 8, 2026","$2,300.00",$9.99,,,Fixed price,https://www.ebay.com/itm/188029294487,1
2010 Mexico Libertad 1/20 oz Silver NGC PF70 ULTRA CAMEO Scarce Low Mintage,188243804487,"Apr 9, 2026",$63.95,$0.00,,,Fixed price,https://www.ebay.com/itm/188243804487,1
,,"Nov 24, 2025",$80.00,$5.00,,,Fixed price,,1
,,"Dec 21, 2025",$79.00,$0.00,,,Auction,,1
2010 1oz Silver Mexican Libertad Coin PCGS MS69,198045419517,"Jan 28, 2026",$162.47,$0.00,,,Auction,https://www.ebay.com/itm/198045419517,1
2010 1oz Silver Mexican Libertad Coin PCGS MS69,198120793048,"Feb 25, 2026",$147.50,$0.00,,,Auction,https://www.ebay.com/itm/198120793048,1
,,"Nov 17, 2025",$79.99,$4.95,,,Fixed price,,1
2010 Mexico Libertad 1 Oz .999 Fine Silver Coin -Brilliant Uncirculated,206009673850,"Jan 19, 2026",$100.00,$2.50,,,Fixed price,https://www.ebay.com/itm/206009673850,1
2010 1oz Silver Mexican Libertad Coin PCGS MS69,206034630808,"Feb 4, 2026",$157.50,$0.00,,,Auction,https://www.ebay.com/itm/206034630808,1
2010-Mo Onza PCGS MS68 Mexico Libertad Silver 1 Oz .999,206049651357,"Feb 11, 2026",$140.00,$5.00,,,Auction,https://www.ebay.com/itm/206049651357,1
,,"Jan 7, 2026",$50.00,$4.00,,,Fixed price,,1
,,"Nov 13, 2025",$55.00,$0.00,,,Fixed price,,1
,,"Dec 15, 2025",$350.00,$5.24,,,Fixed price,,1
2010 Mo PROOF Mexico Libertad * 1 oz Silver 999 Onza Ounce * DEEP CAMEO,227195955457,"Feb 2, 2026",$177.50,$12.00,,,Auction,https://www.ebay.com/itm/227195955457,1
2010 1oz Silver Mexican Libertad Coin PCGS MS69,227213766021,"Feb 18, 2026",$131.50,$0.00,,,Auction,https://www.ebay.com/itm/227213766021,1
,,"Oct 21, 2025",$60.00,$4.87,,,Auction,,1
,,"Dec 7, 2025",$278.00,$5.24,,,Auction,,1
,,"Dec 19, 2025",$212.36,$13.20,,,Auction,,1
,,"Dec 19, 2025",$151.50,$5.00,,,Auction,,1
⭐️⭐️2010 Mexico Onza PCGS MS69 Libertad⭐️⭐️,236599718681,"Feb 7, 2026",$275.00,$5.62,,,Fixed price,https://www.ebay.com/itm/236599718681,1
2010 Mexico 1/2 oz .999 Silver Libertad (B027),236637899269,"Apr 4, 2026",$60.00,$5.20,,,Fixed price,https://www.ebay.com/itm/236637899269,1
,,"Oct 17, 2025","$2,395.00",$0.00,,,Fixed price,,1
,,"Jan 3, 2026",$139.99,$5.37,,,Fixed price,,1
,,"Jan 10, 2026",$630.00,$0.00,,,Fixed price,,1
2010 Mexico 1 oz 0.999 Silver Libertad Coin BU in Mint capsule,257314329143,"Jan 17, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/257314329143,1
2010 Mexico 1 oz 0.999 Silver Libertad Coin BU in Mint capsule,257316455799,"Jan 18, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/257316455799,1
2010 Mo Mexico 1 Onza MS70 NGC 1 oz Silver Libertad Top pop Low Mintage RARE,257332622787,"Jan 28, 2026",$579.99,$6.43,,,Fixed price,https://www.ebay.com/itm/257332622787,1
,,"Nov 16, 2025",$500.00,$0.00,,,Fixed price,,1
,,"Dec 3, 2025",$75.00,$0.25,,,Auction,,1
,,"Dec 1, 2025",$275.00,$0.00,,,Fixed price,,1
,,"Jan 10, 2026",$102.50,$4.25,,,Auction,,1
Lot of 5 Mexico Libertad. Each 1 OZ. .999 fine silver. 2 x 2010/2011/2015/2016,267570292121,"Feb 10, 2026",$575.00,$5.77,,,Auction,https://www.ebay.com/itm/267570292121,1
,,"Dec 2, 2025",$49.00,$4.99,,,Fixed price,,1
,,"Dec 26, 2025",$165.00,$0.00,,,Fixed price,,1
,,"Dec 31, 2025",$269.95,$0.00,,,Fixed price,,1
,,"Dec 29, 2025",$112.50,$5.15,,,Auction,,1
2010 MEXICO LIBERTAD 1 ONZA SILVER NGC MS69,277641881706,"Jan 17, 2026",$149.95,$0.00,,,Fixed price,https://www.ebay.com/itm/277641881706,1
2010-Mo Mexico 1 Onza Silver Libertad NGC MS70 .999 Fine Silver No Reserve!!!,277835357365,"Mar 30, 2026",$545.00,$5.45,,,Auction,https://www.ebay.com/itm/277835357365,1
,,"Jan 1, 2026",$650.00,$0.00,,,Fixed price,,1
,,"Oct 29, 2025",$59.90,$4.00,,,Fixed price,,1
,,"Dec 10, 2025",$109.99,$6.00,,,Fixed price,,1
,,"Nov 11, 2025",$200.00,$8.00,,,Auction,,1
,,"Dec 7, 2025",$20.00,$5.00,,,Auction,,1
,,"Dec 28, 2025",$535.00,$4.76,,,Auction,,1
"⭐ 2010-Mo Mexico Silver Libertad — ANACS MS70 perfect grade, 1 Onza .999 Silver",287113725195,"Feb 1, 2026",$148.00,$0.00,,,Auction,https://www.ebay.com/itm/287113725195,1
2010 Mexico Libertad Onza Pura Plata 1 oz .999 Silver Coin,287189391834,"Mar 15, 2026",$108.50,$3.99,,,Auction,https://www.ebay.com/itm/287189391834,1
2010 Mexico Libertad 1/4 Oz Proof - .999 Silver **Slight Toning**,287192548139,"Mar 17, 2026",$48.95,$5.98,,,Fixed price,https://www.ebay.com/itm/287192548139,2
2010 1 oz Silver Libertad Onza NGC MS70 TOP POP,297518527248,"Mar 7, 2026",$665.00,$5.52,,,Fixed price,https://www.ebay.com/itm/297518527248,1
,,"Nov 2, 2025",$93.00,$22.57,,,Auction,,1
2010 Mexico Silver Libertad 1 Onza PCGS MS67 Mo Mint Certified 1 oz,298180779841,"Apr 3, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/298180779841,1
,,"Oct 25, 2025",$38.00,$0.00,,,Fixed price,,1
2010 Mo 1oz Silver Mexican Libertad - PCGS MS 68,306740244958,"Jan 30, 2026",$135.00,$5.00,,,Fixed price,https://www.ebay.com/itm/306740244958,1
,,"Oct 19, 2025",$52.00,$0.00,,,Auction,,1
,,"Nov 11, 2025",$36.00,$0.50,,,Auction,,1
,,"Nov 12, 2025",$35.95,$4.60,,,Fixed price,,1
,,"Dec 10, 2025",$267.93,$5.15,,,Fixed price,,1
2010 Mo Mexico 1/10 oz .999 Fine Silver Libertad Proof Coin - PF-69 ULTRA CAMEO,317736083190,"Feb 2, 2026",$40.49,$4.95,,,Fixed price,https://www.ebay.com/itm/317736083190,1
2010 Mo Mexico Libertad Onza 1 oz .999 Silver BU - Tougher Date - SKU-Q3322.a,317887921306,"Mar 7, 2026",$149.00,$0.50,,,Fixed price,https://www.ebay.com/itm/317887921306,1
TEN - 2010 & 2013 Mexico Libertad Onza 1oz .999 Fine Silver Coins - Uncirculated,317978385463,"Mar 16, 2026","$1,125.00",$5.99,,,Auction,https://www.ebay.com/itm/317978385463,1
2010 Mexico 1 oz .999 Silver Libertad BrilliantUncirculated Coin,318018507297,"Mar 30, 2026",$150.00,$5.30,,,Fixed price,https://www.ebay.com/itm/318018507297,1
,,"Oct 16, 2025",$69.95,$0.00,,,Fixed price,,1
,,"Oct 28, 2025",$45.00,$4.50,,,Fixed price,,1
,,"Oct 14, 2025",$89.50,$0.00,,,Fixed price,,1
,,"Jan 5, 2026",$194.95,$0.00,,,Fixed price,,1
,,"Nov 16, 2025",$119.50,$0.00,,,Fixed price,,1
,,"Nov 18, 2025",$59.00,$5.95,,,Auction,,1
,,"Nov 23, 2025",$56.99,$5.95,,,Auction,,1
,,"Dec 11, 2025",$500.00,$0.00,,,Auction,,1
,,"Dec 25, 2025",$126.00,$5.95,,,Auction,,1
2010-Mo Mexico 1/20 Silver Onza Graded PR 70 DCAM by NGC,326942181294,"Feb 28, 2026",$66.00,$5.75,,,Fixed price,https://www.ebay.com/itm/326942181294,1
2010 Banco De Mexico Plata Silver Proof Libertad 5 Coin Set 1oz-1/20oz Rare,326963548108,"Jan 30, 2026",$450.00,$4.95,,,Fixed price,https://www.ebay.com/itm/326963548108,1
2010 MEXICO 1 ONZA SILVER LIBERTAD NGC MS70 Beautiful Blue Label,326978537391,"Feb 11, 2026",$600.00,$5.00,,,Fixed price,https://www.ebay.com/itm/326978537391,1
2010 Mo Libertad PCGS MS69 Onza Mexico 1 oz Silver Coin,327066258821,"Mar 29, 2026",$180.00,$5.77,,,Fixed price,https://www.ebay.com/itm/327066258821,1
2010 Mo 1oz Silver Mexican Libertad - PCGS MS 68,336380924006,"Jan 18, 2026",$155.50,$0.00,,,Auction,https://www.ebay.com/itm/336380924006,1
2010 Mo Mexico 1/20 Oz Libertad NGC PF 70 Ultra Cameo - Proof,336415464245,"Feb 7, 2026",$36.00,$4.78,,,Auction,https://www.ebay.com/itm/336415464245,1
2010 Mo Proof 1/4 oz Mexican Silver Libertad - Silver .999,336430898372,"Mar 2, 2026",$50.00,$5.52,,,Fixed price,https://www.ebay.com/itm/336430898372,1
2010 1 oz Silver Mexican Libertad - Silver .999,336450703257,"Mar 1, 2026",$110.50,$5.29,,,Auction,https://www.ebay.com/itm/336450703257,1
2010 Mexico 1 oz .999 Fine Silver Libertad,336509140767,"Apr 5, 2026",$132.50,$0.00,,,Auction,https://www.ebay.com/itm/336509140767,1
2010 Mexico 1 oz .999 Fine Silver Libertad,336509143455,"Apr 5, 2026",$117.48,$0.00,,,Auction,https://www.ebay.com/itm/336509143455,1
,,"Nov 16, 2025",$124.99,$6.05,,,Fixed price,,1
,,"Dec 14, 2025",$94.30,$5.00,,,Auction,,1
,,"Dec 22, 2025",$79.95,$0.00,,,Fixed price,,1
,,"Dec 17, 2025",$69.74,$7.20,,,Fixed price,,1
,,"Nov 3, 2025",$27.00,$4.75,,,Fixed price,,1
,,"Oct 31, 2025",$22.99,$4.75,,,Fixed price,,1
,,"Dec 2, 2025",$69.90,$0.00,,,Fixed price,,1
,,"Jan 1, 2026",$199.95,$20.08,,,Fixed price,,1
2010 Mexico Libertad 1 Oz .999 Fine Silver Coin -Brilliant Uncirculated,376909805628,"Feb 9, 2026",$124.06,$0.00,,,Fixed price,https://www.ebay.com/itm/376909805628,1
,,"Oct 14, 2025",$70.00,$0.00,,,Fixed price,,1
,,"Oct 25, 2025",$61.00,$5.99,,,Auction,,1
,,"Dec 28, 2025",$350.00,$15.00,,,Fixed price,,1
,,"Dec 18, 2025",$290.00,$0.00,,,Fixed price,,1
,,"Jan 11, 2026",$625.00,$0.00,,,Fixed price,,1
⚡️⚡️💥💥2010 MEXICO LIBERTAD 1 ONZA⭐ SILVER COIN⭐,389539445229,"Feb 1, 2026",$99.00,$2.37,,,Auction,https://www.ebay.com/itm/389539445229,1
2010 Mexico Libertad 1 Oz .999 Fine Silver Coin -Brilliant Uncirculated,389619709961,"Feb 28, 2026",$115.00,$7.95,,,Fixed price,https://www.ebay.com/itm/389619709961,1
,,"Oct 25, 2025",$55.00,$3.99,,,Auction,,1
,,"Dec 7, 2025",$81.00,$5.95,,,Auction,,1
,,"Dec 22, 2025",$97.00,$5.95,,,Auction,,1
,,"Jan 4, 2026",$93.02,$0.00,,,Auction,,1
2010-Mo Mexico Libertad 1/20oz .999 Silver Fractional Silver Coin in Capsule,397480574728,"Jan 18, 2026",$35.00,$0.00,,,Fixed price,https://www.ebay.com/itm/397480574728,1
2004 & 2010 Mexico Libertad 2 Coins Silver set 1/2 oz BU,397516888354,"Jan 25, 2026",$138.50,$35.73,,,Auction,https://www.ebay.com/itm/397516888354,1
2010 México 1 Oz Silver Libertad PCGS MS69 Gold Shied Slad Broken. Slad Roto,397571290758,"Feb 28, 2026",$162.50,$21.67,,,Fixed price,https://www.ebay.com/itm/397571290758,1
2004 & 2010 Mexico Libertad 2 Coins Silver set 1/2 oz BU,397613568401,"Feb 22, 2026",$125.00,$5.95,,,Auction,https://www.ebay.com/itm/397613568401,1
2004 & 2010 Mexico Libertad 2 Coins Silver set 1/2 oz BU,397693169047,"Mar 16, 2026",$119.99,$5.95,,,Auction,https://www.ebay.com/itm/397693169047,1
,,"Dec 10, 2025",$95.00,$0.40,,,Fixed price,,1
,,"Dec 10, 2025",$85.00,$5.15,,,Fixed price,,1
,,"Nov 10, 2025",$64.99,$4.76,,,Fixed price,,1
2010 Mexico Libertad 1 Oz .999 Fine Silver Coin -Brilliant Uncirculated,406645485196,"Jan 28, 2026",$128.49,$13.30,,,Fixed price,https://www.ebay.com/itm/406645485196,1
