Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1952 US Commemorative Year Set (Complete) #1004-1016, MNH FREE SHIPPING",285071401585,"Apr 4, 2026",$1.25,$0.00,,,Fixed price,https://www.ebay.com/itm/285071401585
"US 1951-1952 Complete Commemorative Year Set of 19, 998-1016 - MNH*",160579629583,"Mar 27, 2026",$6.77,$0.00,,,Fixed price,https://www.ebay.com/itm/160579629583
"1952 US SILVER COUN SET . circulated ,90% silver",147191029336,"Mar 14, 2026",$65.00,$5.39,,,Auction,https://www.ebay.com/itm/147191029336
[Portugal 1952 - NATO/OTAN] complete set in very fine used condition,205451055325,"Mar 7, 2026",$14.99,$0.00,,,Fixed price,https://www.ebay.com/itm/205451055325
TRW Power Forged L2252 STD .220 Domed MINT USED pistons Set RARE TO FINE STD.,226953072739,"Mar 17, 2026",$395.00,$61.18,,,Fixed price,https://www.ebay.com/itm/226953072739
1952 US Mint Proof Set in OGP Box & Cellophane,227211901803,"Mar 9, 2026",$401.01,$4.98,,,Auction,https://www.ebay.com/itm/227211901803
1952 US Mint 90% Silver Proof Set in Capitol Plastic Holder,277279795538,"Mar 21, 2026",$245.00,$0.00,,,Fixed price,https://www.ebay.com/itm/277279795538
"Tristan da Cunha 1965-70 SC #71/132 MH MINT hinged, all complete set CV US $64.4",306816377433,"Mar 16, 2026",$23.22,$3.50,,,Auction,https://www.ebay.com/itm/306816377433
1952-P United States US Proof Set 90% Silver Coin in Red Capital Holder,306822678687,"Mar 19, 2026",$412.89,$7.22,,,Auction,https://www.ebay.com/itm/306822678687
1955-P United States US Proof Set 90% Silver Coin in Green Capital Holder,306822692311,"Mar 19, 2026",$122.50,$7.03,,,Auction,https://www.ebay.com/itm/306822692311
"US,#1952-2002 State Birds and Flowers 1982 singles set, 50 20c, MNH",326421193896,"Mar 31, 2026",$13.99,$1.00,,,Fixed price,https://www.ebay.com/itm/326421193896
1952 PDS Philadelphia Denver San Francisco US Mint Silver 30 Coin Set #58467P,326955718131,"Mar 6, 2026",$894.95,$0.00,,,Fixed price,https://www.ebay.com/itm/326955718131
US AIR MAIL MNH COMPLETE SET 1946- 1952,358182294659,"Mar 7, 2026",$5.99,$0.99,,,Fixed price,https://www.ebay.com/itm/358182294659
1952 P US Mint Set Silver Brilliant Uncirculated!,384192207729,"Mar 21, 2026",$174.99,$4.25,,,Fixed price,https://www.ebay.com/itm/384192207729
CANADA 1949-50 OHMS Overprint Set. Officials. Mint MH,389504415952,"Mar 25, 2026",$4.24,$4.99,,,Fixed price,https://www.ebay.com/itm/389504415952
