Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2023 S Reverse Proof Morgan Silver Dollar NGC RP69 First Day of Issue FDI w/OGP,127300265051,"Oct 25, 2025",$139.96,$0.00,,,Fixed price,https://www.ebay.com/itm/127300265051,1
,,"Dec 1, 2025",$225.00,$5.37,,,Fixed price,,1
,,"Dec 27, 2025",$189.99,$0.00,,,Fixed price,,1
,,"Dec 14, 2025",$168.99,$8.55,,,Fixed price,,1
,,"Oct 27, 2025",$90.00,$0.00,,,Auction,,1
,,"Dec 18, 2025",$147.50,$0.00,,,Fixed price,,1
,,"Nov 7, 2025",$166.50,$0.00,,,Auction,,1
,,"Nov 26, 2025",$173.50,$5.00,,,Auction,,1
,,"Jan 4, 2026",$195.00,$4.65,,,Fixed price,,1
,,"Nov 30, 2025",$132.50,$8.55,,,Auction,,1
2023 S US MORGAN & PEACE .999 SILVER DOLLAR REVERSE PROOF TWO COIN SET W/COA BOX,127536897905,"Jan 22, 2026",$210.00,$4.95,,,Fixed price,https://www.ebay.com/itm/127536897905,1
,,"Dec 14, 2025",$164.00,$5.86,,,Auction,,1
,,"Dec 16, 2025",$173.50,$5.00,,,Auction,,1
,,"Jan 11, 2026",$95.00,$3.32,,,Fixed price,,1
,,"Dec 30, 2025",$185.00,$0.00,,,Fixed price,,1
,,"Jan 11, 2026",$749.95,$0.00,,,Fixed price,,1
2023 S Morgan and Peace Dollar Reverse Two Coin Proof Silver Set w/ OGP & COA,127633319660,"Feb 1, 2026",$223.00,$5.00,,,Auction,https://www.ebay.com/itm/127633319660,1
2023 S Reverse Proof Set & Morgan and Peace Dollar Proof Set-FREE SHIPPING,127637084943,"Jan 26, 2026",$439.00,$0.00,,,Auction,https://www.ebay.com/itm/127637084943,1
2023 & 2024 Morgan and Peace Silver Dollar Reverse Proof Two-Coin Set,127637289524,"Jan 21, 2026",$319.95,$7.70,,,Fixed price,https://www.ebay.com/itm/127637289524,1
,,"Jan 25, 2026",$200.00,$5.30,,,Auction,,1
2023-S Reverse Proof $1 Morgan & Peace .999 Silver Dollar 2 Coin Set w/OGP & COA,127649848240,"Feb 1, 2026",$202.50,$5.45,,,Auction,https://www.ebay.com/itm/127649848240,1
2023-S Reverse Proof $1 Morgan Peace Silver Dollar 2 Coin Set. #23XS w/OGP & COA,127664064017,"Feb 8, 2026",$205.50,$5.89,,,Auction,https://www.ebay.com/itm/127664064017,1
2023-S MORGAN DOLLAR REVERSE PROOF NGC GRADED REVERSE PF69 (LOW MINTAGE),127664109352,"Feb 10, 2026",$117.50,$0.00,,,Auction,https://www.ebay.com/itm/127664109352,1
2023-S MORGAN DOLLAR 1ST RELEASES NGC GRADED REVERSE PF69 (LOW MINTAGE),127664265762,"Feb 10, 2026",$132.50,$0.00,,,Auction,https://www.ebay.com/itm/127664265762,1
2023-S Reverse Proof $1 Morgan Peace Silver Dollar 2 Coin Set. #23XS w/OGP & COA,127674120597,"Feb 15, 2026",$192.60,$6.22,,,Auction,https://www.ebay.com/itm/127674120597,1
2023-S Morgan Peace Dollar Reverse Proof Set NGC Reverse PF70 Anna Cabral Signed,127692668015,"Mar 2, 2026",$349.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127692668015,1
2023-S Reverse Proof $1 Morgan and Peace Dollar 2pc Set NGC PF70 FDOI DC,127694035632,"Feb 20, 2026",$279.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127694035632,1
"2023 Morgan And Peace Dollar Reverse Proof Two-coin Set OGP/COA ""23XS""",127713583511,"Mar 1, 2026",$199.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127713583511,1
2023-S Morgan Silver Dollar .999 Silver Reverse Proof *8415,127788407630,"Apr 9, 2026",$134.95,$0.00,,,Auction,https://www.ebay.com/itm/127788407630,1
,,"Oct 24, 2025",$9.00,$0.00,,,Fixed price,,1
,,"Dec 5, 2025",$280.00,$5.99,,,Fixed price,,1
2023-S Reverse Proof Morgan Dollar CAC PR70 First Delivery,136362709527,"Jan 21, 2026",$185.00,$4.99,,,Fixed price,https://www.ebay.com/itm/136362709527,1
,,"Nov 25, 2025",$260.99,$0.00,,,Fixed price,,1
2023-S Morgan Silver Dollar Reverse PF70 NGC,136629586871,"Jan 19, 2026",$179.95,$0.00,,,Fixed price,https://www.ebay.com/itm/136629586871,1
,,"Oct 26, 2025",$135.50,$5.09,,,Auction,,1
,,"Nov 2, 2025",$162.50,$0.00,,,Auction,,1
,,"Nov 3, 2025",$233.75,$4.99,,,Fixed price,,1
,,"Nov 5, 2025",$250.00,$5.32,,,Fixed price,,1
,,"Nov 12, 2025",$154.06,$0.00,,,Auction,,1
,,"Dec 13, 2025",$270.00,$5.00,,,Fixed price,,1
,,"Dec 11, 2025",$289.99,$0.00,,,Fixed price,,1
,,"Dec 27, 2025",$185.00,$5.00,,,Fixed price,,1
,,"Jan 9, 2026",$119.50,$4.65,,,Auction,,1
,,"Jan 13, 2026",$170.00,$8.00,,,Fixed price,,1
2023-S Morgan and Peace Dollar First Day of Issue Two-Coin Set NGC Reverse PF 70,136976176183,"Jan 23, 2026",$289.99,$0.00,,,Fixed price,https://www.ebay.com/itm/136976176183,1
2023-S Reverse Proof $1 Morgan Peace Silver Dollar 2pc Set Box OGP Certificate%,136992822818,"Feb 6, 2026",$225.00,$5.89,,,Fixed price,https://www.ebay.com/itm/136992822818,1
2023-S Morgan & Peace Silver Dollar Reverse Proof Set + Mint Packing & COA,137005375847,"Feb 2, 2026",$225.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137005375847,1
2023 Morgan & Peace Dollar Reverse Proof Set Orig.Box & COA from US Mint (#284),137043325177,"Feb 17, 2026",$220.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137043325177,2
👀 Morgan and Peace Silver Dollars 2023 Two-Coin Reverse Proof + Proof Set OGP,145373969517,"Jan 19, 2026",$215.00,$0.00,,,Fixed price,https://www.ebay.com/itm/145373969517,1
"2023 Morgan Peace Silver Dollar 6-Coin Set Unc, Proof, Reverse Proof in OGP/COA",146320708735,"Jan 17, 2026",$675.00,$0.00,,,Fixed price,https://www.ebay.com/itm/146320708735,1
2023-S NGC Reverse PF70 MORGAN & PEACE Silver Dollars Set PREMIER Early Releases,146491190810,"Jan 17, 2026",$289.99,$5.99,,,Fixed price,https://www.ebay.com/itm/146491190810,1
,,"Jan 4, 2026",$180.00,$0.00,,,Fixed price,,1
,,"Dec 13, 2025",$289.99,$0.00,,,Fixed price,,1
2023-S Morgan and Peace Dollar First Day of Issue Two-Coin Set NGC Reverse PF 70,146811132339,"Jan 20, 2026",$289.99,$0.00,,,Fixed price,https://www.ebay.com/itm/146811132339,1
,,"Nov 8, 2025",$325.00,$9.25,,,Fixed price,,1
,,"Oct 30, 2025",$148.00,$8.00,,,Auction,,1
,,"Nov 4, 2025",$199.99,$6.05,,,Auction,,1
"2023-S Reverse Proof $1 Morgan and Peace Silver Dollar 2pc Set Box ,OGP &",204552899568,"Apr 16, 2026",$200.70,$0.00,,,Fixed price,https://www.ebay.com/itm/204552899568,112
2023-S Reverse Proof $1 Morgan and Peace Dollar 2pc Set PCGS PR70 FS Morgan,175941232462,"Apr 15, 2026",$299.00,$0.00,,,Fixed price,https://www.ebay.com/itm/175941232462,36
2023 $1 S REVERSE PROOF SILVER PEACE & MORGAN DOLLAR WITH BOX/COA 2 COIN SET,235426397443,"Mar 2, 2026",$221.91,$0.00,,,Fixed price,https://www.ebay.com/itm/235426397443,14
2023-S Reverse Proof $1 Morgan and Peace Dollar 2pc Set PCGS PR70 Morgan &,175941232467,"Apr 17, 2026",$299.00,$0.00,,,Fixed price,https://www.ebay.com/itm/175941232467,4
,,"Jan 14, 2026",$100.00,$16.60,,,Fixed price,,6
,,"Jan 17, 2026",$176.25,$10.24,,,Fixed price,,8
,,"Jan 16, 2026",$193.32,$0.00,,,Fixed price,,3
2023 S Reverse Proof Morgan and Peace Dollar Set Box and COA Only,285903077509,"Jan 3, 2026",$9.16,$0.00,,,Fixed price,https://www.ebay.com/itm/285903077509,3
,,"Jan 17, 2026",$189.50,$5.09,,,Fixed price,,2
,,"Jan 16, 2026",$199.99,$0.00,,,Fixed price,,4
,,"Jan 17, 2026",$199.00,$5.17,,,Fixed price,,2
,,"Jan 15, 2026",$100.00,$0.00,,,Fixed price,,2
2023 S $1 Morgan Dollar NGC Reverse PF70 First Day Of Issue,117144771572,"Apr 16, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117144771572,1
