Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1921 P D or S $1 Morgan Silver Dollar Very Good - Extra Fine VG-XF,314672034736,"Apr 7, 2026",$64.70,$12.96,,,Fixed price,https://www.ebay.com/itm/314672034736
1921 P D or S $1 Morgan Silver Dollar About Uncirculated AU,204250881312,"Mar 30, 2026",$69.60,$13.78,,,Fixed price,https://www.ebay.com/itm/204250881312
1921-D - The ONLY Denver Minted Morgan Silver Dollar - 90% - Last Year Historic,133130442415,"Dec 21, 2025",$50.47,$0.00,,,Fixed price,https://www.ebay.com/itm/133130442415
1921 P D or S $1 Morgan Silver Dollar Brilliant Uncirculated,314138638849,"Apr 7, 2026",$74.78,$0.00,,,Fixed price,https://www.ebay.com/itm/314138638849
1921-D US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,305507985023,"Apr 6, 2026",$86.09,$0.00,,,Fixed price,https://www.ebay.com/itm/305507985023
1921-D $1 Morgan Silver Dollar ANACS AU 58 | About Uncirculated,304777282918,"Mar 7, 2026",$79.05,$0.00,,,Fixed price,https://www.ebay.com/itm/304777282918
1921-D Morgan Silver Dollar BU Uncirculated NGC 2021 Flag Lbl,135583084029,"Jan 30, 2026",$87.85,$0.00,,,Fixed price,https://www.ebay.com/itm/135583084029
1921 D Morgan Silver Dollar Coin $1 - AU - Roll of 20,376248511573,"Mar 3, 2026","$1,177.54",$0.00,,,Fixed price,https://www.ebay.com/itm/376248511573
ONLY DENVER MINTED MORGAN! 1921-D Morgan Silver Dollar XF / AU 90% SILVER! d,225920861462,"Apr 6, 2026",$78.59,$0.00,,,Fixed price,https://www.ebay.com/itm/225920861462
1921 Morgan Silver Dollar - Choice Uncirculated - Roll of 10 Coins - P D S,364979529380,"Mar 15, 2026",$611.20,$0.00,,,Fixed price,https://www.ebay.com/itm/364979529380
1921 D Morgan Silver Dollar Coin $1 - AU,376248511628,"Apr 8, 2026",$65.00,$0.00,,,Fixed price,https://www.ebay.com/itm/376248511628
"1921 P, D, or S Mint Morgan Silver Dollar Coin AU (Random)",146917168760,"Apr 4, 2026",$66.57,$0.00,,,Fixed price,https://www.ebay.com/itm/146917168760
1921 P D or S $1 Morgan Silver Dollar Very Good - Extra Fine VG-XF,145953787094,"Feb 1, 2026",$65.65,$0.00,,,Fixed price,https://www.ebay.com/itm/145953787094
1921-D 100th Anniv 2021 Special Label MS Unc Morgan Silver Dollar NGC,365426999967,"Jan 17, 2026",$87.30,$0.00,,,Fixed price,https://www.ebay.com/itm/365426999967
1921-D $1 Morgan Silver Dollar ANACS AU 55 | About Uncirculated,304777281302,"Feb 5, 2026",$68.19,$0.00,,,Fixed price,https://www.ebay.com/itm/304777281302
1921 US Morgan Dollar Choice Uncirculated Roll - 20 Coins P D S Mixed Coins,364837836312,"Dec 12, 2025","$1,011.80",$0.00,,,Fixed price,https://www.ebay.com/itm/364837836312
Morgan Dollar Pre-21 BU Uncirculated Roll of 20 Coins - Frosty Choice Gem P D S,365251210198,"Jan 25, 2026","$1,606.86",$0.00,,,Fixed price,https://www.ebay.com/itm/365251210198
1921-D MS62 100th Anniv 2021 Special Label Morgan Silver Dollar NGC,126248531068,"Mar 26, 2026",$108.78,$0.00,,,Fixed price,https://www.ebay.com/itm/126248531068
1921-D Morgan Silver Dollar VG / VF 90% SILVER FREE SHIPPING! ONLY DENVER MINT!,324069969806,"Apr 7, 2026",$80.50,$0.00,,,Fixed price,https://www.ebay.com/itm/324069969806
"BEAUTIFUL MICRO ""D"" 1921-D MORGAN SILVER DOLLAR EF/AU COLLECTOR GRADE COIN M1303",177703812307,"Feb 22, 2026",$79.25,$5.25,,,Fixed price,https://www.ebay.com/itm/177703812307
,,"Dec 11, 2025",$899.00,$0.00,,,Fixed price,
,,"Oct 20, 2025",$89.95,$0.00,,,Fixed price,
1921-D Morgan Silver Dollar BU ICG,127624159070,"Feb 20, 2026",$87.98,$0.00,,,Fixed price,https://www.ebay.com/itm/127624159070
"1921 P, D, or S Morgan Silver Dollar Cull (Random)",143080702204,"Apr 3, 2026",$58.54,$0.00,,,Fixed price,https://www.ebay.com/itm/143080702204
1921-D Morgan Silver Dollar • Denver Mint - Circulated - 90% Silver,198061991914,"Jan 29, 2026",$81.87,$0.00,,,Fixed price,https://www.ebay.com/itm/198061991914
,,"Dec 26, 2025",$143.98,$0.00,,,Fixed price,
1921 D Morgan Dollar ~ AU ABOUT UNCIRCULATED ~ 90% Silver $1 US Coin Collectible,267215527620,"Oct 28, 2025",$44.95,$0.00,,,Fixed price,https://www.ebay.com/itm/267215527620
1921 D Morgan Silver Dollar $1 NGC MS61 MOR38-40 SHINING STELLAR COIN!,287165405706,"Mar 8, 2026",$98.32,$0.00,,,Fixed price,https://www.ebay.com/itm/287165405706
1921-D $1 Morgan Silver Dollar ANACS AU 58,304100075403,"Feb 12, 2026",$77.53,$0.00,,,Fixed price,https://www.ebay.com/itm/304100075403
1921-D $1 Morgan Silver Dollar PCGS MS 61 | Uncirculated UNC,304850963691,"Jan 28, 2026",$99.95,$8.88,,,Fixed price,https://www.ebay.com/itm/304850963691
1921 P D S ■ Morgan Silver Dollar Set ■ Priced Below Melt ■ #2311,365963583220,"Jan 20, 2026",$165.78,$6.46,,,Fixed price,https://www.ebay.com/itm/365963583220
1921-D Morgan Silver Dollar MS61 ICG,366049102809,"Feb 4, 2026",$83.63,$0.00,,,Fixed price,https://www.ebay.com/itm/366049102809
1921-D US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,376944612793,"Mar 15, 2026",$92.67,$5.45,,,Fixed price,https://www.ebay.com/itm/376944612793
1921 P/D/S $1 Morgan Silver Dollar 1 Coin VG Or Better Random Mixed Mint Marks,113480290725,"Jan 27, 2026",$82.99,$3.69,,,Fixed price,https://www.ebay.com/itm/113480290725
,,"Oct 21, 2025",$72.95,$0.00,,,Fixed price,
,,"Oct 15, 2025",$66.95,$0.00,,,Fixed price,
MS62 1921-D Morgan Silver Dollar NGC - Flag Lbl,134928838615,"Dec 15, 2025",$105.20,$0.00,,,Fixed price,https://www.ebay.com/itm/134928838615
1921-D Morgan Circulated Silver Dollar Coin!,157393584374,"Feb 15, 2026",$67.45,$4.52,,,Fixed price,https://www.ebay.com/itm/157393584374
"1921 3 Coin P, D, S Morgan Silver Dollar Set $1",227206492541,"Mar 31, 2026",$161.50,$0.00,,,Fixed price,https://www.ebay.com/itm/227206492541
,,"Jan 3, 2026",$205.40,$25.48,,,Fixed price,
,,"Dec 23, 2025",$45.00,$7.42,,,Fixed price,
1921 D Morgan Dollar ~ BU UNC UNCIRCULATED ~ 90% Silver $1 US Coin Collectible,266942568541,"Oct 19, 2025",$49.95,$0.00,,,Fixed price,https://www.ebay.com/itm/266942568541
1921 P D or S $1 Morgan Silver Dollar Very Good - Extra Fine VG-XF,314672034736,"Apr 8, 2026",$64.70,$12.96,,,Fixed price,https://www.ebay.com/itm/314672034736
1921 P D or S $1 Morgan Silver Dollar Very Good - Extra Fine VG-XF,314672034736,"Apr 13, 2026",$64.87,$12.96,,,Fixed price,https://www.ebay.com/itm/314672034736,624
Bulk Lot - (1) 1921 P or D or S Morgan Silver Dollar 90% Eagle Rev Bullion,123656533641,"Dec 13, 2025",$47.90,$0.00,,,Fixed price,https://www.ebay.com/itm/123656533641,542
1921-D - The ONLY Denver Minted Morgan Silver Dollar - 90% - Last Year Historic,133130442415,"Dec 21, 2025",$50.49,$0.00,,,Fixed price,https://www.ebay.com/itm/133130442415,253
1921 P D or S $1 Morgan Silver Dollar Brilliant Uncirculated,314138638849,"Apr 13, 2026",$74.89,$0.00,,,Fixed price,https://www.ebay.com/itm/314138638849,160
1921-D Morgan Silver Dollar - Last Year Issue 90% $1.00 Bullion Polished - XF/AU,362829336067,"Dec 8, 2025",$47.40,$0.00,,,Fixed price,https://www.ebay.com/itm/362829336067,179
1921-D US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,305507985023,"Apr 6, 2026",$86.50,$0.00,,,Fixed price,https://www.ebay.com/itm/305507985023,77
Lot of 5 Coins - 1921-P/D/S Cull Morgan Silver Dollar 90% Silver Coin,365172838960,"Feb 24, 2026",$271.58,$0.00,,,Fixed price,https://www.ebay.com/itm/365172838960,57
1921 D Morgan Silver Dollar Coin $1 - AU - Roll of 20,376248511573,"Mar 3, 2026","$1,200.48",$0.00,,,Fixed price,https://www.ebay.com/itm/376248511573,28
ONLY DENVER MINTED MORGAN! 1921-D Morgan Silver Dollar XF / AU 90% SILVER! d,225920861462,"Apr 9, 2026",$82.98,$0.00,,,Fixed price,https://www.ebay.com/itm/225920861462,17
"1921 P, D, or S Mint Morgan Silver Dollar Coin AU (Random)",146917168760,"Apr 13, 2026",$67.06,$0.00,,,Fixed price,https://www.ebay.com/itm/146917168760,20
1921 Morgan Silver Dollar - Choice Uncirculated - Roll of 10 Coins - P D S,364979529380,"Mar 15, 2026",$628.46,$0.00,,,Fixed price,https://www.ebay.com/itm/364979529380,13
1921-D Morgan Silver Dollar VG / VF 90% SILVER FREE SHIPPING! ONLY DENVER MINT!,324069969806,"Apr 12, 2026",$83.44,$0.00,,,Fixed price,https://www.ebay.com/itm/324069969806,8
Morgan Dollar Pre-21 BU Uncirculated Roll of 20 Coins - Frosty Choice Gem P D S,365251210198,"Jan 25, 2026","$1,689.60",$0.00,,,Fixed price,https://www.ebay.com/itm/365251210198,5
"1921 P, D, or S Morgan Silver Dollar Cull (Random)",143080702204,"Apr 11, 2026",$59.12,$0.00,,,Fixed price,https://www.ebay.com/itm/143080702204,25
1921-D Morgan Silver Dollar ~ ONLY Denver Minted Morgan ~ 90% Estate Lot Coin,256324582752,"Dec 27, 2025",$58.95,$0.00,,,Fixed price,https://www.ebay.com/itm/256324582752,10
Lot Of 3 Morgan Dollars 1903-P 1921-S & 1921-D All 3 Coins-90% silver,196907449237,"Jan 29, 2026",$182.50,$0.00,,,Fixed price,https://www.ebay.com/itm/196907449237,2
(3 PC LOT) 1921 P D S Morgan Silver Dollar XF / AU 90% SILVER! FREE SHIPPING,223905222763,"Dec 26, 2025",$190.07,$0.00,,,Fixed price,https://www.ebay.com/itm/223905222763,2
"Lot of (3) 1921 Morgan Silver Dollars P-D-S, in nice Fine to About uncirculated",227201541835,"Feb 10, 2026",$219.38,$10.00,,,Fixed price,https://www.ebay.com/itm/227201541835,2
1921 D Morgan Dollar From OBW Estate Roll Choice-Gem Bu Uncirculated 90% Silver,267170017268,"Apr 1, 2026",$169.89,$0.00,,,Fixed price,https://www.ebay.com/itm/267170017268,2
1921 Silver Morgan Dollar Cull Lot of 100 P/D/SCoin Constitutional Silver Dollar,286871536265,"Jan 24, 2026","$6,555.00",$15.00,,,Fixed price,https://www.ebay.com/itm/286871536265,2
1921-D $1 Morgan Silver Dollar ANACS AU 55,304100074869,"Feb 12, 2026",$75.85,$0.00,,,Fixed price,https://www.ebay.com/itm/304100074869,2
1921-D $1 Morgan Silver Dollar PCGS AU 58,304850963662,"Jan 19, 2026",$79.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304850963662,3
1921 Morgan Silver Dollar XF / AU 90% SILVER **ORDER 2 OR MORE AND SAVE $$** d,324136573980,"Jan 14, 2026",$76.23,$0.00,,,Fixed price,https://www.ebay.com/itm/324136573980,3
,,"Dec 28, 2025",$56.99,$0.00,,,Fixed price,,1
1921 D Morgan Dollar VAM 1B1 (EDS) Higher Grade Free Shipping !!!!!!!!!!,112241248503,"Jan 16, 2026",$69.39,$0.00,,,Fixed price,https://www.ebay.com/itm/112241248503,1
,,"Dec 24, 2025",$42.00,$7.91,,,Fixed price,,1
,,"Jan 2, 2026",$55.00,$4.87,,,Fixed price,,1
1921 D Morgan dollar PCGS XF45 *VAM 1CB scribbles* EP,115895551207,"Jan 26, 2026",$82.00,$5.00,,,Fixed price,https://www.ebay.com/itm/115895551207,1
"MORGAN SILVER DOLLARS SET OF 1921, P D S 3 Different Mint Marks, UNC, VF, Box",116214230644,"Oct 28, 2025",$159.00,$6.18,,,Fixed price,https://www.ebay.com/itm/116214230644,1
,,"Nov 7, 2025",$31.00,$5.16,,,Fixed price,,1
,,"Nov 10, 2025",$46.00,$0.00,,,Fixed price,,1
,,"Nov 11, 2025",$65.00,$5.25,,,Fixed price,,1
,,"Dec 28, 2025",$189.95,$4.95,,,Fixed price,,1
,,"Dec 28, 2025",$59.99,$0.00,,,Fixed price,,1
,,"Jan 11, 2026",$55.00,$4.76,,,Fixed price,,1
,,"Oct 20, 2025",$128.95,$1.58,,,Fixed price,,1
,,"Dec 30, 2025",$59.95,$0.00,,,Fixed price,,1
,,"Oct 24, 2025",$33.09,$4.75,,,Auction,,1
,,"Oct 24, 2025",$40.00,$0.00,,,Auction,,1
,,"Oct 24, 2025",$144.06,$4.00,,,Auction,,1
,,"Nov 26, 2025",$129.95,$0.00,,,Fixed price,,1
,,"Oct 29, 2025",$30.00,$4.80,,,Fixed price,,1
,,"Nov 3, 2025",$75.00,$4.95,,,Fixed price,,1
,,"Nov 7, 2025",$34.69,$0.00,,,Auction,,1
,,"Nov 8, 2025",$178.00,$9.00,,,Auction,,1
,,"Nov 9, 2025",$27.00,$4.50,,,Auction,,1
,,"Nov 7, 2025",$43.00,$2.09,,,Auction,,1
,,"Dec 2, 2025",$150.00,$9.25,,,Fixed price,,1
,,"Dec 13, 2025",$489.95,$9.95,,,Fixed price,,1
,,"Nov 21, 2025",$225.00,$6.99,,,Auction,,1
,,"Nov 23, 2025",$35.00,$5.00,,,Auction,,1
,,"Nov 23, 2025",$109.27,$8.55,,,Auction,,1
,,"Nov 25, 2025",$113.50,$12.00,,,Auction,,1
,,"Nov 30, 2025",$117.50,$4.99,,,Auction,,1
,,"Dec 7, 2025",$39.00,$5.37,,,Fixed price,,1
,,"Nov 28, 2025",$40.00,$0.00,,,Fixed price,,1
