Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
American Patriotic Eagle One Nation Under God US Flag 1oz .999 Silver 2015 Round,116778425126,"Jan 10, 2026",$75.23,$0.00,,,Fixed price,https://www.ebay.com/itm/116778425126
"2015-W Proof $1 American Silver Eagle Box, OGP & COA",175829269488,"Apr 7, 2026",$97.63,$0.00,,,Fixed price,https://www.ebay.com/itm/175829269488
,,"Dec 25, 2025",$71.59,$6.19,,,Fixed price,
,,"Dec 9, 2025",$57.58,$0.00,,,Fixed price,
2015 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,127139100646,"Jan 6, 2026",$80.08,$0.00,,,Fixed price,https://www.ebay.com/itm/127139100646
2015 $1 American Silver Eagle NGC MS70 Brown Label,175768627397,"Mar 31, 2026",$107.58,$0.00,,,Fixed price,https://www.ebay.com/itm/175768627397
"2015-W $1 1-oz Proof American Silver Eagle Box, OGP, &COA",386984914438,"Mar 29, 2026",$103.00,$0.00,,,Fixed price,https://www.ebay.com/itm/386984914438
2015 $1 American Silver Eagle PCGS MS70 Gary Whitley Signature Label,204467383793,"Dec 27, 2025",$76.17,$0.00,,,Fixed price,https://www.ebay.com/itm/204467383793
2015 $1 American Silver Eagle PCGS MS69 ~ NICE COIN,275232823500,"Jan 17, 2026",$94.84,$1.00,,,Fixed price,https://www.ebay.com/itm/275232823500
2011-W Burnished $1 American Silver Eagle NGC MS70,317319462065,"Mar 26, 2026",$112.68,$0.00,,,Fixed price,https://www.ebay.com/itm/317319462065
2015 $1 American Silver Eagle NGC MS69 Brown Label,175711896160,"Mar 15, 2026",$96.20,$0.00,,,Fixed price,https://www.ebay.com/itm/175711896160
2015 1 oz American Silver Eagle BU,142650157696,"Mar 10, 2026",$96.46,$0.00,,,Fixed price,https://www.ebay.com/itm/142650157696
2015 AMERICAN SILVER EAGLE DOLLAR COIN 1 OZ. 999 PURE FINE SILVER BULLION + CASE,195849466945,"Jan 28, 2026",$93.11,$6.93,,,Fixed price,https://www.ebay.com/itm/195849466945
Better Date 2015 American Silver Eagle Roll Of 20 1 Troy Oz .999 Fine Silver,257309223890,"Jan 23, 2026","$2,119.46",$0.00,,,Fixed price,https://www.ebay.com/itm/257309223890
,,"Dec 8, 2025",$60.53,$0.00,,,Fixed price,
2015-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,146279908640,"Feb 12, 2026",$104.52,$0.00,,,Fixed price,https://www.ebay.com/itm/146279908640
2015-W Proof $1 American Silver Eagle NGC PF69UC Brown Label,175907932089,"Mar 30, 2026",$112.57,$0.00,,,Fixed price,https://www.ebay.com/itm/175907932089
2015 W American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365694967011,"Apr 5, 2026",$130.09,$0.00,,,Fixed price,https://www.ebay.com/itm/365694967011
2015 American Silver Eagle BU .999 Silver One Owner Free Shipping,127759445753,"Apr 7, 2026",$83.02,$0.00,,,Fixed price,https://www.ebay.com/itm/127759445753
,,"Nov 16, 2025",$58.00,$0.00,,,Fixed price,
,,"Nov 13, 2025","$1,125.00",$0.00,,,Fixed price,
"2015 $1 AMERICAN SILVER EAGLE, 1 OZ .999 - GEM BRILLIANT UNCIRCULATED!",358147980157,"Jan 26, 2026",$116.10,$2.31,,,Fixed price,https://www.ebay.com/itm/358147980157
U.S. Mint American Eagle 1 oz Silver Coin .999 Fine Bullion,327018673999,"Mar 11, 2026",$91.23,$9.30,,,Fixed price,https://www.ebay.com/itm/327018673999
2011-W $1 1-oz Burnished American Silver Eagle NGC MS70,136497194988,"Mar 26, 2026",$111.03,$0.00,,,Fixed price,https://www.ebay.com/itm/136497194988
"2015-(P) AMERICAN SILVER EAGLE PCGS MS69 STRUCK AT PHILADELPHIA - 79,640 MINTED",167651342884,"Feb 8, 2026",$372.00,$0.00,,,Fixed price,https://www.ebay.com/itm/167651342884
2015 1 oz .999 Fine Silver American Eagle $1 Coin BU,117100443862,"Mar 22, 2026",$80.09,$0.00,,,Fixed price,https://www.ebay.com/itm/117100443862
2013 1 oz American Silver Eagle BU,141918878159,"Apr 7, 2026",$98.87,$0.00,,,Fixed price,https://www.ebay.com/itm/141918878159
U.S. Mint American Eagle 2015 1 oz Silver Coin .999 Fine Bullion,227230921850,"Feb 24, 2026",$83.48,$0.00,,,Fixed price,https://www.ebay.com/itm/227230921850
2015 American Silver Eagle Coin - NGC MS69,306314316452,"Mar 15, 2026",$104.35,$0.00,,,Fixed price,https://www.ebay.com/itm/306314316452
"2015 (P) SILVER EAGLE ICG MS69 MINTED AT PHILADELPHIA MINT MINTAGE 79,640 KEY",384760373218,"Apr 6, 2026",$150.65,$0.00,,,Fixed price,https://www.ebay.com/itm/384760373218
2015 American Silver Eagle Proof Coin,127625813295,"Jan 21, 2026",$105.57,$6.00,,,Fixed price,https://www.ebay.com/itm/127625813295
2015 1 oz American Silver Eagle BU,267544960461,"Jan 28, 2026",$121.81,$0.00,,,Fixed price,https://www.ebay.com/itm/267544960461
2015 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,267584812598,"Feb 25, 2026",$96.44,$0.00,,,Fixed price,https://www.ebay.com/itm/267584812598
2015 American Silver Eagle 1 oz .999 Brilliant Uncirculated,376216736606,"Dec 21, 2025",$65.89,$3.99,,,Fixed price,https://www.ebay.com/itm/376216736606
2015 American Silver Eagle - BU .999 Silver,127752500291,"Mar 17, 2026",$86.88,$0.00,,,Fixed price,https://www.ebay.com/itm/127752500291
2015 Uncirculated American Silver Eagle .999 Fine Silver Dollar,137001444739,"Feb 1, 2026",$90.69,$5.63,,,Fixed price,https://www.ebay.com/itm/137001444739
2015 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,145663997095,"Mar 11, 2026",$103.32,$0.00,,,Fixed price,https://www.ebay.com/itm/145663997095
"2015-W Burnished $1 American Silver Eagle 1 oz, OGP & COA",176853698925,"Dec 28, 2025",$70.86,$0.00,,,Fixed price,https://www.ebay.com/itm/176853698925
,,"Jan 4, 2026",$68.26,$0.00,,,Fixed price,
Better Date 2015 American Silver Eagle Roll Of 20 1 Troy Oz .999 Fine Silver,257282256531,"Jan 13, 2026","$1,894.95",$0.00,,,Fixed price,https://www.ebay.com/itm/257282256531
2015 American Silver Eagle Dollar 1 oz 99.9,257335122415,"Jan 29, 2026",$125.82,$0.00,,,Fixed price,https://www.ebay.com/itm/257335122415
2015 American Silver Eagle 1 Troy Oz. .999 Fine Silver One Dollar Coin BU,277679781840,"Jan 29, 2026",$123.80,$0.00,,,Fixed price,https://www.ebay.com/itm/277679781840
,,"Dec 23, 2025",$69.00,$0.00,,,Fixed price,
2015 $1 1-oz American Silver Eagle NGC MS69 Brown Label,386823163330,"Mar 30, 2026",$95.80,$0.00,,,Fixed price,https://www.ebay.com/itm/386823163330
2015 (P) American Silver Eagle Philadelphia Minted MS69 ICG,136713279448,"Mar 15, 2026",$133.28,$0.00,,,Fixed price,https://www.ebay.com/itm/136713279448
2015 1 Oz Silver American Eagle BU .999 Silver coin uncirculated,177777990594,"Jan 14, 2026",$90.00,$6.00,,,Fixed price,https://www.ebay.com/itm/177777990594
,,"Dec 11, 2025",$59.29,$6.84,,,Fixed price,
,,"Dec 14, 2025",$70.99,$0.00,,,Fixed price,
1 oz American Silver Eagle BU (Random Year) Lot of 20,116273468847,"Apr 11, 2026","$1,575.43",$50.17,,,Fixed price,https://www.ebay.com/itm/116273468847
"2015-W Proof $1 American Silver Eagle Box, OGP & COA",175829269488,"Apr 10, 2026",$97.84,$0.00,,,Fixed price,https://www.ebay.com/itm/175829269488
,,"Dec 9, 2025",$60.73,$0.00,,,Fixed price,
2015 $1 American Silver Eagle NGC MS70 Brown Label,175768627397,"Apr 9, 2026",$108.57,$0.00,,,Fixed price,https://www.ebay.com/itm/175768627397
2015 $1 American Silver Eagle NGC MS69 Brown Label,175711896160,"Apr 9, 2026",$96.28,$0.00,,,Fixed price,https://www.ebay.com/itm/175711896160
2015 1 oz American Silver Eagle BU,142650157696,"Apr 9, 2026",$98.49,$0.00,,,Fixed price,https://www.ebay.com/itm/142650157696
2015-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,146279908640,"Apr 9, 2026",$107.20,$0.00,,,Fixed price,https://www.ebay.com/itm/146279908640
2015 1 oz American Silver Eagle BU,267635415909,"Apr 10, 2026",$76.60,$0.00,,,Fixed price,https://www.ebay.com/itm/267635415909
"2015 (P) SILVER EAGLE ICG MS69 MINTED AT PHILADELPHIA MINT MINTAGE 79,640 KEY",384760373218,"Apr 6, 2026",$150.83,$0.00,,,Fixed price,https://www.ebay.com/itm/384760373218
Lot of 2 Silver 2011 & 2012 American Eagle 1 oz. Fine .999 US oz Coins,198049984578,"Jan 29, 2026",$229.28,$0.00,,,Fixed price,https://www.ebay.com/itm/198049984578
"2015-W Burnished $1 American Silver Eagle 1 oz, OGP & COA",176853698925,"Dec 28, 2025",$73.24,$0.00,,,Fixed price,https://www.ebay.com/itm/176853698925
1 oz American Silver Eagle BU (Random Year) Lot of 20,116273468847,"Apr 13, 2026","$1,577.36",$50.17,,,Fixed price,https://www.ebay.com/itm/116273468847,958
"2015-W Proof $1 American Silver Eagle Box, OGP & COA",175829269488,"Apr 12, 2026",$98.04,$0.00,,,Fixed price,https://www.ebay.com/itm/175829269488,68
2015 $1 American Silver Eagle NGC MS70 Brown Label,175768627397,"Apr 12, 2026",$108.60,$0.00,,,Fixed price,https://www.ebay.com/itm/175768627397,28
,,"Dec 9, 2025",$61.18,$0.00,,,Fixed price,,63
2015 1 oz American Silver Eagle BU,142650157696,"Apr 9, 2026",$100.30,$0.00,,,Fixed price,https://www.ebay.com/itm/142650157696,18
2015-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,146279908640,"Apr 9, 2026",$108.97,$0.00,,,Fixed price,https://www.ebay.com/itm/146279908640,15
2015 W American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365694967011,"Apr 5, 2026",$140.71,$0.00,,,Fixed price,https://www.ebay.com/itm/365694967011,69
2015 American Silver Eagle Coin - NGC MS69,306314316452,"Apr 12, 2026",$103.71,$0.00,,,Fixed price,https://www.ebay.com/itm/306314316452,9
,,"Jan 13, 2026","$1,894.95",$0.00,,,Fixed price,,6
Better Date 2015 American Silver Eagle In Capsule 1 Troy Oz .999 Fine Silver,257298687577,"Jan 27, 2026",$100.78,$0.00,,,Fixed price,https://www.ebay.com/itm/257298687577,5
,,"Nov 13, 2025",$50.92,$5.08,,,Fixed price,,5
2015 Silver American Eagle $1 Uncirculated from US Mint Roll .999 pure silver,336423794807,"Feb 16, 2026",$91.00,$0.00,,,Fixed price,https://www.ebay.com/itm/336423794807,5
,,"Nov 30, 2025",$55.00,$3.99,,,Fixed price,,5
,,"Dec 27, 2025",$75.00,$10.50,,,Fixed price,,7
2015 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,132411810928,"Jan 22, 2026",$74.70,$0.00,,,Fixed price,https://www.ebay.com/itm/132411810928,4
,,"Nov 23, 2025",$53.95,$0.00,,,Fixed price,,10
"2015 American Silver Eagle, encapsulated BU (GV0037)",137146212920,"Apr 3, 2026",$80.29,$0.00,,,Fixed price,https://www.ebay.com/itm/137146212920,8
2015 American Silver Eagle - GEM BU fresh from U.S. Mint tube,143991634808,"Jan 23, 2026",$84.45,$5.89,,,Fixed price,https://www.ebay.com/itm/143991634808,5
2015 American Silver Eagle from Sealed Mint Tube - PRISTINE - ORIGINAL OWNER!,157575832981,"Jan 30, 2026",$92.67,$12.49,,,Fixed price,https://www.ebay.com/itm/157575832981,19
2015 American Silver Eagle First Strike Label MS70 PCGS,157615826601,"Jan 15, 2026",$97.50,$5.23,,,Fixed price,https://www.ebay.com/itm/157615826601,4
,,"Dec 27, 2025","$1,673.81",$12.54,,,Fixed price,,8
Walking Liberty American Eagle Silver Coin,168087833291,"Mar 13, 2026",$100.29,$12.20,,,Fixed price,https://www.ebay.com/itm/168087833291,7
1986-2015 American Silver Eagle Set - 30 BU Coins in Dansco Album Pages,185508881219,"Jan 26, 2026","$3,250.00",$25.00,,,Fixed price,https://www.ebay.com/itm/185508881219,7
,,"Dec 16, 2025",$65.00,$0.00,,,Fixed price,,4
,,"Dec 4, 2025","$1,235.00",$17.03,,,Fixed price,,9
,,"Dec 26, 2025",$78.11,$0.00,,,Fixed price,,9
,,"Jan 7, 2026","$1,680.00",$0.00,,,Fixed price,,10
PCGS MS70 2015-(W) American Silver Eagle West Point Struck 1oz .999 Silver Coin,287217512236,"Apr 12, 2026",$109.00,$3.99,,,Fixed price,https://www.ebay.com/itm/287217512236,4
2015-W Silver American Eagle Dollar Burnished,297724180131,"Jan 14, 2026",$79.99,$6.23,,,Fixed price,https://www.ebay.com/itm/297724180131,7
,,"Dec 28, 2025",$64.97,$7.94,,,Fixed price,,5
,,"Jan 7, 2026",$79.57,$7.94,,,Fixed price,,5
,,"Nov 1, 2025",$64.50,$0.00,,,Fixed price,,4
2015 SILVER EAGLE PCGS MS70,336069917559,"Mar 5, 2026",$139.95,$4.84,,,Fixed price,https://www.ebay.com/itm/336069917559,12
,,"Jan 4, 2026",$364.44,$23.36,,,Fixed price,,9
,,"Nov 19, 2025",$27.99,$0.00,,,Fixed price,,4
2015-W American Silver Eagle Proof Coin 1 Oz,365896075795,"Jan 22, 2026",$94.96,$0.00,,,Fixed price,https://www.ebay.com/itm/365896075795,4
"2015 1 Oz Silver American Eagle $1 ""Walking Liberty"" BU .999 Uncirculated",397578195371,"Feb 6, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/397578195371,8
Album For Collecting American Silver Eagle Dollar Coins 2015 2025 New Littleton,112962539021,"Jan 23, 2026",$27.07,$0.00,,,Fixed price,https://www.ebay.com/itm/112962539021,6
,,"Jan 4, 2026",$73.33,$0.00,,,Fixed price,,3
2 2015 1 oz Silver American Eagle (Brilliant Uncirculated),127643149245,"Jan 24, 2026",$200.00,$5.42,,,Fixed price,https://www.ebay.com/itm/127643149245,4
2015-W American Silver Eagle PR70 DCAM PCGS Blue Label,136533779837,"Mar 14, 2026",$141.25,$0.00,,,Fixed price,https://www.ebay.com/itm/136533779837,4
,,"Nov 24, 2025",$53.95,$0.00,,,Fixed price,,4
2015-W American Silver Eagle Burnished 1 oz .999 US Mint $1 Coin OGP Box & COA,146258062762,"Mar 23, 2026",$91.94,$0.00,,,Fixed price,https://www.ebay.com/itm/146258062762,3
2015 American Silver Eagle Coin 1 Oz. Brilliant Uncirculated In Capsule,147104979523,"Jan 20, 2026",$92.50,$4.00,,,Fixed price,https://www.ebay.com/itm/147104979523,4
2015 1 oz American Silver Eagle Coin,155309822134,"Dec 17, 2025",$66.34,$0.00,,,Fixed price,https://www.ebay.com/itm/155309822134,3
,,"Nov 17, 2025",$69.94,$12.40,,,Fixed price,,64
,,"Dec 18, 2025",$63.54,$5.12,,,Fixed price,,7
American Silver Eagle 2015 - 1 Troy Ounce - 99.9% Silver,177796522811,"Jan 22, 2026",$97.33,$5.05,,,Fixed price,https://www.ebay.com/itm/177796522811,3
2015 American Silver Eagle - BU .999 Silver,177964421406,"Mar 17, 2026",$84.33,$5.10,,,Fixed price,https://www.ebay.com/itm/177964421406,3
2015 American Silver Eagle - NGC MS70 - First Releases,188200176404,"Mar 28, 2026",$103.33,$5.62,,,Fixed price,https://www.ebay.com/itm/188200176404,3
2015-W Proof American .999 Silver Eagle NGC PF70 Ultra Cameo Early Releases,198141419393,"Mar 6, 2026",$135.99,$6.00,,,Fixed price,https://www.ebay.com/itm/198141419393,3
,,"Dec 26, 2025",$73.67,$4.99,,,Fixed price,,3
,,"Jan 13, 2026",$96.66,$6.16,,,Fixed price,,3
,,"Dec 25, 2025",$74.95,$3.95,,,Fixed price,,3
Morgan Dollar Design / American Eagle 1 Oz Silver Round .999 Fine Mirror Finish,227191922144,"Jan 29, 2026",$119.38,$0.00,,,Fixed price,https://www.ebay.com/itm/227191922144,8
2015 American Silver Eagle 1oz 999 Fine Silver Coin BU Capsule & Mint Tube,256208503342,"Jan 23, 2026",$99.28,$0.00,,,Fixed price,https://www.ebay.com/itm/256208503342,6
,,"Oct 19, 2025",$54.99,$4.00,,,Fixed price,,7
,,"Jan 9, 2026",$79.99,$8.68,,,Fixed price,,4
Better Date 2015 American Silver Eagle Roll Of 20 1 Troy Oz .999 Fine Silver,257308379631,"Jan 14, 2026","$1,989.99",$0.00,,,Fixed price,https://www.ebay.com/itm/257308379631,3
,,"Dec 9, 2025",$61.99,$4.86,,,Fixed price,,4
2015 AMERICAN SILVER EAGLE 1 OZ. PURE FINE SILVER 999 BULLION COIN / BU-UNC,277633202755,"Jan 15, 2026",$99.25,$0.00,,,Fixed price,https://www.ebay.com/itm/277633202755,4
2015-W U.S. $1 Burnished American Silver Eagle (w/Box & COA) ~ 1oz Silver Coin,285667146152,"Dec 26, 2025",$79.95,$0.00,,,Fixed price,https://www.ebay.com/itm/285667146152,7
"2015 (P) American Silver Eagle Minted at Philadelphia ICG MS69 Mintage 79,640",285833651813,"Feb 14, 2026",$132.00,$10.00,,,Fixed price,https://www.ebay.com/itm/285833651813,5
2015 1 Oz Silver American Eagle Dollar BU .999 Uncirculated,287121456895,"Feb 4, 2026",$100.29,$0.00,,,Fixed price,https://www.ebay.com/itm/287121456895,7
2013 1 oz American Silver Eagle BU 1 coin,298006966695,"Feb 10, 2026",$95.50,$0.00,,,Fixed price,https://www.ebay.com/itm/298006966695,5
,,"Jan 5, 2026","$1,660.00",$0.00,,,Fixed price,,5
2015 1 oz American Silver Eagle BU,306728182503,"Jan 24, 2026",$103.91,$0.00,,,Fixed price,https://www.ebay.com/itm/306728182503,10
2015 1 oz American Silver Eagle BU,306729484354,"Jan 24, 2026",$103.91,$6.95,,,Fixed price,https://www.ebay.com/itm/306729484354,5
