Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1880-CC Morgan Silver Dollar • Includes Free Delivery,206339458810,"Jul 10, 2026",$120.82,$0.00,,,Fixed price,https://www.ebay.com/itm/206339458810,32
1880-CC United States Morgan Silver Dollar,336676212359,"Jul 9, 2026",$122.00,$0.00,,,Fixed price,https://www.ebay.com/itm/336676212359,3
,,"Jul 7, 2026",$88.95,$0.00,,,Fixed price,,22
[Removed] Item 318544184753,318544184753,"Jul 5, 2026",$62.50,$2.60,,,Fixed price,,2
[Removed] Item 318488099322,318488099322,"Jun 23, 2026",$55.78,$0.00,,,Fixed price,,2
[Removed] Item 206341233465,206341233465,"Jun 21, 2026",$91.49,$0.00,,,Fixed price,,4
[Removed] Item 206343772207,206343772207,"Jun 21, 2026",$93.40,$0.00,,,Fixed price,,2
[Removed] Item 298420546035,298420546035,"Jun 20, 2026",$75.86,$0.00,,,Fixed price,,9
1880-CC Morgan Silver Dollar PCGS Circulated Carson City Key Date Graded Coin,366482310478,"Jun 19, 2026",$70.99,$0.00,,,Fixed price,https://www.ebay.com/itm/366482310478,5
1880-CC Morgan Silver Dollar PCGS MS66 Circulated Carson City Key Date Graded,366473931831,"Jun 17, 2026",$96.57,$0.00,,,Fixed price,https://www.ebay.com/itm/366473931831,11
Vintage 1880-CC PCGS MS66 Morgan Silver Dollar Rare Carson City Free shipping,287390114976,"Jun 16, 2026",$80.00,$0.00,,,Fixed price,https://www.ebay.com/itm/287390114976,3
[Removed] Item 800163836837,800163836837,"Jun 15, 2026",$144.99,$0.00,,,Fixed price,,9
[Removed] Item 298404764557,298404764557,"Jun 15, 2026",$68.68,$0.00,,,Fixed price,,5
1880-CC Morgan Dollar GSA Hoard Black Box & COA | No Coin,277785510936,"Jun 12, 2026",$29.95,$6.45,,,Fixed price,https://www.ebay.com/itm/277785510936,2
,,"Jun 11, 2026",$71.00,$0.00,,,Fixed price,,15
,,"Jun 11, 2026",$83.29,$0.00,,,Fixed price,,3
,,"Jun 10, 2026",$90.41,$0.00,,,Fixed price,,19
[Removed] Item 227372823393,227372823393,"Jun 8, 2026",$82.06,$0.00,,,Fixed price,,5
[Removed] Item 127907105892,127907105892,"Jun 8, 2026",$89.98,$0.00,,,Fixed price,,3
,,"Jun 7, 2026",$86.52,$0.00,,,Fixed price,,2
[Removed] Item 318413036412,318413036412,"Jun 7, 2026",$91.50,$0.00,,,Fixed price,,2
[Removed] Item 800115479514,800115479514,"Jun 4, 2026",$39.99,$0.00,,,Fixed price,,7
[Removed] Item 358612735158,358612735158,"Jun 4, 2026",$54.52,$3.28,,,Fixed price,,4
[Removed] Item 398010716897,398010716897,"Jun 4, 2026",$56.12,$3.16,,,Fixed price,,4
,,"Jun 3, 2026",$49.25,$5.99,,,Fixed price,,4
1880-CC Morgan Silver Dollar Vintage Collectible Coin,287348369713,"Jun 2, 2026",$92.71,$0.00,,,Fixed price,https://www.ebay.com/itm/287348369713,6
[Removed] Item 188432110600,188432110600,"Jun 2, 2026",$65.91,$0.00,,,Fixed price,,3
Uncirculated 1880-CC Carson City Mint Silver Morgan Dollar,168417195290,"Jun 1, 2026",$45.99,$0.00,,,Fixed price,https://www.ebay.com/itm/168417195290,2
[Removed] Item 188417818692,188417818692,"Jun 1, 2026",$67.13,$0.00,,,Fixed price,,2
[Removed] Item 168409754198,168409754198,"May 31, 2026",$55.26,$0.00,,,Fixed price,,7
[Removed] Item 406960407172,406960407172,"May 30, 2026",$38.79,$0.00,,,Fixed price,,3
[Removed] Item 406952454010,406952454010,"May 29, 2026",$63.99,$0.00,,,Fixed price,,4
"1880-CC Morgan Silver Dollar US $1 -Good condition, not yet circulated",168401174293,"May 29, 2026",$79.96,$0.00,,,Fixed price,https://www.ebay.com/itm/168401174293,2
[Removed] Item 188432159956,188432159956,"May 28, 2026",$89.35,$0.00,,,Fixed price,,2
[Removed] Item 188417811418,188417811418,"May 26, 2026",$89.00,$0.00,,,Fixed price,,3
,,"May 26, 2026",$58.00,$0.00,,,Fixed price,,2
[Removed] Item 800058163174,800058163174,"May 24, 2026",$80.00,$0.00,,,Fixed price,,5
,,"May 23, 2026",$54.36,$5.99,,,Fixed price,,7
1880-CC Carson City Mint Morgan Silver $1 Dollar,127877510584,"May 22, 2026",$38.94,$0.00,,,Fixed price,https://www.ebay.com/itm/127877510584,3
