Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1883 O US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,404837029611,"Mar 25, 2026",$94.34,$0.00,,,Fixed price,https://www.ebay.com/itm/404837029611
1883 O PCGS MS63 PL Proof Like Blk White Cam Morgan Silver Dollar Superb Mirrors,277791012572,"Mar 28, 2026",$210.00,$8.10,,,Fixed price,https://www.ebay.com/itm/277791012572
1883-O MORGAN SILVER DOLLAR PCGS MS63 OGH CHOICE BU,327031055354,"Mar 15, 2026",$105.00,$4.11,,,Fixed price,https://www.ebay.com/itm/327031055354
1883-O $1 Morgan Silver Dollar ANACS MS-62 Choice,114929400991,"Mar 10, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/114929400991
1883 O Morgan Silver Dollar MS61 VAM-26A ANACS,116678324796,"Mar 13, 2026",$100.00,$5.07,,,Fixed price,https://www.ebay.com/itm/116678324796
1883-O $1 Tidy House Morgan Silver Dollar Monster Toned!,116757336546,"Mar 8, 2026",$480.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116757336546
1883 O Morgan Dollar MS64 PCGS Reverse RAINBOW Toned Amazing Color (see pics),116871111114,"Mar 20, 2026",$205.00,$7.95,,,Fixed price,https://www.ebay.com/itm/116871111114
EF+/AU 1883-O MORGAN SILVER DOLLAR DETAIL BEAUTIFUL TONING COLLECTOR GRADE M1515,117068859578,"Mar 6, 2026",$92.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117068859578
1883 O Morgan Silver Dollar In Lucite Paperweight Square Shaped,117073121305,"Mar 18, 2026",$67.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117073121305
MS 1883-O MORGAN SILVER DOLLAR DETAIL BEAUTIFUL TONING COLLECTOR GRADE M1535,117075608014,"Mar 12, 2026",$105.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117075608014
"Set of 5 - Morgan Silver Dollars $1 - 1882, 1883-S, 1884, 1885, 1886-O",117077354398,"Mar 15, 2026",$400.00,$12.51,,,Auction,https://www.ebay.com/itm/117077354398
1883-O $1 Morgan Silver Dollar,117084112816,"Mar 19, 2026",$94.49,$4.00,,,Auction,https://www.ebay.com/itm/117084112816
MORGAN SILVER DOLLAR 1883 O TONER 90% SILVER DOLLAR,117087675790,"Mar 19, 2026",$67.33,$3.42,,,Auction,https://www.ebay.com/itm/117087675790
1883-O $1 Morgan Silver Dollar. MS 62 Graded,117088477478,"Mar 15, 2026",$87.50,$2.99,,,Fixed price,https://www.ebay.com/itm/117088477478
UNC/MS 1883-O MORGAN SILVER DOLLAR DETAIL BEAUTIFUL TONING COLLECTOR GRADE M1526,117090006525,"Mar 16, 2026",$95.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117090006525
1883-O Morgan Silver Dollar MS63 NGC New Orleans,117097236695,"Mar 24, 2026",$86.55,$5.52,,,Auction,https://www.ebay.com/itm/117097236695
"1883-O Morgan Dollar, MS 63 NGC, NR",117097581957,"Mar 28, 2026",$94.87,$23.02,,,Auction,https://www.ebay.com/itm/117097581957
1883-O MORGAN DOLLAR,117104300823,"Mar 23, 2026",$53.00,$4.25,,,Fixed price,https://www.ebay.com/itm/117104300823
1883-O MORGAN DOLLAR,117104302077,"Mar 23, 2026",$51.75,$4.25,,,Fixed price,https://www.ebay.com/itm/117104302077
"1883-O Morgan U.S. silver dollar. Satiny white BU, hint of gold. #eL1",117106870732,"Mar 24, 2026",$62.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117106870732
1883-O satiny near gem BU Morgan silver dollar. NGC MS64. #ok098,117111835682,"Mar 27, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117111835682
"1883-O Morgan Dollar, MS 63 PCGS, NR",117114975589,"Apr 4, 2026",$86.00,$5.95,,,Auction,https://www.ebay.com/itm/117114975589
MS61 1883-O Morgan Silver Dollar NGC Great Contrast *1777,126428112853,"Mar 28, 2026",$93.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126428112853
1883-O Morgan Silver Dollar MS62 ICG Beautiful Tone Reverse *8730,127088918653,"Mar 11, 2026",$300.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127088918653
1883-O Silver Morgan Dollar. MS65 Toned!,127517320377,"Mar 8, 2026",$250.00,$5.29,,,Fixed price,https://www.ebay.com/itm/127517320377
1883-O Morgan Silver Dollar $1 - NGC MS61 - New Orleans Toner Rainbow 🌈,127554519721,"Mar 12, 2026",$159.99,$5.39,,,Fixed price,https://www.ebay.com/itm/127554519721
1883-O Morgan Silver Dollar PCGS MS65,127577948710,"Mar 6, 2026",$189.00,$8.00,,,Fixed price,https://www.ebay.com/itm/127577948710
"1883-O $1 Morgan Silver Dollar Genuine US Currency AU+ to UNC, Nice Coin! 👀",127587777086,"Mar 16, 2026",$120.00,$1.36,,,Fixed price,https://www.ebay.com/itm/127587777086
1883-O $1 Morgan Silver Dollar NGC MS64 - Blindingly Bright & Every Detail,127677581117,"Mar 25, 2026",$99.00,$5.45,,,Fixed price,https://www.ebay.com/itm/127677581117
1883-O $1 Morgan Silver Dollar NGC MS65 - Superb Details Lustrous Silver Tone,127689123434,"Mar 14, 2026",$150.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127689123434
1883-o Morgan Silver Dollar Brilliant Uncirculated Cameo With Slight Mirrors,127705806262,"Mar 28, 2026",$85.00,$1.83,,,Auction,https://www.ebay.com/itm/127705806262
1883-O Morgan Dollar PCGS MS64 CAC Graded Old Green Holder $1 Coin,127714904180,"Mar 15, 2026",$175.00,$5.85,,,Fixed price,https://www.ebay.com/itm/127714904180
1883-O U.S. Silver Morgan Dollar Coin Uncirculated High Grade,127723466566,"Mar 13, 2026",$69.00,$3.00,,,Auction,https://www.ebay.com/itm/127723466566
1883 O Morgan Silver Dollar NGC MS62 Nice White Coin,127723779913,"Mar 28, 2026",$89.00,$5.75,,,Fixed price,https://www.ebay.com/itm/127723779913
1883 O Morgan Dollar .....AU...A3,127723922254,"Mar 13, 2026",$63.00,$5.10,,,Auction,https://www.ebay.com/itm/127723922254
Early - 1883-O Morgan Silver Dollar - 90% US Coin *443,127725691630,"Mar 12, 2026",$71.00,$0.00,,,Auction,https://www.ebay.com/itm/127725691630
Early - 1883-O Morgan Silver Dollar - 90% US Coin *481,127726050766,"Mar 12, 2026",$70.00,$0.00,,,Auction,https://www.ebay.com/itm/127726050766
1883 O Morgan Silver Dollar BU Gem Monster Toner Toned Blue Purple (M658)￼,127727318706,"Mar 8, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127727318706
1883-O Morgan Silver Dollar - New Orleans - Unc. Det. - Scratches - Deep Mirror!,127752676738,"Mar 24, 2026",$122.50,$0.00,,,Auction,https://www.ebay.com/itm/127752676738
Early - 1883-O Morgan Silver Dollar - 90% US Coin *523,127752960983,"Mar 22, 2026",$70.00,$0.00,,,Auction,https://www.ebay.com/itm/127752960983
Morgan Silver Dollar 1883 $1 O Mint MS 64 NGC 0.9 Fineness,127757859485,"Mar 26, 2026",$115.00,$5.27,,,Auction,https://www.ebay.com/itm/127757859485
1883 O Morgan Silver Dollar,127758008078,"Mar 26, 2026",$58.00,$5.40,,,Auction,https://www.ebay.com/itm/127758008078
"1883-O New Orleans Morgan Silver Dollar, Slabbed, NGC MS 63",127766295228,"Mar 30, 2026",$67.00,$20.00,,,Auction,https://www.ebay.com/itm/127766295228
1883-O Morgan Silver Dollar SHINY MS++ Uncirculated,127768124381,"Mar 29, 2026",$78.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127768124381
Early - 1883-O Morgan Silver Dollar - 90% US Coin *700,127768233380,"Mar 29, 2026",$71.00,$0.00,,,Auction,https://www.ebay.com/itm/127768233380
1883-O $1 Morgan Silver Dollar ~ Uncirculated,127768288901,"Mar 31, 2026",$91.00,$4.85,,,Auction,https://www.ebay.com/itm/127768288901
1883- O $1 Morgan Silver Dollar,127768688645,"Apr 3, 2026",$60.00,$7.95,,,Auction,https://www.ebay.com/itm/127768688645
1883 O US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,404837029611,"Apr 7, 2026",$109.85,$0.00,,,Fixed price,https://www.ebay.com/itm/404837029611,88
[Removed] Item 187813677636,187813677636,"Dec 8, 2025",$45.86,$4.89,,,Fixed price,,18
AU+ 1883-O Morgan Silver Dollar (1 coin),365631496377,"Dec 27, 2025",$54.47,$23.30,,,Fixed price,https://www.ebay.com/itm/365631496377,13
(1) BU/Unc 1883-O Morgan Silver Dollar - New Orleans Mint - Uncirculated,133223395673,"Jan 12, 2026",$71.68,$17.11,,,Fixed price,https://www.ebay.com/itm/133223395673,10
* 1883-O * CHOICE to GEM BU MS MORGAN SILVER DOLLAR * FROM ORIGINAL BANK BAG *,164716490018,"Feb 22, 2026",$144.29,$0.00,,,Fixed price,https://www.ebay.com/itm/164716490018,9
1883-O Morgan Silver Dollar MS63 NGC,293197834041,"Jan 24, 2026",$94.00,$0.00,,,Fixed price,https://www.ebay.com/itm/293197834041,10
1883-O $1 Morgan Silver Dollar PCGS MS63 Blue Label,177888225192,"Feb 28, 2026",$106.90,$0.00,,,Fixed price,https://www.ebay.com/itm/177888225192,7
1883 O Morgan Silver Dollar $1 Brilliant Uncirculated BU 90% Silver,196146847529,"Feb 15, 2026",$126.96,$0.00,,,Fixed price,https://www.ebay.com/itm/196146847529,9
VG/F 1883-O Morgan Silver Dollar (1 coin),135875430308,"Jan 6, 2026",$55.12,$0.00,,,Fixed price,https://www.ebay.com/itm/135875430308,6
1883-O $1 Morgan Silver Dollar NGC MS63 Bullion Plus Label Bag Fragment,136999471337,"Feb 27, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136999471337,5
[Removed] Item 236456143021,236456143021,"Nov 27, 2025",$36.71,$0.00,,,Fixed price,,7
1883 O Morgan Dollar From OBW Estate Roll CHOICE-GEM Bu Uncirculated 90% Silver,266812301001,"Feb 15, 2026",$143.39,$0.00,,,Fixed price,https://www.ebay.com/itm/266812301001,4
1883-O $1 Morgan Silver Dollar NGC MS63 Brown Label,317424875490,"Feb 12, 2026",$92.96,$0.00,,,Fixed price,https://www.ebay.com/itm/317424875490,4
1883 O US Morgan Silver Dollar $1 - BU,374355163638,"Oct 28, 2025",$64.00,$0.00,,,Fixed price,https://www.ebay.com/itm/374355163638,10
[Removed] Item 389346930090,389346930090,"Dec 12, 2025",$20.89,$0.00,,,Fixed price,,9
VF 1883-O Morgan Silver Dollar (1 coin),127624060475,"Jan 18, 2026",$77.66,$0.00,,,Fixed price,https://www.ebay.com/itm/127624060475,9
"1883-O MORGAN DOLLAR, CHOICE BRILLIANT UNCIRCULATED, GREAT PRICE!",131936991676,"Jan 14, 2026",$65.95,$0.00,,,Fixed price,https://www.ebay.com/itm/131936991676,4
,,"Dec 9, 2025",$71.25,$0.00,,,Fixed price,,3
1883 O MORGAN SILVER DOLLAR ~ ~ CHOICE BU MS UNCIRCULATED ~ FRESH FROM ROLL,266506784694,"Jan 14, 2026",$104.95,$17.90,,,Fixed price,https://www.ebay.com/itm/266506784694,3
,,"Jan 1, 2026",$54.50,$5.00,,,Fixed price,,3
1883-O Morgan Silver Dollar MS63 PCGS,358080439128,"Feb 20, 2026",$97.50,$0.00,,,Fixed price,https://www.ebay.com/itm/358080439128,3
1883-O Morgan Silver Dollar MS64 ICG,397727225398,"Apr 11, 2026",$83.67,$5.21,,,Fixed price,https://www.ebay.com/itm/397727225398,3
[Removed] Item 406408375931,406408375931,"Dec 1, 2025",$19.59,$0.00,,,Fixed price,,3
"1883 O BU/UNC Morgan Silver Dollar - PCS LEGENDS OF THE WEST, ""Geronimo""",116200274079,"Jan 11, 2026",$70.97,$4.95,,,Fixed price,https://www.ebay.com/itm/116200274079,2
UNC/MS 1883-O MORGAN SILVER DOLLAR DETAIL BEAUTIFUL TONING COLLECTOR GRADE M1345,116995857577,"Feb 1, 2026",$87.00,$12.65,,,Fixed price,https://www.ebay.com/itm/116995857577,2
1883-O Morgan Silver Dollar MS64 PCGS Blue Label,135220892699,"Dec 27, 2025",$104.95,$14.67,,,Fixed price,https://www.ebay.com/itm/135220892699,2
1883 O Morgan Silver Dollar - NGC MS63 Original Bag Fragment Series,156382573241,"Feb 16, 2026",$90.00,$5.95,,,Fixed price,https://www.ebay.com/itm/156382573241,2
,,"Dec 28, 2025",$78.00,$0.00,,,Fixed price,,2
1883-O Morgan Silver Dollar Absolutely Super Fine Detail 7 Tell Feathers 252,235794763957,"Mar 7, 2026",$84.84,$5.40,,,Fixed price,https://www.ebay.com/itm/235794763957,2
"LOT OF 5 MORGAN SILVER DOLLARS 1880 O, 1883 P, 1878 P, 1900 O, ERRORS",306362660456,"Jan 27, 2026",$99.99,$5.93,,,Fixed price,https://www.ebay.com/itm/306362660456,2
1883-O Morgan Dollar AU55 Please read detail description-Beautiful Coin !!!!,314535740921,"Jan 24, 2026",$78.00,$0.00,,,Fixed price,https://www.ebay.com/itm/314535740921,2
1883-O ORIGINAL BAG FRAGMENT NGC Brilliant Uncirculated Morgan Dollar $1,317709085726,"Jan 25, 2026",$94.00,$5.19,,,Fixed price,https://www.ebay.com/itm/317709085726,2
1883 O Morgan Dollar BU Uncirculated Mint State 90% Silver $1 US Coin,365978680015,"Feb 11, 2026",$109.99,$0.00,,,Fixed price,https://www.ebay.com/itm/365978680015,2
,,"Jan 11, 2026",$65.00,$0.00,,,Fixed price,,11
,,"Dec 6, 2025",$54.99,$4.93,,,Fixed price,,2
1883-O $ MORGAN SILVER DOLLAR PCGS MS64 NICE TONING #3801-65D,112513334329,"Feb 3, 2026",$116.55,$0.00,,,Fixed price,https://www.ebay.com/itm/112513334329,1
,,"Jan 10, 2026",$100.00,$1.25,,,Fixed price,,1
,,"Dec 23, 2025",$73.95,$0.00,,,Fixed price,,1
1883-O Morgan Silver Dollar New Orleans Mint $1 #036,115576442742,"Jan 26, 2026",$80.00,$5.25,,,Fixed price,https://www.ebay.com/itm/115576442742,1
1883-O Morgan Silver Dollar $1 PCGS MS63 11505193,115731175200,"Feb 8, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/115731175200,1
1883 O MORGAN Silver Dollar New Orleans Mint.,116049029656,"Jan 19, 2026",$69.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116049029656,1
1883-O Morgan Silver Dollar $1 ICG MS63 60810111601,116329933115,"Feb 5, 2026",$70.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116329933115,1
1883-O Morgan Silver $1 Dollar Coin CACG MS 64 CAC,116435339405,"Feb 16, 2026",$139.00,$4.99,,,Fixed price,https://www.ebay.com/itm/116435339405,1
,,"Dec 27, 2025",$48.75,$8.60,,,Fixed price,,1
,,"Jan 12, 2026",$65.00,$4.54,,,Fixed price,,1
,,"Dec 23, 2025",$147.50,$0.00,,,Fixed price,,1
1883-O Morgan Silver Dollar CAC Graded MS62,116671259589,"Jan 21, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116671259589,1
1883-o Morgan Dollar MS65 Original Bag Fragment NGC $1 US,116698025099,"Feb 3, 2026",$219.00,$7.55,,,Fixed price,https://www.ebay.com/itm/116698025099,1
,,"Jan 11, 2026",$104.45,$0.00,,,Fixed price,,1
,,"Dec 18, 2025",$34.99,$4.76,,,Fixed price,,1
,,"Nov 22, 2025",$161.00,$4.95,,,Fixed price,,1
,,"Nov 5, 2025",$53.95,$1.50,,,Fixed price,,1
,,"Oct 30, 2025",$45.00,$2.16,,,Auction,,1
,,"Oct 15, 2025",$39.00,$4.80,,,Auction,,1
,,"Oct 16, 2025",$55.00,$4.95,,,Auction,,1
,,"Oct 18, 2025",$73.49,$0.00,,,Fixed price,,1
,,"Oct 20, 2025",$48.95,$4.75,,,Auction,,1
,,"Nov 22, 2025",$109.95,$4.95,,,Fixed price,,1
,,"Oct 21, 2025",$61.00,$4.00,,,Auction,,1
,,"Oct 26, 2025",$115.50,$0.00,,,Auction,,1
,,"Oct 21, 2025",$41.09,$2.84,,,Auction,,1
