Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1- OPENED 1957 SILVER PROOF SET FROM US MINT,366230470124,"Mar 19, 2026",$56.99,$4.90,,,Fixed price,https://www.ebay.com/itm/366230470124
"1957 US Commemorative Year Set (Complete) #1086-1099, MNH FREE SHIPPING",284525406254,"Apr 4, 2026",$1.30,$0.00,,,Fixed price,https://www.ebay.com/itm/284525406254
1957 US Mint Silver Proof Set Oiginal Envelope OGP Flat Pack 90% 5 Coins,145047711020,"Apr 4, 2026",$70.16,$0.00,,,Fixed price,https://www.ebay.com/itm/145047711020
US 1957-61 1096-1175 Champions of Liberty Set 19 MNH Gandhi Paderewski Magsaysay,164574574893,"Mar 29, 2026",$4.65,$1.99,,,Fixed price,https://www.ebay.com/itm/164574574893
1957 US Mint SILVER Proof Set Flat Pack $0.85 90% SILVER Look Cameo & Bell Lines,116999228194,"Mar 6, 2026",$79.00,$9.95,,,Fixed price,https://www.ebay.com/itm/116999228194
1957 US Mint Proof Set 90% Silver Original Envelope Cello Flat Pack Franklin,117102283509,"Mar 29, 2026",$51.00,$3.99,,,Auction,https://www.ebay.com/itm/117102283509
"1957 Original US Mint Proof Set, Gem, Uncirculated, Silver Half, Quarter, & Dime",127727217880,"Mar 8, 2026",$64.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127727217880
1957 US Mint Silver Proof Set with Original Envelope,127760742942,"Mar 21, 2026",$48.00,$5.45,,,Fixed price,https://www.ebay.com/itm/127760742942
1957 US Mint 5 Coin Toned Proof Set in Capitol Holder Uncirculated,137136131436,"Mar 22, 2026",$80.75,$10.15,,,Fixed price,https://www.ebay.com/itm/137136131436
"1957 Through 1960 US Mint Proof Sets W/OGP, FBL, blast White, Steps, Type Coins",137154749064,"Mar 24, 2026",$210.50,$3.59,,,Auction,https://www.ebay.com/itm/137154749064
1957 US Mint Proof Set OGP-SEALED Flat Pack 3-90% silver 5 Coins ttl. Ships Free,137164591648,"Mar 26, 2026",$74.98,$0.00,,,Fixed price,https://www.ebay.com/itm/137164591648
1957 Silver US Mint issued Proof Set !!,137172580035,"Apr 4, 2026",$69.50,$0.00,,,Fixed price,https://www.ebay.com/itm/137172580035
1957 US Mint Proof Set OGP-Flat Pack 3-90% Silver 5 Coins Total w/ Free Shipping,137174029499,"Mar 27, 2026",$62.95,$0.00,,,Fixed price,https://www.ebay.com/itm/137174029499
Us Proof Set 1957 Crafted by Capitol Finest Metals In Original Sealed Packaging,157773803821,"Mar 28, 2026",$49.00,$10.86,,,Auction,https://www.ebay.com/itm/157773803821
1957 US Silver Proof Set in Hard Plastic Holder,157795280998,"Apr 5, 2026",$47.00,$8.96,,,Auction,https://www.ebay.com/itm/157795280998
Proof Sets 1955/1957/1961 Proof Sets Original US MINT 5 Coins each. Free Ship.,168208806703,"Mar 15, 2026",$214.00,$0.00,,,Auction,https://www.ebay.com/itm/168208806703
1957-P US Mint Proof Set! 90% SILVER Coins! Includes Original Envelope!,168267867699,"Apr 3, 2026",$48.00,$8.08,,,Auction,https://www.ebay.com/itm/168267867699
1957 US Mint Silver Proof set. 5 Coins,177972867541,"Mar 25, 2026",$75.00,$5.77,,,Auction,https://www.ebay.com/itm/177972867541
1957 US Mint 90% Silver Proof Set Flat Pack in Original Packaging,188198262282,"Mar 28, 2026",$51.00,$6.00,,,Fixed price,https://www.ebay.com/itm/188198262282
1957 US Mint 90% Silver 5 Coin Proof Set Flat Pack Original,198171496744,"Mar 15, 2026",$64.00,$7.56,,,Auction,https://www.ebay.com/itm/198171496744
1957 US Mint 90% Silver 5 Coin Proof Set Flat Pack Original,198171601917,"Mar 15, 2026",$54.00,$6.50,,,Auction,https://www.ebay.com/itm/198171601917
1957 US Mint 90% Silver 5 Coin Proof Set Flat Pack Original,198175090906,"Mar 16, 2026",$57.00,$6.50,,,Auction,https://www.ebay.com/itm/198175090906
1957 US Mint Proof Set 90% Silver Original Envelope Cello Flat Pack Franklin,198191429909,"Mar 22, 2026",$57.99,$0.00,,,Auction,https://www.ebay.com/itm/198191429909
"1957 U.S. 5 Coin Proof Set. A fresh, pretty set. 90% silver. (326049)",206119317788,"Mar 14, 2026",$73.00,$5.99,,,Auction,https://www.ebay.com/itm/206119317788
1957 US Mint Proof Set in Black Acrylic Holder,206151841237,"Apr 1, 2026",$47.00,$7.22,,,Fixed price,https://www.ebay.com/itm/206151841237
TRW Power Forged L2252 STD .220 Domed MINT USED pistons Set RARE TO FINE STD.,226953072739,"Mar 17, 2026",$395.00,$61.18,,,Fixed price,https://www.ebay.com/itm/226953072739
1957 US Mint 90% Silver Proof Set in Flat Pack Envelope Cello Sealed 123125 72ar,227247372238,"Mar 15, 2026",$89.95,$5.95,,,Fixed price,https://www.ebay.com/itm/227247372238
1957 90% Silver US Mint Proof Set 5 Coins Original Envelope & Cello Flat Pack,227256473230,"Mar 21, 2026",$56.00,$4.95,,,Auction,https://www.ebay.com/itm/227256473230
