Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1927-S STANDING LIBERTY SILVER QUARTER VG XX2,277700821732,"Jun 4, 2026",$29.85,$0.00,,,Fixed price,https://www.ebay.com/itm/277700821732,3
1927 s standing liberty quarter us coins,117206092667,"May 27, 2026",$44.77,$3.00,,,Auction,https://www.ebay.com/itm/117206092667,1
1927-S Standing Liberty Quarter Key Date Nice Condition! VG Very Good 7255,117199265503,"May 23, 2026",$26.45,$1.95,,,Auction,https://www.ebay.com/itm/117199265503,1
1927-S Standing Liberty Quarter - PCGS VG-10 - RARE DATE -,117205245447,"May 20, 2026",$72.95,$5.50,,,Fixed price,https://www.ebay.com/itm/117205245447,1
Item ID 389939278579,389939278579,"May 10, 2026",$29.99,$0.00,,,Fixed price,https://www.ebay.com/itm/389939278579,3
1927-S Standing Liberty Quarter Key Date Nice Condition! BS,127454160680,"May 6, 2026",$40.80,$0.00,,,Fixed price,https://www.ebay.com/itm/127454160680,1
1927-S Standing Liberty Quarter VG,112978419279,"Apr 26, 2026",$56.67,$0.00,,,Fixed price,https://www.ebay.com/itm/112978419279,1
1927-S Standing Liberty Silver Quarter VG KEY DATE E275 XQF,136999708641,"Apr 23, 2026",$60.38,$0.00,,,Fixed price,https://www.ebay.com/itm/136999708641,1
1927-S 25C Standing Liberty Quarter Tough Date VG,127812707435,"Apr 22, 2026",$49.00,$16.55,,,Auction,https://www.ebay.com/itm/127812707435,1
1927 S Standing Liberty Quarter 90% Silver Good GD See Pictures,127669925395,"Apr 11, 2026",$65.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127669925395,1
"1927-S Standing Liberty Quarter - XF Details, Cleaned (#60244-L)",136445331254,"Apr 11, 2026",$909.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136445331254,1
1927-S Standing Liberty Quarter Key Date Nice Circulated Condition,198228527606,"Apr 5, 2026",$39.99,$3.99,,,Auction,https://www.ebay.com/itm/198228527606
1927-S Standing Liberty Quarter San Francisco Highly Collectible Scarce Key Date,168281098285,"Apr 4, 2026",$29.99,$0.00,,,Fixed price,https://www.ebay.com/itm/168281098285
1927 S Standing Liberty Quarter 90% Silver Good GD See Pics A476,147137308164,"Apr 2, 2026",$41.04,$0.00,,,Fixed price,https://www.ebay.com/itm/147137308164
1927 S Standing Liberty Silver Quarter,147228463570,"Apr 2, 2026",$33.25,$0.99,,,Auction,https://www.ebay.com/itm/147228463570
1927 S Standing Liberty Silver Quarter,147228473380,"Apr 2, 2026",$22.89,$0.99,,,Auction,https://www.ebay.com/itm/147228473380
1927-S Standing Liberty Quarter Better Date,168264595680,"Apr 2, 2026",$10.69,$1.65,,,Auction,https://www.ebay.com/itm/168264595680
1927-S Standing Liberty Silver Quarter in VG Condition,256933237171,"Apr 2, 2026",$54.94,$0.00,,,Fixed price,https://www.ebay.com/itm/256933237171
1927-S Standing Liberty Quarter San Francisco Highly Collectible Scarce Key Date,168273426447,"Apr 1, 2026",$29.95,$0.00,,,Fixed price,https://www.ebay.com/itm/168273426447
1927-S Standing Liberty Quarter F/VF Key Date,157630859769,"Mar 31, 2026",$100.00,$8.30,,,Fixed price,https://www.ebay.com/itm/157630859769
03/0000031 L#1582 1927 S Standing Liberty Silver Quarter,157798732385,"Mar 31, 2026",$165.00,$0.00,,,Auction,https://www.ebay.com/itm/157798732385
1927-S 25C PCGS Fine 12 - Standing Liberty Quarter - Key Date,206123322095,"Mar 31, 2026",$157.50,$0.00,,,Fixed price,https://www.ebay.com/itm/206123322095
1927-S STANDING LIBERTY SILVER QUARTER ~FINE/VF ~NICE COIN~,188189205402,"Mar 30, 2026",$43.42,$1.25,,,Auction,https://www.ebay.com/itm/188189205402
1927-S Standing Liberty Silver Quarter /Low Mintage,147211332905,"Mar 29, 2026",$45.00,$3.00,,,Auction,https://www.ebay.com/itm/147211332905
1927 S STANDING LIBERTY QUARTER ANACS VG 10 VERY NICE,257420462795,"Mar 29, 2026",$68.88,$6.00,,,Auction,https://www.ebay.com/itm/257420462795
1927 S Standing Liberty Quarter 90% Silver Fine FN See Pics K006,137066586165,"Mar 28, 2026",$175.56,$0.00,,,Fixed price,https://www.ebay.com/itm/137066586165
1927-S Standing Liberty Silver Quarter FINE E188 ZAF,147017901839,"Mar 28, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147017901839
1927 S Standing Liberty Silver Quarter 25C,257427460494,"Mar 27, 2026",$47.27,$1.99,,,Fixed price,https://www.ebay.com/itm/257427460494
"1927 S Standing Liberty Silver Quarter Dollar, Great Gift, Better Date",227267163979,"Mar 26, 2026",$24.95,$6.00,,,Auction,https://www.ebay.com/itm/227267163979
