Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2020 Libertad Proof .999 Fine Silver 1/2oz in capsule Rare 2000 pop,277941331101,"May 30, 2026",$105.68,$5.95,,,Fixed price,https://www.ebay.com/itm/277941331101,3
🌈2000 Mexico Libertad Silver 1 Onza Natural Rainbow MONSTER TONED 1 oz silver,117212975930,"May 25, 2026",$199.00,$8.60,,,Fixed price,https://www.ebay.com/itm/117212975930,1
2000 Mexican Libertad 1 oz 0.999 Silver NGC MS68 - Low Mintage,147319447562,"May 24, 2026",$350.00,$5.73,,,Fixed price,https://www.ebay.com/itm/147319447562,1
2000 MEXICO SILVER LIBERTAD GEM UNC,168386838197,"May 19, 2026",$140.00,$5.50,,,Fixed price,https://www.ebay.com/itm/168386838197,1
"2000 Mo 1 oz Mexican Silver Libertad .999 Silver 340,000 Minted! Uncirculated",127869747018,"May 17, 2026",$128.00,$5.40,,,Fixed price,https://www.ebay.com/itm/127869747018,1
2000 Mexico Libertad 1 Onza .999 Silver Colorized BU Mexican Coin,168372930059,"May 17, 2026",$139.99,$5.97,,,Fixed price,https://www.ebay.com/itm/168372930059,1
2000 MEXICO LIBERTAD 1 ONZA NGC MS68,178056769253,"May 7, 2026",$355.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178056769253,1
2000 MEXICO LIBERTAD 1 ONZA NGC MS69,178081364721,"May 7, 2026",$600.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178081364721,1
2000 Mo Mexico Libertad Onza 1/20 oz .999 Silver,198324254279,"May 2, 2026",$70.00,$5.62,,,Fixed price,https://www.ebay.com/itm/198324254279,1
2000 Mexico Libertad & Aztec - 1/10 oz LOT,318203714443,"Apr 30, 2026",$44.00,$5.97,,,Auction,https://www.ebay.com/itm/318203714443,1
2000 Mo Mexico Libertad Onza 1/20 oz .999 Silver BU - Rainbow Toning - SKU-Q4425,188305277320,"Apr 29, 2026",$70.00,$5.50,,,Auction,https://www.ebay.com/itm/188305277320,1
(5) Mexico 2000 1/20th Oz Silver Libertads UNC Details-Paint Removed C4402,358468115946,"Apr 28, 2026",$145.50,$0.00,,,Auction,https://www.ebay.com/itm/358468115946,1
(10) Mexico 2000 1/10th Oz Silver Libertads BU Bag/Contact Marks C4405,358468151912,"Apr 28, 2026",$330.00,$0.00,,,Auction,https://www.ebay.com/itm/358468151912,1
2000 Mexico Silver Libertad Onza .999 Fine Silver 1 oz Uncirculated Beautiful,157635496176,"Apr 27, 2026",$165.00,$5.28,,,Fixed price,https://www.ebay.com/itm/157635496176,1
"2000 Mo 1 oz Mexican Silver Libertad .999 Silver 340,000 Minted!",336543664683,"Apr 27, 2026",$146.50,$3.12,,,Auction,https://www.ebay.com/itm/336543664683,1
2000-Mo Mexico 1 oz Silver Libertad Onza,227307400908,"Apr 26, 2026",$142.50,$7.02,,,Auction,https://www.ebay.com/itm/227307400908,1
***RARE*** 1995 MEXICO PROOF SILVER 1 /20 Oz LIBERTAD ONZA MINTAGE 2000,168076109025,"Apr 23, 2026",$89.00,$4.88,,,Fixed price,https://www.ebay.com/itm/168076109025,1
2000-Mo Mexico 1 oz Silver Libertad Onza - 1¢ auction no reserve,188274434864,"Apr 19, 2026",$108.50,$4.95,,,Auction,https://www.ebay.com/itm/188274434864,1
2000 Mexican Libertad 1 Onza Plata Pura 1 Ounce .999 Fine Silver Coin - Gem BU,257447400176,"Apr 19, 2026",$140.00,$1.07,,,Auction,https://www.ebay.com/itm/257447400176,1
2000 Mexico Silver Libertad 1 Onza - Mexican .999 1 oz Silver Coin Key Date,157641168661,"Apr 16, 2026",$164.99,$7.45,,,Fixed price,https://www.ebay.com/itm/157641168661,1
(10) Mexico 1994 1/10th Oz Silver Libertads BU Bag/Contact Marks C4348,358425811325,"Apr 16, 2026",$275.00,$0.00,,,Auction,https://www.ebay.com/itm/358425811325,1
2000 Libertad Pcgs Ms 67 .999 Silver 1 Oz Mexico,206181157686,"Apr 14, 2026",$269.99,$7.55,,,Fixed price,https://www.ebay.com/itm/206181157686,1
"2000 Mexican Ledertads , ONE ounce silver coin , UNC",178020075791,"Apr 10, 2026",$97.00,$6.95,,,Auction,https://www.ebay.com/itm/178020075791
2000 Mexico 1 oz Silver Libertad Coin,298179510729,"Apr 10, 2026",$103.51,$1.63,,,Auction,https://www.ebay.com/itm/298179510729,1
2000 Mexico 1 oz Onza BU Silver Libertad Coin,366337289452,"Apr 10, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/366337289452,1
2000 Mexico Libertad-Una Onza .999 Silver 1 oz. Coin-BU,377077597652,"Apr 10, 2026",$124.50,$5.13,,,Auction,https://www.ebay.com/itm/377077597652,1
"2000 Mo Mexican 1oz .999 Fine Silver Libertad, Mexico 1 Ounce Coin, Key Date",336410994074,"Apr 9, 2026",$179.96,$0.00,,,Fixed price,https://www.ebay.com/itm/336410994074,1
2000-MO MEXICO LIBERTAD SILVER 1/10 ONZA **RARE**,257437070090,"Apr 8, 2026",$46.00,$2.17,,,Auction,https://www.ebay.com/itm/257437070090,1
2000 MEXICO LIBERTAD 1 ONZA SILVER,178013285792,"Apr 6, 2026",$145.50,$0.00,,,Auction,https://www.ebay.com/itm/178013285792
***RARE*** 1995 MEXICO PROOF SILVER 1 OZ LIBERTAD ONZA PCGS PF68 MINTAGE 2000,397417084376,"Apr 6, 2026","$1,377.50",$9.80,,,Fixed price,https://www.ebay.com/itm/397417084376,1
(10) Mexico 2000 1/10th Oz Silver Libertads BU Bag/Contact Marks C4272,397769898921,"Apr 6, 2026",$203.50,$0.00,,,Auction,https://www.ebay.com/itm/397769898921,1
2000 Mexico Silver Libertad 1 Onza .999 1 oz Silver Coin Key Date Brilliant UNC,157720230618,"Apr 5, 2026",$135.25,$0.00,,,Fixed price,https://www.ebay.com/itm/157720230618
2000 Mexico 1 oz .999 Fine Silver Libertad,236724448751,"Apr 5, 2026",$117.00,$0.00,,,Auction,https://www.ebay.com/itm/236724448751,1
2000 Silver Mexican Libertad 1 Onza BU,178022039268,"Apr 4, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178022039268
2000-MO MEXICO LIBERTAD SILVER 1/10 ONZA **RARE** 1A,157806392319,"Apr 3, 2026",$28.00,$1.25,,,Fixed price,https://www.ebay.com/itm/157806392319
2000-MO MEXICO LIBERTAD SILVER 1/10 ONZA **RARE** 1B,157806394792,"Apr 3, 2026",$30.00,$1.25,,,Fixed price,https://www.ebay.com/itm/157806394792
2000-MO MEXICO LIBERTAD SILVER 1/10 ONZA **RARE** 1C,157806400290,"Apr 3, 2026",$28.00,$1.25,,,Fixed price,https://www.ebay.com/itm/157806400290
Mexico Silver Libertad 1 oz 1 Onza - BU - Random Date - 2000 to Date,375531934631,"Apr 2, 2026",$99.23,$0.00,,,Fixed price,https://www.ebay.com/itm/375531934631
Mexico Silver Libertad 1 oz 1 Onza - Random Date - BU Tube of 20 Coins,305793071782,"Apr 2, 2026","$1,748.76",$0.00,,,Fixed price,https://www.ebay.com/itm/305793071782
Mexico Silver Libertad 1 oz 1 Onza - BU - Random Date - 2000 to Date,375531934631,"Apr 2, 2026",$100.33,$0.00,,,Fixed price,https://www.ebay.com/itm/375531934631,27
Mexico Silver Libertad 1 oz 1 Onza - Random Date - BU Tube of 25 Coins,405996105971,"Apr 1, 2026","$2,138.46",$0.00,,,Fixed price,https://www.ebay.com/itm/405996105971
2000 Mexico Libertad 1 oz .999 Silver Coin - Littleton Holder Showpak BU TONED!,377036570980,"Mar 30, 2026",$315.00,$15.99,,,Fixed price,https://www.ebay.com/itm/377036570980,1
***RARE*** 1995 MEXICO PROOF SILVER 1 OZ LIBERTAD ONZA MINTAGE ONLY 2000,397242316937,"Mar 29, 2026","$1,175.00",$4.88,,,Fixed price,https://www.ebay.com/itm/397242316937,1
2000 Mo Mexico Libertad Onza 1 oz .999 Silver,397558028696,"Mar 27, 2026",$166.00,$7.50,,,Fixed price,https://www.ebay.com/itm/397558028696,1
4 x 2000 Mexico Libertads 1 Onza .999 Silver Coin ‼️LOT OF FOUR‼️Toning & Spots,198228982587,"Mar 26, 2026",$400.00,$6.00,,,Fixed price,https://www.ebay.com/itm/198228982587,1
2001 Mexico 1 oz Silver Libertad Una Onza Plata Pura .999 Fine (100),287209641012,"Mar 23, 2026",$99.00,$6.50,,,Auction,https://www.ebay.com/itm/287209641012,1
2000 Mexico 1 oz Silver Libertad Una Onza Plata Pura .999 Fine (100),377039675700,"Mar 23, 2026",$104.38,$6.50,,,Auction,https://www.ebay.com/itm/377039675700,1
2000 MEXICO LIBERTAD 1 ONZA SILVER,177954515951,"Mar 19, 2026",$150.50,$0.00,,,Auction,https://www.ebay.com/itm/177954515951
Rare 2000 Mexico 5 Peso Endangered Species Nutria De Rio (River Otter) 1 oz .999,168213355314,"Mar 17, 2026",$102.50,$0.00,,,Auction,https://www.ebay.com/itm/168213355314
2024 Mexico Silver LIBERTAD 1 oz 999 Silver Coin Colored Dia de los Muertos RARE,198189522204,"Mar 17, 2026",$129.95,$6.90,,,Fixed price,https://www.ebay.com/itm/198189522204,1
2000 Mexico Colorized 1 oz Silver Libertad Coin,298098411599,"Mar 17, 2026",$120.50,$6.75,,,Auction,https://www.ebay.com/itm/298098411599,1
2000 Mexico Silver LIBERTAD 1 oz 999 Silver Coin ~ Colored ~ RARE,198189521293,"Mar 16, 2026",$104.45,$5.95,,,Fixed price,https://www.ebay.com/itm/198189521293,1
"2000 Mexico Silver Libertad 1 Onza .999 1 oz Silver Coin Key Date, Milk Spots",137021720785,"Mar 14, 2026",$147.24,$0.00,,,Fixed price,https://www.ebay.com/itm/137021720785
2000 libertad 1 oz .999 Mexico,206083612064,"Mar 13, 2026",$161.49,$8.75,,,Fixed price,https://www.ebay.com/itm/206083612064,1
2000 Mexico 1 Onza Silver Libertad ICG MS69 .999 Fine Silver 1 oz,358244582536,"Mar 12, 2026",$331.00,$0.00,,,Fixed price,https://www.ebay.com/itm/358244582536,1
2000 Libertad Silver 1 oz Mexico,117070732704,"Mar 9, 2026",$127.50,$2.16,,,Auction,https://www.ebay.com/itm/117070732704
2000 Mexico 1 oz Silver Libertad Coin,298082481318,"Mar 9, 2026",$120.00,$6.75,,,Auction,https://www.ebay.com/itm/298082481318,1
2000 1 Oz Libertad Mexico Onza RARE BU Key Date 999 Silver Coin,366251136354,"Mar 7, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/366251136354,1
2000 1 Oz Libertad Mexico Onza RARE BU Key Date 999 Silver Coin,147181011189,"Mar 2, 2026",$109.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147181011189
2000 Mexico Libertad 1/10 ounce Silver Coin Pure Plata Pura Silver .999 #1/10GA,227224198819,"Mar 2, 2026",$34.87,$4.00,,,Fixed price,https://www.ebay.com/itm/227224198819,1
2000 Mexico 1 oz Silver Libertad Coin,298059976799,"Mar 2, 2026",$145.50,$6.75,,,Auction,https://www.ebay.com/itm/298059976799,1
2000 1 Oz Libertad Mexico Onza RARE BU Key Date 999 Silver Coin,366241171381,"Mar 2, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/366241171381,1
,,"Mar 2, 2026",$109.00,$0.00,,,Fixed price,,1
2000 Mexico Silver Libertad 1 Onza .999 1 oz Silver Coin Key Date Brilliant UNC,117044959580,"Mar 1, 2026",$129.77,$0.00,,,Fixed price,https://www.ebay.com/itm/117044959580
2000 Mexico Libertad 1 Oz .999 Silver Coin Key Date Brilliant UNC with toning,117064300053,"Mar 1, 2026",$115.00,$6.09,,,Fixed price,https://www.ebay.com/itm/117064300053
"2000 Mexico 1/2 oz Media Onza Libertad, Mexican .999 Silver Bullion Coin",236660818567,"Mar 1, 2026",$69.10,$0.00,,,Fixed price,https://www.ebay.com/itm/236660818567,1
2000 Mexico 1 oz Silver Libertad MS65 NGC,277749774361,"Mar 1, 2026",$179.95,$0.00,,,Fixed price,https://www.ebay.com/itm/277749774361,1
,,"Mar 1, 2026",$129.77,$0.00,,,Fixed price,,13
,,"Mar 1, 2026",$115.00,$6.09,,,Fixed price,,1
2000 Mexico Silver Libertad Onza .999 Fine Silver 1 oz Toned,397649999297,"Feb 28, 2026",$140.00,$0.00,,,Fixed price,https://www.ebay.com/itm/397649999297,1
1986 Mexico Libertad 1 Ounce .999 Fine Silver Coin Gem Bu,168112862520,"Feb 26, 2026",$125.00,$5.29,,,Fixed price,https://www.ebay.com/itm/168112862520
