Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
A7825- 2001 Fleer Red Sox 100th BB Card #s 1-100 -You Pick- 15+ FREE US SHIP,234062196505,"Mar 13, 2026",$0.89,$0.00,,,Fixed price,https://www.ebay.com/itm/234062196505
2001 SP Game Used Authentic Fabric Singles (SET BREAK) - Pick from list,406545576231,"Mar 18, 2026",$4.43,$0.51,,,Fixed price,https://www.ebay.com/itm/406545576231
A8487- 2001 SP Game Bat Milestone BB Card #s 1-90 -You Pick- 15+ FREE US SHIP,236062043707,"Mar 21, 2026",$0.97,$0.00,,,Fixed price,https://www.ebay.com/itm/236062043707
A1674- 2001 Fleer Platinum BB Cards 1-250 +Rookies -You Pick- 15+ FREE US SHIP,235382029025,"Mar 30, 2026",$0.80,$0.27,,,Fixed price,https://www.ebay.com/itm/235382029025
B6310- 2001 Donruss Rookies BB Card #s R1-R105 -You Pick- 15+ FREE US SHIP,256893307085,"Apr 5, 2026",$1.42,$1.20,,,Fixed price,https://www.ebay.com/itm/256893307085
A4924- 2001-02 Pacific Heads Up Hk Card #s 1-100 -You Pick- 15+ FREE US SHIP,334141322677,"Mar 7, 2026",$0.80,$0.00,,,Fixed price,https://www.ebay.com/itm/334141322677
2001 U S BUFFALO REDUCED US Mint Silver Coinage & Currency Set 1 OZ,267583429710,"Mar 30, 2026",$105.36,$8.61,,,Fixed price,https://www.ebay.com/itm/267583429710
"US Scott # 3620, 3621, 3622, 3623, 3624, & 3625 ND (.37c) Flag Set of 6 MNH",115436395882,"Apr 4, 2026",$6.90,$0.00,,,Fixed price,https://www.ebay.com/itm/115436395882
2001-02 SP Game Used Authentic Fabic Pick One! Complete your Set!,356231047409,"Mar 8, 2026",$1.49,$0.34,,,Fixed price,https://www.ebay.com/itm/356231047409
2001 S Proof State Quarter Set 90% Silver No Box or COA 5 Coins US Mint,143568863699,"Apr 2, 2026",$99.16,$3.95,,,Fixed price,https://www.ebay.com/itm/143568863699
US Scott #'s 3491 - 3492 & 3493 - 3494 / Set of 4 Singles,155832598933,"Apr 3, 2026",$3.25,$0.00,,,Fixed price,https://www.ebay.com/itm/155832598933
"US Scott # 3629F, 3630 - 3637 .37c Flag Set of 14 MNH",155972058575,"Apr 4, 2026",$19.85,$0.00,,,Fixed price,https://www.ebay.com/itm/155972058575
2001 P & D State Quarter 10 Coins from US Mint Set BU Statehood Cello 25c Coin,312571935069,"Mar 26, 2026",$7.68,$0.00,,,Fixed price,https://www.ebay.com/itm/312571935069
B2337- 2001 Greats of the Game BB 1-137 +Inserts -You Pick- 15+ FREE US SHIP,334628070225,"Mar 19, 2026",$1.87,$0.26,,,Fixed price,https://www.ebay.com/itm/334628070225
"US Scott # 3549, 3549B, 3550, & 3550A United We Stand Set Of 4 Singles",115811823859,"Mar 26, 2026",$5.20,$0.00,,,Fixed price,https://www.ebay.com/itm/115811823859
"US SCOTT # 4462, 4603, 4736, 4859, 4999, 5136, 5346, & 5568 Butterfly Set of 8",115891458745,"Mar 26, 2026",$11.55,$0.00,,,Fixed price,https://www.ebay.com/itm/115891458745
2001 S Proof State Quarter Set Gem DCam No Box or COA 5 Coins CN-Clad US Mint,143298749634,"Mar 27, 2026",$8.10,$3.95,,,Fixed price,https://www.ebay.com/itm/143298749634
US Scott # 4303 - 4312 / 2010 Flags Of Our Nation Set of Singles MNH,156491306333,"Mar 31, 2026",$11.95,$0.00,,,Fixed price,https://www.ebay.com/itm/156491306333
A7816- 2001 SP Authentic FB Cards 1-190 +Inserts -You Pick- 15+ FREE US SHIP,234630236864,"Apr 4, 2026",$0.86,$0.10,,,Fixed price,https://www.ebay.com/itm/234630236864
