Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1991-S Proof $1 American Silver Eagle Box, OGP & COA",204346291900,"Mar 27, 2026",$106.17,$0.00,,,Fixed price,https://www.ebay.com/itm/204346291900
"1991-S $1 1-oz Proof American Silver Eagle w/ Box, OGP &COA",145849911472,"Mar 23, 2026",$101.31,$0.00,,,Fixed price,https://www.ebay.com/itm/145849911472
1991-S Proof $1 American Silver Eagle NGC PF69UC Brown Label,314672155563,"Apr 7, 2026",$114.20,$0.00,,,Fixed price,https://www.ebay.com/itm/314672155563
1991 American Eagle Coin 1 oz .999 Fine Silver Brilliant Uncirculated,365378985007,"Jan 20, 2026",$67.21,$0.00,,,Fixed price,https://www.ebay.com/itm/365378985007
PR70 1991-S DCAM American Silver Eagle PCGS Blue Label,134053132181,"Mar 20, 2026",$280.54,$0.00,,,Fixed price,https://www.ebay.com/itm/134053132181
1991 American Silver Eagle Coin - NGC MS69,306337793523,"Apr 7, 2026",$107.69,$0.00,,,Fixed price,https://www.ebay.com/itm/306337793523
1991-S Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,145620010361,"Mar 2, 2026",$113.93,$0.00,,,Fixed price,https://www.ebay.com/itm/145620010361
1991-S American Silver Eagle 1 Oz PF70 UCAM NGC Brown Label,124822686288,"Mar 24, 2026",$416.38,$0.00,,,Fixed price,https://www.ebay.com/itm/124822686288
1991 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,134976547857,"Mar 18, 2026",$99.83,$0.00,,,Fixed price,https://www.ebay.com/itm/134976547857
1991-S American Silver Eagle PROOF 1 Oz Silver - Coin & Box & COA,133236841540,"Dec 31, 2025",$90.38,$0.00,,,Fixed price,https://www.ebay.com/itm/133236841540
1991-S $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,134967366912,"Mar 14, 2026",$112.08,$0.00,,,Fixed price,https://www.ebay.com/itm/134967366912
1991 $1 American Silver Eagle NGC MS69 Brown Label,315083072553,"Oct 12, 2025",$56.60,$0.00,,,Fixed price,https://www.ebay.com/itm/315083072553
1991-S American Silver Eagle Proof Coin 1 Oz,136533764673,"Mar 18, 2026",$108.03,$0.00,,,Fixed price,https://www.ebay.com/itm/136533764673
,,"Oct 10, 2025",$49.99,$0.00,,,Fixed price,
1991 One Ounce Silver Eagle $1 coin,177802402139,"Jan 24, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177802402139
1991-S American Silver Eagle Dollar PR69DCAM PCGS Proof 69 Deep Cameo,383115247838,"Mar 22, 2026",$123.90,$0.00,,,Fixed price,https://www.ebay.com/itm/383115247838
1991 $1 American Silver Eagle PCGS MS 69 | Uncirculated UNC BU,305337700202,"Dec 26, 2025",$74.95,$0.00,,,Fixed price,https://www.ebay.com/itm/305337700202
1991 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,123885352467,"Jan 25, 2026",$119.18,$0.00,,,Fixed price,https://www.ebay.com/itm/123885352467
1991 $1 American Silver Eagle ICG MS 69 | Uncirculated UNC BU,306530776775,"Mar 27, 2026",$99.24,$0.00,,,Fixed price,https://www.ebay.com/itm/306530776775
1991 $1 1-oz American Silver Eagle NGC MS69 Brown Label,387169360732,"Oct 12, 2025",$56.60,$0.00,,,Fixed price,https://www.ebay.com/itm/387169360732
1991 American Silver Eagle MS-69 PCGS (FirstStrike®),115277779369,"Mar 8, 2026",$127.16,$0.00,,,Fixed price,https://www.ebay.com/itm/115277779369
1991 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,141130708701,"Jan 19, 2026",$71.95,$0.00,,,Fixed price,https://www.ebay.com/itm/141130708701
,,"Oct 25, 2025",$49.99,$0.00,,,Fixed price,
1991 S American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365978733682,"Apr 8, 2026",$119.13,$0.00,,,Fixed price,https://www.ebay.com/itm/365978733682
"1991 S American Silver Eagle, NGC PF 70 Ultra Cameo, Thomas J Uram Signed",196945937482,"Jan 15, 2026",$405.83,$21.47,,,Fixed price,https://www.ebay.com/itm/196945937482
1991 U.S. Mint American Eagle 1 oz Silver .999 Fine Bullion Coin Uncertified,267551763353,"Jan 20, 2026",$92.38,$5.95,,,Fixed price,https://www.ebay.com/itm/267551763353
,,"Dec 2, 2025",$75.00,$7.00,,,Fixed price,
,,"Nov 23, 2025","$1,250.00",$0.00,,,Fixed price,
1991 Proof American Silver Eagle – 1 oz Silver Coin in OGP,306359995345,"Feb 19, 2026",$107.42,$20.60,,,Fixed price,https://www.ebay.com/itm/306359995345
1991 American Silver Eagle Mint State 9.9 NGC X NGCX,365064374587,"Jan 23, 2026",$90.07,$0.00,,,Fixed price,https://www.ebay.com/itm/365064374587
1991-S American Silver Eagle PR69 DCAM PCGS Blue Label,127406864086,"Feb 25, 2026",$107.49,$0.00,,,Fixed price,https://www.ebay.com/itm/127406864086
,,"Nov 27, 2025",$60.00,$3.99,,,Fixed price,
1991 1 oz American Silver Eagle Coin,156179995132,"Nov 26, 2025",$62.59,$0.00,,,Fixed price,https://www.ebay.com/itm/156179995132
One 1991 S Proof - 1 Oz. Silver Eagle From an Original US Mint Box - 4 Available,177914937126,"Mar 31, 2026",$92.38,$5.95,,,Fixed price,https://www.ebay.com/itm/177914937126
1991 S American SILVER EAGLE NGC PF70 ULTRA CAMEO Thomas Uram signed,198037494060,"Feb 21, 2026",$408.00,$0.00,,,Fixed price,https://www.ebay.com/itm/198037494060
"1991 $1 American Silver Eagle 1 Oz .999 silver Uncirculated, Major Eye Appeal",236223047640,"Feb 27, 2026",$93.57,$4.21,,,Fixed price,https://www.ebay.com/itm/236223047640
1991 American Silver Eagle $1 NGC MS 69 Old Holder,267550015166,"Jan 30, 2026",$98.27,$3.99,,,Fixed price,https://www.ebay.com/itm/267550015166
1991 $1 American Silver Eagle MS69 PCGS,365739880916,"Dec 3, 2025",$69.00,$0.00,,,Fixed price,https://www.ebay.com/itm/365739880916
Proof 1991-S American Silver Eagle 1 oz OGP w/Box & COA Free US Shipping,389518485541,"Jan 26, 2026",$124.99,$0.00,,,Fixed price,https://www.ebay.com/itm/389518485541
,,"Dec 11, 2025",$62.76,$3.99,,,Fixed price,
,,"Oct 11, 2025",$51.50,$3.32,,,Fixed price,
1991 American Silver Eagle BU NGC Brown Label,135155076743,"Nov 23, 2025",$67.48,$0.00,,,Fixed price,https://www.ebay.com/itm/135155076743
"1991 American Silver Eagle, encapsulated BU (GV0020)",137146147046,"Mar 29, 2026",$78.67,$0.00,,,Fixed price,https://www.ebay.com/itm/137146147046
1991 $1 American Silver Eagle 1 oz Brilliant Uncirculated,176462288257,"Apr 4, 2026",$99.38,$0.00,,,Fixed price,https://www.ebay.com/itm/176462288257
,,"Nov 26, 2025",$70.06,$0.00,,,Fixed price,
,,"Oct 29, 2025",$68.99,$4.99,,,Fixed price,
1991 American Silver Eagle $1 NGC MS 69,267550015953,"Jan 30, 2026",$110.85,$3.99,,,Fixed price,https://www.ebay.com/itm/267550015953
1991 American Eagle Coin 1 oz .999 Fine Silver Brilliant Uncirculated,365378985007,"Jan 20, 2026",$67.34,$0.00,,,Fixed price,https://www.ebay.com/itm/365378985007
1991 American Silver Eagle Coin - NGC MS69,306337793523,"Apr 8, 2026",$107.44,$0.00,,,Fixed price,https://www.ebay.com/itm/306337793523
1991-S American Silver Eagle 1 Oz PF70 UCAM NGC Brown Label,124822686288,"Mar 24, 2026",$415.75,$0.00,,,Fixed price,https://www.ebay.com/itm/124822686288
1991-S American Silver Eagle PROOF 1 Oz Silver - Coin & Box & COA,133236841540,"Dec 31, 2025",$90.49,$0.00,,,Fixed price,https://www.ebay.com/itm/133236841540
1991-S American Silver Eagle Dollar PR69DCAM PCGS Proof 69 Deep Cameo,383115247838,"Apr 10, 2026",$123.38,$0.00,,,Fixed price,https://www.ebay.com/itm/383115247838
1991 S American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365978733682,"Apr 9, 2026",$115.99,$0.00,,,Fixed price,https://www.ebay.com/itm/365978733682
1991 Proof $1 American Silver Eagle Box & COA | No Coin,274608247750,"Feb 14, 2026",$5.35,$14.08,,,Fixed price,https://www.ebay.com/itm/274608247750
1991-S American Proof Silver Eagle Mint Issued COA (NO Coin),326151453130,"Mar 26, 2026",$4.08,$3.87,,,Fixed price,https://www.ebay.com/itm/326151453130
1991 ASE AMERICAN SILVER EAGLE Proof Dollar Box & COA NO Coin,115643758586,"Mar 17, 2026",$5.95,$5.40,,,Fixed price,https://www.ebay.com/itm/115643758586
1991 1 oz American Silver Eagle Coin,156179995132,"Nov 26, 2025",$62.49,$0.00,,,Fixed price,https://www.ebay.com/itm/156179995132
1991-S American Proof Silver Eagle-Mint Issued Presentation Box & COA (NO Coin),275458934223,"Apr 9, 2026",$9.96,$3.67,,,Fixed price,https://www.ebay.com/itm/275458934223
1991 S S$1 Proof Silver American Eagle Dollar NGC Graded PF 69 Ultra Cameo,297687625706,"Nov 29, 2025",$86.00,$0.00,,,Fixed price,https://www.ebay.com/itm/297687625706
1991 S Proof Silver Eagle PCGS PR 69 DCAM,304042104421,"Jan 21, 2026",$109.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304042104421
Tube of 20 - 1991 American Silver Eagle Coin - NGC Gem Uncirculated,305712764533,"Mar 24, 2026","$1,490.70",$0.00,,,Fixed price,https://www.ebay.com/itm/305712764533
1991 American Eagle Coin 1 oz .999 Fine Silver Brilliant Uncirculated,365378985007,"Jan 20, 2026",$67.69,$0.00,,,Fixed price,https://www.ebay.com/itm/365378985007,43
1991-S American Silver Eagle Dollar PR69DCAM PCGS Proof 69 Deep Cameo,383115247838,"Apr 12, 2026",$123.00,$0.00,,,Fixed price,https://www.ebay.com/itm/383115247838,14
1991 S American Silver Eagle Proof OGP US Mint Capsule Case COA Box - No Coin,115786143692,"Mar 5, 2026",$11.47,$2.99,,,Fixed price,https://www.ebay.com/itm/115786143692,2
MS69 1991 American Silver Eagle - Graded NGC No Spots - Bright White,133694805608,"Jan 19, 2026",$90.23,$0.00,,,Fixed price,https://www.ebay.com/itm/133694805608,2
1991-S American Silver Eagle PF69 UCAM NGC Brown Label,136533779983,"Feb 12, 2026",$137.48,$0.00,,,Fixed price,https://www.ebay.com/itm/136533779983,2
1991 American Silver Eagle Lot of 2 – 1 oz .999 Fine Silver Bullion Coins,147143153708,"Feb 7, 2026",$139.99,$5.73,,,Fixed price,https://www.ebay.com/itm/147143153708,2
1991 American Silver Eagle Lot of 2 – 1 oz .999 Fine Silver Bullion Coins,147143167476,"Feb 7, 2026",$139.99,$5.71,,,Fixed price,https://www.ebay.com/itm/147143167476,2
1991 US Mint American Silver Eagle Fine .999 Bullion Coin UNC ~ Free Shipping,177398110063,"Jan 29, 2026",$108.49,$0.00,,,Fixed price,https://www.ebay.com/itm/177398110063,2
One 1991 S Proof - 1 Oz. Silver Eagle From an Original US Mint Box - 5 Available,177851987317,"Feb 21, 2026",$99.50,$6.45,,,Fixed price,https://www.ebay.com/itm/177851987317,5
,,"Nov 6, 2025",$50.24,$7.98,,,Fixed price,,4
1991-S $1 Proof American Silver Eagle NGC PF70 Ultra Cameo Thomas Uram Signed,198128240666,"Mar 4, 2026",$420.00,$0.00,,,Fixed price,https://www.ebay.com/itm/198128240666,5
,,"Jan 5, 2026",$80.00,$0.00,,,Fixed price,,2
1991-S 1991 S American Silver Eagle Dollar 1 oz. Proof Coin with Box and COA,206072647537,"Feb 19, 2026",$99.95,$5.95,,,Fixed price,https://www.ebay.com/itm/206072647537,2
,,"Dec 9, 2025",$75.00,$5.09,,,Fixed price,,2
1991 S American Silver Eagle Dollar Proof w Box & COA Pristine,257444442501,"Apr 6, 2026",$90.00,$6.95,,,Fixed price,https://www.ebay.com/itm/257444442501,2
1991 American Silver Eagle Proof $1 - 1 oz .999 Fine Silver - Original Box & COA,267556356151,"Jan 25, 2026",$119.49,$0.00,,,Fixed price,https://www.ebay.com/itm/267556356151,2
1991 American Silver Eagle MS69 NGC Brown Label,267607978833,"Mar 26, 2026",$103.35,$0.00,,,Fixed price,https://www.ebay.com/itm/267607978833,2
,,"Dec 26, 2025",$89.99,$0.00,,,Fixed price,,2
1991 1 OZ. SILVER EAGLE NGC MS 69,277698095548,"Feb 28, 2026",$96.00,$8.45,,,Fixed price,https://www.ebay.com/itm/277698095548,3
,,"Oct 19, 2025",$59.99,$0.00,,,Fixed price,,3
1991 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING✝,297887946355,"Jan 7, 2026",$84.97,$5.84,,,Fixed price,https://www.ebay.com/itm/297887946355,2
,,"Dec 27, 2025",$74.95,$5.65,,,Fixed price,,2
,,"Oct 24, 2025",$69.50,$4.00,,,Fixed price,,2
1991 American Silver Eagle ASE S$1 PCGS MS69 Near PERFECT FIRST STRIKE FS !,306783967331,"Mar 4, 2026",$150.00,$0.00,,,Fixed price,https://www.ebay.com/itm/306783967331,2
1991 $1 American Silver Eagle 1oz .999 Fine Silver BU,326898980406,"Jan 14, 2026",$92.62,$0.00,,,Fixed price,https://www.ebay.com/itm/326898980406,18
,,"Nov 9, 2025",$69.00,$0.00,,,Fixed price,,2
,,"Dec 15, 2025",$69.95,$0.00,,,Fixed price,,2
1991-S American Silver Eagle Dollar PR70DCAM PCGS Proof 70 Deep Cameo,388656147983,"Dec 1, 2025",$289.00,$0.00,,,Fixed price,https://www.ebay.com/itm/388656147983,2
,,"Dec 30, 2025",$86.01,$4.98,,,Fixed price,,4
1994 American Silver Eagle Coin $1 Graded ICG MS69 1 Oz Uncirculated Certified,397164247799,"Jan 22, 2026",$109.01,$3.99,,,Fixed price,https://www.ebay.com/itm/397164247799,2
,,"Dec 8, 2025",$66.40,$0.00,,,Fixed price,,4
1991-S 1 oz Proof American Silver Eagle (w/Box & COA),112615725194,"Dec 19, 2025",$113.10,$49.99,,,Fixed price,https://www.ebay.com/itm/112615725194,1
1991-S American Silver Eagle | NGC PR69 UCAM | .999 ASE 1oz | Proof Eagle,116458258151,"Jan 30, 2026",$125.00,$5.95,,,Fixed price,https://www.ebay.com/itm/116458258151,1
,,"Nov 11, 2025",$73.00,$0.00,,,Fixed price,,1
,,"Oct 17, 2025",$52.52,$4.75,,,Auction,,1
,,"Oct 16, 2025",$56.00,$6.50,,,Auction,,1
,,"Oct 15, 2025",$55.00,$0.00,,,Fixed price,,1
,,"Oct 22, 2025",$52.00,$4.95,,,Auction,,1
1991 American Silver Eagle - Brilliant and beautiful uncirculated coin,116840587664,"Oct 23, 2025",$54.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116840587664,1
1991 American Silver Eagle - Brilliant and beautiful uncirculated coin,116840587977,"Oct 23, 2025",$54.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116840587977,1
1991 American Silver Eagle - Brilliant and beautiful uncirculated coin,116842081523,"Oct 23, 2025",$54.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116842081523,1
,,"Oct 28, 2025",$48.00,$6.50,,,Auction,,1
1991 American Silver Eagle - Brilliant and beautiful uncirculated coin,116843783379,"Oct 24, 2025",$54.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116843783379,1
,,"Dec 24, 2025",$84.95,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$69.95,$0.00,,,Fixed price,,1
,,"Nov 4, 2025",$45.00,$4.54,,,Fixed price,,1
,,"Nov 5, 2025",$45.00,$4.87,,,Fixed price,,1
,,"Dec 10, 2025",$82.00,$0.00,,,Fixed price,,1
,,"Nov 23, 2025",$54.95,$3.95,,,Fixed price,,1
,,"Dec 11, 2025",$64.00,$5.95,,,Auction,,1
,,"Dec 12, 2025",$60.00,$4.75,,,Auction,,1
,,"Dec 11, 2025",$132.06,$4.95,,,Auction,,1
,,"Dec 19, 2025",$69.00,$5.20,,,Auction,,1
,,"Dec 19, 2025",$71.25,$4.87,,,Auction,,1
,,"Dec 19, 2025",$71.00,$4.87,,,Auction,,1
,,"Dec 21, 2025",$65.98,$5.15,,,Auction,,1
,,"Dec 23, 2025",$71.07,$5.15,,,Auction,,1
,,"Dec 30, 2025",$72.50,$7.00,,,Auction,,1
Marvel Comics Presents #50 NM 9.4 1990 Erik Larsen Cover,116949234541,"Jan 16, 2026",$11.21,$0.49,,,Fixed price,https://www.ebay.com/itm/116949234541,1
1991 Silver Eagle NGC MS69,116951232003,"Jan 14, 2026",$96.00,$5.09,,,Fixed price,https://www.ebay.com/itm/116951232003,1
,,"Dec 28, 2025",$82.50,$4.00,,,Fixed price,,1
1991 Silver Eagle NGC MS 69 (87614),116952567958,"Jan 27, 2026",$120.00,$5.62,,,Fixed price,https://www.ebay.com/itm/116952567958,1
,,"Jan 9, 2026",$95.00,$5.15,,,Fixed price,,1
,,"Jan 5, 2026",$79.00,$4.80,,,Auction,,1
,,"Jan 9, 2026",$87.00,$4.75,,,Auction,,1
,,"Jan 11, 2026",$89.95,$0.00,,,Fixed price,,1
,,"Dec 31, 2025",$68.00,$6.50,,,Auction,,1
,,"Jan 1, 2026",$68.00,$0.00,,,Fixed price,,1
1991 Silver America Eagle 1 oz .999 Fine Silver One BU Dollar In Clear Capsule,116972559976,"Jan 15, 2026",$95.00,$5.15,,,Auction,https://www.ebay.com/itm/116972559976,1
1991 American Silver Eagle 1oz .999 Fine Silver Coin • No Reserve!,116977032258,"Jan 17, 2026",$97.00,$0.00,,,Auction,https://www.ebay.com/itm/116977032258,1
,,"Jan 12, 2026",$84.00,$4.99,,,Fixed price,,1
1991 American Silver Eagle 1 Troy Oz .999 Fine Silver in capsule,116978296608,"Jan 18, 2026",$96.35,$4.75,,,Auction,https://www.ebay.com/itm/116978296608,1
1991 Walking Liberty American Silver Eagle 1oz. Ungraded Very nice,116979657276,"Jan 13, 2026",$91.97,$0.00,,,Fixed price,https://www.ebay.com/itm/116979657276,1
1991 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,116985075971,"Jan 24, 2026",$100.00,$5.00,,,Fixed price,https://www.ebay.com/itm/116985075971,1
"1991-S Proof American Silver Eagle, Uncertified, NR.",116987120262,"Jan 24, 2026",$103.52,$4.95,,,Auction,https://www.ebay.com/itm/116987120262,1
1991-S American Silver Eagle Proof Coin 1 Oz Brilliant UNC Coin 011809,116988509061,"Jan 26, 2026",$119.95,$7.95,,,Fixed price,https://www.ebay.com/itm/116988509061,1
1991 Silver Eagle NGC MS69,116996538068,"Jan 29, 2026",$110.50,$10.00,,,Auction,https://www.ebay.com/itm/116996538068,1
1991 American Silver Eagle 1 Troy Oz .999 Fine Silver,117004512542,"Jan 27, 2026",$108.00,$5.15,,,Fixed price,https://www.ebay.com/itm/117004512542,1
