Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
(10) 1878-1904 MORGAN DOLLARS COIN ROLL “STUNNING GEMS” BU UNCIRCULATED 90% SIL.,267236012133,"Dec 29, 2025","$1,021.40",$0.00,,,Fixed price,https://www.ebay.com/itm/267236012133,2
"1878-1904 $1 MORGAN SILVER DOLLAR - VG-VF CONDITION, RANDOM DATE",274700645550,"Jan 16, 2026",$81.98,$0.00,,,Fixed price,https://www.ebay.com/itm/274700645550,2
"✯1878-1904 Morgan Silver Dollar P,S,O ✯ 1x PCGS/NGC Graded From Estate Coin Lot✯",274811499287,"Mar 3, 2026",$141.26,$15.97,,,Fixed price,https://www.ebay.com/itm/274811499287,2
Roll of 20 - 1878-1904 $1 Morgan Silver Dollar About Uncirculated AU,317297243813,"Mar 26, 2026","$1,333.42",$0.00,,,Fixed price,https://www.ebay.com/itm/317297243813,2
,,"Jan 4, 2026",$235.13,$0.00,,,Fixed price,,2
,,"Dec 30, 2025",$350.00,$0.00,,,Fixed price,,2
1878-1904 Morgan Silver Dollar Lot of 5 Coins BU Uncirculated - These 5 coins,326928283739,"Feb 3, 2026",$366.25,$9.00,,,Fixed price,https://www.ebay.com/itm/326928283739,2
1878-1904 Morgan Silver Dollar Lot of 5 Coins These exact 5 coins,326930534707,"Jan 2, 2026",$295.00,$9.00,,,Fixed price,https://www.ebay.com/itm/326930534707,2
,,"Nov 24, 2025",$88.00,$0.00,,,Fixed price,,2
G/VG 1904-S Morgan Silver Dollar (1 coin),365064396332,"Dec 30, 2025",$60.85,$0.00,,,Fixed price,https://www.ebay.com/itm/365064396332,2
1878 - 1904 $1 Morgan Silver Dollar Very Good - Very Fine VG-VF,175408957388,"Apr 17, 2026",$68.62,$21.11,,,Fixed price,https://www.ebay.com/itm/175408957388,890
1878 to 1904 $1 Morgan Silver Dollar About Uncirculated AU,203986225835,"Apr 7, 2026",$75.90,$0.00,,,Fixed price,https://www.ebay.com/itm/203986225835,355
1878 to 1904 $1 Morgan Silver Dollar Brilliant Uncirculated,204560292565,"Apr 17, 2026",$82.55,$24.27,,,Fixed price,https://www.ebay.com/itm/204560292565,361
1878 - 1904 $1 Morgan Silver Dollar Extra Fine XF,204087847552,"Apr 17, 2026",$71.55,$0.00,,,Fixed price,https://www.ebay.com/itm/204087847552,273
1878-1904 Cull Morgan Silver Dollar Random Year Pre 1921 90% Silver Coin,235425120140,"Apr 16, 2026",$57.12,$0.00,,,Fixed price,https://www.ebay.com/itm/235425120140,335
USA 1878-1904 Morgan Dollar 90% Silver Coin Brilliant Uncirculated - Random Date,197049377274,"Apr 14, 2026",$107.69,$22.43,,,Fixed price,https://www.ebay.com/itm/197049377274,90
"1878-1904 SILVER MORGAN DOLLAR $10 ROLL SALE AU-BU P,O,CC SET LIQUIDATION OBW",365627505224,"Apr 17, 2026",$758.00,$41.36,,,Fixed price,https://www.ebay.com/itm/365627505224,91
1878-1904 Morgan Silver Dollar DMPL/PL+++ BU Gem Uncirculated From Original Roll,364886214705,"Apr 8, 2026",$127.25,$13.75,,,Fixed price,https://www.ebay.com/itm/364886214705,96
1878 to 1904 $1 Morgan Silver Dollar Good or Better G+,175916020743,"Apr 16, 2026",$61.72,$0.00,,,Fixed price,https://www.ebay.com/itm/175916020743,195
(1) 1878-1904 GEM BU Morgan Silver Dollar ~ From OBW Roll ~ Estate Hoard ~,266244326856,"Apr 14, 2026",$114.46,$14.66,,,Fixed price,https://www.ebay.com/itm/266244326856,92
1878-1904 Silver Morgan Dollar Roll - 10 Coins - Brilliantly Uncirculated BU,365066993799,"Apr 16, 2026",$959.72,$0.00,,,Fixed price,https://www.ebay.com/itm/365066993799,51
1878-1904 MORGAN DOLLAR CHOICE UNCIRCULATED GEM BU COINS FROM ORIGINAL ROLL,364824754224,"Apr 14, 2026",$110.69,$27.43,,,Fixed price,https://www.ebay.com/itm/364824754224,86
Lot of 5 Coins - 1878-1904 Cull Morgan Silver Dollar Pre 1921 90% US Silver Coin,235760198475,"Mar 28, 2026",$268.72,$0.00,,,Fixed price,https://www.ebay.com/itm/235760198475,60
"1878-1904 Morgan Dollar Gem BU Uncirculated Roll S Mint & S End, PQ Collection",365501404694,"Mar 19, 2026",$995.95,$41.57,,,Fixed price,https://www.ebay.com/itm/365501404694,43
1904 O US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,375368884452,"Apr 15, 2026",$93.62,$0.00,,,Fixed price,https://www.ebay.com/itm/375368884452,31
1878-1904 Morgan Dollar Roll - 20 Coins - AU / BU - High Grade Bullion,365208927684,"Apr 13, 2026","$1,473.19",$0.00,,,Fixed price,https://www.ebay.com/itm/365208927684,32
1878-1904 Morgan Silver Dollar Roll of 20 Coins Gem BU CC & CC Ends Collection,365390816937,"Apr 8, 2026","$2,416.57",$0.00,,,Fixed price,https://www.ebay.com/itm/365390816937,23
"1878-1904 Uncirculated Morgan Dollar Roll 10 Coins CC & S End, Gem BU Collection",365501397734,"Apr 2, 2026","$1,299.38",$59.01,,,Fixed price,https://www.ebay.com/itm/365501397734,21
1878-1904 Silver Morgan Dollar Culls Pre 1921 Mixed Dates Lot of 5 Coins,153832944203,"Apr 9, 2026",$279.96,$0.00,,,Fixed price,https://www.ebay.com/itm/153832944203,23
1878-1904 Morgan Dollar Gem Uncirculated BU 10 Coins Sealed Original Bank Bag,365475464016,"Apr 12, 2026","$1,000.76",$48.48,,,Fixed price,https://www.ebay.com/itm/365475464016,17
Morgan Silver Dollar ~ 1878-1904 BRILLIANT AU/UNCIRCULATED ~ ESTATE LOT SALE!,254977911651,"Mar 20, 2026",$96.43,$6.74,,,Fixed price,https://www.ebay.com/itm/254977911651,33
MORGAN DOLLAR COIN RING. SIZES 10 TO 14. FROM 1878 TO 1904.,176440164652,"Mar 15, 2026",$128.70,$5.15,,,Fixed price,https://www.ebay.com/itm/176440164652,12
AU+ 1904-O Morgan Silver Dollar (1 coin),364620850816,"Jan 5, 2026",$55.47,$0.00,,,Fixed price,https://www.ebay.com/itm/364620850816,10
1878 to 1904 $1 Morgan Silver Dollar Brilliant Uncirculated,147245707550,"Apr 12, 2026",$60.33,$5.33,,,Fixed price,https://www.ebay.com/itm/147245707550,9
1878-1904 Morgan Silver Dollar Lot of 5 Coins XF-AU Pre-1921 Bullion Mixed 90%,364886589347,"Dec 26, 2025",$297.10,$0.00,,,Fixed price,https://www.ebay.com/itm/364886589347,10
"Morgan Silver Dollar Coin (1878-1904, VG Plus)",155408564710,"Apr 15, 2026",$72.32,$0.00,,,Fixed price,https://www.ebay.com/itm/155408564710,6
"1878-1904 Morgan Dollar BU Uncirculated Half Roll 10 Coins Choice O, S, P Mint",365251207772,"Apr 17, 2026",$765.83,$47.62,,,Fixed price,https://www.ebay.com/itm/365251207772,6
BU/Unc 1904-O Morgan Silver Dollar (1 coin),133232521616,"Feb 11, 2026",$82.35,$0.00,,,Fixed price,https://www.ebay.com/itm/133232521616,5
"1878-1904 Random Year Morgan Silver Dollar VG to VF, Lot of 1 (One) -#D5",227291135642,"Apr 15, 2026",$62.76,$0.00,,,Fixed price,https://www.ebay.com/itm/227291135642,12
1878-1904 Morgan Dollars MS-64 NGC,111841506115,"Feb 28, 2026",$117.64,$0.00,,,Fixed price,https://www.ebay.com/itm/111841506115,4
1904 O Morgan Dollar From OBW Estate Roll Choice-Gem Bu Uncirculated 90% Silver,266845165988,"Mar 23, 2026",$147.11,$0.00,,,Fixed price,https://www.ebay.com/itm/266845165988,4
1878 to 1904 $1 Morgan Dollar Brilliant Uncirculated,147262886080,"Apr 17, 2026",$20.00,$7.51,,,Fixed price,https://www.ebay.com/itm/147262886080,10
(1) Random Year 1878-1904 Brilliant Uncirculated Morgan Silver Dollar UNC - BU,186949424602,"Jan 28, 2026",$82.00,$0.00,,,Fixed price,https://www.ebay.com/itm/186949424602,10
(1) BU/Unc 1878-1904 P/O/S Morgan Silver Dollar - 90% Silver Bulk Lot Collection,131950903538,"Oct 22, 2025",$71.45,$19.23,,,Fixed price,https://www.ebay.com/itm/131950903538,2
"1878-1904 Morgan Dollar AU/CU Choice Slider Pre 21 From Original Roll O, P, S",365475549298,"Mar 3, 2026",$99.00,$0.00,,,Fixed price,https://www.ebay.com/itm/365475549298,6
1904 O Morgan Dollar BU Uncirculated Mint State 90% Silver $1 US Coin,365846542670,"Jan 4, 2026",$91.32,$0.00,,,Fixed price,https://www.ebay.com/itm/365846542670,3
1878 - 1904 $1 Morgan Silver Dollar Very Good - Very Fine VG-VF,175408957388,"May 4, 2026",$68.83,$21.11,,,Fixed price,https://www.ebay.com/itm/175408957388,939
1878 to 1904 $1 Morgan Silver Dollar About Uncirculated AU,203986225835,"May 4, 2026",$76.24,$0.00,,,Fixed price,https://www.ebay.com/itm/203986225835,391
1878 to 1904 $1 Morgan Silver Dollar Brilliant Uncirculated,204560292565,"May 3, 2026",$82.71,$24.27,,,Fixed price,https://www.ebay.com/itm/204560292565,413
1878 - 1904 $1 Morgan Silver Dollar Extra Fine XF,204087847552,"May 4, 2026",$71.91,$0.00,,,Fixed price,https://www.ebay.com/itm/204087847552,349
1878-1904 Cull Morgan Silver Dollar Random Year Pre 1921 90% Silver Coin,235425120140,"May 1, 2026",$57.40,$0.00,,,Fixed price,https://www.ebay.com/itm/235425120140,338
USA 1878-1904 Morgan Dollar 90% Silver Coin Brilliant Uncirculated - Random Date,197049377274,"Apr 29, 2026",$108.85,$22.43,,,Fixed price,https://www.ebay.com/itm/197049377274,94
1878 to 1904 $1 Morgan Silver Dollar Good or Better G+,175916020743,"May 4, 2026",$67.10,$0.00,,,Fixed price,https://www.ebay.com/itm/175916020743,174
1878-1904 Morgan Silver Dollar DMPL/PL+++ BU Gem Uncirculated From Original Roll,364886214705,"Apr 25, 2026",$126.23,$13.75,,,Fixed price,https://www.ebay.com/itm/364886214705,103
"1878-1904 SILVER MORGAN DOLLAR $10 ROLL SALE AU-BU P,O,CC SET LIQUIDATION OBW",365627505224,"May 4, 2026",$790.57,$41.36,,,Fixed price,https://www.ebay.com/itm/365627505224,81
(1) 1878-1904 GEM BU Morgan Silver Dollar ~ From OBW Roll ~ Estate Hoard ~,266244326856,"Apr 27, 2026",$114.90,$14.66,,,Fixed price,https://www.ebay.com/itm/266244326856,89
1878-1904 MORGAN DOLLAR CHOICE UNCIRCULATED GEM BU COINS FROM ORIGINAL ROLL,364824754224,"May 3, 2026",$111.00,$27.43,,,Fixed price,https://www.ebay.com/itm/364824754224,89
1878-1904 Silver Morgan Dollar Roll - 10 Coins - Brilliantly Uncirculated BU,365066993799,"Apr 20, 2026",$969.77,$0.00,,,Fixed price,https://www.ebay.com/itm/365066993799,48
"1878-1904 Morgan Dollar Gem BU Uncirculated Roll S Mint & S End, PQ Collection",365501404694,"May 2, 2026",$995.23,$41.28,,,Fixed price,https://www.ebay.com/itm/365501404694,44
Lot of 5 Coins - 1878-1904 Cull Morgan Silver Dollar Pre 1921 90% US Silver Coin,235760198475,"Mar 28, 2026",$272.74,$0.00,,,Fixed price,https://www.ebay.com/itm/235760198475,56
1904 O US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,375368884452,"Apr 27, 2026",$94.23,$0.00,,,Fixed price,https://www.ebay.com/itm/375368884452,36
1878 - 1904 $1 Morgan Silver Dollar Very Good - Very Fine VG-VF,145655219607,"Apr 28, 2026",$67.55,$0.00,,,Fixed price,https://www.ebay.com/itm/145655219607,48
1878-1904 Morgan Silver Dollar XF (Random Year),146811244101,"May 1, 2026",$72.39,$35.87,,,Fixed price,https://www.ebay.com/itm/146811244101,59
1878-1904 Cull Morgan Silver Dollar Random Year Constitutional Silver Pre 1921,205605214257,"Jan 12, 2026",$55.17,$3.99,,,Fixed price,https://www.ebay.com/itm/205605214257,156
1878-1904 Silver Dollar Roll - 10 Coins - Mixed Morgan Dollar AU/BU Liquidation,365066978215,"May 2, 2026",$760.30,$0.00,,,Fixed price,https://www.ebay.com/itm/365066978215,33
1878-1904 Morgan Silver Dollar Roll of 20 Coins Gem BU CC & CC Ends Collection,365390816937,"Apr 23, 2026","$2,415.42",$0.00,,,Fixed price,https://www.ebay.com/itm/365390816937,26
(1) 1878-1904 Morgan Silver Dollar ~ Circulated 90% ~ Collection Estate Lot,256134225810,"May 3, 2026",$62.71,$0.00,,,Fixed price,https://www.ebay.com/itm/256134225810,67
✯ MS64 MORGAN SILVER DOLLARS PCGS / NGC ✅ 1878-1904 ✅ P S O Mints Coins Estate,295860780833,"Jan 17, 2026",$156.32,$46.61,,,Fixed price,https://www.ebay.com/itm/295860780833,39
"1878-1904 Morgan Dollar Roll Gem BU UNCIRCULATED 20 Coins S, O, CC Bullion",365823450528,"Apr 13, 2026","$1,924.41",$0.00,,,Fixed price,https://www.ebay.com/itm/365823450528,22
"1878-1904 Uncirculated Morgan Dollar Roll 10 Coins CC & S End, Gem BU Collection",365501397734,"Apr 26, 2026","$1,310.40",$59.01,,,Fixed price,https://www.ebay.com/itm/365501397734,20
1878-1904 BU Uncirculated Toned 10 Coins Silver Dollar Mixed Roll Morgan Dollars,365594114278,"Apr 24, 2026",$936.83,$0.00,,,Fixed price,https://www.ebay.com/itm/365594114278,21
1878-1904 Morgan Silver Dollar AU (Random Year),127351877865,"Apr 30, 2026",$80.59,$0.00,,,Fixed price,https://www.ebay.com/itm/127351877865,40
[Removed] Item 136657848326,136657848326,"Dec 2, 2025",$84.95,$0.00,,,Fixed price,,17
1878-1904 Silver Morgan Dollar Culls Pre 1921 Mixed Dates Lot of 5 Coins,153832944203,"Apr 30, 2026",$295.86,$0.00,,,Fixed price,https://www.ebay.com/itm/153832944203,21
MORGAN DOLLAR COIN RING. SIZES 10 TO 14. FROM 1878 TO 1904.,176440164652,"Apr 23, 2026",$131.49,$5.18,,,Fixed price,https://www.ebay.com/itm/176440164652,13
1878-1904 MORGAN DOLLAR BU CHOICE UNCIRCULATED 🔥O MINT MARK 🔥 GEM COINS,364824758484,"Apr 23, 2026",$115.84,$13.64,,,Fixed price,https://www.ebay.com/itm/364824758484,13
VG/F 1904-S Morgan Silver Dollar (1 coin),126671183994,"Apr 2, 2026",$78.06,$0.00,,,Fixed price,https://www.ebay.com/itm/126671183994,10
Morgan Silver Dollar ~ 1878-1904 BRILLIANT AU/UNCIRCULATED ~ ESTATE LOT SALE!,254977911651,"May 1, 2026",$101.86,$6.55,,,Fixed price,https://www.ebay.com/itm/254977911651,23
[Removed] Item 406892030506,406892030506,"May 2, 2026",$54.48,$0.00,,,Fixed price,,9
AU+ 1904-O Morgan Silver Dollar (1 coin),364620850816,"Jan 5, 2026",$55.96,$0.00,,,Fixed price,https://www.ebay.com/itm/364620850816,8
1878-1904 Morgan Silver Dollar Lot of 5 Coins XF-AU Pre-1921 Bullion Mixed 90%,364886589347,"Dec 26, 2025",$302.89,$0.00,,,Fixed price,https://www.ebay.com/itm/364886589347,9
