Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1972 MINT SET ISSUED BY US MINT UNCIRCULATED Genuine,373574339042,"Apr 4, 2026",$5.00,$3.91,,,Fixed price,https://www.ebay.com/itm/373574339042
1972-S US Mint Proof Set 5 Coin Set OGP Original Government Packaging,145579027371,"Apr 2, 2026",$13.88,$0.00,,,Fixed price,https://www.ebay.com/itm/145579027371
1972 Proof & Uncirculated Annual US Mint Coin Sets PDS 16 Coins,206106139206,"Mar 28, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/206106139206
1972 US Commemorative Year Set (Complete) #1446-1474 MNH FREE SHIPPING,286391370649,"Mar 19, 2026",$3.75,$0.00,,,Fixed price,https://www.ebay.com/itm/286391370649
1972-S Washington PROOF Quarter 25cent Coin from US Mint Proof Set. Beautiful!!,315916724541,"Apr 3, 2026",$4.16,$0.70,,,Fixed price,https://www.ebay.com/itm/315916724541
1972 Proof set. Genuine. Complete and original as issued by US Mint.,353702066041,"Mar 11, 2026",$6.00,$3.62,,,Fixed price,https://www.ebay.com/itm/353702066041
US Scott # C84 - C90 1972 - 1976 Air Mail Set / 7 MNH,110642398425,"Apr 5, 2026",$2.75,$0.00,,,Fixed price,https://www.ebay.com/itm/110642398425
"1972 US Mint, 11 Coin Uncirculated Set, Complete Philadelphia & Denver",157750020756,"Mar 18, 2026",$9.04,$1.32,,,Fixed price,https://www.ebay.com/itm/157750020756
1972 US Mint Set (OGP) 11 coins,188131921854,"Mar 13, 2026",$10.50,$0.00,,,Fixed price,https://www.ebay.com/itm/188131921854
1972 Proof Set: 5 Coins - ($0.91 FV),198144653478,"Mar 31, 2026",$8.50,$0.00,,,Fixed price,https://www.ebay.com/itm/198144653478
1972 US Mint Proof Set Original Packaging,267558078606,"Mar 9, 2026",$8.99,$6.62,,,Fixed price,https://www.ebay.com/itm/267558078606
1972 P & D US Mint Set United States Original Government Packaging,274887723976,"Mar 31, 2026",$5.61,$6.66,,,Fixed price,https://www.ebay.com/itm/274887723976
1972 US Commemorative Year Set (Complete) #1446-1474 MNH FREE SHIPPING,287221759466,"Apr 4, 2026",$3.75,$0.00,,,Fixed price,https://www.ebay.com/itm/287221759466
1972 S Proof Set Original Box US Mint 5 Coins,133797881102,"Mar 19, 2026",$9.02,$4.95,,,Fixed price,https://www.ebay.com/itm/133797881102
"1972 P US Mint Set - 6 BU✨️ Coins/Mint Cello - Includes ""S"" Mint Lincoln Cent!",306567163419,"Mar 12, 2026",$6.45,$0.00,,,Fixed price,https://www.ebay.com/itm/306567163419
1972-S Kennedy Half Dollar PROOF 50cent Piece Coin from US Mint Proof Set,315916716094,"Apr 1, 2026",$10.95,$0.70,,,Fixed price,https://www.ebay.com/itm/315916716094
1972 US PROOF SET,116128477693,"Mar 17, 2026",$10.00,$5.99,,,Fixed price,https://www.ebay.com/itm/116128477693
1972 P & D US MINT SET IN CELLOPHANE,117089425532,"Mar 22, 2026",$10.00,$0.00,,,Auction,https://www.ebay.com/itm/117089425532
(4) 1972 US Mint Set Philadelphia & Denver Uncirculated Mint Coins.,117111531142,"Apr 1, 2026",$15.00,$10.15,,,Auction,https://www.ebay.com/itm/117111531142
"1972 Proof US MINT Coin Set, 5 coins, S mint mark",117112095929,"Apr 3, 2026",$10.00,$2.82,,,Auction,https://www.ebay.com/itm/117112095929
1972 Proof sets (4). Genuine. Complete and original as issued by US Mint.,127712047308,"Mar 8, 2026",$15.50,$8.92,,,Auction,https://www.ebay.com/itm/127712047308
1972 P & D US MINT SET IN CELLOPHANE,127739447503,"Mar 14, 2026",$10.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127739447503
"1971, 1972, and 1973 United States Proof Sets - US Mint",127754728371,"Mar 23, 2026",$13.75,$5.89,,,Auction,https://www.ebay.com/itm/127754728371
1969-1972 4 US Proof Sets in OGP Original Government Packaging,137135332602,"Mar 15, 2026",$30.00,$7.99,,,Fixed price,https://www.ebay.com/itm/137135332602
1970-1972 3 US Proof Sets in OGP Original Government Packaging,137135345710,"Mar 17, 2026",$25.99,$7.99,,,Fixed price,https://www.ebay.com/itm/137135345710
1971-1972 US Olympic Team Commemorative Silver Medals Set .925 sterling silver,137160634552,"Mar 30, 2026",$123.50,$9.99,,,Auction,https://www.ebay.com/itm/137160634552
(5) 1972 P & D US Mint Uncirculated Sets 55 Coins OGP Original Envelopes,145697420530,"Mar 12, 2026",$30.99,$0.00,,,Fixed price,https://www.ebay.com/itm/145697420530
1972 Liberia Proof Set 6 Coins Sealed Original US Mint Packaging,147133897601,"Mar 21, 2026",$9.95,$3.00,,,Fixed price,https://www.ebay.com/itm/147133897601
1972 S US Mint Proof Set - OGP,147230110054,"Apr 5, 2026",$8.00,$5.62,,,Auction,https://www.ebay.com/itm/147230110054
US Mint Proof Sets 1970 1971 1972 1983 S Coins Collectors Proofs Set Blue OGP,157714233895,"Mar 20, 2026",$39.99,$9.00,,,Fixed price,https://www.ebay.com/itm/157714233895
1972 KELLOGG’S ALL TIME GREATS 3-D #12 CY YOUNG XOGRAPHS Free US Shipping,157717289354,"Mar 12, 2026",$11.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157717289354
1972 -S US Mint Proof Set 5 Coin Set with OGP Original Government Packaging,157732828979,"Mar 12, 2026",$5.00,$5.39,,,Fixed price,https://www.ebay.com/itm/157732828979
