Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1988 $1 American Silver Eagle NGC MS69 Brown Label,176214984632,"Apr 3, 2026",$103.14,$0.00,,,Fixed price,https://www.ebay.com/itm/176214984632
1988 American Silver Eagle $1 PCGS MS 69,304126764944,"Mar 31, 2026",$107.56,$20.20,,,Fixed price,https://www.ebay.com/itm/304126764944
1988 S American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365978736676,"Apr 8, 2026",$122.84,$0.00,,,Fixed price,https://www.ebay.com/itm/365978736676
1988-S American Silver Eagle Proof Coin 1 Oz,365669786994,"Feb 27, 2026",$114.88,$0.00,,,Fixed price,https://www.ebay.com/itm/365669786994
PR70 1988-S DCAM American Silver Eagle PCGS Blue Label,125200480669,"Apr 5, 2026",$292.13,$0.00,,,Fixed price,https://www.ebay.com/itm/125200480669
1988 American Silver Eagle MS69 NGC Brown Label,363323512092,"Apr 2, 2026",$67.02,$0.00,,,Fixed price,https://www.ebay.com/itm/363323512092
1988 $1 1-oz American Silver Eagle NGC MS69 Brown Label,145654799204,"Apr 7, 2026",$103.00,$0.00,,,Fixed price,https://www.ebay.com/itm/145654799204
1988 American Silver Eagle Coin - NGC MS69,376268420652,"Apr 6, 2026",$111.67,$0.00,,,Fixed price,https://www.ebay.com/itm/376268420652
1988-S Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,146470018616,"Mar 21, 2026",$113.66,$0.00,,,Fixed price,https://www.ebay.com/itm/146470018616
"1988-S Proof $1 American Silver Eagle Box, OGP & COA",204459532433,"Jan 12, 2026",$89.61,$0.00,,,Fixed price,https://www.ebay.com/itm/204459532433
1988-S American Proof Silver Eagle-Mint Issued COA - NO BOXES OR COIN,276494922982,"Apr 3, 2026",$3.99,$8.07,,,Fixed price,https://www.ebay.com/itm/276494922982
1988 $1 American Silver Eagle Dollar CAC MS 69 | Uncirculated UNC,305291913641,"Jan 4, 2026",$94.97,$20.00,,,Fixed price,https://www.ebay.com/itm/305291913641
1988-S $1 American Silver Eagle PR69DCAM PCGS,362733290801,"Apr 4, 2026",$108.07,$0.00,,,Fixed price,https://www.ebay.com/itm/362733290801
1988 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,145663972996,"Feb 2, 2026",$81.22,$0.00,,,Fixed price,https://www.ebay.com/itm/145663972996
,,"Dec 17, 2025",$79.99,$0.00,,,Fixed price,
1988-S Proof $1 American Silver Eagle NGC PF69UC Brown Label,314672056466,"Jan 30, 2026",$121.09,$0.00,,,Fixed price,https://www.ebay.com/itm/314672056466
1988-S $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,385788251418,"Jan 28, 2026",$120.62,$0.00,,,Fixed price,https://www.ebay.com/itm/385788251418
1988 Proof American Silver Eagle – 1 oz Silver Coin in OGP,306368824466,"Mar 24, 2026",$103.59,$23.33,,,Fixed price,https://www.ebay.com/itm/306368824466
,,"Dec 21, 2025",$68.93,$5.40,,,Fixed price,
Tube of 20 - 1988 American Silver Eagle Coin - NGC Gem Uncirculated,406154293717,"Mar 20, 2026","$1,348.07",$0.00,,,Fixed price,https://www.ebay.com/itm/406154293717
MS69 1988 $1 American Silver Eagle 1 Oz PCGS Blue Label,126237791805,"Oct 14, 2025",$62.95,$0.00,,,Fixed price,https://www.ebay.com/itm/126237791805
1988 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,141546376959,"Jan 17, 2026",$72.09,$0.00,,,Fixed price,https://www.ebay.com/itm/141546376959
1988 American Silver Eagle 1 oz .999 Brilliant Uncirculated,146555357339,"Dec 11, 2025",$60.00,$3.99,,,Fixed price,https://www.ebay.com/itm/146555357339
,,"Dec 27, 2025",$78.04,$6.59,,,Fixed price,
1988 American Silver Eagle Proof $1 – 1 oz .999 Fine Silver – Original Box & COA,267556310995,"Jan 27, 2026",$125.49,$0.00,,,Fixed price,https://www.ebay.com/itm/267556310995
1988 S S$1 Proof Silver American Eagle Dollar NGC Graded PF 69 Ultra Cameo,297631277336,"Nov 18, 2025",$85.67,$0.00,,,Fixed price,https://www.ebay.com/itm/297631277336
"1988 American Silver Eagle US Mint in OGP, Uncirculated Gem! Free Shipping",389567025612,"Feb 9, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/389567025612
,,"Nov 11, 2025",$63.93,$5.60,,,Fixed price,
,,"Dec 21, 2025",$69.77,$0.00,,,Fixed price,
,,"Oct 14, 2025",$52.00,$0.00,,,Fixed price,
1988 1 oz American Silver Eagle BU,111866336266,"Mar 30, 2026",$108.36,$49.99,,,Fixed price,https://www.ebay.com/itm/111866336266
,,"Dec 9, 2025",$79.95,$0.00,,,Fixed price,
1988-S American Silver Eagle PR69 DCAM PCGS Blue Label,136533779764,"Jan 7, 2026",$93.74,$0.00,,,Fixed price,https://www.ebay.com/itm/136533779764
"1988 $1 Silver American Eagle Uncirculated, Pulled From Storage Fast 🚢",236379238974,"Jan 18, 2026",$88.45,$0.00,,,Fixed price,https://www.ebay.com/itm/236379238974
1988 American Silver Eagle Fine Silver Dollar Coin-Uncirculated Ungraded,257364981101,"Feb 23, 2026",$92.49,$5.89,,,Fixed price,https://www.ebay.com/itm/257364981101
1988 BU American Silver Eagle Dollar Uncirculated ASE US Mint Bullion Coin,312583052498,"Jan 18, 2026",$78.24,$3.99,,,Fixed price,https://www.ebay.com/itm/312583052498
1988 $1 American Silver Eagle 1 oz Brilliant Uncirculated,315335487965,"Dec 16, 2025",$76.05,$0.00,,,Fixed price,https://www.ebay.com/itm/315335487965
1988-S American Silver Eagle PROOF 1 Oz Silver - Coin & Box & COA,362809999707,"Mar 8, 2026",$101.70,$0.00,,,Fixed price,https://www.ebay.com/itm/362809999707
1988 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,123885344818,"Jan 26, 2026",$116.62,$0.00,,,Fixed price,https://www.ebay.com/itm/123885344818
1988-S American Silver Eagle 1 Oz PF70 UCAM NGC Brown Label,124822568375,"Mar 28, 2026",$409.52,$0.00,,,Fixed price,https://www.ebay.com/itm/124822568375
1988-S $1 American Silver Eagle PR69DCAM PCGS,136541653591,"Jan 18, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136541653591
Random Date $1 American Silver Eagle Dollar In Flips/Tube(multiples Available),136995531069,"Apr 2, 2026",$94.68,$9.16,,,Fixed price,https://www.ebay.com/itm/136995531069
1988-S $1 AMERICAN SILVER PROOF EAGLE w/OGP & COA - FREE SHIPPING!,157793295122,"Apr 6, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157793295122
1988 (MS69) American Silver Eagle NGC $1 ASE 1 oz - Random Serial,187015052543,"Nov 4, 2025",$62.50,$0.00,,,Fixed price,https://www.ebay.com/itm/187015052543
1988 PROOF AMERICAN SILVER  EAGLE $1 DOLLAR COIN SAN FRANCISCO MINT+ COA+BOX,198107668174,"Feb 19, 2026",$92.67,$6.00,,,Fixed price,https://www.ebay.com/itm/198107668174
,,"Dec 11, 2025",$68.82,$0.00,,,Fixed price,
,,"Dec 28, 2025",$89.99,$0.00,,,Fixed price,
1988 $1 American Silver Eagle NGC MS69 Brown Label,176214984632,"Apr 10, 2026",$103.03,$0.00,,,Fixed price,https://www.ebay.com/itm/176214984632
1988 S American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365978736676,"Apr 11, 2026",$120.18,$0.00,,,Fixed price,https://www.ebay.com/itm/365978736676
PR70 1988-S DCAM American Silver Eagle PCGS Blue Label,125200480669,"Apr 11, 2026",$291.64,$0.00,,,Fixed price,https://www.ebay.com/itm/125200480669
1988 American Silver Eagle MS69 NGC Brown Label,363323512092,"Apr 2, 2026",$71.30,$0.00,,,Fixed price,https://www.ebay.com/itm/363323512092
1988-S American Proof Silver Eagle-Mint Issued Presentation Box & COA (NO Coin),275458908605,"Mar 19, 2026",$9.46,$0.00,,,Fixed price,https://www.ebay.com/itm/275458908605
1988-S $1 American Silver Eagle PR69DCAM PCGS,362733290801,"Apr 10, 2026",$108.55,$0.00,,,Fixed price,https://www.ebay.com/itm/362733290801
Tube of 20 - 1988 American Silver Eagle Coin - NGC Gem Uncirculated,406154293717,"Apr 10, 2026","$1,404.06",$0.00,,,Fixed price,https://www.ebay.com/itm/406154293717
1988 Proof $1 American Silver Eagle Box & COA | No Coin,277326015576,"Jan 12, 2026",$5.70,$5.95,,,Fixed price,https://www.ebay.com/itm/277326015576
1988 S S$1 Proof Silver American Eagle Dollar NGC Graded PF 69 Ultra Cameo,297631277336,"Nov 18, 2025",$86.00,$0.00,,,Fixed price,https://www.ebay.com/itm/297631277336
(1) Silver American Eagle - Random taken from Lot - 1988 thru 2025 - BU,206033068544,"Feb 14, 2026",$104.99,$0.00,,,Fixed price,https://www.ebay.com/itm/206033068544
1988 American Silver Eagle MS70 ICG - Beautiful Coin!,298034096885,"Mar 11, 2026",$219.00,$0.00,,,Fixed price,https://www.ebay.com/itm/298034096885
1988 $1 American Silver Eagle NGC MS69 Brown Label,176214984632,"Apr 12, 2026",$102.94,$0.00,,,Fixed price,https://www.ebay.com/itm/176214984632,60
1988 American Silver Eagle MS69 NGC Brown Label,363323512092,"Apr 2, 2026",$73.38,$0.00,,,Fixed price,https://www.ebay.com/itm/363323512092,16
1988-S $1 American Silver Eagle PR69DCAM PCGS,362733290801,"Apr 12, 2026",$109.01,$0.00,,,Fixed price,https://www.ebay.com/itm/362733290801,27
1988 American Silver Eagle 1 oz .999 Brilliant Uncirculated,146555357339,"Dec 11, 2025",$65.00,$3.99,,,Fixed price,https://www.ebay.com/itm/146555357339,6
1988 S Proof American Silver Eagle $1 Coin 99.9% 1 Troy Oz COA Original Box OGP,358094373215,"Jan 13, 2026",$94.00,$0.00,,,Fixed price,https://www.ebay.com/itm/358094373215,6
1988-S American Silver Eagle $1 Proof 9.9 NGC X NGCX - Almost PERFECT,365012980504,"Mar 1, 2026",$146.63,$0.00,,,Fixed price,https://www.ebay.com/itm/365012980504,3
1988-S American Silver Eagle PR69 DCAM CAC,365896110226,"Jan 7, 2026",$123.28,$0.00,,,Fixed price,https://www.ebay.com/itm/365896110226,3
1988 American Silver Eagle S$1 ASE NGC MS69 Premium Quality PQ Older Holder !!!!,366132775550,"Jan 19, 2026",$119.00,$0.00,,,Fixed price,https://www.ebay.com/itm/366132775550,18
1988-S Silver American Eagle $1 PCGS PR70 DCAM - STOCK,376938940218,"Apr 12, 2026",$283.00,$0.00,,,Fixed price,https://www.ebay.com/itm/376938940218,3
,,"Jan 6, 2026",$87.01,$7.29,,,Fixed price,,13
1988 AMERICAN SILVER EAGLE 1 OZ. PURE FINE SILVER BULLION COIN 999 BU-UNC,406571415540,"Jan 20, 2026",$102.65,$0.00,,,Fixed price,https://www.ebay.com/itm/406571415540,3
,,"Dec 5, 2025",$79.95,$0.00,,,Fixed price,,2
1988 BU $1 American Silver Eagle 1 oz,116951954835,"Apr 7, 2026",$88.60,$7.73,,,Fixed price,https://www.ebay.com/itm/116951954835,5
1988 Silver American Eagle NGC Brown Label MS69,117002681284,"Jan 31, 2026",$129.40,$14.00,,,Fixed price,https://www.ebay.com/itm/117002681284,5
1988-S American Silver Eagle PR70 DCAM ICG,126824367606,"Dec 11, 2025",$230.98,$0.00,,,Fixed price,https://www.ebay.com/itm/126824367606,2
American Silver Eagle Coin 1oz Fine Silver 1988,127659449331,"Feb 12, 2026",$95.00,$5.50,,,Fixed price,https://www.ebay.com/itm/127659449331,2
1988 American Silver Eagle MS70 PCGS Blue Label,135264893930,"Feb 21, 2026","$1,897.98",$0.00,,,Fixed price,https://www.ebay.com/itm/135264893930,2
1988 American Silver Eagle MS70 NGC Brown Label,136312718352,"Mar 10, 2026","$1,067.98",$0.00,,,Fixed price,https://www.ebay.com/itm/136312718352,2
1988 American Silver Eagle MS69 CAC,136533795168,"Jan 4, 2026",$95.95,$0.00,,,Fixed price,https://www.ebay.com/itm/136533795168,2
,,"Nov 30, 2025",$79.99,$0.00,,,Fixed price,,2
[Removed] Item 136756806872,136756806872,"Dec 2, 2025",$78.50,$0.00,,,Fixed price,,2
1988-S $1 1-oz Proof American Silver Eagle NGC PF70UC Brown Label,145651781656,"Mar 5, 2026",$369.00,$0.00,,,Fixed price,https://www.ebay.com/itm/145651781656,2
1988 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,147140479367,"Feb 24, 2026",$118.49,$0.00,,,Fixed price,https://www.ebay.com/itm/147140479367,2
,,"Dec 13, 2025",$85.00,$0.00,,,Fixed price,,2
,,"Oct 23, 2025",$79.99,$0.00,,,Fixed price,,4
1988 American Silver Eagle $1 NGC MS69 Brown Label Certified Coin,177554170636,"Feb 4, 2026",$110.00,$6.92,,,Fixed price,https://www.ebay.com/itm/177554170636,3
,,"Dec 4, 2025",$80.00,$0.00,,,Fixed price,,2
1988 (MS69) American Silver Eagle PCGS $1 ASE - Random Serial Number,186949380812,"Oct 18, 2025",$66.50,$0.00,,,Fixed price,https://www.ebay.com/itm/186949380812,2
1988 $1 American Silver Eagle With Christmas Tree Design Holiday Holder,197815723278,"Jan 7, 2026",$118.43,$0.00,,,Fixed price,https://www.ebay.com/itm/197815723278,2
1988-S Proof $1 American Silver Eagle NGC PF70UC Brown Label,204378658166,"Mar 27, 2026",$369.00,$0.00,,,Fixed price,https://www.ebay.com/itm/204378658166,2
,,"Dec 21, 2025",$75.00,$5.91,,,Fixed price,,5
1988-S GEM Proof Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP FREE DELIV,227208730371,"Feb 13, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227208730371,2
1988 AMERICAN SILVER EAGLE 1 OZ. PURE FINE SILVER BULLION COIN 999 BU-UNC,277703633565,"Apr 10, 2026",$108.25,$0.00,,,Fixed price,https://www.ebay.com/itm/277703633565,2
,,"Dec 25, 2025",$88.99,$0.00,,,Fixed price,,2
1988 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING •,297898332829,"Jan 14, 2026",$91.47,$11.38,,,Fixed price,https://www.ebay.com/itm/297898332829,2
,,"Dec 21, 2025",$83.66,$6.21,,,Fixed price,,2
1988 BU American Silver Eagle Dollar Uncirculated ASE US Mint Bullion $1 Coin,317382972348,"Jan 12, 2026",$79.99,$7.50,,,Fixed price,https://www.ebay.com/itm/317382972348,2
(1) 1988 S 1oz US American Silver Eagle $1 Dollar Proof Bullion Coin w/Box & COA,334663364296,"Jan 18, 2026",$124.74,$0.00,,,Fixed price,https://www.ebay.com/itm/334663364296,5
1988 AMERICAN SILVER EAGLE EARLY PRODUCTION NGC MS69,335746683703,"Mar 28, 2026",$212.50,$4.93,,,Fixed price,https://www.ebay.com/itm/335746683703,2
,,"Dec 28, 2025",$75.99,$9.50,,,Fixed price,,2
"1988 1 OZ AMERICAN SILVER EAGLE .999 SILVER, GEM WHITE BRILLIANT UNCIRCULATED",358132704633,"Jan 23, 2026",$106.33,$12.72,,,Fixed price,https://www.ebay.com/itm/358132704633,3
1988-S American Silver Eagle PF69 UCAM NGC Brown Label,365896092355,"Feb 1, 2026",$134.48,$0.00,,,Fixed price,https://www.ebay.com/itm/365896092355,2
,,"Nov 21, 2025",$57.00,$3.85,,,Fixed price,,2
1988 American Silver Eagle S$1 ASE NGC MS69 Premium Quality PQ Older Holder !!!!,366136014228,"Jan 24, 2026",$127.46,$0.00,,,Fixed price,https://www.ebay.com/itm/366136014228,13
Proof 1988-S American Silver Eagle 1 oz OGP w/Box & COA Free US Shipping,397517041373,"Jan 25, 2026",$124.99,$0.00,,,Fixed price,https://www.ebay.com/itm/397517041373,2
,,"Oct 17, 2025",$42.67,$6.14,,,Fixed price,,3
1988 American Silver Eagle MS-69 NGC,112615726001,"Dec 28, 2025",$103.42,$0.00,,,Fixed price,https://www.ebay.com/itm/112615726001,1
1988-S Proof American Silver Eagle PF-70 NGC,114435957651,"Jan 20, 2026",$380.45,$0.00,,,Fixed price,https://www.ebay.com/itm/114435957651,1
1988 American Eagle $1 PCGS MS67 ~KILLER NATURALLY TONED SILVER EAGLE!!~,114796427659,"Mar 11, 2026",$302.00,$0.00,,,Fixed price,https://www.ebay.com/itm/114796427659,1
,,"Dec 23, 2025",$69.95,$4.76,,,Fixed price,,1
1988 $1 American Silver Eagle NGC MS69 First Strike Low Mintage Red Label,115414303128,"Mar 13, 2026",$185.00,$0.00,,,Fixed price,https://www.ebay.com/itm/115414303128,1
,,"Dec 20, 2025",$75.00,$8.00,,,Fixed price,,1
,,"Nov 9, 2025",$284.99,$0.00,,,Fixed price,,1
1988 One Dollar American Silver Eagle PCGS MS67 Toning Toned Coin Early date NR,116558363484,"Jan 27, 2026",$129.60,$7.95,,,Fixed price,https://www.ebay.com/itm/116558363484,1
,,"Oct 19, 2025",$64.99,$0.00,,,Fixed price,,1
1988-S $1 American Silver Eagle PR69DCAM PCGS,116770779726,"Jan 17, 2026",$119.99,$0.00,,,Fixed price,https://www.ebay.com/itm/116770779726,1
,,"Oct 16, 2025",$65.00,$5.24,,,Fixed price,,1
,,"Oct 17, 2025",$68.00,$4.99,,,Fixed price,,1
,,"Dec 1, 2025",$89.00,$0.00,,,Fixed price,,1
,,"Nov 2, 2025",$504.00,$0.00,,,Fixed price,,1
,,"Oct 22, 2025",$249.99,$0.00,,,Fixed price,,1
,,"Dec 31, 2025",$185.25,$0.00,,,Fixed price,,1
,,"Oct 26, 2025",$61.95,$0.00,,,Fixed price,,1
,,"Dec 28, 2025",$82.00,$6.00,,,Fixed price,,1
,,"Nov 10, 2025",$56.65,$3.95,,,Fixed price,,1
,,"Nov 12, 2025","$1,125.00",$0.00,,,Auction,,1
,,"Dec 7, 2025",$56.02,$4.97,,,Auction,,1
,,"Dec 16, 2025",$147.50,$10.00,,,Auction,,1
,,"Dec 25, 2025",$84.95,$5.15,,,Fixed price,,1
