Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
A4112- 2003 SP Authentic FB Cards 201-281 +Inserts -You Pick- 15+ FREE US SHIP,234630917431,"Mar 27, 2026",$7.10,$0.20,,,Fixed price,https://www.ebay.com/itm/234630917431
2003-S US Mint Proof Set 10 Coin Set OGP Original Government Packaging COA,145685741244,"Apr 4, 2026",$16.99,$0.00,,,Fixed price,https://www.ebay.com/itm/145685741244
A4335- 2003-04 Pacific Invincible HK 1-100 +Inserts -You Pick- 15+ FREE US SHIP,235290502807,"Mar 29, 2026",$1.06,$0.23,,,Fixed price,https://www.ebay.com/itm/235290502807
B2717- 2003-04 Finest Bk Cards 1-190 +RCs +Inserts -You Pick- 15+ FREE US SHIP,334702214392,"Mar 25, 2026",$1.02,$0.27,,,Fixed price,https://www.ebay.com/itm/334702214392
B1527- 2003 Fleer Box Score BB Cards 1-245 +Inserts -You Pick- 15+ FREE US SHIP,236128708552,"Apr 4, 2026",$1.24,$0.26,,,Fixed price,https://www.ebay.com/itm/236128708552
A2060- 2003 SP Authentic Golf Cards 1-60 +Inserts -You Pick- 15+ FREE US SHIP,236321741659,"Mar 30, 2026",$0.74,$0.00,,,Fixed price,https://www.ebay.com/itm/236321741659
2003 P & D State Quarter 10 Coins from US Mint Set BU Statehood Cello 25c Coin,255012473701,"Mar 31, 2026",$7.56,$0.00,,,Fixed price,https://www.ebay.com/itm/255012473701
A4112- 2003 SP Authentic FB Card #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,334508665363,"Mar 26, 2026",$4.98,$0.60,,,Fixed price,https://www.ebay.com/itm/334508665363
B3121- 2003 Bowman Heritage BB #s 181-280 +Rookies -You Pick- 15+ FREE US SHIP,335000311773,"Apr 3, 2026",$0.81,$0.00,,,Fixed price,https://www.ebay.com/itm/335000311773
2003 S Proof State Quarter Set Gem DCam No Box or COA 5 Coins CN-Clad US Mint,143162758244,"Mar 13, 2026",$6.48,$3.95,,,Fixed price,https://www.ebay.com/itm/143162758244
2003 Proof & Uncirculated Annual US Mint Coin Sets PDS 30 Coins,206132633444,"Mar 26, 2026",$19.10,$0.00,,,Fixed price,https://www.ebay.com/itm/206132633444
A8312- 2003 Donruss Team Heroes BB 251-500 +Rookies -You Pick- 15+ FREE US SHIP,234330899530,"Apr 1, 2026",$1.00,$0.50,,,Fixed price,https://www.ebay.com/itm/234330899530
B3252- 2003 Packers Police Green Bay FB Cards 1-20 -You Pick- 15+ FREE US SHIP,256737505955,"Mar 23, 2026",$1.49,$1.09,,,Fixed price,https://www.ebay.com/itm/256737505955
B6400- 2003-04 Pacific Quest for the Cup Hk 1-140 -You Pick- 15+ FREE US SHIP,256816995308,"Apr 5, 2026",$0.89,$1.09,,,Fixed price,https://www.ebay.com/itm/256816995308
B2168- 2003 Fleer Tradition BB #s 266-485 +Inserts -You Pick- 15+ FREE US SHIP,334608542162,"Mar 28, 2026",$0.77,$0.00,,,Fixed price,https://www.ebay.com/itm/334608542162
2003 S Clad Proof Set - US Mint - 10 Coins - OGP,147147765321,"Mar 27, 2026",$13.49,$0.00,,,Fixed price,https://www.ebay.com/itm/147147765321
