Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1951 US Commemorative Year Set (Complete) #998-1003, MNH FREE SHIPPING",285641152529,"Apr 4, 2026",$1.09,$0.00,,,Fixed price,https://www.ebay.com/itm/285641152529
"1952 US Commemorative Year Set (Complete) #1004-1016, MNH FREE SHIPPING",285071401585,"Apr 4, 2026",$1.25,$0.00,,,Fixed price,https://www.ebay.com/itm/285071401585
"1955 US Commemorative Year Set (Complete) #1064-1072, MNH FREE SHIPPING",285089703639,"Apr 4, 2026",$1.20,$0.00,,,Fixed price,https://www.ebay.com/itm/285089703639
"1957 US Commemorative Year Set (Complete) #1086-1099, MNH FREE SHIPPING",284525406254,"Apr 4, 2026",$1.30,$0.00,,,Fixed price,https://www.ebay.com/itm/284525406254
"1953 US Commemorative Year Set (Complete) #1017-1028, MNH FREE SHIPPING",287025381500,"Apr 4, 2026",$1.20,$0.00,,,Fixed price,https://www.ebay.com/itm/287025381500
"1956 US Commemorative Year Set (Complete) #1073-74, 1076-85, MNH FREE SHIPPING",284864161293,"Apr 4, 2026",$1.20,$0.00,,,Fixed price,https://www.ebay.com/itm/284864161293
"1958 US Commemorative Year Set (Complete) #1100, 1104-1123, MNH FREE SHIPPING",287075403452,"Apr 4, 2026",$1.68,$0.00,,,Fixed price,https://www.ebay.com/itm/287075403452
"1954 US Commemorative Year Set (Complete) #1029, 1060-1063, MNH FREE SHIPPING",284405998983,"Apr 4, 2026",$1.09,$0.00,,,Fixed price,https://www.ebay.com/itm/284405998983
"1959 US Commemorative Year Set (Complete) #1124-1138, MNH FREE SHIPPING",284758846339,"Apr 4, 2026",$1.64,$0.00,,,Fixed price,https://www.ebay.com/itm/284758846339
"US Scott # C57, C58, C59, C62, & C63 1959 - 1961 Airmails Set of 5 MNH",298145013047,"Apr 1, 2026",$3.25,$0.00,,,Fixed price,https://www.ebay.com/itm/298145013047
"US 1956 Complete Commemorative Year Set of 13, 1073-1085 w/ 1075 SS - MNH",160577830391,"Mar 31, 2026",$3.95,$0.00,,,Fixed price,https://www.ebay.com/itm/160577830391
1954-68 US Liberty Issue Complete Set of 27 + 4 Bonus 1030-1053 1214 MNH F/VF+,388780254213,"Mar 28, 2026",$32.50,$1.99,,,Fixed price,https://www.ebay.com/itm/388780254213
"US 1954-1955 Complete Commemorative Year Set of 14 - 1029, 1060-1072 - MNH",160577843254,"Mar 30, 2026",$5.11,$0.00,,,Fixed price,https://www.ebay.com/itm/160577843254
"US 1951-1952 Complete Commemorative Year Set of 19, 998-1016 - MNH*",160579629583,"Mar 27, 2026",$6.77,$0.00,,,Fixed price,https://www.ebay.com/itm/160579629583
"US 1054-1059A, 1054b, & 1059A Regular Liberty Issue Coil Singles MNH Set of 8 VF",388517637245,"Mar 13, 2026",$4.05,$0.00,,,Fixed price,https://www.ebay.com/itm/388517637245
"US Scott # C57, C58, C59, C62, & C63 1959 - 1961 Airmails Set of 5 MNH",115240943299,"Apr 1, 2026",$3.15,$0.00,,,Fixed price,https://www.ebay.com/itm/115240943299
US Scott # 1030 -1053 Liberty Sheet Issues of 1954-68 Set of 26 / ½¢ to $5. MNH,115739051962,"Mar 20, 2026",$34.85,$0.00,,,Fixed price,https://www.ebay.com/itm/115739051962
Ryukyu Islands 31-33 MNH Set US Possessions KSPhilatelics,127708559965,"Mar 17, 2026",$5.00,$1.00,,,Fixed price,https://www.ebay.com/itm/127708559965
Ryukyu Islands 36-38 MNH Set US Possessions KSPhilatelics,127708798637,"Apr 1, 2026",$4.25,$1.00,,,Fixed price,https://www.ebay.com/itm/127708798637
Ryukyu Islands 19-26 MNH Set US Possessions KSPhilatelics,127709016089,"Mar 31, 2026",$24.00,$6.00,,,Fixed price,https://www.ebay.com/itm/127709016089
US Scott # 1030 -1052 Liberty Sheet Issues of 1954-68 Set of 25 / ½¢ to $1 MNH,155431587469,"Mar 7, 2026",$14.54,$1.00,,,Fixed price,https://www.ebay.com/itm/155431587469
1951 US Mint Proof Set in Capital Holder,168262622789,"Apr 4, 2026",$480.00,$5.16,,,Auction,https://www.ebay.com/itm/168262622789
*US Mint Plate Blocks by WB. Matched Set MNH Scott #1603,206103960096,"Mar 8, 2026",$5.67,$0.80,,,Auction,https://www.ebay.com/itm/206103960096
*US Mint Plate Blocks by WB. Matched Set MNH Scott #1288,206118572979,"Mar 14, 2026",$3.97,$0.80,,,Auction,https://www.ebay.com/itm/206118572979
*US Mint Plate Blocks by WB. Matched Set MNH Scott #1291,206140956631,"Mar 22, 2026",$6.87,$0.80,,,Auction,https://www.ebay.com/itm/206140956631
