Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
A6822- 1993 Stadium Club BB #s 400-599 +Rookies -You Pick- 15+ FREE US SHIP,234570773469,"Apr 5, 2026",$0.71,$0.00,,,Fixed price,https://www.ebay.com/itm/234570773469
A6822- 1993 Stadium Club BB Cards 1-199 +Rookies -You Pick- 15+ FREE US SHIP,234570773430,"Apr 5, 2026",$0.74,$0.00,,,Fixed price,https://www.ebay.com/itm/234570773430
A6822- 1993 Stadium Club BB #s 200-399 +Rookies -You Pick- 15+ FREE US SHIP,334456567454,"Apr 5, 2026",$0.72,$0.00,,,Fixed price,https://www.ebay.com/itm/334456567454
A7935- 1993-94 Hoops BK Card #s 251-421 +Inserts -You Pick- 15+ FREE US SHIP,234277476975,"Apr 5, 2026",$1.04,$0.00,,,Fixed price,https://www.ebay.com/itm/234277476975
A6171- 1993 Quarterback Legends FB Card #s 1-50 -You Pick- 15+ FREE US SHIP,336218906388,"Apr 5, 2026",$1.22,$0.32,,,Fixed price,https://www.ebay.com/itm/336218906388
B1979- 1993 Wheels Rookie Thunder 1-100 +Inserts -You Pick- 15+ FREE US SHIP,235013241910,"Apr 5, 2026",$0.90,$0.30,,,Fixed price,https://www.ebay.com/itm/235013241910
B4185- 1993 Topps Gold Baseball BB Cards 501-750 -You Pick- 15+ FREE US SHIP,257416721141,"Apr 5, 2026",$1.38,$0.25,,,Fixed price,https://www.ebay.com/itm/257416721141
A6559- 1993 Finest Baseball Card #s 1-199 +Rookies -You Pick- 15+ FREE US SHIP,236112594012,"Apr 5, 2026",$2.03,$0.25,,,Fixed price,https://www.ebay.com/itm/236112594012
A2789- 1993-94 Parkhurst Hk Emerald Ice #s 1-250 -You Pick- 15+ FREE US SHIP,234740689263,"Apr 4, 2026",$0.97,$0.00,,,Fixed price,https://www.ebay.com/itm/234740689263
A2789- 1993-94 Parkhurst Hk Emerald Ice #s 251-540 -You Pick- 15+ FREE US SHIP,234740689271,"Apr 4, 2026",$0.99,$0.00,,,Fixed price,https://www.ebay.com/itm/234740689271
A2789- 1993-94 Parkhurst Hk Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,235507484489,"Apr 4, 2026",$0.90,$0.36,,,Fixed price,https://www.ebay.com/itm/235507484489
B2067- 1993 Fleer Baseball Cards 251-500 +Rookies -You Pick- 15+ FREE US SHIP,234738948731,"Apr 4, 2026",$0.79,$1.09,,,Fixed price,https://www.ebay.com/itm/234738948731
A0118- 1993 Bowman Baseball Cards 501-708 +Rookies -You Pick- 15+ FREE US SHIP,235068605678,"Apr 4, 2026",$0.76,$0.70,,,Fixed price,https://www.ebay.com/itm/235068605678
1984-1993 - 10 US Proof Sets Mint Packaging with Certificate of Authenticity,375917428866,"Apr 3, 2026",$77.75,$14.54,,,Fixed price,https://www.ebay.com/itm/375917428866
B3440- 1993 Studio BB Card #s 1-220 +RCs +Inserts -You Pick- 15+ FREE US SHIP,235041309082,"Apr 3, 2026",$0.97,$0.19,,,Fixed price,https://www.ebay.com/itm/235041309082
B0254- 1997-98 Grand Slam Ventures Masters Coll -You Pick- 15+ FREE US SHIP,334375080130,"Apr 3, 2026",$1.32,$1.29,,,Fixed price,https://www.ebay.com/itm/334375080130
A0984- 1993 Pinnacle Baseball Cards 1-250 +Rookies -You Pick- 15+ FREE US SHIP,234125197390,"Apr 3, 2026",$0.84,$0.89,,,Fixed price,https://www.ebay.com/itm/234125197390
A0118- 1993 Bowman Baseball Cards 251-500 +Rookies -You Pick- 15+ FREE US SHIP,235068605679,"Apr 3, 2026",$1.86,$0.25,,,Fixed price,https://www.ebay.com/itm/235068605679
A2040- 1993 Topps Football Cards 251-500 +Rookies -You Pick- 15+ FREE US SHIP,234641482219,"Apr 3, 2026",$0.73,$0.00,,,Fixed price,https://www.ebay.com/itm/234641482219
A0291- 1993 Fleer Final Edition BB 1-200 +Rookies -You Pick- 15+ FREE US SHIP,235399720997,"Apr 2, 2026",$0.79,$0.00,,,Fixed price,https://www.ebay.com/itm/235399720997
A2040- 1993 Topps Football Cards 501-660 +Rookies -You Pick- 15+ FREE US SHIP,234641482217,"Apr 2, 2026",$0.73,$0.10,,,Fixed price,https://www.ebay.com/itm/234641482217
1993 Proof set. Genuine. complete and original as issued by US Mint.,352634392463,"Apr 1, 2026",$6.50,$3.54,,,Fixed price,https://www.ebay.com/itm/352634392463
