Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL,Quantity Sold
Enduring Liberty 2026 D Semiquincentennial Half Dollar - 1 Coin,257357770298,"Apr 10, 2026",$4.77,$10.62,,,Fixed price,https://www.ebay.com/itm/257357770298
Set Of 2 Coins 2025 P&D 50 Cents Kennedy Half Dollar Uncirculated. #C1628,326577747123,"Apr 10, 2026",$3.54,$0.00,,,Fixed price,https://www.ebay.com/itm/326577747123
(2 Coins) 2026 SemiQuincentennial 250th- Half Dollar P+D Set PRESALE! May 5th,236585538243,"Apr 10, 2026",$6.20,$14.57,,,Fixed price,https://www.ebay.com/itm/236585538243
Item ID 206091226759,206091226759,"Apr 10, 2026",$6.95,$3.50,,,Fixed price,https://www.ebay.com/itm/206091226759
2026 P&D Semiquincentenial Half Dollar Uncirculated BU 2 Coins PRESALE May 5,397713937774,"Apr 10, 2026",$5.89,$0.00,,,Fixed price,https://www.ebay.com/itm/397713937774
2026 Enduring Liberty Semiquincentennial Half Dollar (1) P Mint Coin ON HAND,236647824862,"Apr 10, 2026",$5.59,$0.00,,,Fixed price,https://www.ebay.com/itm/236647824862
"1776-2026 D Liberty Semiquincentennial Half Dollar, UNCIRCULATED, Fast shipping",397593622926,"Apr 9, 2026",$4.12,$0.00,,,Fixed price,https://www.ebay.com/itm/397593622926
LOWEST PRICE Kennedy Half Dollar Rolls Unopened Unsearched Guaranteed!!!,205659267469,"Apr 9, 2026",$9.78,$19.06,,,Fixed price,https://www.ebay.com/itm/205659267469
LOWEST PRICE Kennedy Half Dollar Rolls Unopened Unsearched Guaranteed!!!,157650927674,"Apr 9, 2026",$9.30,$26.02,,,Fixed price,https://www.ebay.com/itm/157650927674
WOW CHEAPEST PRICE ON EBAY KENNEDY HALF DOLLAR ROLL SEALED UNSEARCHED,236595446903,"Apr 9, 2026",$19.44,$14.08,,,Fixed price,https://www.ebay.com/itm/236595446903
Enduring Liberty 2026 P Semiquincentennial Half Dollar - 1 Coin,257407191773,"Apr 9, 2026",$5.49,$19.50,,,Fixed price,https://www.ebay.com/itm/257407191773
