Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1897-O Year New Orleans Mint Mark Morgan Silver Dollar $1 US COIN,206148047178,"May 17, 2026",$55.50,$0.00,,,Fixed price,https://www.ebay.com/itm/206148047178,2
"Silver Morgan Dollars Qty 4 Uncertified 1921 , 1903, 1901 O and 1897",117193063007,"May 14, 2026",$235.50,$8.00,,,Auction,https://www.ebay.com/itm/117193063007,1
"1897-O Morgan Dollar, Uncertified, NR.",117160689450,"May 2, 2026",$595.95,$4.40,,,Auction,https://www.ebay.com/itm/117160689450,1
1897 O Morgan Dollar XF EF Extremely Fine 90% Silver $1 US Coin Collectible,366322534390,"Apr 25, 2026",$128.49,$0.00,,,Fixed price,https://www.ebay.com/itm/366322534390,4
MORGAN SILVER DOLLAR 1897 O KEY DATE BETTER GRADE VF TO XF NICE 90% SILVER,117144494208,"Apr 23, 2026",$68.00,$6.95,,,Auction,https://www.ebay.com/itm/117144494208,1
"1884 (2) 1888-o , 1886, 1888, 1896 1897 (X6), 12 Morgan Dollar 90 Silver",298247003764,"Apr 22, 2026",$46.80,$8.89,,,Fixed price,https://www.ebay.com/itm/298247003764,12
Better 1897-O Morgan Silver Dollar - 90% US Coin - Nice Coin *608,127796002436,"Apr 11, 2026",$69.00,$0.00,,,Auction,https://www.ebay.com/itm/127796002436,1
1897-O Morgan Dollar $1 AU58 PCGS,127693979438,"Apr 10, 2026",$495.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127693979438,1
Early - 1897-O Morgan Silver Dollar - 90% US Coin *319,127793894932,"Apr 10, 2026",$60.50,$0.00,,,Auction,https://www.ebay.com/itm/127793894932,1
1897 O Morgan Dollar XF EF Extremely Fine 90% Silver $1 US Coin Collectible,366322534390,"Apr 9, 2026",$127.99,$0.00,,,Fixed price,https://www.ebay.com/itm/366322534390,3
1897-O Morgan Silver Dollar AU Details,126737213808,"Apr 9, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126737213808,1
Early - 1897-O Morgan Silver Dollar - 90% US Coin *890,127790105035,"Apr 8, 2026",$63.00,$0.00,,,Auction,https://www.ebay.com/itm/127790105035,1
"🔥Lot of 3 1897 Morgan Silver Dollars 1897,1897-O,1897-S",127799280558,"Apr 8, 2026",$218.00,$8.84,,,Fixed price,https://www.ebay.com/itm/127799280558,1
1897 O Morgan Dollar AU 53 ANACS Silver $1 Coin SKU:I19263,366322613878,"Apr 7, 2026",$134.99,$0.00,,,Fixed price,https://www.ebay.com/itm/366322613878
