Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
A1126- 1991 Stadium Club BB Cards 1-200 +Rookies -You Pick- 15+ FREE US SHIP,334116939381,"Apr 5, 2026",$0.71,$0.00,,,Fixed price,https://www.ebay.com/itm/334116939381
A1126- 1991 Stadium Club BB Cards 201-400 +Rookies -You Pick- 15+ FREE US SHIP,334116947983,"Apr 5, 2026",$1.08,$0.41,,,Fixed price,https://www.ebay.com/itm/334116947983
B7251- 1991 Quarterback Legends FB Card #s 1-50 -You Pick- 15+ FREE US SHIP,257334078390,"Apr 5, 2026",$1.59,$0.60,,,Fixed price,https://www.ebay.com/itm/257334078390
A7048- 1992 Stadium Club Dome BB #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,335737892778,"Apr 5, 2026",$0.80,$0.00,,,Fixed price,https://www.ebay.com/itm/335737892778
1000000's STAMPS COLLECTION-Lot of 100+ALBUMS-GLASSINES-MINT-SET-Used-UNSEARCHED,313605794666,"Apr 5, 2026",$3.98,$3.04,,,Fixed price,https://www.ebay.com/itm/313605794666
B3844- 1991 Pro Set Football Cards 237-475 +Rookies -You Pick- 15+ FREE US SHIP,335070039752,"Apr 5, 2026",$1.10,$0.33,,,Fixed price,https://www.ebay.com/itm/335070039752
B3844- 1991 Pro Set Football Cards 1-236 +Rookies -You Pick- 15+ FREE US SHIP,335070039772,"Apr 5, 2026",$0.99,$0.10,,,Fixed price,https://www.ebay.com/itm/335070039772
A5087- 1991-92 Hoops Basketball Card #s 1-250 -You Pick- 15+ FREE US SHIP,335356312729,"Apr 5, 2026",$0.87,$0.30,,,Fixed price,https://www.ebay.com/itm/335356312729
1992 2647-2696 WILDFLOWERS US MINT Stamp singles set 50 Different MNH flax lily,386900411705,"Apr 5, 2026",$19.70,$0.00,,,Fixed price,https://www.ebay.com/itm/386900411705
A1235- 1991-1992 Conlon TSN Baseball Cards 251-500 -You Pick- 15+ FREE US SHIP,257008155644,"Apr 4, 2026",$0.84,$0.74,,,Fixed price,https://www.ebay.com/itm/257008155644
A9938- 1991 Hoby SEC Stars Football Card #s 1-250 -You Pick- 15+ FREE US SHIP,335930374994,"Apr 4, 2026",$2.33,$0.10,,,Fixed price,https://www.ebay.com/itm/335930374994
B2566- 1991 Topps Football Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,334676336142,"Apr 4, 2026",$0.82,$0.36,,,Fixed price,https://www.ebay.com/itm/334676336142
B5980- 1991 Mariners Country Hearth BB Cards 1-29 -You Pick- 15+ FREE US SHIP,256713113927,"Apr 3, 2026",$1.71,$0.19,,,Fixed price,https://www.ebay.com/itm/256713113927
A7264- 1991-92 Upper Deck Hk #'s 251-500 +Rookies -You Pick- 15+ FREE US SHIP,334103079452,"Apr 3, 2026",$0.82,$0.35,,,Fixed price,https://www.ebay.com/itm/334103079452
A7264- 1991-92 Upper Deck Hockey #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,334103079390,"Apr 3, 2026",$0.84,$0.10,,,Fixed price,https://www.ebay.com/itm/334103079390
A0791- 1991 Classic/Best Baseball Card #s 1-250 -You Pick- 15+ FREE US SHIP,334052015862,"Apr 3, 2026",$0.91,$0.63,,,Fixed price,https://www.ebay.com/itm/334052015862
B1761- 1991 Pro Set Golf Card #s 1-200 +Rookies -You Pick- 15+ FREE US SHIP,234694210428,"Apr 2, 2026",$0.78,$0.50,,,Fixed price,https://www.ebay.com/itm/234694210428
A3979- 1991 Pro Set WLAF FB Card #s 1-150 +Inserts -You Pick- 15+ FREE US SHIP,334951276536,"Apr 2, 2026",$0.73,$0.10,,,Fixed price,https://www.ebay.com/itm/334951276536
Vintage Comics NM+ Individual Through Bulk Dozens of Series + More 35% OFF 4+,126744264538,"Apr 2, 2026",$1.49,$1.00,,,Fixed price,https://www.ebay.com/itm/126744264538
A7088- 1991 Pinnacle FB Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,234062713215,"Apr 2, 2026",$0.69,$0.20,,,Fixed price,https://www.ebay.com/itm/234062713215
B2650- 1991 Upper Deck BB Card #s 504-753 +Rookies -You Pick- 15+ FREE US SHIP,334708473354,"Apr 2, 2026",$0.83,$0.33,,,Fixed price,https://www.ebay.com/itm/334708473354
A8039- 1991 UCLA Collegiate Collection Cards 1-144 -You Pick- 15+ FREE US SHIP,234630211015,"Apr 2, 2026",$1.13,$0.26,,,Fixed price,https://www.ebay.com/itm/234630211015
A2500- 1991-92 Upper Deck Bk Cards 1-250 +Rookies -You Pick- 15+ FREE US SHIP,234277457811,"Apr 1, 2026",$1.04,$0.00,,,Fixed price,https://www.ebay.com/itm/234277457811
1991 Proof set. Genuine. complete and original as issued by US Mint.,373013393352,"Mar 31, 2026",$6.50,$3.56,,,Fixed price,https://www.ebay.com/itm/373013393352
A8304- 1991 All World CFL FB Cards 1-110 +Inserts -You Pick- 15+ FREE US SHIP,336456827811,"Mar 31, 2026",$1.43,$0.30,,,Fixed price,https://www.ebay.com/itm/336456827811
B2608- 1991 Donruss Baseball Cards 498-747 +Rookies -You Pick- 15+ FREE US SHIP,334676530091,"Mar 31, 2026",$0.78,$0.10,,,Fixed price,https://www.ebay.com/itm/334676530091
B2189- 1991 Ultra Baseball Cards 251-400 +Inserts -You Pick- 15+ FREE US SHIP,234761843173,"Mar 31, 2026",$0.71,$0.00,,,Fixed price,https://www.ebay.com/itm/234761843173
A2628- 1991 Pacific Football #s 472-660 +Inserts -You Pick- 15+ FREE US SHIP,234395930522,"Mar 30, 2026",$0.90,$0.00,,,Fixed price,https://www.ebay.com/itm/234395930522
