Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1873-CC Seated Liberty Half Dollar w/ Arrows * Scarce LARGE CC, Carson City *",188503407367,"Jun 13, 2026",$264.00,$3.99,,,Fixed price,https://www.ebay.com/itm/188503407367,1
1873 CC Seated Liberty Half Dollar 50C Ungraded Arrows Silver US Coin CC29790,127903797370,"Jun 7, 2026",$400.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127903797370,1
[Removed] Item 206288916745,206288916745,"May 22, 2026",$49.99,$9.99,,,Fixed price,,1
1873 CC Seated Liberty Half Dollar Arrows ANACS F12 Old Soapbox Holder (3669),147269278999,"May 21, 2026",$875.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147269278999,1
1873 CC Seated Liberty Half Dollar,358499798581,"May 17, 2026",$39.13,$0.00,,,Fixed price,https://www.ebay.com/itm/358499798581,3
1873-CC Seated Liberty Silver Half Dollar 50C High Grade,397947509322,"May 16, 2026",$18.99,$9.99,,,Fixed price,https://www.ebay.com/itm/397947509322,3
1873 CC with Arrows CARSON CITY Seated Liberty Silver Half Dollar KEY DATE AG+,157848890261,"May 14, 2026",$340.00,$5.97,,,Fixed price,https://www.ebay.com/itm/157848890261,1
1873-CC No Arrows Seated Liberty Half Dollar. Mintmark is Very Weak.,168350674367,"May 9, 2026",$224.95,$5.95,,,Auction,https://www.ebay.com/itm/168350674367,1
[Removed] Item 358508188329,358508188329,"May 5, 2026",$15.61,$9.99,,,Fixed price,,4
[Removed] Item 206239573888,206239573888,"May 3, 2026",$19.49,$19.98,,,Fixed price,,6
[Removed] Item 318223162234,318223162234,"May 3, 2026",$39.00,$9.99,,,Fixed price,,2
1873 CC Seated Liberty Half Dollar Rare No Arrows NGC AG3 Circulated,127824872115,"May 1, 2026",$471.81,$5.16,,,Auction,https://www.ebay.com/itm/127824872115,1
USA 1873-CC Liberty Seated with Motto Dollar Coin Contemporary Restrike Token,178043917516,"May 1, 2026",$17.50,$1.50,,,Fixed price,https://www.ebay.com/itm/178043917516,1
1873 CC Seated Liberty Half Dollar,358477679499,"Apr 28, 2026",$49.25,$0.00,,,Fixed price,https://www.ebay.com/itm/358477679499,4
